"","Unique_Unique_Object","Experiment","Aktnac","ERKnac","Condition","Concen"
"4438",5139,"20200205 P2",-0.3052,-0.1826,"ymptx",0
"4439",5142,"20200205 P2",-0.3227,-0.445,"DMSO",0
"4440",5142,"20200205 P2",-0.3227,-0.445,"PTx",0
"4441",5142,"20200205 P2",-0.3227,-0.445,"YM",0
"4442",5142,"20200205 P2",-0.3227,-0.445,"ymptx",0
"4444",5143,"20200205 P2",0.0658000000000001,-0.1279,"DMSO",0
"4445",5143,"20200205 P2",0.0658000000000001,-0.1279,"PTx",0
"4446",5143,"20200205 P2",0.0658000000000001,-0.1279,"YM",0
"4447",5143,"20200205 P2",0.0658000000000001,-0.1279,"ymptx",0
"4450",5145,"20200205 P2",0.5527,0.3816,"DMSO",0
"4451",5145,"20200205 P2",0.5527,0.3816,"PTx",0
"4452",5145,"20200205 P2",0.5527,0.3816,"YM",0
"4453",5145,"20200205 P2",0.5527,0.3816,"ymptx",0
"4455",5147,"20200205 P2",-0.5219,0.0756999999999999,"DMSO",0
"4456",5147,"20200205 P2",-0.5219,0.0756999999999999,"PTx",0
"4457",5147,"20200205 P2",-0.5219,0.0756999999999999,"YM",0
"4458",5147,"20200205 P2",-0.5219,0.0756999999999999,"ymptx",0
"4459",5148,"20200205 P2",-0.1846,-0.138299999999999,"DMSO",0
"4460",5148,"20200205 P2",-0.1846,-0.138299999999999,"PTx",0
"4461",5148,"20200205 P2",-0.1846,-0.138299999999999,"YM",0
"4462",5148,"20200205 P2",-0.1846,-0.138299999999999,"ymptx",0
"4463",5149,"20200205 P2",-0.0568000000000001,0.0803000000000004,"DMSO",0
"4464",5149,"20200205 P2",-0.0568000000000001,0.0803000000000004,"PTx",0
"4465",5149,"20200205 P2",-0.0568000000000001,0.0803000000000004,"YM",0
"4466",5149,"20200205 P2",-0.0568000000000001,0.0803000000000004,"ymptx",0
"4468",5153,"20200205 P2",-0.2738,-0.1499,"DMSO",0
"4469",5153,"20200205 P2",-0.2738,-0.1499,"PTx",0
"4470",5153,"20200205 P2",-0.2738,-0.1499,"YM",0
"4471",5153,"20200205 P2",-0.2738,-0.1499,"ymptx",0
"4473",5154,"20200205 P2",0.2239,-0.0159999999999997,"DMSO",0
"4474",5154,"20200205 P2",0.2239,-0.0159999999999997,"PTx",0
"4475",5154,"20200205 P2",0.2239,-0.0159999999999997,"YM",0
"4476",5154,"20200205 P2",0.2239,-0.0159999999999997,"ymptx",0
"4478",5155,"20200205 P2",-0.0817000000000001,-0.1117,"DMSO",0
"4479",5155,"20200205 P2",-0.0817000000000001,-0.1117,"PTx",0
"4480",5155,"20200205 P2",-0.0817000000000001,-0.1117,"YM",0
"4481",5155,"20200205 P2",-0.0817000000000001,-0.1117,"ymptx",0
"4482",5156,"20200205 P2",-0.2106,-0.1666,"DMSO",0
"4483",5156,"20200205 P2",-0.2106,-0.1666,"PTx",0
"4484",5156,"20200205 P2",-0.2106,-0.1666,"YM",0
"4485",5156,"20200205 P2",-0.2106,-0.1666,"ymptx",0
"4486",5157,"20200205 P2",-0.1588,-0.0885000000000003,"DMSO",0
"4487",5157,"20200205 P2",-0.1588,-0.0885000000000003,"PTx",0
"4488",5157,"20200205 P2",-0.1588,-0.0885000000000003,"YM",0
"4489",5157,"20200205 P2",-0.1588,-0.0885000000000003,"ymptx",0
"4490",5158,"20200205 P2",-0.2681,-0.0888999999999998,"DMSO",0
"4491",5158,"20200205 P2",-0.2681,-0.0888999999999998,"PTx",0
"4492",5158,"20200205 P2",-0.2681,-0.0888999999999998,"YM",0
"4493",5158,"20200205 P2",-0.2681,-0.0888999999999998,"ymptx",0
"4495",5159,"20200205 P2",-0.0299000000000001,0.4267,"DMSO",0
"4496",5159,"20200205 P2",-0.0299000000000001,0.4267,"PTx",0
"4497",5159,"20200205 P2",-0.0299000000000001,0.4267,"YM",0
"4498",5159,"20200205 P2",-0.0299000000000001,0.4267,"ymptx",0
"4502",5162,"20200205 P2",-0.0651000000000003,0.3014,"DMSO",0
"4503",5162,"20200205 P2",-0.0651000000000003,0.3014,"PTx",0
"4504",5162,"20200205 P2",-0.0651000000000003,0.3014,"YM",0
"4505",5162,"20200205 P2",-0.0651000000000003,0.3014,"ymptx",0
"4506",5163,"20200205 P2",-0.2323,0.3541,"DMSO",0
"4507",5163,"20200205 P2",-0.2323,0.3541,"PTx",0
"4508",5163,"20200205 P2",-0.2323,0.3541,"YM",0
"4509",5163,"20200205 P2",-0.2323,0.3541,"ymptx",0
"4511",5164,"20200205 P2",-0.2678,-0.0947000000000003,"DMSO",0
"4512",5164,"20200205 P2",-0.2678,-0.0947000000000003,"PTx",0
"4513",5164,"20200205 P2",-0.2678,-0.0947000000000003,"YM",0
"4514",5164,"20200205 P2",-0.2678,-0.0947000000000003,"ymptx",0
"4515",5165,"20200205 P2",-0.4345,-0.5689,"DMSO",0
"4516",5165,"20200205 P2",-0.4345,-0.5689,"PTx",0
"4517",5165,"20200205 P2",-0.4345,-0.5689,"YM",0
"4518",5165,"20200205 P2",-0.4345,-0.5689,"ymptx",0
"4519",5166,"20200205 P2",0.0307999999999999,-0.00839999999999991,"DMSO",0
"4520",5166,"20200205 P2",0.0307999999999999,-0.00839999999999991,"PTx",0
"4521",5166,"20200205 P2",0.0307999999999999,-0.00839999999999991,"YM",0
"4522",5166,"20200205 P2",0.0307999999999999,-0.00839999999999991,"ymptx",0
"4524",5167,"20200205 P2",-0.1216,1.0203,"DMSO",0
"4525",5167,"20200205 P2",-0.1216,1.0203,"PTx",0
"4526",5167,"20200205 P2",-0.1216,1.0203,"YM",0
"4527",5167,"20200205 P2",-0.1216,1.0203,"ymptx",0
"4528",5168,"20200205 P2",-0.1204,0.328,"DMSO",0
"4529",5168,"20200205 P2",-0.1204,0.328,"PTx",0
"4530",5168,"20200205 P2",-0.1204,0.328,"YM",0
"4531",5168,"20200205 P2",-0.1204,0.328,"ymptx",0
"4534",5170,"20200205 P2",-0.3915,-0.2464,"DMSO",0
"4535",5170,"20200205 P2",-0.3915,-0.2464,"PTx",0
"4536",5170,"20200205 P2",-0.3915,-0.2464,"YM",0
"4537",5170,"20200205 P2",-0.3915,-0.2464,"ymptx",0
"4538",5171,"20200205 P2",-0.00330000000000014,-0.0891999999999998,"DMSO",0
"4539",5171,"20200205 P2",-0.00330000000000014,-0.0891999999999998,"PTx",0
"4540",5171,"20200205 P2",-0.00330000000000014,-0.0891999999999998,"YM",0
"4541",5171,"20200205 P2",-0.00330000000000014,-0.0891999999999998,"ymptx",0
"4543",5172,"20200205 P2",-0.1453,0.207000000000001,"DMSO",0
"4544",5172,"20200205 P2",-0.1453,0.207000000000001,"PTx",0
"4545",5172,"20200205 P2",-0.1453,0.207000000000001,"YM",0
"4546",5172,"20200205 P2",-0.1453,0.207000000000001,"ymptx",0
"4547",5173,"20200205 P2",-0.3631,0.5443,"DMSO",0
"4548",5173,"20200205 P2",-0.3631,0.5443,"PTx",0
"4549",5173,"20200205 P2",-0.3631,0.5443,"YM",0
"4550",5173,"20200205 P2",-0.3631,0.5443,"ymptx",0
"4554",5176,"20200205 P2",-0.2175,-0.265399999999999,"DMSO",0
"4555",5176,"20200205 P2",-0.2175,-0.265399999999999,"PTx",0
"4556",5176,"20200205 P2",-0.2175,-0.265399999999999,"YM",0
"4557",5176,"20200205 P2",-0.2175,-0.265399999999999,"ymptx",0
"4559",5177,"20200205 P2",-0.2247,-0.1407,"DMSO",0
"4560",5177,"20200205 P2",-0.2247,-0.1407,"PTx",0
"4561",5177,"20200205 P2",-0.2247,-0.1407,"YM",0
"4562",5177,"20200205 P2",-0.2247,-0.1407,"ymptx",0
"4564",5178,"20200205 P2",-0.1168,0.0668000000000005,"DMSO",0
"4565",5178,"20200205 P2",-0.1168,0.0668000000000005,"PTx",0
"4566",5178,"20200205 P2",-0.1168,0.0668000000000005,"YM",0
"4567",5178,"20200205 P2",-0.1168,0.0668000000000005,"ymptx",0
"4569",5179,"20200205 P2",-0.4517,-0.0149999999999996,"DMSO",0
"4570",5179,"20200205 P2",-0.4517,-0.0149999999999996,"PTx",0
"4571",5179,"20200205 P2",-0.4517,-0.0149999999999996,"YM",0
"4572",5179,"20200205 P2",-0.4517,-0.0149999999999996,"ymptx",0
"4574",5181,"20200205 P2",-0.3121,-0.3275,"DMSO",0
"4575",5181,"20200205 P2",-0.3121,-0.3275,"PTx",0
"4576",5181,"20200205 P2",-0.3121,-0.3275,"YM",0
"4577",5181,"20200205 P2",-0.3121,-0.3275,"ymptx",0
"4579",5182,"20200205 P2",-0.359,-0.1938,"DMSO",0
"4580",5182,"20200205 P2",-0.359,-0.1938,"PTx",0
"4581",5182,"20200205 P2",-0.359,-0.1938,"YM",0
"4582",5182,"20200205 P2",-0.359,-0.1938,"ymptx",0
"4584",5183,"20200205 P2",-0.8447,-0.6894,"DMSO",0
"4585",5183,"20200205 P2",-0.8447,-0.6894,"PTx",0
"4586",5183,"20200205 P2",-0.8447,-0.6894,"YM",0
"4587",5183,"20200205 P2",-0.8447,-0.6894,"ymptx",0
"4589",5184,"20200205 P2",-0.2616,-0.373900000000001,"DMSO",0
"4590",5184,"20200205 P2",-0.2616,-0.373900000000001,"PTx",0
"4591",5184,"20200205 P2",-0.2616,-0.373900000000001,"YM",0
"4592",5184,"20200205 P2",-0.2616,-0.373900000000001,"ymptx",0
"4593",5185,"20200205 P2",-0.4507,-0.1955,"DMSO",0
"4594",5185,"20200205 P2",-0.4507,-0.1955,"PTx",0
"4595",5185,"20200205 P2",-0.4507,-0.1955,"YM",0
"4596",5185,"20200205 P2",-0.4507,-0.1955,"ymptx",0
"4598",5186,"20200205 P2",-0.4583,0.256699999999999,"DMSO",0
"4599",5186,"20200205 P2",-0.4583,0.256699999999999,"PTx",0
"4600",5186,"20200205 P2",-0.4583,0.256699999999999,"YM",0
"4601",5186,"20200205 P2",-0.4583,0.256699999999999,"ymptx",0
"4603",5187,"20200205 P2",-0.5478,0.0943000000000001,"DMSO",0
"4604",5187,"20200205 P2",-0.5478,0.0943000000000001,"PTx",0
"4605",5187,"20200205 P2",-0.5478,0.0943000000000001,"YM",0
"4606",5187,"20200205 P2",-0.5478,0.0943000000000001,"ymptx",0
"4608",5189,"20200205 P2",-0.0257999999999998,-0.135899999999999,"DMSO",0
"4609",5189,"20200205 P2",-0.0257999999999998,-0.135899999999999,"PTx",0
"4610",5189,"20200205 P2",-0.0257999999999998,-0.135899999999999,"YM",0
"4611",5189,"20200205 P2",-0.0257999999999998,-0.135899999999999,"ymptx",0
"4612",5190,"20200205 P2",-0.3692,-0.5801,"DMSO",0
"4613",5190,"20200205 P2",-0.3692,-0.5801,"PTx",0
"4614",5190,"20200205 P2",-0.3692,-0.5801,"YM",0
"4615",5190,"20200205 P2",-0.3692,-0.5801,"ymptx",0
"4617",5191,"20200205 P2",-0.3509,-0.11,"DMSO",0
"4618",5191,"20200205 P2",-0.3509,-0.11,"PTx",0
"4619",5191,"20200205 P2",-0.3509,-0.11,"YM",0
"4620",5191,"20200205 P2",-0.3509,-0.11,"ymptx",0
"4621",5192,"20200205 P2",-0.1583,0.0572,"DMSO",0
"4622",5192,"20200205 P2",-0.1583,0.0572,"PTx",0
"4623",5192,"20200205 P2",-0.1583,0.0572,"YM",0
"4624",5192,"20200205 P2",-0.1583,0.0572,"ymptx",0
"4626",5193,"20200205 P2",-0.1728,0.7157,"DMSO",0
"4627",5193,"20200205 P2",-0.1728,0.7157,"PTx",0
"4628",5193,"20200205 P2",-0.1728,0.7157,"YM",0
"4629",5193,"20200205 P2",-0.1728,0.7157,"ymptx",0
"4631",5195,"20200205 P2",-0.0525,0.0741000000000005,"DMSO",0
"4632",5195,"20200205 P2",-0.0525,0.0741000000000005,"PTx",0
"4633",5195,"20200205 P2",-0.0525,0.0741000000000005,"YM",0
"4634",5195,"20200205 P2",-0.0525,0.0741000000000005,"ymptx",0
"4637",5197,"20200205 P2",-0.2825,0.123,"DMSO",0
"4638",5197,"20200205 P2",-0.2825,0.123,"PTx",0
"4639",5197,"20200205 P2",-0.2825,0.123,"YM",0
"4640",5197,"20200205 P2",-0.2825,0.123,"ymptx",0
"4642",5198,"20200205 P2",-0.2526,0.2795,"DMSO",0
"4643",5198,"20200205 P2",-0.2526,0.2795,"PTx",0
"4644",5198,"20200205 P2",-0.2526,0.2795,"YM",0
"4645",5198,"20200205 P2",-0.2526,0.2795,"ymptx",0
"4647",5199,"20200205 P2",-0.168,-0.321300000000001,"DMSO",0
"4648",5199,"20200205 P2",-0.168,-0.321300000000001,"PTx",0
"4649",5199,"20200205 P2",-0.168,-0.321300000000001,"YM",0
"4650",5199,"20200205 P2",-0.168,-0.321300000000001,"ymptx",0
"4652",5200,"20200205 P2",-0.3727,-0.51,"DMSO",0
"4653",5200,"20200205 P2",-0.3727,-0.51,"PTx",0
"4654",5200,"20200205 P2",-0.3727,-0.51,"YM",0
"4655",5200,"20200205 P2",-0.3727,-0.51,"ymptx",0
"4657",5201,"20200205 P2",0.0832999999999999,0.256400000000001,"DMSO",0
"4658",5201,"20200205 P2",0.0832999999999999,0.256400000000001,"PTx",0
"4659",5201,"20200205 P2",0.0832999999999999,0.256400000000001,"YM",0
"4660",5201,"20200205 P2",0.0832999999999999,0.256400000000001,"ymptx",0
"4663",5203,"20200205 P2",-0.0329999999999999,-0.0838999999999998,"DMSO",0
"4664",5203,"20200205 P2",-0.0329999999999999,-0.0838999999999998,"PTx",0
"4665",5203,"20200205 P2",-0.0329999999999999,-0.0838999999999998,"YM",0
"4666",5203,"20200205 P2",-0.0329999999999999,-0.0838999999999998,"ymptx",0
"4668",5206,"20200205 P2",-0.5418,-0.327700000000001,"DMSO",0
"4669",5206,"20200205 P2",-0.5418,-0.327700000000001,"PTx",0
"4670",5206,"20200205 P2",-0.5418,-0.327700000000001,"YM",0
"4671",5206,"20200205 P2",-0.5418,-0.327700000000001,"ymptx",0
"4673",5207,"20200205 P2",-0.1573,0.2805,"DMSO",0
"4674",5207,"20200205 P2",-0.1573,0.2805,"PTx",0
"4675",5207,"20200205 P2",-0.1573,0.2805,"YM",0
"4676",5207,"20200205 P2",-0.1573,0.2805,"ymptx",0
"4677",5208,"20200205 P2",-0.4681,-0.507,"DMSO",0
"4678",5208,"20200205 P2",-0.4681,-0.507,"PTx",0
"4679",5208,"20200205 P2",-0.4681,-0.507,"YM",0
"4680",5208,"20200205 P2",-0.4681,-0.507,"ymptx",0
"4682",5210,"20200205 P2",-0.00260000000000032,0.2242,"DMSO",0
"4683",5210,"20200205 P2",-0.00260000000000032,0.2242,"PTx",0
"4684",5210,"20200205 P2",-0.00260000000000032,0.2242,"YM",0
"4685",5210,"20200205 P2",-0.00260000000000032,0.2242,"ymptx",0
"4687",5211,"20200205 P2",-0.2751,-0.1475,"DMSO",0
"4688",5211,"20200205 P2",-0.2751,-0.1475,"PTx",0
"4689",5211,"20200205 P2",-0.2751,-0.1475,"YM",0
"4690",5211,"20200205 P2",-0.2751,-0.1475,"ymptx",0
"4692",5212,"20200205 P2",-0.2253,0.137799999999999,"DMSO",0
"4693",5212,"20200205 P2",-0.2253,0.137799999999999,"PTx",0
"4694",5212,"20200205 P2",-0.2253,0.137799999999999,"YM",0
"4695",5212,"20200205 P2",-0.2253,0.137799999999999,"ymptx",0
"4697",5213,"20200205 P2",-0.1496,-0.000899999999999346,"DMSO",0
"4698",5213,"20200205 P2",-0.1496,-0.000899999999999346,"PTx",0
"4699",5213,"20200205 P2",-0.1496,-0.000899999999999346,"YM",0
"4700",5213,"20200205 P2",-0.1496,-0.000899999999999346,"ymptx",0
"4702",5214,"20200205 P2",-0.1868,-0.5261,"DMSO",0
"4703",5214,"20200205 P2",-0.1868,-0.5261,"PTx",0
"4704",5214,"20200205 P2",-0.1868,-0.5261,"YM",0
"4705",5214,"20200205 P2",-0.1868,-0.5261,"ymptx",0
"4707",5215,"20200205 P2",-0.1884,-0.319,"DMSO",0
"4708",5215,"20200205 P2",-0.1884,-0.319,"PTx",0
"4709",5215,"20200205 P2",-0.1884,-0.319,"YM",0
"4710",5215,"20200205 P2",-0.1884,-0.319,"ymptx",0
"4712",5216,"20200205 P2",-0.2215,0.5644,"DMSO",0
"4713",5216,"20200205 P2",-0.2215,0.5644,"PTx",0
"4714",5216,"20200205 P2",-0.2215,0.5644,"YM",0
"4715",5216,"20200205 P2",-0.2215,0.5644,"ymptx",0
"4716",5217,"20200205 P2",-0.3219,-0.3375,"DMSO",0
"4717",5217,"20200205 P2",-0.3219,-0.3375,"PTx",0
"4718",5217,"20200205 P2",-0.3219,-0.3375,"YM",0
"4719",5217,"20200205 P2",-0.3219,-0.3375,"ymptx",0
"4721",5218,"20200205 P2",-0.2956,0.4057,"DMSO",0
"4722",5218,"20200205 P2",-0.2956,0.4057,"PTx",0
"4723",5218,"20200205 P2",-0.2956,0.4057,"YM",0
"4724",5218,"20200205 P2",-0.2956,0.4057,"ymptx",0
"4726",5219,"20200205 P2",-0.0727000000000001,-0.0891999999999997,"DMSO",0
"4727",5219,"20200205 P2",-0.0727000000000001,-0.0891999999999997,"PTx",0
"4728",5219,"20200205 P2",-0.0727000000000001,-0.0891999999999997,"YM",0
"4729",5219,"20200205 P2",-0.0727000000000001,-0.0891999999999997,"ymptx",0
"4730",5220,"20200205 P2",-0.1044,-0.558600000000001,"DMSO",0
"4731",5220,"20200205 P2",-0.1044,-0.558600000000001,"PTx",0
"4732",5220,"20200205 P2",-0.1044,-0.558600000000001,"YM",0
"4733",5220,"20200205 P2",-0.1044,-0.558600000000001,"ymptx",0
"4734",5221,"20200205 P2",-0.1611,-1.4914,"DMSO",0
"4735",5221,"20200205 P2",-0.1611,-1.4914,"PTx",0
"4736",5221,"20200205 P2",-0.1611,-1.4914,"YM",0
"4737",5221,"20200205 P2",-0.1611,-1.4914,"ymptx",0
"4739",5222,"20200205 P2",-0.0906999999999995,-1.1146,"DMSO",0
"4740",5222,"20200205 P2",-0.0906999999999995,-1.1146,"PTx",0
"4741",5222,"20200205 P2",-0.0906999999999995,-1.1146,"YM",0
"4742",5222,"20200205 P2",-0.0906999999999995,-1.1146,"ymptx",0
"4744",5223,"20200205 P2",-0.3598,0.0296000000000001,"DMSO",0
"4745",5223,"20200205 P2",-0.3598,0.0296000000000001,"PTx",0
"4746",5223,"20200205 P2",-0.3598,0.0296000000000001,"YM",0
"4747",5223,"20200205 P2",-0.3598,0.0296000000000001,"ymptx",0
"4748",5224,"20200205 P2",-0.6011,-0.3175,"DMSO",0
"4749",5224,"20200205 P2",-0.6011,-0.3175,"PTx",0
"4750",5224,"20200205 P2",-0.6011,-0.3175,"YM",0
"4751",5224,"20200205 P2",-0.6011,-0.3175,"ymptx",0
"4752",5225,"20200205 P2",0.00819999999999987,0.0843000000000002,"DMSO",0
"4753",5225,"20200205 P2",0.00819999999999987,0.0843000000000002,"PTx",0
"4754",5225,"20200205 P2",0.00819999999999987,0.0843000000000002,"YM",0
"4755",5225,"20200205 P2",0.00819999999999987,0.0843000000000002,"ymptx",0
"4757",5226,"20200205 P2",-0.194299999999999,-0.0394999999999996,"DMSO",0
"4758",5226,"20200205 P2",-0.194299999999999,-0.0394999999999996,"PTx",0
"4759",5226,"20200205 P2",-0.194299999999999,-0.0394999999999996,"YM",0
"4760",5226,"20200205 P2",-0.194299999999999,-0.0394999999999996,"ymptx",0
"4762",5227,"20200205 P2",-0.2453,0.227499999999999,"DMSO",0
"4763",5227,"20200205 P2",-0.2453,0.227499999999999,"PTx",0
"4764",5227,"20200205 P2",-0.2453,0.227499999999999,"YM",0
"4765",5227,"20200205 P2",-0.2453,0.227499999999999,"ymptx",0
"4766",5228,"20200205 P2",0.0964000000000002,0.2478,"DMSO",0
"4767",5228,"20200205 P2",0.0964000000000002,0.2478,"PTx",0
"4768",5228,"20200205 P2",0.0964000000000002,0.2478,"YM",0
"4769",5228,"20200205 P2",0.0964000000000002,0.2478,"ymptx",0
"4771",5229,"20200205 P2",-0.0168999999999999,-0.1762,"DMSO",0
"4772",5229,"20200205 P2",-0.0168999999999999,-0.1762,"PTx",0
"4773",5229,"20200205 P2",-0.0168999999999999,-0.1762,"YM",0
"4774",5229,"20200205 P2",-0.0168999999999999,-0.1762,"ymptx",0
"4775",5230,"20200205 P2",-0.1735,-0.1022,"DMSO",0
"4776",5230,"20200205 P2",-0.1735,-0.1022,"PTx",0
"4777",5230,"20200205 P2",-0.1735,-0.1022,"YM",0
"4778",5230,"20200205 P2",-0.1735,-0.1022,"ymptx",0
"4780",5231,"20200205 P2",-0.2625,-0.1928,"DMSO",0
"4781",5231,"20200205 P2",-0.2625,-0.1928,"PTx",0
"4782",5231,"20200205 P2",-0.2625,-0.1928,"YM",0
"4783",5231,"20200205 P2",-0.2625,-0.1928,"ymptx",0
"4784",5232,"20200205 P2",-0.3427,-0.1456,"DMSO",0
"4785",5232,"20200205 P2",-0.3427,-0.1456,"PTx",0
"4786",5232,"20200205 P2",-0.3427,-0.1456,"YM",0
"4787",5232,"20200205 P2",-0.3427,-0.1456,"ymptx",0
"4788",5233,"20200205 P2",0.0165999999999998,-0.6161,"DMSO",0
"4789",5233,"20200205 P2",0.0165999999999998,-0.6161,"PTx",0
"4790",5233,"20200205 P2",0.0165999999999998,-0.6161,"YM",0
"4791",5233,"20200205 P2",0.0165999999999998,-0.6161,"ymptx",0
"4793",5235,"20200205 P2",-0.2061,-0.4846,"DMSO",0
"4794",5235,"20200205 P2",-0.2061,-0.4846,"PTx",0
"4795",5235,"20200205 P2",-0.2061,-0.4846,"YM",0
"4796",5235,"20200205 P2",-0.2061,-0.4846,"ymptx",0
"4798",5236,"20200205 P2",-0.1094,-0.2743,"DMSO",0
"4799",5236,"20200205 P2",-0.1094,-0.2743,"PTx",0
"4800",5236,"20200205 P2",-0.1094,-0.2743,"YM",0
"4801",5236,"20200205 P2",-0.1094,-0.2743,"ymptx",0
"4802",5237,"20200205 P2",-0.3287,0.2191,"DMSO",0
"4803",5237,"20200205 P2",-0.3287,0.2191,"PTx",0
"4804",5237,"20200205 P2",-0.3287,0.2191,"YM",0
"4805",5237,"20200205 P2",-0.3287,0.2191,"ymptx",0
"4806",5238,"20200205 P2",-0.1411,0.2062,"DMSO",0
"4807",5238,"20200205 P2",-0.1411,0.2062,"PTx",0
"4808",5238,"20200205 P2",-0.1411,0.2062,"YM",0
"4809",5238,"20200205 P2",-0.1411,0.2062,"ymptx",0
"4812",5241,"20200205 P2",-0.1593,-0.0510000000000005,"DMSO",0
"4813",5241,"20200205 P2",-0.1593,-0.0510000000000005,"PTx",0
"4814",5241,"20200205 P2",-0.1593,-0.0510000000000005,"YM",0
"4815",5241,"20200205 P2",-0.1593,-0.0510000000000005,"ymptx",0
"4817",5243,"20200205 P2",-0.0473999999999996,0.509800000000001,"DMSO",0
"4818",5243,"20200205 P2",-0.0473999999999996,0.509800000000001,"PTx",0
"4819",5243,"20200205 P2",-0.0473999999999996,0.509800000000001,"YM",0
"4820",5243,"20200205 P2",-0.0473999999999996,0.509800000000001,"ymptx",0
"4822",5244,"20200205 P2",-0.7218,0.271299999999999,"DMSO",0
"4823",5244,"20200205 P2",-0.7218,0.271299999999999,"PTx",0
"4824",5244,"20200205 P2",-0.7218,0.271299999999999,"YM",0
"4825",5244,"20200205 P2",-0.7218,0.271299999999999,"ymptx",0
"4826",5245,"20200205 P2",-0.6603,-0.0971999999999994,"DMSO",0
"4827",5245,"20200205 P2",-0.6603,-0.0971999999999994,"PTx",0
"4828",5245,"20200205 P2",-0.6603,-0.0971999999999994,"YM",0
"4829",5245,"20200205 P2",-0.6603,-0.0971999999999994,"ymptx",0
"4831",5246,"20200205 P2",0.2401,-0.7761,"DMSO",0
"4832",5246,"20200205 P2",0.2401,-0.7761,"PTx",0
"4833",5246,"20200205 P2",0.2401,-0.7761,"YM",0
"4834",5246,"20200205 P2",0.2401,-0.7761,"ymptx",0
"4836",5247,"20200205 P2",-0.2452,-0.1234,"DMSO",0
"4837",5247,"20200205 P2",-0.2452,-0.1234,"PTx",0
"4838",5247,"20200205 P2",-0.2452,-0.1234,"YM",0
"4839",5247,"20200205 P2",-0.2452,-0.1234,"ymptx",0
"4842",5250,"20200205 P2",-0.3865,-0.3554,"DMSO",0
"4843",5250,"20200205 P2",-0.3865,-0.3554,"PTx",0
"4844",5250,"20200205 P2",-0.3865,-0.3554,"YM",0
"4845",5250,"20200205 P2",-0.3865,-0.3554,"ymptx",0
"4847",5251,"20200205 P2",-0.0995000000000004,-0.161,"DMSO",0
"4848",5251,"20200205 P2",-0.0995000000000004,-0.161,"PTx",0
"4849",5251,"20200205 P2",-0.0995000000000004,-0.161,"YM",0
"4850",5251,"20200205 P2",-0.0995000000000004,-0.161,"ymptx",0
"4852",5253,"20200205 P2",-0.1171,0.0955999999999996,"DMSO",0
"4853",5253,"20200205 P2",-0.1171,0.0955999999999996,"PTx",0
"4854",5253,"20200205 P2",-0.1171,0.0955999999999996,"YM",0
"4855",5253,"20200205 P2",-0.1171,0.0955999999999996,"ymptx",0
"4856",5254,"20200205 P2",-0.0520000000000003,0.0441999999999998,"DMSO",0
"4857",5254,"20200205 P2",-0.0520000000000003,0.0441999999999998,"PTx",0
"4858",5254,"20200205 P2",-0.0520000000000003,0.0441999999999998,"YM",0
"4859",5254,"20200205 P2",-0.0520000000000003,0.0441999999999998,"ymptx",0
"4861",5256,"20200205 P2",0.65,0.0939000000000008,"DMSO",0
"4862",5256,"20200205 P2",0.65,0.0939000000000008,"PTx",0
"4863",5256,"20200205 P2",0.65,0.0939000000000008,"YM",0
"4864",5256,"20200205 P2",0.65,0.0939000000000008,"ymptx",0
"4865",5257,"20200205 P2",-0.4022,0.0503,"DMSO",0
"4866",5257,"20200205 P2",-0.4022,0.0503,"PTx",0
"4867",5257,"20200205 P2",-0.4022,0.0503,"YM",0
"4868",5257,"20200205 P2",-0.4022,0.0503,"ymptx",0
"4870",5260,"20200205 P2",-0.2355,-0.322400000000001,"DMSO",0
"4871",5260,"20200205 P2",-0.2355,-0.322400000000001,"PTx",0
"4872",5260,"20200205 P2",-0.2355,-0.322400000000001,"YM",0
"4873",5260,"20200205 P2",-0.2355,-0.322400000000001,"ymptx",0
"4875",5261,"20200205 P2",0.0140000000000003,0.323,"DMSO",0
"4876",5261,"20200205 P2",0.0140000000000003,0.323,"PTx",0
"4877",5261,"20200205 P2",0.0140000000000003,0.323,"YM",0
"4878",5261,"20200205 P2",0.0140000000000003,0.323,"ymptx",0
"4880",5262,"20200205 P2",-0.2279,-0.5108,"DMSO",0
"4881",5262,"20200205 P2",-0.2279,-0.5108,"PTx",0
"4882",5262,"20200205 P2",-0.2279,-0.5108,"YM",0
"4883",5262,"20200205 P2",-0.2279,-0.5108,"ymptx",0
"4884",5264,"20200205 P2",-0.1948,-0.348499999999999,"DMSO",0
"4885",5264,"20200205 P2",-0.1948,-0.348499999999999,"PTx",0
"4886",5264,"20200205 P2",-0.1948,-0.348499999999999,"YM",0
"4887",5264,"20200205 P2",-0.1948,-0.348499999999999,"ymptx",0
"4888",5265,"20200205 P2",-0.1809,0.2173,"DMSO",0
"4889",5265,"20200205 P2",-0.1809,0.2173,"PTx",0
"4890",5265,"20200205 P2",-0.1809,0.2173,"YM",0
"4891",5265,"20200205 P2",-0.1809,0.2173,"ymptx",0
"4893",5266,"20200205 P2",-0.2607,0.2,"DMSO",0
"4894",5266,"20200205 P2",-0.2607,0.2,"PTx",0
"4895",5266,"20200205 P2",-0.2607,0.2,"YM",0
"4896",5266,"20200205 P2",-0.2607,0.2,"ymptx",0
"4897",5267,"20200205 P2",-0.0437999999999998,0.1406,"DMSO",0
"4898",5267,"20200205 P2",-0.0437999999999998,0.1406,"PTx",0
"4899",5267,"20200205 P2",-0.0437999999999998,0.1406,"YM",0
