"","Time_in_min","Inhibitor","CN_ERK","Object","Slide"
"581",16.5,"DMSO",0.3469,135,"P1"
"582",20,"DMSO",0.3352,135,"P1"
"583",23.5,"DMSO",0.3585,135,"P1"
"584",27,"DMSO",0.5111,135,"P1"
"585",30.5,"DMSO",0.8426,135,"P1"
"586",34,"DMSO",0.8775,135,"P1"
"587",37.5,"DMSO",0.8865,135,"P1"
"588",41,"DMSO",0.8956,135,"P1"
"589",44.5,"DMSO",0.9631,135,"P1"
"590",48,"DMSO",0.9547,135,"P1"
"591",51.5,"DMSO",0.8639,135,"P1"
"592",55,"DMSO",0.9308,135,"P1"
"593",58.5,"DMSO",0.9559,135,"P1"
"594",62,"DMSO",0.9624,135,"P1"
"595",65.5,"DMSO",1.0519,135,"P1"
"596",69,"DMSO",0.9986,135,"P1"
"597",72.5,"DMSO",0.9703,135,"P1"
"598",76,"DMSO",0.9431,135,"P1"
"599",79.5,"DMSO",0.9915,135,"P1"
"600",83,"DMSO",1.0522,135,"P1"
"601",2.5,"DMSO",0.5932,136,"P1"
"602",6,"DMSO",0.5486,136,"P1"
"603",9.5,"DMSO",0.5095,136,"P1"
"604",13,"DMSO",0.4761,136,"P1"
"605",16.5,"DMSO",0.4889,136,"P1"
"606",20,"DMSO",0.4797,136,"P1"
"607",23.5,"DMSO",0.5084,136,"P1"
"608",27,"DMSO",0.547,136,"P1"
"609",30.5,"DMSO",0.869,136,"P1"
"610",34,"DMSO",0.9865,136,"P1"
"611",37.5,"DMSO",0.9288,136,"P1"
"612",41,"DMSO",0.8307,136,"P1"
"613",44.5,"DMSO",0.7126,136,"P1"
"614",48,"DMSO",0.6284,136,"P1"
"615",51.5,"DMSO",0.6372,136,"P1"
"616",55,"DMSO",0.7987,136,"P1"
"617",58.5,"DMSO",0.8419,136,"P1"
"618",62,"DMSO",0.9062,136,"P1"
"619",65.5,"DMSO",0.8569,136,"P1"
"620",69,"DMSO",0.7859,136,"P1"
"621",72.5,"DMSO",0.7521,136,"P1"
"622",76,"DMSO",0.8535,136,"P1"
"623",79.5,"DMSO",0.8785,136,"P1"
"624",83,"DMSO",0.9313,136,"P1"
"625",2.5,"DMSO",0.3646,137,"P1"
"626",6,"DMSO",0.3556,137,"P1"
"627",9.5,"DMSO",0.3445,137,"P1"
"628",13,"DMSO",0.3508,137,"P1"
"629",16.5,"DMSO",0.3521,137,"P1"
"630",20,"DMSO",0.3437,137,"P1"
"631",23.5,"DMSO",0.3384,137,"P1"
"632",27,"DMSO",0.4532,137,"P1"
"633",30.5,"DMSO",0.7855,137,"P1"
"634",34,"DMSO",0.9645,137,"P1"
"635",37.5,"DMSO",0.9545,137,"P1"
"636",41,"DMSO",0.8988,137,"P1"
"637",44.5,"DMSO",0.7605,137,"P1"
"638",48,"DMSO",0.716,137,"P1"
"639",51.5,"DMSO",0.6686,137,"P1"
"640",55,"DMSO",0.6649,137,"P1"
"641",58.5,"DMSO",0.6219,137,"P1"
"642",62,"DMSO",0.6253,137,"P1"
"643",65.5,"DMSO",0.6085,137,"P1"
"644",69,"DMSO",0.5953,137,"P1"
"645",72.5,"DMSO",0.5733,137,"P1"
"646",76,"DMSO",0.5936,137,"P1"
"647",79.5,"DMSO",0.5921,137,"P1"
"648",83,"DMSO",0.5801,137,"P1"
"649",2.5,"DMSO",0.5253,139,"P1"
"650",6,"DMSO",0.4957,139,"P1"
"651",9.5,"DMSO",0.5113,139,"P1"
"652",13,"DMSO",0.5396,139,"P1"
"653",16.5,"DMSO",0.5079,139,"P1"
"654",20,"DMSO",0.5352,139,"P1"
"655",23.5,"DMSO",0.5442,139,"P1"
"656",27,"DMSO",0.8818,139,"P1"
"657",30.5,"DMSO",1.1086,139,"P1"
"658",34,"DMSO",1.0549,139,"P1"
"659",37.5,"DMSO",0.9477,139,"P1"
"660",41,"DMSO",0.8358,139,"P1"
"661",44.5,"DMSO",0.7125,139,"P1"
"662",48,"DMSO",0.6837,139,"P1"
"663",51.5,"DMSO",0.7567,139,"P1"
"664",55,"DMSO",0.9779,139,"P1"
"665",58.5,"DMSO",1.0284,139,"P1"
"666",62,"DMSO",0.963,139,"P1"
"667",65.5,"DMSO",0.884,139,"P1"
"668",69,"DMSO",0.8099,139,"P1"
"669",72.5,"DMSO",0.8266,139,"P1"
"670",76,"DMSO",0.91,139,"P1"
"671",79.5,"DMSO",0.9813,139,"P1"
"672",83,"DMSO",0.9171,139,"P1"
"673",2.5,"DMSO",0.5436,14,"P1"
"674",6,"DMSO",0.5343,14,"P1"
"675",9.5,"DMSO",0.4371,14,"P1"
"676",13,"DMSO",0.4086,14,"P1"
"677",16.5,"DMSO",0.3765,14,"P1"
"678",20,"DMSO",0.3458,14,"P1"
"679",23.5,"DMSO",0.3642,14,"P1"
"680",27,"DMSO",0.4092,14,"P1"
"681",30.5,"DMSO",0.6319,14,"P1"
"682",34,"DMSO",0.7089,14,"P1"
"683",37.5,"DMSO",0.694,14,"P1"
"684",41,"DMSO",0.6478,14,"P1"
"685",44.5,"DMSO",0.6,14,"P1"
"686",48,"DMSO",0.5479,14,"P1"
"687",51.5,"DMSO",0.5475,14,"P1"
"688",55,"DMSO",0.5501,14,"P1"
"689",58.5,"DMSO",0.6057,14,"P1"
"690",62,"DMSO",0.6926,14,"P1"
"691",65.5,"DMSO",0.6826,14,"P1"
"692",69,"DMSO",0.669,14,"P1"
"693",72.5,"DMSO",0.6344,14,"P1"
"694",76,"DMSO",0.6357,14,"P1"
"695",79.5,"DMSO",0.6359,14,"P1"
"696",83,"DMSO",0.6569,14,"P1"
"697",2.5,"DMSO",0.2067,140,"P1"
"698",6,"DMSO",0.1967,140,"P1"
"699",9.5,"DMSO",0.1971,140,"P1"
"700",13,"DMSO",0.2062,140,"P1"
"701",16.5,"DMSO",0.2087,140,"P1"
"702",20,"DMSO",0.2024,140,"P1"
"703",23.5,"DMSO",0.1957,140,"P1"
"704",27,"DMSO",0.2244,140,"P1"
"705",30.5,"DMSO",0.3582,140,"P1"
"706",34,"DMSO",0.5049,140,"P1"
"707",37.5,"DMSO",0.5814,140,"P1"
"708",41,"DMSO",0.5963,140,"P1"
"709",44.5,"DMSO",0.5467,140,"P1"
"710",48,"DMSO",0.4726,140,"P1"
"711",51.5,"DMSO",0.4533,140,"P1"
"712",55,"DMSO",0.4235,140,"P1"
"713",58.5,"DMSO",0.4033,140,"P1"
"714",62,"DMSO",0.4057,140,"P1"
"715",65.5,"DMSO",0.4376,140,"P1"
"716",69,"DMSO",0.4287,140,"P1"
"717",72.5,"DMSO",0.4239,140,"P1"
"718",76,"DMSO",0.4159,140,"P1"
"719",79.5,"DMSO",0.4042,140,"P1"
"720",83,"DMSO",0.3884,140,"P1"
"721",2.5,"DMSO",0.3305,142,"P1"
"722",6,"DMSO",0.3358,142,"P1"
"723",9.5,"DMSO",0.3501,142,"P1"
"724",13,"DMSO",0.3446,142,"P1"
"725",16.5,"DMSO",0.3424,142,"P1"
"726",20,"DMSO",0.3472,142,"P1"
"727",23.5,"DMSO",0.3589,142,"P1"
"728",27,"DMSO",0.4738,142,"P1"
"729",30.5,"DMSO",0.7939,142,"P1"
"730",34,"DMSO",0.8373,142,"P1"
"731",37.5,"DMSO",0.7894,142,"P1"
"732",41,"DMSO",0.7246,142,"P1"
"733",44.5,"DMSO",0.6086,142,"P1"
"734",48,"DMSO",0.5483,142,"P1"
"735",51.5,"DMSO",0.5248,142,"P1"
"736",55,"DMSO",0.5177,142,"P1"
"737",58.5,"DMSO",0.5503,142,"P1"
"738",62,"DMSO",0.5596,142,"P1"
"739",65.5,"DMSO",0.5637,142,"P1"
"740",69,"DMSO",0.5544,142,"P1"
"741",72.5,"DMSO",0.5621,142,"P1"
"742",76,"DMSO",0.5502,142,"P1"
"743",79.5,"DMSO",0.5485,142,"P1"
"744",83,"DMSO",0.5776,142,"P1"
"745",2.5,"DMSO",0.6306,143,"P1"
"746",6,"DMSO",0.6484,143,"P1"
"747",9.5,"DMSO",0.6791,143,"P1"
"748",13,"DMSO",0.6694,143,"P1"
"749",16.5,"DMSO",0.6082,143,"P1"
"750",20,"DMSO",0.5327,143,"P1"
"751",23.5,"DMSO",0.5467,143,"P1"
"752",27,"DMSO",0.8319,143,"P1"
"753",30.5,"DMSO",0.979,143,"P1"
"754",34,"DMSO",0.9838,143,"P1"
"755",37.5,"DMSO",0.9806,143,"P1"
"756",41,"DMSO",0.9801,143,"P1"
"757",44.5,"DMSO",1.0043,143,"P1"
"758",48,"DMSO",1.0852,143,"P1"
"759",51.5,"DMSO",1.0802,143,"P1"
"760",55,"DMSO",1.0972,143,"P1"
"761",58.5,"DMSO",1.1369,143,"P1"
"762",62,"DMSO",1.1097,143,"P1"
"763",65.5,"DMSO",1.1601,143,"P1"
"764",69,"DMSO",1.1708,143,"P1"
"765",72.5,"DMSO",1.1633,143,"P1"
"766",76,"DMSO",1.125,143,"P1"
"767",79.5,"DMSO",1.0562,143,"P1"
"768",83,"DMSO",0.9718,143,"P1"
"769",2.5,"DMSO",0.4382,145,"P1"
"770",6,"DMSO",0.4392,145,"P1"
"771",9.5,"DMSO",0.4634,145,"P1"
"772",13,"DMSO",0.4839,145,"P1"
"773",16.5,"DMSO",0.455,145,"P1"
"774",20,"DMSO",0.4359,145,"P1"
"775",23.5,"DMSO",0.4226,145,"P1"
"776",27,"DMSO",0.6315,145,"P1"
"777",30.5,"DMSO",0.8236,145,"P1"
"778",34,"DMSO",0.9179,145,"P1"
"779",37.5,"DMSO",0.8415,145,"P1"
"780",41,"DMSO",0.7674,145,"P1"
"781",44.5,"DMSO",0.733,145,"P1"
"782",48,"DMSO",0.7106,145,"P1"
"783",51.5,"DMSO",0.7515,145,"P1"
"784",55,"DMSO",0.8501,145,"P1"
"785",58.5,"DMSO",0.8768,145,"P1"
"786",62,"DMSO",0.8761,145,"P1"
"787",65.5,"DMSO",0.9093,145,"P1"
"788",69,"DMSO",0.8855,145,"P1"
"789",72.5,"DMSO",0.8599,145,"P1"
"790",76,"DMSO",0.8562,145,"P1"
"791",79.5,"DMSO",0.8786,145,"P1"
"792",83,"DMSO",0.9536,145,"P1"
"793",2.5,"DMSO",0.3657,146,"P1"
"794",6,"DMSO",0.3626,146,"P1"
"795",9.5,"DMSO",0.3469,146,"P1"
"796",13,"DMSO",0.3491,146,"P1"
"797",16.5,"DMSO",0.3618,146,"P1"
"798",20,"DMSO",0.3543,146,"P1"
"799",23.5,"DMSO",0.3836,146,"P1"
"800",27,"DMSO",0.7061,146,"P1"
"801",30.5,"DMSO",0.9029,146,"P1"
"802",34,"DMSO",0.8482,146,"P1"
"803",37.5,"DMSO",0.7753,146,"P1"
"804",41,"DMSO",0.7105,146,"P1"
"805",44.5,"DMSO",0.6904,146,"P1"
"806",48,"DMSO",0.7637,146,"P1"
"807",51.5,"DMSO",0.8421,146,"P1"
"808",55,"DMSO",0.8192,146,"P1"
"809",58.5,"DMSO",0.7456,146,"P1"
"810",62,"DMSO",0.8263,146,"P1"
"811",65.5,"DMSO",0.8744,146,"P1"
"812",69,"DMSO",0.8483,146,"P1"
"813",72.5,"DMSO",0.7927,146,"P1"
"814",76,"DMSO",0.7459,146,"P1"
"815",79.5,"DMSO",0.6877,146,"P1"
"816",83,"DMSO",0.6551,146,"P1"
"817",2.5,"DMSO",0.4526,147,"P1"
"818",6,"DMSO",0.4557,147,"P1"
"819",9.5,"DMSO",0.4451,147,"P1"
"820",13,"DMSO",0.4327,147,"P1"
"821",16.5,"DMSO",0.4237,147,"P1"
"822",20,"DMSO",0.408,147,"P1"
"823",23.5,"DMSO",0.4284,147,"P1"
"824",27,"DMSO",0.5337,147,"P1"
"825",30.5,"DMSO",0.892,147,"P1"
"826",34,"DMSO",0.9607,147,"P1"
"827",37.5,"DMSO",0.8359,147,"P1"
"828",41,"DMSO",0.7445,147,"P1"
"829",44.5,"DMSO",0.6761,147,"P1"
"830",48,"DMSO",0.6296,147,"P1"
"831",51.5,"DMSO",0.6535,147,"P1"
"832",55,"DMSO",0.6241,147,"P1"
"833",58.5,"DMSO",0.6252,147,"P1"
"834",62,"DMSO",0.6691,147,"P1"
"835",65.5,"DMSO",0.6804,147,"P1"
"836",69,"DMSO",0.7181,147,"P1"
"837",72.5,"DMSO",0.7166,147,"P1"
"838",76,"DMSO",0.7106,147,"P1"
"839",79.5,"DMSO",0.7553,147,"P1"
"840",83,"DMSO",0.7517,147,"P1"
"841",2.5,"DMSO",0.4201,148,"P1"
"842",6,"DMSO",0.4181,148,"P1"
"843",9.5,"DMSO",0.4374,148,"P1"
"844",13,"DMSO",0.4623,148,"P1"
"845",16.5,"DMSO",0.4629,148,"P1"
"846",20,"DMSO",0.4487,148,"P1"
"847",23.5,"DMSO",0.4645,148,"P1"
"848",27,"DMSO",0.6994,148,"P1"
"849",30.5,"DMSO",0.9892,148,"P1"
"850",34,"DMSO",1.0339,148,"P1"
"851",37.5,"DMSO",1.1163,148,"P1"
"852",41,"DMSO",0.9735,148,"P1"
"853",44.5,"DMSO",0.8585,148,"P1"
"854",48,"DMSO",0.8703,148,"P1"
"855",51.5,"DMSO",1.0363,148,"P1"
"856",55,"DMSO",1.2622,148,"P1"
"857",58.5,"DMSO",1.3529,148,"P1"
"858",62,"DMSO",1.2563,148,"P1"
"859",65.5,"DMSO",1.1516,148,"P1"
"860",69,"DMSO",1.2033,148,"P1"
"861",72.5,"DMSO",1.1749,148,"P1"
"862",76,"DMSO",1.2563,148,"P1"
"863",79.5,"DMSO",1.3058,148,"P1"
"864",83,"DMSO",1.2098,148,"P1"
"865",2.5,"DMSO",0.2739,149,"P1"
"866",6,"DMSO",0.2693,149,"P1"
"867",9.5,"DMSO",0.281,149,"P1"
"868",13,"DMSO",0.2765,149,"P1"
"869",16.5,"DMSO",0.2667,149,"P1"
"870",20,"DMSO",0.2924,149,"P1"
"871",23.5,"DMSO",0.3161,149,"P1"
"872",27,"DMSO",0.3786,149,"P1"
"873",30.5,"DMSO",0.6512,149,"P1"
"874",34,"DMSO",0.8366,149,"P1"
"875",37.5,"DMSO",0.8213,149,"P1"
"876",41,"DMSO",0.8508,149,"P1"
"877",44.5,"DMSO",0.7579,149,"P1"
"878",48,"DMSO",0.6873,149,"P1"
"879",51.5,"DMSO",0.624,149,"P1"
"880",55,"DMSO",0.5883,149,"P1"
"881",58.5,"DMSO",0.5765,149,"P1"
"882",62,"DMSO",0.6081,149,"P1"
"883",65.5,"DMSO",0.6325,149,"P1"
"884",69,"DMSO",0.6436,149,"P1"
"885",72.5,"DMSO",0.665,149,"P1"
"886",76,"DMSO",0.6503,149,"P1"
"887",79.5,"DMSO",0.6466,149,"P1"
"888",83,"DMSO",0.6644,149,"P1"
"889",2.5,"DMSO",0.4242,15,"P1"
"890",6,"DMSO",0.4131,15,"P1"
"891",9.5,"DMSO",0.3961,15,"P1"
"892",13,"DMSO",0.4319,15,"P1"
"893",16.5,"DMSO",0.415,15,"P1"
"894",20,"DMSO",0.3922,15,"P1"
"895",23.5,"DMSO",0.4003,15,"P1"
"896",27,"DMSO",0.633,15,"P1"
"897",30.5,"DMSO",0.9546,15,"P1"
"898",34,"DMSO",1.0387,15,"P1"
"899",37.5,"DMSO",1.0347,15,"P1"
"900",41,"DMSO",1.0675,15,"P1"
"901",44.5,"DMSO",1.0445,15,"P1"
"902",48,"DMSO",0.9715,15,"P1"
"903",51.5,"DMSO",0.9355,15,"P1"
"904",55,"DMSO",0.9252,15,"P1"
"905",58.5,"DMSO",0.9493,15,"P1"
"906",62,"DMSO",0.8901,15,"P1"
"907",65.5,"DMSO",0.8113,15,"P1"
"908",69,"DMSO",0.7557,15,"P1"
"909",72.5,"DMSO",0.7042,15,"P1"
"910",76,"DMSO",0.7241,15,"P1"
"911",79.5,"DMSO",0.6778,15,"P1"
"912",83,"DMSO",0.6113,15,"P1"
"913",2.5,"DMSO",0.5914,150,"P1"
"914",6,"DMSO",0.5217,150,"P1"
"915",9.5,"DMSO",0.4952,150,"P1"
"916",13,"DMSO",0.4959,150,"P1"
"917",16.5,"DMSO",0.4852,150,"P1"
"918",20,"DMSO",0.4981,150,"P1"
"919",23.5,"DMSO",0.5472,150,"P1"
"920",27,"DMSO",0.9631,150,"P1"
"921",30.5,"DMSO",1.2708,150,"P1"
"922",34,"DMSO",1.2819,150,"P1"
"923",37.5,"DMSO",1.1803,150,"P1"
"924",41,"DMSO",1.1377,150,"P1"
"925",44.5,"DMSO",1.1463,150,"P1"
"926",48,"DMSO",1.1077,150,"P1"
"927",51.5,"DMSO",1.1675,150,"P1"
"928",55,"DMSO",1.114,150,"P1"
"929",58.5,"DMSO",1.0772,150,"P1"
"930",62,"DMSO",1.041,150,"P1"
"931",65.5,"DMSO",1.0793,150,"P1"
"932",69,"DMSO",1.2018,150,"P1"
"933",72.5,"DMSO",1.131,150,"P1"
"934",76,"DMSO",1.0735,150,"P1"
"935",79.5,"DMSO",1.0537,150,"P1"
"936",83,"DMSO",1.1439,150,"P1"
"937",2.5,"DMSO",0.3103,152,"P1"
"938",6,"DMSO",0.294,152,"P1"
"939",9.5,"DMSO",0.3104,152,"P1"
"940",13,"DMSO",0.2961,152,"P1"
"941",16.5,"DMSO",0.2962,152,"P1"
"942",20,"DMSO",0.2996,152,"P1"
"943",23.5,"DMSO",0.2856,152,"P1"
"944",27,"DMSO",0.3635,152,"P1"
"945",30.5,"DMSO",0.532,152,"P1"
"946",34,"DMSO",0.6175,152,"P1"
"947",37.5,"DMSO",0.6121,152,"P1"
"948",41,"DMSO",0.6243,152,"P1"
"949",44.5,"DMSO",0.5738,152,"P1"
"950",48,"DMSO",0.5335,152,"P1"
"951",51.5,"DMSO",0.6119,152,"P1"
"952",55,"DMSO",0.6288,152,"P1"
"953",58.5,"DMSO",0.6282,152,"P1"
"954",62,"DMSO",0.6061,152,"P1"
"955",65.5,"DMSO",0.6012,152,"P1"
"956",69,"DMSO",0.5605,152,"P1"
"957",72.5,"DMSO",0.5097,152,"P1"
"958",76,"DMSO",0.4828,152,"P1"
"959",79.5,"DMSO",0.4748,152,"P1"
"960",83,"DMSO",0.4677,152,"P1"
"961",2.5,"DMSO",0.5621,154,"P1"
"962",6,"DMSO",0.5796,154,"P1"
"963",9.5,"DMSO",0.5751,154,"P1"
"964",13,"DMSO",0.5276,154,"P1"
"965",16.5,"DMSO",0.5437,154,"P1"
"966",20,"DMSO",0.5676,154,"P1"
"967",23.5,"DMSO",0.4916,154,"P1"
"968",27,"DMSO",0.8027,154,"P1"
"969",30.5,"DMSO",0.9888,154,"P1"
"970",34,"DMSO",1.0384,154,"P1"
"971",37.5,"DMSO",1.0449,154,"P1"
"972",41,"DMSO",1.0467,154,"P1"
"973",44.5,"DMSO",1.0971,154,"P1"
"974",48,"DMSO",1.069,154,"P1"
"975",51.5,"DMSO",1.0224,154,"P1"
"976",55,"DMSO",0.9755,154,"P1"
"977",58.5,"DMSO",1.0201,154,"P1"
"978",62,"DMSO",1.0054,154,"P1"
"979",65.5,"DMSO",0.9167,154,"P1"
"980",69,"DMSO",0.8394,154,"P1"
"981",72.5,"DMSO",0.8273,154,"P1"
"982",76,"DMSO",0.8126,154,"P1"
"983",79.5,"DMSO",0.8512,154,"P1"
"984",83,"DMSO",0.8534,154,"P1"
"985",2.5,"DMSO",0.6222,156,"P1"
"986",6,"DMSO",0.6115,156,"P1"
"987",9.5,"DMSO",0.6123,156,"P1"
"988",13,"DMSO",0.5956,156,"P1"
"989",16.5,"DMSO",0.6235,156,"P1"
"990",20,"DMSO",0.6232,156,"P1"
"991",23.5,"DMSO",0.6114,156,"P1"
"992",27,"DMSO",0.6535,156,"P1"
"993",30.5,"DMSO",0.8775,156,"P1"
"994",34,"DMSO",1.0108,156,"P1"
"995",37.5,"DMSO",1.0452,156,"P1"
"996",41,"DMSO",1.0303,156,"P1"
"997",44.5,"DMSO",1.0214,156,"P1"
"998",48,"DMSO",1.1297,156,"P1"
"999",51.5,"DMSO",1.1555,156,"P1"
"1000",55,"DMSO",1.2393,156,"P1"
"1001",58.5,"DMSO",1.2089,156,"P1"
"1002",62,"DMSO",1.1762,156,"P1"
"1003",65.5,"DMSO",1.1665,156,"P1"
"1004",69,"DMSO",1.2154,156,"P1"
"1005",72.5,"DMSO",1.2105,156,"P1"
"1006",76,"DMSO",1.2298,156,"P1"
"1007",79.5,"DMSO",1.1614,156,"P1"
"1008",83,"DMSO",1.1708,156,"P1"
"1009",2.5,"DMSO",0.6316,157,"P1"
"1010",6,"DMSO",0.6505,157,"P1"
"1011",9.5,"DMSO",0.6041,157,"P1"
"1012",13,"DMSO",0.5822,157,"P1"
"1013",16.5,"DMSO",0.5891,157,"P1"
"1014",20,"DMSO",0.5784,157,"P1"
"1015",23.5,"DMSO",0.5756,157,"P1"
"1016",27,"DMSO",1.058,157,"P1"
"1017",30.5,"DMSO",1.3913,157,"P1"
"1018",34,"DMSO",1.5637,157,"P1"
"1019",37.5,"DMSO",1.4022,157,"P1"
"1020",41,"DMSO",1.2141,157,"P1"
"1021",44.5,"DMSO",1.0833,157,"P1"
"1022",48,"DMSO",0.9693,157,"P1"
"1023",51.5,"DMSO",1.1679,157,"P1"
"1024",55,"DMSO",1.5111,157,"P1"
"1025",58.5,"DMSO",1.511,157,"P1"
"1026",62,"DMSO",1.4231,157,"P1"
"1027",65.5,"DMSO",1.0665,157,"P1"
"1028",69,"DMSO",1.0113,157,"P1"
"1029",72.5,"DMSO",1.0797,157,"P1"
"1030",76,"DMSO",1.1535,157,"P1"
"1031",79.5,"DMSO",1.2098,157,"P1"
"1032",83,"DMSO",1.213,157,"P1"
"1033",2.5,"DMSO",0.2419,158,"P1"
"1034",6,"DMSO",0.2441,158,"P1"
"1035",9.5,"DMSO",0.2409,158,"P1"
"1036",13,"DMSO",0.2278,158,"P1"
"1037",16.5,"DMSO",0.2419,158,"P1"
"1038",20,"DMSO",0.2187,158,"P1"
"1039",23.5,"DMSO",0.2261,158,"P1"
"1040",27,"DMSO",0.2519,158,"P1"
"1041",30.5,"DMSO",0.2658,158,"P1"
"1042",34,"DMSO",0.2828,158,"P1"
"1043",37.5,"DMSO",0.2804,158,"P1"
"1044",41,"DMSO",0.2926,158,"P1"
"1045",44.5,"DMSO",0.295,158,"P1"
"1046",48,"DMSO",0.2842,158,"P1"
"1047",51.5,"DMSO",0.2752,158,"P1"
"1048",55,"DMSO",0.3224,158,"P1"
"1049",58.5,"DMSO",0.3238,158,"P1"
"1050",62,"DMSO",0.3197,158,"P1"
"1051",65.5,"DMSO",0.2953,158,"P1"
"1052",69,"DMSO",0.3182,158,"P1"
"1053",72.5,"DMSO",0.3113,158,"P1"
"1054",76,"DMSO",0.3073,158,"P1"
"1055",79.5,"DMSO",0.3066,158,"P1"
"1056",83,"DMSO",0.3019,158,"P1"
"1057",2.5,"DMSO",0.2297,16,"P1"
"1058",6,"DMSO",0.2355,16,"P1"
"1059",9.5,"DMSO",0.2287,16,"P1"
"1060",13,"DMSO",0.2264,16,"P1"
"1061",16.5,"DMSO",0.2284,16,"P1"
"1062",20,"DMSO",0.2234,16,"P1"
"1063",23.5,"DMSO",0.238,16,"P1"
"1064",27,"DMSO",0.2868,16,"P1"
"1065",30.5,"DMSO",0.4348,16,"P1"
"1066",34,"DMSO",0.5357,16,"P1"
"1067",37.5,"DMSO",0.5636,16,"P1"
"1068",41,"DMSO",0.5237,16,"P1"
"1069",44.5,"DMSO",0.5055,16,"P1"
"1070",48,"DMSO",0.4663,16,"P1"
"1071",51.5,"DMSO",0.4654,16,"P1"
"1072",55,"DMSO",0.4799,16,"P1"
"1073",58.5,"DMSO",0.4791,16,"P1"
"1074",62,"DMSO",0.4986,16,"P1"
"1075",65.5,"DMSO",0.4878,16,"P1"
"1076",69,"DMSO",0.4544,16,"P1"
"1077",72.5,"DMSO",0.4296,16,"P1"
"1078",76,"DMSO",0.408,16,"P1"
"1079",79.5,"DMSO",0.4066,16,"P1"
"1080",83,"DMSO",0.3911,16,"P1"
"1081",2.5,"DMSO",0.2311,160,"P1"
"1082",6,"DMSO",0.2534,160,"P1"
"1083",9.5,"DMSO",0.2744,160,"P1"
"1084",13,"DMSO",0.2587,160,"P1"
"1085",16.5,"DMSO",0.2409,160,"P1"
"1086",20,"DMSO",0.2412,160,"P1"
"1087",23.5,"DMSO",0.2532,160,"P1"
"1088",27,"DMSO",0.454,160,"P1"
"1089",30.5,"DMSO",0.7446,160,"P1"
"1090",34,"DMSO",0.8094,160,"P1"
"1091",37.5,"DMSO",0.838,160,"P1"
"1092",41,"DMSO",0.7149,160,"P1"
"1093",44.5,"DMSO",0.6501,160,"P1"
"1094",48,"DMSO",0.6362,160,"P1"
"1095",51.5,"DMSO",0.6751,160,"P1"
"1096",55,"DMSO",0.6809,160,"P1"
"1097",58.5,"DMSO",0.609,160,"P1"
"1098",62,"DMSO",0.6337,160,"P1"
"1099",65.5,"DMSO",0.5988,160,"P1"
"1100",69,"DMSO",0.6204,160,"P1"
"1101",72.5,"DMSO",0.657,160,"P1"
"1102",76,"DMSO",0.6289,160,"P1"
"1103",79.5,"DMSO",0.5693,160,"P1"
"1104",83,"DMSO",0.5826,160,"P1"
"1105",2.5,"DMSO",0.6808,161,"P1"
"1106",6,"DMSO",0.6956,161,"P1"
"1107",9.5,"DMSO",0.7243,161,"P1"
"1108",13,"DMSO",0.7023,161,"P1"
"1109",16.5,"DMSO",0.6757,161,"P1"
"1110",20,"DMSO",0.6737,161,"P1"
"1111",23.5,"DMSO",0.7396,161,"P1"
"1112",27,"DMSO",1.1323,161,"P1"
"1113",30.5,"DMSO",1.3989,161,"P1"
"1114",34,"DMSO",1.3712,161,"P1"
"1115",37.5,"DMSO",1.3655,161,"P1"
"1116",41,"DMSO",1.2378,161,"P1"
"1117",44.5,"DMSO",1.2549,161,"P1"
"1118",48,"DMSO",1.3734,161,"P1"
"1119",51.5,"DMSO",1.3669,161,"P1"
"1120",55,"DMSO",1.3136,161,"P1"
"1121",58.5,"DMSO",1.2186,161,"P1"
"1122",62,"DMSO",1.2138,161,"P1"
"1123",65.5,"DMSO",1.245,161,"P1"
"1124",69,"DMSO",1.2058,161,"P1"
"1125",72.5,"DMSO",1.2119,161,"P1"
"1126",76,"DMSO",1.1289,161,"P1"
"1127",79.5,"DMSO",1.0292,161,"P1"
"1128",83,"DMSO",0.9529,161,"P1"
"1129",2.5,"DMSO",0.628,163,"P1"
"1130",6,"DMSO",0.6129,163,"P1"
"1131",9.5,"DMSO",0.6125,163,"P1"
"1132",13,"DMSO",0.5866,163,"P1"
"1133",16.5,"DMSO",0.5833,163,"P1"
"1134",20,"DMSO",0.5938,163,"P1"
"1135",23.5,"DMSO",0.6155,163,"P1"
"1136",27,"DMSO",0.8968,163,"P1"
"1137",30.5,"DMSO",1.1811,163,"P1"
"1138",34,"DMSO",1.1559,163,"P1"
"1139",37.5,"DMSO",1.0531,163,"P1"
"1140",41,"DMSO",1.0052,163,"P1"
"1141",44.5,"DMSO",0.9287,163,"P1"
"1142",48,"DMSO",0.8843,163,"P1"
"1143",51.5,"DMSO",0.9519,163,"P1"
"1144",55,"DMSO",1.0527,163,"P1"
"1145",58.5,"DMSO",1.0704,163,"P1"
"1146",62,"DMSO",1.0567,163,"P1"
"1147",65.5,"DMSO",0.972,163,"P1"
"1148",69,"DMSO",0.9413,163,"P1"
"1149",72.5,"DMSO",0.8938,163,"P1"
"1150",76,"DMSO",0.9352,163,"P1"
"1151",79.5,"DMSO",0.8651,163,"P1"
"1152",83,"DMSO",0.7891,163,"P1"
"1153",2.5,"DMSO",0.5353,165,"P1"
"1154",6,"DMSO",0.5283,165,"P1"
"1155",9.5,"DMSO",0.5525,165,"P1"
"1156",13,"DMSO",0.542,165,"P1"
"1157",16.5,"DMSO",0.552,165,"P1"
