"Wavelength","mTurquoise2 EM","mTurquoise2 EX","mNeonGreen EM","mNeonGreen EX","mScarlet-I EM","mScarlet-I EX","miRFP670 EM","miRFP670 EX"
606,0.0348,,0.0243,,0.8888,0.0407,0.0098,0.6358
607,0.0338,,0.0233,,0.8764,0.0368,0.0111,0.6439
608,0.0328,,0.0222,,0.8637,0.0332,0.0124,0.6534
609,0.0319,,0.0215,,0.8507,0.0298,0.0137,0.6629
610,0.0304,,0.0205,,0.8375,0.0267,0.015,0.6742
611,0.0291,,0.0197,,0.8243,0.024,0.0163,0.6864
612,0.0283,,0.0189,,0.8113,0.0216,0.0176,0.6986
613,0.0275,,0.0181,,0.7986,0.0194,0.0189,0.7114
614,0.0265,,0.0173,,0.7866,0.0176,0.0202,0.7243
615,0.0258,,0.0166,,0.7751,0.016,0.0215,0.7376
616,0.0247,,0.0157,,0.7643,0.0146,0.0232,0.7518
617,0.0244,,0.0149,,0.7542,0.0133,0.0249,0.7661
618,0.0232,,0.0143,,0.7445,0.0122,0.0266,0.7799
619,0.0227,,0.0136,,0.7351,0.0112,0.0283,0.7934
620,0.0221,,0.0128,,0.7258,0.0103,0.03,0.807
621,0.0215,,0.0122,,0.7164,0.0094,0.0317,0.8179
622,0.0206,,0.0117,,0.7068,0.0087,0.0334,0.8287
623,0.0201,,0.011,,0.6968,0.008,0.0367,0.8405
624,0.0193,,0.0105,,0.6864,0.0074,0.0406,0.854
625,0.019,,0.0101,,0.6757,0.0069,0.0445,0.8676
626,0.0184,,0.0095,,0.6647,0.0064,0.0484,0.8794
627,0.0182,,0.009,,0.6535,0.0061,0.0523,0.8902
628,0.0178,,0.0084,,0.6423,0.0059,0.0569,0.9011
629,0.0171,,0.0079,,0.6312,0.0057,0.064,0.9126
630,0.0165,,0.0075,,0.6202,0.0057,0.0711,0.9241
631,0.016,,0.0072,,0.6094,0.0057,0.0782,0.9352
632,0.0158,,0.0069,,0.5988,0.0057,0.0861,0.9456
633,0.0156,,0.0066,,0.5885,0.0058,0.0962,0.9559
634,0.0151,,0.0063,,0.5784,0.0059,0.1063,0.9662
635,0.0147,,0.0061,,0.5685,0.006,0.1205,0.9732
636,0.0144,,0.0058,,0.5587,0.006,0.1352,0.9803
637,0.014,,0.0056,,0.549,0.006,0.1517,0.9873
638,0.0139,,0.0054,,0.5391,0.0058,0.1686,0.9907
639,0.0134,,0.0051,,0.529,0.0056,0.187,0.9923
640,0.0133,,0.0048,,0.5187,0.0053,0.2064,0.9939
641,0.0131,,0.0047,,0.5081,0.005,0.2278,0.9956
642,0.0126,,0.0045,,0.4972,0.0046,0.25,0.9972
643,0.0124,,0.0042,,0.4862,0.0041,0.2736,0.9988
644,0.0122,,0.0041,,0.475,0.0035,0.3008,1
645,0.0121,,0.004,,0.4639,,0.3288,0.9923
646,0.0121,,0.0037,,0.453,,0.3598,0.9845
647,0.0116,,0.0035,,0.4424,,0.3895,0.9768
648,0.0115,,0.0033,,0.4321,,0.4199,0.9685
649,0.011,,0.0031,,0.4223,,0.453,0.9548
650,0.0108,,0.003,,0.4128,,0.4862,0.9412
651,,,0.0029,,0.4036,,0.5235,0.923
652,,,0.0028,,0.3947,,0.5579,0.8992
653,,,0.0027,,0.3858,,0.5977,0.878
654,,,0.0026,,0.377,,0.6335,0.8597
655,,,0.0025,,0.3681,,0.6715,0.826
656,,,0.0025,,0.3592,,0.7031,0.8018
657,,,0.0023,,0.3503,,0.7415,0.7783
658,,,0.0022,,0.3415,,0.7758,0.7493
659,,,0.0022,,0.3328,,0.806,0.7149
660,,,0.0021,,0.3242,,0.8343,0.6867
661,,,0.0019,,0.3158,,0.8654,0.6559
662,,,0.0019,,0.3076,,0.8911,0.6244
663,,,0.0019,,0.2996,,0.9161,0.5969
664,,,0.0018,,0.2918,,0.9355,0.5641
665,,,0.0018,,0.2842,,0.9541,0.531
666,,,0.0017,,0.2767,,0.9686,0.498
667,,,0.0016,,0.2694,,0.9831,0.465
668,,,0.0015,,0.2623,,0.9897,0.4375
669,,,0.0014,,0.2553,,0.9948,0.4061
670,,,0.0013,,0.2484,,1,0.3774
671,,,0.0013,,0.2416,,0.9995,0.3551
672,,,0.0012,,0.2351,,0.9951,0.329
673,,,0.0012,,0.2287,,0.9907,0.306
674,,,0.0011,,0.2224,,0.984,0.2841
675,,,0.0011,,0.2164,,0.9728,0.2625
676,,,0.0011,,0.2105,,0.9616,0.2433
677,,,0.001,,0.2047,,0.9487,0.2241
678,,,0.001,,0.1991,,0.9342,0.2049
679,,,0.0011,,0.1937,,0.9191,0.1903
680,,,0.001,,0.1884,,0.9016,0.1766
681,,,0.0009,,0.1832,,0.8839,0.1635
682,,,0.0009,,0.1781,,0.8654,0.1531
683,,,0.0009,,0.1732,,0.847,0.1427
684,,,0.0008,,0.1685,,0.8285,0.1323
685,,,0.0008,,0.164,,0.8095,0.1244
686,,,0.0008,,0.1598,,0.7901,0.1168
687,,,0.0007,,0.1559,,0.7714,0.1092
688,,,0.0006,,0.1523,,0.753,0.1016
689,,,0.0007,,0.1491,,0.7346,0.0948
690,,,0.0006,,0.1461,,0.7161,0.088
691,,,0.0006,,0.1432,,0.6987,0.0812
692,,,0.0006,,0.1405,,0.6815,0.0745
693,,,0.0006,,0.1377,,0.666,0.0683
694,,,0.0005,,0.1349,,0.6505,0.0635
695,,,0.0006,,0.1319,,0.6349,0.0587
696,,,0.0006,,0.1288,,0.6202,0.0539
697,,,0.0006,,0.1255,,0.6066,0.0491
698,,,0.0006,,0.1221,,0.5931,0.0444
699,,,0.0006,,0.1187,,0.5795,0.0409
700,,,0.0005,,0.1154,,0.5663,0.0375
701,,,0.0005,,0.1121,,0.5534,0.0341
702,,,0.0005,,0.109,,0.5413,0.0307
703,,,0.0005,,0.1061,,0.5305,0.0273
704,,,0.0005,,0.1033,,0.5197,0.0246
705,,,0.0005,,0.1007,,0.5095,0.0222
706,,,0.0005,,0.0982,,0.4996,0.0199
707,,,0.0005,,0.0959,,0.4898,0.0176
708,,,0.0004,,0.0936,,0.4801,0.0153
709,,,0.0004,,0.0913,,0.4704,0.0138
710,,,0.0004,,0.0891,,0.4607,0.0124
711,,,0.0003,,0.0868,,0.452,0.011
712,,,0.0003,,0.0845,,0.4443,0.0095
713,,,0.0003,,0.0822,,0.4365,0.0081
714,,,0.0003,,0.0798,,0.4287
715,,,0.0003,,0.0774,,0.421
716,,,0.0004,,0.075,,0.4137
717,,,0.0004,,0.0726,,0.4066
718,,,0.0004,,0.0702,,0.3996
719,,,0.0004,,0.068,,0.393
720,,,0.0004,,0.0658,,0.3876
721,,,0.0003,,0.0638,,0.3823
722,,,0.0003,,0.062,,0.3769
723,,,0.0002,,0.0603,,0.3718
724,,,0.0003,,0.0588,,0.3676
725,,,0.0003,,0.0574,,0.3633
726,,,0.0003,,0.0562,,0.3591
727,,,0.0003,,0.0551,,0.3539
728,,,0.0003,,0.054,,0.3485
729,,,0.0002,,0.053,,0.3432
730,,,0.0002,,0.052,,0.3378
731,,,0.0002,,0.0509,,0.3333
732,,,0.0003,,0.0497,,0.3291
733,,,0.0003,,0.0484,,0.3248
734,,,0.0003,,0.0469,,0.3205
735,,,0.0003,,0.0453,,0.316
736,,,0.0003,,0.0436,,0.3115
737,,,0.0002,,0.0417,,0.307
738,,,0.0002,,0.0396,,0.3025
739,,,0.0002,,0.0375,,0.2975
740,,,0.0002,,0.0353,,0.2922
741,,,0.0002,,0.0331,,0.2868
742,,,0.0002,,0.031,,0.2815
743,,,0.0002,,0.029,,0.2758
744,,,0.0002,,0.0271,,0.2699
745,,,0.0002,,0.0254,,0.2641
746,,,0.0002,,0.0238,,0.2583
747,,,0.0002,,0.0225,,0.2527
748,,,0.0002,,0.0213,,0.2472
749,,,,,0.0203,,0.2416
750,,,,,0.0194,,0.2358
751,,,,,0.0187,,0.2298
752,,,,,0.0182,,0.2238
753,,,,,0.0177,,0.2179
754,,,,,0.0173,,0.2127
755,,,,,0.0169,,0.2076
756,,,,,0.0166,,0.2024
757,,,,,0.0163,,0.197
758,,,,,0.016,,0.1914
759,,,,,0.0156,,0.1858
760,,,,,0.0152,,0.1802
761,,,,,0.0147,,0.1747
762,,,,,0.0141,,0.1693
763,,,,,0.0134,,0.164
764,,,,,0.0126,,0.1587
765,,,,,0.0118,,0.1537
766,,,,,0.011,,0.1492
767,,,,,0.01,,0.1447
768,,,,,,,0.1402
769,,,,,,,0.1357
770,,,,,,,0.1318
771,,,,,,,0.1283
772,,,,,,,0.1249
773,,,,,,,0.1213
774,,,,,,,0.1177
775,,,,,,,0.1141
776,,,,,,,0.1105
777,,,,,,,0.1069
778,,,,,,,0.1034
779,,,,,,,0.0998
780,,,,,,,0.0963
781,,,,,,,0.0936
782,,,,,,,0.0911
783,,,,,,,0.0887
784,,,,,,,0.0863
785,,,,,,,0.0842
786,,,,,,,0.0821
787,,,,,,,0.08
788,,,,,,,0.0779
789,,,,,,,0.0757
790,,,,,,,0.0735
791,,,,,,,0.0713
792,,,,,,,0.0691
793,,,,,,,0.0672
794,,,,,,,0.0657
795,,,,,,,0.0642
796,,,,,,,0.0628
797,,,,,,,0.0613
798,,,,,,,0.0597
799,,,,,,,0.0582
800,,,,,,,0.0566
801,,,,,,,0.0551
802,,,,,,,0.0535
803,,,,,,,0.052
804,,,,,,,0.0504
805,,,,,,,0.049
806,,,,,,,0.0477
807,,,,,,,0.0464
808,,,,,,,0.0451
809,,,,,,,0.0438
810,,,,,,,0.0426
811,,,,,,,0.0413
812,,,,,,,0.04
