"Condition","Treatment","Time","object","activity"
"Cdc42","S1P",2.666667,"Cell 07",1.14169
"Cdc42","S1P",2.666667,"Cell 08",1.098158
"Cdc42","S1P",2.666667,"Cell 09",1.070334
"Cdc42","S1P",2.666667,"Cell 10",1.095298
"Cdc42","S1P",2.666667,"Cell 11",1.040685
"Cdc42","S1P",2.666667,"Cell 12",1.046963
"Cdc42","S1P",2.666667,"Cell 13",1.113705
"Cdc42","S1P",2.666667,"Cell 14",1.135846
"Cdc42","S1P",2.666667,"Cell 15",1.121253
"Cdc42","S1P",2.666667,"Cell 16",1.023433
"Cdc42","S1P",2.666667,"Cell 17",1.037203
"Cdc42","S1P",2.666667,"Cell 18",1.044876
"Cdc42","S1P",2.666667,"Cell 19",1.034922
"Cdc42","S1P",2.666667,"Cell 20",NA
"Cdc42","S1P",2.666667,"Cell 21",NA
"Cdc42","S1P",2.666667,"Cell 22",NA
"Cdc42","S1P",2.666667,"Cell 23",NA
"Cdc42","S1P",2.666667,"Cell 24",NA
"Cdc42","S1P",2.666667,"Cell 25",NA
"Cdc42","S1P",2.666667,"Cell 26",NA
"Cdc42","S1P",2.666667,"Cell 27",NA
"Cdc42","S1P",2.666667,"Cell 28",NA
"Cdc42","S1P",2.666667,"Cell 29",NA
"Cdc42","S1P",2.666667,"Cell 30",NA
"Cdc42","S1P",2.666667,"Cell 31",NA
"Cdc42","S1P",2.666667,"Cell 32",NA
"Cdc42","S1P",2.833333,"Cell 01",1.1963
"Cdc42","S1P",2.833333,"Cell 02",1.176143
"Cdc42","S1P",2.833333,"Cell 03",1.089268
"Cdc42","S1P",2.833333,"Cell 04",1.128782
"Cdc42","S1P",2.833333,"Cell 05",1.000059
"Cdc42","S1P",2.833333,"Cell 06",1.132376
"Cdc42","S1P",2.833333,"Cell 07",1.125881
"Cdc42","S1P",2.833333,"Cell 08",1.080183
"Cdc42","S1P",2.833333,"Cell 09",1.05071
"Cdc42","S1P",2.833333,"Cell 10",1.082234
"Cdc42","S1P",2.833333,"Cell 11",1.025953
"Cdc42","S1P",2.833333,"Cell 12",1.034807
"Cdc42","S1P",2.833333,"Cell 13",1.113164
"Cdc42","S1P",2.833333,"Cell 14",1.108033
"Cdc42","S1P",2.833333,"Cell 15",1.10534
"Cdc42","S1P",2.833333,"Cell 16",1.034367
"Cdc42","S1P",2.833333,"Cell 17",1.060696
"Cdc42","S1P",2.833333,"Cell 18",1.041212
"Cdc42","S1P",2.833333,"Cell 19",1.028238
"Cdc42","S1P",2.833333,"Cell 20",NA
"Cdc42","S1P",2.833333,"Cell 21",NA
"Cdc42","S1P",2.833333,"Cell 22",NA
"Cdc42","S1P",2.833333,"Cell 23",NA
"Cdc42","S1P",2.833333,"Cell 24",NA
"Cdc42","S1P",2.833333,"Cell 25",NA
"Cdc42","S1P",2.833333,"Cell 26",NA
"Cdc42","S1P",2.833333,"Cell 27",NA
"Cdc42","S1P",2.833333,"Cell 28",NA
"Cdc42","S1P",2.833333,"Cell 29",NA
"Cdc42","S1P",2.833333,"Cell 30",NA
"Cdc42","S1P",2.833333,"Cell 31",NA
"Cdc42","S1P",2.833333,"Cell 32",NA
"Cdc42","S1P",3,"Cell 01",1.214383
"Cdc42","S1P",3,"Cell 02",1.198892
"Cdc42","S1P",3,"Cell 03",1.085522
"Cdc42","S1P",3,"Cell 04",1.118325
"Cdc42","S1P",3,"Cell 05",0.9918364
"Cdc42","S1P",3,"Cell 06",1.11126
"Cdc42","S1P",3,"Cell 07",1.108454
"Cdc42","S1P",3,"Cell 08",1.068026
"Cdc42","S1P",3,"Cell 09",1.033601
"Cdc42","S1P",3,"Cell 10",1.068696
"Cdc42","S1P",3,"Cell 11",1.009268
"Cdc42","S1P",3,"Cell 12",1.02357
"Cdc42","S1P",3,"Cell 13",1.114279
"Cdc42","S1P",3,"Cell 14",1.111103
"Cdc42","S1P",3,"Cell 15",1.111424
"Cdc42","S1P",3,"Cell 16",1.058126
"Cdc42","S1P",3,"Cell 17",1.079324
"Cdc42","S1P",3,"Cell 18",1.027142
"Cdc42","S1P",3,"Cell 19",1.010683
"Cdc42","S1P",3,"Cell 20",NA
"Cdc42","S1P",3,"Cell 21",NA
"Cdc42","S1P",3,"Cell 22",NA
"Cdc42","S1P",3,"Cell 23",NA
"Cdc42","S1P",3,"Cell 24",NA
"Cdc42","S1P",3,"Cell 25",NA
"Cdc42","S1P",3,"Cell 26",NA
"Cdc42","S1P",3,"Cell 27",NA
"Cdc42","S1P",3,"Cell 28",NA
"Cdc42","S1P",3,"Cell 29",NA
"Cdc42","S1P",3,"Cell 30",NA
"Cdc42","S1P",3,"Cell 31",NA
"Cdc42","S1P",3,"Cell 32",NA
"Cdc42","S1P",3.166667,"Cell 01",1.236062
"Cdc42","S1P",3.166667,"Cell 02",1.226358
"Cdc42","S1P",3.166667,"Cell 03",1.074406
"Cdc42","S1P",3.166667,"Cell 04",1.109018
"Cdc42","S1P",3.166667,"Cell 05",0.9879398
"Cdc42","S1P",3.166667,"Cell 06",1.101203
"Cdc42","S1P",3.166667,"Cell 07",1.093371
"Cdc42","S1P",3.166667,"Cell 08",1.060668
"Cdc42","S1P",3.166667,"Cell 09",1.028402
"Cdc42","S1P",3.166667,"Cell 10",1.064736
"Cdc42","S1P",3.166667,"Cell 11",1.000532
"Cdc42","S1P",3.166667,"Cell 12",1.020465
"Cdc42","S1P",3.166667,"Cell 13",1.104354
"Cdc42","S1P",3.166667,"Cell 14",1.109565
"Cdc42","S1P",3.166667,"Cell 15",1.11548
"Cdc42","S1P",3.166667,"Cell 16",1.047686
"Cdc42","S1P",3.166667,"Cell 17",1.069274
"Cdc42","S1P",3.166667,"Cell 18",1.011205
"Cdc42","S1P",3.166667,"Cell 19",0.9962031
"Cdc42","S1P",3.166667,"Cell 20",NA
"Cdc42","S1P",3.166667,"Cell 21",NA
"Cdc42","S1P",3.166667,"Cell 22",NA
"Cdc42","S1P",3.166667,"Cell 23",NA
"Cdc42","S1P",3.166667,"Cell 24",NA
"Cdc42","S1P",3.166667,"Cell 25",NA
"Cdc42","S1P",3.166667,"Cell 26",NA
"Cdc42","S1P",3.166667,"Cell 27",NA
"Cdc42","S1P",3.166667,"Cell 28",NA
"Cdc42","S1P",3.166667,"Cell 29",NA
"Cdc42","S1P",3.166667,"Cell 30",NA
"Cdc42","S1P",3.166667,"Cell 31",NA
"Cdc42","S1P",3.166667,"Cell 32",NA
"Cdc42","S1P",3.333333,"Cell 01",1.25193
"Cdc42","S1P",3.333333,"Cell 02",1.245035
"Cdc42","S1P",3.333333,"Cell 03",1.059631
"Cdc42","S1P",3.333333,"Cell 04",1.099581
"Cdc42","S1P",3.333333,"Cell 05",0.9818735
"Cdc42","S1P",3.333333,"Cell 06",1.090687
"Cdc42","S1P",3.333333,"Cell 07",1.07725
"Cdc42","S1P",3.333333,"Cell 08",1.071339
"Cdc42","S1P",3.333333,"Cell 09",1.031457
"Cdc42","S1P",3.333333,"Cell 10",1.074442
"Cdc42","S1P",3.333333,"Cell 11",1.002513
"Cdc42","S1P",3.333333,"Cell 12",1.009561
"Cdc42","S1P",3.333333,"Cell 13",1.08335
"Cdc42","S1P",3.333333,"Cell 14",1.10018
"Cdc42","S1P",3.333333,"Cell 15",1.115719
"Cdc42","S1P",3.333333,"Cell 16",1.040278
"Cdc42","S1P",3.333333,"Cell 17",1.059618
"Cdc42","S1P",3.333333,"Cell 18",1.011041
"Cdc42","S1P",3.333333,"Cell 19",0.9982739
"Cdc42","S1P",3.333333,"Cell 20",NA
"Cdc42","S1P",3.333333,"Cell 21",NA
"Cdc42","S1P",3.333333,"Cell 22",NA
"Cdc42","S1P",3.333333,"Cell 23",NA
"Cdc42","S1P",3.333333,"Cell 24",NA
"Cdc42","S1P",3.333333,"Cell 25",NA
"Cdc42","S1P",3.333333,"Cell 26",NA
"Cdc42","S1P",3.333333,"Cell 27",NA
"Cdc42","S1P",3.333333,"Cell 28",NA
"Cdc42","S1P",3.333333,"Cell 29",NA
"Cdc42","S1P",3.333333,"Cell 30",NA
"Cdc42","S1P",3.333333,"Cell 31",NA
"Cdc42","S1P",3.333333,"Cell 32",NA
"Cdc42","S1P",3.5,"Cell 01",1.266294
"Cdc42","S1P",3.5,"Cell 02",1.261338
"Cdc42","S1P",3.5,"Cell 03",1.045832
"Cdc42","S1P",3.5,"Cell 04",1.089467
"Cdc42","S1P",3.5,"Cell 05",0.9817998
"Cdc42","S1P",3.5,"Cell 06",1.037673
"Cdc42","S1P",3.5,"Cell 07",1.023139
"Cdc42","S1P",3.5,"Cell 08",1.07729
"Cdc42","S1P",3.5,"Cell 09",1.036373
"Cdc42","S1P",3.5,"Cell 10",1.080841
"Cdc42","S1P",3.5,"Cell 11",1.007535
"Cdc42","S1P",3.5,"Cell 12",1.008203
"Cdc42","S1P",3.5,"Cell 13",1.07753
"Cdc42","S1P",3.5,"Cell 14",1.107061
"Cdc42","S1P",3.5,"Cell 15",1.134287
"Cdc42","S1P",3.5,"Cell 16",1.034726
"Cdc42","S1P",3.5,"Cell 17",1.048515
"Cdc42","S1P",3.5,"Cell 18",1.002907
"Cdc42","S1P",3.5,"Cell 19",1.000421
"Cdc42","S1P",3.5,"Cell 20",NA
"Cdc42","S1P",3.5,"Cell 21",NA
"Cdc42","S1P",3.5,"Cell 22",NA
"Cdc42","S1P",3.5,"Cell 23",NA
"Cdc42","S1P",3.5,"Cell 24",NA
"Cdc42","S1P",3.5,"Cell 25",NA
"Cdc42","S1P",3.5,"Cell 26",NA
"Cdc42","S1P",3.5,"Cell 27",NA
"Cdc42","S1P",3.5,"Cell 28",NA
"Cdc42","S1P",3.5,"Cell 29",NA
"Cdc42","S1P",3.5,"Cell 30",NA
"Cdc42","S1P",3.5,"Cell 31",NA
"Cdc42","S1P",3.5,"Cell 32",NA
"Cdc42","S1P",3.666667,"Cell 01",1.2762
"Cdc42","S1P",3.666667,"Cell 02",1.268965
"Cdc42","S1P",3.666667,"Cell 03",1.040712
"Cdc42","S1P",3.666667,"Cell 04",1.07257
"Cdc42","S1P",3.666667,"Cell 05",0.9898524
"Cdc42","S1P",3.666667,"Cell 06",1.039673
"Cdc42","S1P",3.666667,"Cell 07",1.02888
"Cdc42","S1P",3.666667,"Cell 08",1.089851
"Cdc42","S1P",3.666667,"Cell 09",1.045019
"Cdc42","S1P",3.666667,"Cell 10",1.086166
"Cdc42","S1P",3.666667,"Cell 11",1.017716
"Cdc42","S1P",3.666667,"Cell 12",0.9995766
"Cdc42","S1P",3.666667,"Cell 13",1.055141
"Cdc42","S1P",3.666667,"Cell 14",1.114163
"Cdc42","S1P",3.666667,"Cell 15",1.144823
"Cdc42","S1P",3.666667,"Cell 16",1.027079
"Cdc42","S1P",3.666667,"Cell 17",1.042169
"Cdc42","S1P",3.666667,"Cell 18",0.9973862
"Cdc42","S1P",3.666667,"Cell 19",1.00569
"Cdc42","S1P",3.666667,"Cell 20",NA
"Cdc42","S1P",3.666667,"Cell 21",NA
"Cdc42","S1P",3.666667,"Cell 22",NA
"Cdc42","S1P",3.666667,"Cell 23",NA
"Cdc42","S1P",3.666667,"Cell 24",NA
"Cdc42","S1P",3.666667,"Cell 25",NA
"Cdc42","S1P",3.666667,"Cell 26",NA
"Cdc42","S1P",3.666667,"Cell 27",NA
"Cdc42","S1P",3.666667,"Cell 28",NA
"Cdc42","S1P",3.666667,"Cell 29",NA
"Cdc42","S1P",3.666667,"Cell 30",NA
"Cdc42","S1P",3.666667,"Cell 31",NA
"Cdc42","S1P",3.666667,"Cell 32",NA
"Cdc42","S1P",3.833333,"Cell 01",1.287362
"Cdc42","S1P",3.833333,"Cell 02",1.282849
"Cdc42","S1P",3.833333,"Cell 03",1.047905
"Cdc42","S1P",3.833333,"Cell 04",1.086004
"Cdc42","S1P",3.833333,"Cell 05",1.000385
"Cdc42","S1P",3.833333,"Cell 06",1.03141
"Cdc42","S1P",3.833333,"Cell 07",1.006011
"Cdc42","S1P",3.833333,"Cell 08",1.095518
"Cdc42","S1P",3.833333,"Cell 09",1.048235
"Cdc42","S1P",3.833333,"Cell 10",1.087612
"Cdc42","S1P",3.833333,"Cell 11",1.027116
"Cdc42","S1P",3.833333,"Cell 12",0.9916965
"Cdc42","S1P",3.833333,"Cell 13",1.04163
"Cdc42","S1P",3.833333,"Cell 14",1.128539
"Cdc42","S1P",3.833333,"Cell 15",1.15918
"Cdc42","S1P",3.833333,"Cell 16",1.033196
"Cdc42","S1P",3.833333,"Cell 17",1.044742
"Cdc42","S1P",3.833333,"Cell 18",0.9897037
"Cdc42","S1P",3.833333,"Cell 19",1.004269
"Cdc42","S1P",3.833333,"Cell 20",NA
"Cdc42","S1P",3.833333,"Cell 21",NA
"Cdc42","S1P",3.833333,"Cell 22",NA
"Cdc42","S1P",3.833333,"Cell 23",NA
"Cdc42","S1P",3.833333,"Cell 24",NA
"Cdc42","S1P",3.833333,"Cell 25",NA
"Cdc42","S1P",3.833333,"Cell 26",NA
"Cdc42","S1P",3.833333,"Cell 27",NA
"Cdc42","S1P",3.833333,"Cell 28",NA
"Cdc42","S1P",3.833333,"Cell 29",NA
"Cdc42","S1P",3.833333,"Cell 30",NA
"Cdc42","S1P",3.833333,"Cell 31",NA
"Cdc42","S1P",3.833333,"Cell 32",NA
"Cdc42","S1P",4,"Cell 01",1.297668
"Cdc42","S1P",4,"Cell 02",1.296211
"Cdc42","S1P",4,"Cell 03",1.045357
"Cdc42","S1P",4,"Cell 04",1.083229
"Cdc42","S1P",4,"Cell 05",1.003846
"Cdc42","S1P",4,"Cell 06",1.008377
"Cdc42","S1P",4,"Cell 07",0.9874858
"Cdc42","S1P",4,"Cell 08",1.111735
"Cdc42","S1P",4,"Cell 09",1.065364
"Cdc42","S1P",4,"Cell 10",1.099373
"Cdc42","S1P",4,"Cell 11",1.046958
"Cdc42","S1P",4,"Cell 12",0.9885249
"Cdc42","S1P",4,"Cell 13",1.030984
"Cdc42","S1P",4,"Cell 14",1.139396
"Cdc42","S1P",4,"Cell 15",1.163398
"Cdc42","S1P",4,"Cell 16",1.032091
"Cdc42","S1P",4,"Cell 17",1.042927
"Cdc42","S1P",4,"Cell 18",0.9881197
"Cdc42","S1P",4,"Cell 19",1.010007
"Cdc42","S1P",4,"Cell 20",NA
"Cdc42","S1P",4,"Cell 21",NA
"Cdc42","S1P",4,"Cell 22",NA
"Cdc42","S1P",4,"Cell 23",NA
"Cdc42","S1P",4,"Cell 24",NA
"Cdc42","S1P",4,"Cell 25",NA
"Cdc42","S1P",4,"Cell 26",NA
"Cdc42","S1P",4,"Cell 27",NA
"Cdc42","S1P",4,"Cell 28",NA
"Cdc42","S1P",4,"Cell 29",NA
"Cdc42","S1P",4,"Cell 30",NA
"Cdc42","S1P",4,"Cell 31",NA
"Cdc42","S1P",4,"Cell 32",NA
"Cdc42","S1P",4.166667,"Cell 01",1.300667
"Cdc42","S1P",4.166667,"Cell 02",1.294537
"Cdc42","S1P",4.166667,"Cell 03",1.044042
"Cdc42","S1P",4.166667,"Cell 04",1.07917
"Cdc42","S1P",4.166667,"Cell 05",1.014827
"Cdc42","S1P",4.166667,"Cell 06",0.9934927
"Cdc42","S1P",4.166667,"Cell 07",0.9777901
"Cdc42","S1P",4.166667,"Cell 08",1.119804
"Cdc42","S1P",4.166667,"Cell 09",1.066384
"Cdc42","S1P",4.166667,"Cell 10",1.099683
"Cdc42","S1P",4.166667,"Cell 11",1.053437
"Cdc42","S1P",4.166667,"Cell 12",0.988606
"Cdc42","S1P",4.166667,"Cell 13",1.028319
"Cdc42","S1P",4.166667,"Cell 14",1.138944
"Cdc42","S1P",4.166667,"Cell 15",1.162916
"Cdc42","S1P",4.166667,"Cell 16",1.033178
"Cdc42","S1P",4.166667,"Cell 17",1.04327
"Cdc42","S1P",4.166667,"Cell 18",0.9947624
"Cdc42","S1P",4.166667,"Cell 19",1.018186
"Cdc42","S1P",4.166667,"Cell 20",NA
"Cdc42","S1P",4.166667,"Cell 21",NA
"Cdc42","S1P",4.166667,"Cell 22",NA
"Cdc42","S1P",4.166667,"Cell 23",NA
"Cdc42","S1P",4.166667,"Cell 24",NA
"Cdc42","S1P",4.166667,"Cell 25",NA
"Cdc42","S1P",4.166667,"Cell 26",NA
"Cdc42","S1P",4.166667,"Cell 27",NA
"Cdc42","S1P",4.166667,"Cell 28",NA
"Cdc42","S1P",4.166667,"Cell 29",NA
"Cdc42","S1P",4.166667,"Cell 30",NA
"Cdc42","S1P",4.166667,"Cell 31",NA
"Cdc42","S1P",4.166667,"Cell 32",NA
"Cdc42","S1P",4.333334,"Cell 01",1.290789
"Cdc42","S1P",4.333334,"Cell 02",1.278446
"Cdc42","S1P",4.333334,"Cell 03",1.048153
"Cdc42","S1P",4.333334,"Cell 04",1.079533
"Cdc42","S1P",4.333334,"Cell 05",1.027962
"Cdc42","S1P",4.333334,"Cell 06",0.9952123
"Cdc42","S1P",4.333334,"Cell 07",0.9813895
"Cdc42","S1P",4.333334,"Cell 08",1.118731
"Cdc42","S1P",4.333334,"Cell 09",1.06474
"Cdc42","S1P",4.333334,"Cell 10",1.094807
"Cdc42","S1P",4.333334,"Cell 11",1.053991
"Cdc42","S1P",4.333334,"Cell 12",0.9891913
"Cdc42","S1P",4.333334,"Cell 13",1.025432
"Cdc42","S1P",4.333334,"Cell 14",1.134588
"Cdc42","S1P",4.333334,"Cell 15",1.159031
"Cdc42","S1P",4.333334,"Cell 16",1.033286
"Cdc42","S1P",4.333334,"Cell 17",1.045162
"Cdc42","S1P",4.333334,"Cell 18",0.9995714
"Cdc42","S1P",4.333334,"Cell 19",1.023012
"Cdc42","S1P",4.333334,"Cell 20",NA
"Cdc42","S1P",4.333334,"Cell 21",NA
"Cdc42","S1P",4.333334,"Cell 22",NA
"Cdc42","S1P",4.333334,"Cell 23",NA
"Cdc42","S1P",4.333334,"Cell 24",NA
"Cdc42","S1P",4.333334,"Cell 25",NA
"Cdc42","S1P",4.333334,"Cell 26",NA
"Cdc42","S1P",4.333334,"Cell 27",NA
"Cdc42","S1P",4.333334,"Cell 28",NA
"Cdc42","S1P",4.333334,"Cell 29",NA
"Cdc42","S1P",4.333334,"Cell 30",NA
"Cdc42","S1P",4.333334,"Cell 31",NA
"Cdc42","S1P",4.333334,"Cell 32",NA
"Cdc42","S1P",4.5,"Cell 01",1.290077
"Cdc42","S1P",4.5,"Cell 02",1.267904
"Cdc42","S1P",4.5,"Cell 03",1.048955
"Cdc42","S1P",4.5,"Cell 04",1.07348
"Cdc42","S1P",4.5,"Cell 05",1.039193
"Cdc42","S1P",4.5,"Cell 06",0.9864271
"Cdc42","S1P",4.5,"Cell 07",0.9771656
"Cdc42","S1P",4.5,"Cell 08",1.121074
"Cdc42","S1P",4.5,"Cell 09",1.071196
"Cdc42","S1P",4.5,"Cell 10",1.096187
"Cdc42","S1P",4.5,"Cell 11",1.057826
"Cdc42","S1P",4.5,"Cell 12",0.9983071
"Cdc42","S1P",4.5,"Cell 13",1.040496
"Cdc42","S1P",4.5,"Cell 14",1.140736
"Cdc42","S1P",4.5,"Cell 15",1.160103
"Cdc42","S1P",4.5,"Cell 16",1.045068
"Cdc42","S1P",4.5,"Cell 17",1.048514
"Cdc42","S1P",4.5,"Cell 18",1.000532
"Cdc42","S1P",4.5,"Cell 19",1.025026
"Cdc42","S1P",4.5,"Cell 20",NA
"Cdc42","S1P",4.5,"Cell 21",NA
"Cdc42","S1P",4.5,"Cell 22",NA
"Cdc42","S1P",4.5,"Cell 23",NA
"Cdc42","S1P",4.5,"Cell 24",NA
"Cdc42","S1P",4.5,"Cell 25",NA
"Cdc42","S1P",4.5,"Cell 26",NA
"Cdc42","S1P",4.5,"Cell 27",NA
"Cdc42","S1P",4.5,"Cell 28",NA
"Cdc42","S1P",4.5,"Cell 29",NA
"Cdc42","S1P",4.5,"Cell 30",NA
"Cdc42","S1P",4.5,"Cell 31",NA
"Cdc42","S1P",4.5,"Cell 32",NA
"Cdc42","S1P",4.666667,"Cell 01",1.286375
"Cdc42","S1P",4.666667,"Cell 02",1.255123
"Cdc42","S1P",4.666667,"Cell 03",1.052843
"Cdc42","S1P",4.666667,"Cell 04",1.07238
"Cdc42","S1P",4.666667,"Cell 05",1.043173
"Cdc42","S1P",4.666667,"Cell 06",0.9996073
"Cdc42","S1P",4.666667,"Cell 07",0.9890109
"Cdc42","S1P",4.666667,"Cell 08",1.125562
"Cdc42","S1P",4.666667,"Cell 09",1.073375
"Cdc42","S1P",4.666667,"Cell 10",1.095545
"Cdc42","S1P",4.666667,"Cell 11",1.058849
"Cdc42","S1P",4.666667,"Cell 12",0.9909235
"Cdc42","S1P",4.666667,"Cell 13",1.026939
"Cdc42","S1P",4.666667,"Cell 14",1.136992
"Cdc42","S1P",4.666667,"Cell 15",1.147777
"Cdc42","S1P",4.666667,"Cell 16",1.059224
"Cdc42","S1P",4.666667,"Cell 17",1.060566
"Cdc42","S1P",4.666667,"Cell 18",1.006307
"Cdc42","S1P",4.666667,"Cell 19",1.028002
"Cdc42","S1P",4.666667,"Cell 20",NA
"Cdc42","S1P",4.666667,"Cell 21",NA
"Cdc42","S1P",4.666667,"Cell 22",NA
"Cdc42","S1P",4.666667,"Cell 23",NA
"Cdc42","S1P",4.666667,"Cell 24",NA
"Cdc42","S1P",4.666667,"Cell 25",NA
"Cdc42","S1P",4.666667,"Cell 26",NA
"Cdc42","S1P",4.666667,"Cell 27",NA
"Cdc42","S1P",4.666667,"Cell 28",NA
"Cdc42","S1P",4.666667,"Cell 29",NA
"Cdc42","S1P",4.666667,"Cell 30",NA
"Cdc42","S1P",4.666667,"Cell 31",NA
"Cdc42","S1P",4.666667,"Cell 32",NA
"Cdc42","S1P",4.833334,"Cell 01",1.280827
"Cdc42","S1P",4.833334,"Cell 02",1.24184
"Cdc42","S1P",4.833334,"Cell 03",1.069537
"Cdc42","S1P",4.833334,"Cell 04",1.088353
"Cdc42","S1P",4.833334,"Cell 05",1.038783
"Cdc42","S1P",4.833334,"Cell 06",1.005401
"Cdc42","S1P",4.833334,"Cell 07",0.9962947
"Cdc42","S1P",4.833334,"Cell 08",1.115411
"Cdc42","S1P",4.833334,"Cell 09",1.065648
"Cdc42","S1P",4.833334,"Cell 10",1.089215
"Cdc42","S1P",4.833334,"Cell 11",1.054114
"Cdc42","S1P",4.833334,"Cell 12",0.9934142
"Cdc42","S1P",4.833334,"Cell 13",1.018529
"Cdc42","S1P",4.833334,"Cell 14",1.134184
"Cdc42","S1P",4.833334,"Cell 15",1.137607
"Cdc42","S1P",4.833334,"Cell 16",1.06501
"Cdc42","S1P",4.833334,"Cell 17",1.07332
"Cdc42","S1P",4.833334,"Cell 18",1.012844
"Cdc42","S1P",4.833334,"Cell 19",1.042391
"Cdc42","S1P",4.833334,"Cell 20",NA
"Cdc42","S1P",4.833334,"Cell 21",NA
"Cdc42","S1P",4.833334,"Cell 22",NA
"Cdc42","S1P",4.833334,"Cell 23",NA
"Cdc42","S1P",4.833334,"Cell 24",NA
"Cdc42","S1P",4.833334,"Cell 25",NA
"Cdc42","S1P",4.833334,"Cell 26",NA
"Cdc42","S1P",4.833334,"Cell 27",NA
"Cdc42","S1P",4.833334,"Cell 28",NA
"Cdc42","S1P",4.833334,"Cell 29",NA
"Cdc42","S1P",4.833334,"Cell 30",NA
"Cdc42","S1P",4.833334,"Cell 31",NA
"Cdc42","S1P",4.833334,"Cell 32",NA
"Cdc42","S1P",5,"Cell 01",1.252595
"Cdc42","S1P",5,"Cell 02",1.21552
"Cdc42","S1P",5,"Cell 03",1.055352
"Cdc42","S1P",5,"Cell 04",1.075766
"Cdc42","S1P",5,"Cell 05",1.048221
"Cdc42","S1P",5,"Cell 06",1.005088
"Cdc42","S1P",5,"Cell 07",0.9955457
"Cdc42","S1P",5,"Cell 08",1.113556
"Cdc42","S1P",5,"Cell 09",1.067865
"Cdc42","S1P",5,"Cell 10",1.088405
"Cdc42","S1P",5,"Cell 11",1.056359
"Cdc42","S1P",5,"Cell 12",0.9921352
"Cdc42","S1P",5,"Cell 13",1.022911
"Cdc42","S1P",5,"Cell 14",1.122094
"Cdc42","S1P",5,"Cell 15",1.122251
"Cdc42","S1P",5,"Cell 16",1.058267
"Cdc42","S1P",5,"Cell 17",1.06506
"Cdc42","S1P",5,"Cell 18",0.9977744
"Cdc42","S1P",5,"Cell 19",1.026823
"Cdc42","S1P",5,"Cell 20",NA
"Cdc42","S1P",5,"Cell 21",NA
"Cdc42","S1P",5,"Cell 22",NA
"Cdc42","S1P",5,"Cell 23",NA
"Cdc42","S1P",5,"Cell 24",NA
"Cdc42","S1P",5,"Cell 25",NA
"Cdc42","S1P",5,"Cell 26",NA
"Cdc42","S1P",5,"Cell 27",NA
"Cdc42","S1P",5,"Cell 28",NA
"Cdc42","S1P",5,"Cell 29",NA
"Cdc42","S1P",5,"Cell 30",NA
"Cdc42","S1P",5,"Cell 31",NA
"Cdc42","S1P",5,"Cell 32",NA
"Cdc42","S1P",5.166667,"Cell 01",1.256551
"Cdc42","S1P",5.166667,"Cell 02",1.208961
"Cdc42","S1P",5.166667,"Cell 03",1.044764
"Cdc42","S1P",5.166667,"Cell 04",1.066366
"Cdc42","S1P",5.166667,"Cell 05",1.043226
"Cdc42","S1P",5.166667,"Cell 06",1.012315
"Cdc42","S1P",5.166667,"Cell 07",1.002587
"Cdc42","S1P",5.166667,"Cell 08",1.109008
"Cdc42","S1P",5.166667,"Cell 09",1.061525
"Cdc42","S1P",5.166667,"Cell 10",1.084382
"Cdc42","S1P",5.166667,"Cell 11",1.056158
"Cdc42","S1P",5.166667,"Cell 12",0.992967
"Cdc42","S1P",5.166667,"Cell 13",1.023772
"Cdc42","S1P",5.166667,"Cell 14",1.110384
"Cdc42","S1P",5.166667,"Cell 15",1.110892
"Cdc42","S1P",5.166667,"Cell 16",1.061532
"Cdc42","S1P",5.166667,"Cell 17",1.066901
"Cdc42","S1P",5.166667,"Cell 18",1.00783
"Cdc42","S1P",5.166667,"Cell 19",1.041307
"Cdc42","S1P",5.166667,"Cell 20",NA
"Cdc42","S1P",5.166667,"Cell 21",NA
"Cdc42","S1P",5.166667,"Cell 22",NA
"Cdc42","S1P",5.166667,"Cell 23",NA
"Cdc42","S1P",5.166667,"Cell 24",NA
"Cdc42","S1P",5.166667,"Cell 25",NA
"Cdc42","S1P",5.166667,"Cell 26",NA
"Cdc42","S1P",5.166667,"Cell 27",NA
"Cdc42","S1P",5.166667,"Cell 28",NA
"Cdc42","S1P",5.166667,"Cell 29",NA
"Cdc42","S1P",5.166667,"Cell 30",NA
"Cdc42","S1P",5.166667,"Cell 31",NA
"Cdc42","S1P",5.166667,"Cell 32",NA
"Cdc42","S1P",5.333334,"Cell 01",1.241427
"Cdc42","S1P",5.333334,"Cell 02",1.186305
"Cdc42","S1P",5.333334,"Cell 03",1.052716
"Cdc42","S1P",5.333334,"Cell 04",1.074873
"Cdc42","S1P",5.333334,"Cell 05",1.044446
"Cdc42","S1P",5.333334,"Cell 06",1.018515
"Cdc42","S1P",5.333334,"Cell 07",1.011931
"Cdc42","S1P",5.333334,"Cell 08",1.106619
"Cdc42","S1P",5.333334,"Cell 09",1.060159
"Cdc42","S1P",5.333334,"Cell 10",1.082803
"Cdc42","S1P",5.333334,"Cell 11",1.057298
"Cdc42","S1P",5.333334,"Cell 12",0.9942074
"Cdc42","S1P",5.333334,"Cell 13",1.02352
"Cdc42","S1P",5.333334,"Cell 14",1.099404
"Cdc42","S1P",5.333334,"Cell 15",1.095434
"Cdc42","S1P",5.333334,"Cell 16",1.055355
"Cdc42","S1P",5.333334,"Cell 17",1.058423
"Cdc42","S1P",5.333334,"Cell 18",1.001436
"Cdc42","S1P",5.333334,"Cell 19",1.03462
