"X","Sample","Slice","CFP","YFP","Ratio","Time"
362,"Cell-02",91,0.98364247115525,0.923466924191212,0.93882376094094,182
363,"Cell-03",91,0.968193384223919,0.924396334504695,0.954764151012733,182
364,"Cell-04",91,0.99108138238573,0.916145460178533,0.924389738785314,182
365,"Cell-01",92,0.99177023849513,0.929795450874436,0.937510942338085,184
366,"Cell-02",92,0.968307287863298,0.927278965157946,0.957628819673673,184
367,"Cell-03",92,0.968193384223919,0.922588445328301,0.952896869944868,184
368,"Cell-04",92,0.991638795986622,0.918565923745716,0.926310998988091,184
369,"Cell-01",93,0.986731609002351,0.928253623294812,0.940735672016564,186
370,"Cell-02",93,0.971228275157003,0.925309410658467,0.952720832297522,186
371,"Cell-03",93,0.962468193384224,0.917899232777031,0.95369305613053,186
372,"Cell-04",93,0.984392419175028,0.913628178068664,0.92811378904597,186
373,"Cell-01",94,0.99009069533087,0.924362344165284,0.933613807830382,188
374,"Cell-02",94,0.966116547393019,0.925309410658467,0.957761683262059,188
375,"Cell-03",94,0.96501272264631,0.915074405938916,0.948251131269595,188
