"X","Sample","Slice","CFP","YFP","Ratio","Time"
376,"Cell-04",94,0.987736900780379,0.914160680053444,0.925510304749367,188
377,"Cell-01",95,0.98925092374874,0.927152317880795,0.937226638482555,190
378,"Cell-02",95,0.966116547393019,0.928168441383517,0.960720985359477,190
379,"Cell-03",95,0.963740458015267,0.914509440571293,0.948916726454173,190
380,"Cell-04",95,0.98216276477146,0.91357976879732,0.930171455858338,190
381,"Cell-01",96,0.986731609002351,0.931337278454061,0.943860792496252,192
382,"Cell-02",96,0.969037534686724,0.931154540140791,0.960906576690882,192
383,"Cell-03",96,0.959287531806616,0.916938791652072,0.955853965833592,192
384,"Cell-04",96,0.985507246376812,0.917839784675561,0.931337428567849,192
385,"Cell-01",97,0.974974806852536,0.926491534632384,0.95027228203294,194
386,"Cell-02",97,0.961735066452461,0.931472210221353,0.968533063536158,194
387,"Cell-03",97,0.94910941475827,0.913097027152236,0.962056653272999,194
388,"Cell-04",97,0.977703455964325,0.916193869449877,0.937087686313044,194
389,"Cell-01",98,0.977494121598925,0.928767565821354,0.950151561323082,196
390,"Cell-02",98,0.957353585511903,0.932933492591934,0.974492086007166,196
391,"Cell-03",98,0.94910941475827,0.911571620659653,0.96044945554757,196
392,"Cell-04",98,0.976588628762542,0.918662742288403,0.94068547926107,196
393,"Cell-01",99,0.985052065838092,0.931630959897799,0.945768241301193,198
394,"Cell-02",99,0.971228275157003,0.936872601590892,0.96462657189366,198
395,"Cell-03",99,0.954834605597964,0.914113964813957,0.957353199658588,198
396,"Cell-04",99,0.984392419175028,0.920357066785431,0.934949364560058,198
397,"Cell-01",100,0.984212294255962,0.934127252169572,0.949111545975705,200
398,"Cell-02",100,0.966846794216445,0.938969224122595,0.971166507185409,200
399,"Cell-03",100,0.951017811704835,0.911684613733178,0.958640945009067,200
400,"Cell-04",100,0.974358974358974,0.925827314447263,0.950191191143244,200
401,"Cell-01",101,0.984212294255962,0.929134667626026,0.94403887560501,202
402,"Cell-02",101,0.966116547393019,0.933314696688607,0.966047729134829,202
403,"Cell-03",101,0.94529262086514,0.909933221093547,0.962594228505421,202
404,"Cell-04",101,0.972686733556299,0.921615707840366,0.947494888175138,202
405,"Cell-01",102,0.975814578434666,0.932512004229013,0.955624177827804,204
406,"Cell-02",102,0.971228275157003,0.93026506391522,0.957823292124438,204
407,"Cell-03",102,0.943384223918575,0.907390876939244,0.961846566789272,204
408,"Cell-04",102,0.974916387959866,0.9202118389714,0.943887958327439,204
409,"Cell-01",103,0.985052065838092,0.931557539536864,0.945693706803494,206
410,"Cell-02",103,0.977070249744414,0.927723703270731,0.949495395559745,206
411,"Cell-03",103,0.948473282442748,0.906543428887809,0.955792267076885,206
412,"Cell-04",103,0.979375696767001,0.922148209825146,0.9415673810053,206
413,"Cell-01",104,0.982532751091703,0.936696964802279,0.953349355287653,208
414,"Cell-02",104,0.984372717978677,0.935728989300872,0.950584034086509,208
415,"Cell-03",104,0.943384223918575,0.9127015513949,0.967475953332962,208
416,"Cell-04",104,0.97603121516165,0.928054140929071,0.95084473376742,208
417,"Cell-01",105,0.985891837420222,0.93442093361331,0.947792544929071,210
418,"Cell-02",105,0.982912224331824,0.935856057333096,0.9521257688796,210
419,"Cell-03",105,0.94910941475827,0.912306075637563,0.961223291489443,210
420,"Cell-04",105,0.979375696767001,0.926940727688167,0.946460822693552,210
421,"Cell-01",106,0.985052065838092,0.931998061702471,0.946140913789687,212
422,"Cell-02",106,0.982912224331824,0.935601921268647,0.951867214699321,212
423,"Cell-03",106,0.948473282442748,0.909481248799448,0.958889686863,212
424,"Cell-04",106,0.976588628762542,0.924810719749046,0.94698083974303,212
425,"Cell-01",107,0.988411152166611,0.934347513252375,0.945302479847858,214
426,"Cell-02",107,0.984372717978677,0.935411319220311,0.950261320875589,214
427,"Cell-03",107,0.943384223918575,0.910780669144981,0.965439792242691,214
428,"Cell-04",107,0.974358974358974,0.929748465426098,0.954215530305733,214
429,"Cell-01",108,0.997648639570037,0.937137486967886,0.939346228519662,216
430,"Cell-02",108,0.993865926683219,0.939604564283718,0.945403740139694,216
431,"Cell-03",108,0.9529262086514,0.91541338515949,0.960634073077916,216
432,"Cell-04",108,0.982720178372352,0.930426195224909,0.946786497012755,216
433,"Cell-01",109,0.999328182734296,0.930309393400978,0.930934811480575,218
434,"Cell-02",109,0.992405433036366,0.938778622074259,0.94596279990323,218
435,"Cell-03",109,0.956106870229008,0.910667676071457,0.952474774972941,218
436,"Cell-04",109,0.982720178372352,0.92790891311504,0.944224951859547,218
437,"Cell-01",110,0.985891837420222,0.932438583868078,0.945781827657672,220
438,"Cell-02",110,0.989484445742661,0.935983125365321,0.945930104704996,220
439,"Cell-03",110,0.9529262086514,0.911628117196416,0.956661815909723,220
440,"Cell-04",110,0.978818283166109,0.926650272060105,0.946703068380312,220
441,"Cell-01",111,0.990930466913,0.933466468921161,0.942010060331626,222
442,"Cell-02",111,0.985833211625529,0.942463595008768,0.956007145929635,222
443,"Cell-03",111,0.953562340966921,0.915074405938916,0.959637735914594,222
444,"Cell-04",111,0.974916387959866,0.930329376682222,0.954265810044544,222
445,"Cell-01",112,0.983372522673833,0.933539889282096,0.94932476529216,224
446,"Cell-02",112,0.985833211625529,0.942336526976543,0.955878251882725,224
447,"Cell-03",112,0.94910941475827,0.912927537541949,0.961878075747951,224
448,"Cell-04",112,0.974358974358974,0.93110392502372,0.955606659892766,224
449,"Cell-01",113,0.983372522673833,0.935889340832,0.951713942837528,226
450,"Cell-02",113,0.985833211625529,0.939413962235381,0.952913688803801,226
451,"Cell-03",113,0.950381679389313,0.91394447520367,0.961660451820729,226
452,"Cell-04",113,0.975473801560758,0.930426195224909,0.953819768133422,226
453,"Cell-01",114,0.980853207927444,0.934127252169572,0.952361927982471,228
454,"Cell-02",114,0.986563458448956,0.939731632315942,0.952530345887085,228
455,"Cell-03",114,0.942111959287532,0.912249579100801,0.96830272677006,228
456,"Cell-04",114,0.971571906354515,0.93057142303894,0.957799846776741,228
457,"Cell-01",115,0.983372522673833,0.93508171686172,0.950892663056308,230
458,"Cell-02",115,0.988754198919235,0.939477496251493,0.950162838527914,230
459,"Cell-03",115,0.943384223918575,0.913605495983096,0.968434146787207,230
460,"Cell-04",115,0.972129319955407,0.929070735627287,0.95570693791018,230
461,"Cell-01",116,0.981692979509573,0.934641194696113,0.952070773861532,232
462,"Cell-02",116,0.98364247115525,0.939541030267605,0.955165172122093,232
463,"Cell-03",116,0.943384223918575,0.914283454424244,0.96915279187789,232
464,"Cell-04",116,0.975473801560758,0.92844141509982,0.951785084965187,232
465,"Cell-01",117,0.980853207927444,0.92935492870883,0.947496446152803,234
466,"Cell-02",117,0.97780049656784,0.942654197057105,0.964055756123972,234
467,"Cell-03",117,0.942111959287532,0.912419068711088,0.968482630664301,234
468,"Cell-04",117,0.969342251950948,0.922777530352613,0.951962558627135,234
469,"Cell-01",118,0.978333893181055,0.93508171686172,0.955789964325267,236
470,"Cell-02",118,0.992405433036366,0.942717731073217,0.949932053665683,236
471,"Cell-03",118,0.946564885496183,0.914565937108055,0.966194659364155,236
472,"Cell-04",118,0.974916387959866,0.926940727688167,0.950789974541207,236
473,"Cell-01",119,0.983372522673833,0.93655012408041,0.952385899022162,238
474,"Cell-02",119,0.998977654447203,0.94081171058985,0.941774529591916,238
475,"Cell-03",119,0.947837150127227,0.91665630896826,0.967103166240339,238
476,"Cell-04",119,0.977146042363434,0.930474604496253,0.952236988286525,238
477,"Cell-01",120,0.983372522673833,0.935301977944524,0.951116648451186,240
478,"Cell-02",120,0.999707901270629,0.940621108541513,0.940895943050948,240
479,"Cell-03",120,0.953562340966921,0.914057468277194,0.95857127427068,240
480,"Cell-04",120,0.981605351170568,0.928683461456538,0.946086388332214,240
481,"Cell-01",121,0.988411152166611,0.935448818666393,0.946416697763755,242
482,"Cell-02",121,0.993865926683219,0.943480139266563,0.949303234909355,242
483,"Cell-03",121,0.949745547073791,0.914961412865391,0.963375312139581,242
484,"Cell-04",121,0.979933110367893,0.927424820401603,0.946416454949077,242
