"Time","Cell","Activity","amplitude","rank"
5.166667,"Cell.8",1.058997,51.187307,0.838709677419355
5.166667,"Cell.9",1.036185,49.881537,0.67741935483871
5.166667,"Cell.10",1.078702,50.8529285,0.806451612903226
5.166667,"Cell.11",1.065147,49.7917974,0.645161290322581
5.166667,"Cell.12",1.084846,50.3284978,0.774193548387097
5.166667,"Cell.13",1.022103,49.6419659,0.548387096774194
5.166667,"Cell.14",1.023254,49.4013006,0.483870967741935
5.166667,"Cell.15",1.097049,51.9740685,0.903225806451613
5.166667,"Cell.16",1.035706,49.7225102,0.580645161290323
5.166667,"Cell.17",1.025843,49.5812456,0.516129032258065
5.166667,"Cell.18",1.042838,49.9310024,0.709677419354839
5.166667,"Cell.19",0.981738,47.4779692,0.193548387096774
5.166667,"Cell.20",0.9870113,47.4997003,0.225806451612903
5.166667,"Cell.21",0.9865632,47.8125827,0.258064516129032
5.166667,"Cell.22",1.009836,49.0180877,0.354838709677419
5.166667,"Cell.23",0.9982667,48.0714543,0.290322580645161
5.166667,"Cell.24",0.990247,48.5968825,0.32258064516129
5.166667,"Cell.25",0.9578517,46.9078372,0.0967741935483871
5.166667,"Cell.26",1.041579,49.7401503,0.612903225806452
5.166667,"Cell.27",0.9593455,46.9168102,0.129032258064516
5.166667,"Cell.28",1.003938,49.1636775,0.451612903225806
5.166667,"Cell.29",0.9254504,44.3182663,0
5.166667,"Cell.30",0.9662599,46.8093946,0.0645161290322581
5.166667,"Cell.31",0.9377448,45.612368,0.032258064516129
5.166667,"Cell.32",0.9623694,47.128056,0.161290322580645
5.333334,"Cell.1",1.027662,50.315458,0.741935483870968
5.333334,"Cell.2",1.000584,49.0784891,0.387096774193548
5.333334,"Cell.3",0.9992494,49.1608432,0.419354838709677
5.333334,"Cell.4",1.225918,54.72428,1
5.333334,"Cell.5",1.206042,53.9923307,0.967741935483871
5.333334,"Cell.6",1.113079,51.4303486,0.870967741935484
5.333334,"Cell.7",1.114857,52.5428662,0.935483870967742
5.333334,"Cell.8",1.066779,51.187307,0.838709677419355
5.333334,"Cell.9",1.036652,49.881537,0.67741935483871
5.333334,"Cell.10",1.069111,50.8529285,0.806451612903226
5.333334,"Cell.11",1.036096,49.7917974,0.645161290322581
5.333334,"Cell.12",1.068579,50.3284978,0.774193548387097
5.333334,"Cell.13",1.030053,49.6419659,0.548387096774194
5.333334,"Cell.14",1.030823,49.4013006,0.483870967741935
5.333334,"Cell.15",1.09694,51.9740685,0.903225806451613
5.333334,"Cell.16",1.038702,49.7225102,0.580645161290323
5.333334,"Cell.17",1.03282,49.5812456,0.516129032258065
5.333334,"Cell.18",1.036611,49.9310024,0.709677419354839
5.333334,"Cell.19",0.9734494,47.4779692,0.193548387096774
5.333334,"Cell.20",0.9726514,47.4997003,0.225806451612903
5.333334,"Cell.21",0.9868674,47.8125827,0.258064516129032
5.333334,"Cell.22",1.008004,49.0180877,0.354838709677419
5.333334,"Cell.23",0.9965038,48.0714543,0.290322580645161
5.333334,"Cell.24",0.9941465,48.5968825,0.32258064516129
5.333334,"Cell.25",0.9648048,46.9078372,0.0967741935483871
5.333334,"Cell.26",1.040783,49.7401503,0.612903225806452
5.333334,"Cell.27",0.9666287,46.9168102,0.129032258064516
5.333334,"Cell.28",1.004775,49.1636775,0.451612903225806
5.333334,"Cell.29",0.9326753,44.3182663,0
5.333334,"Cell.30",0.962796,46.8093946,0.0645161290322581
5.333334,"Cell.31",0.9452311,45.612368,0.032258064516129
5.333334,"Cell.32",0.9696396,47.128056,0.161290322580645
5.5,"Cell.1",1.016054,50.315458,0.741935483870968
5.5,"Cell.2",0.9812715,49.0784891,0.387096774193548
5.5,"Cell.3",0.9817091,49.1608432,0.419354838709677
5.5,"Cell.4",1.223568,54.72428,1
5.5,"Cell.5",1.210688,53.9923307,0.967741935483871
5.5,"Cell.6",1.111704,51.4303486,0.870967741935484
5.5,"Cell.7",1.119373,52.5428662,0.935483870967742
5.5,"Cell.8",1.075741,51.187307,0.838709677419355
5.5,"Cell.9",1.028225,49.881537,0.67741935483871
5.5,"Cell.10",1.059214,50.8529285,0.806451612903226
5.5,"Cell.11",1.038057,49.7917974,0.645161290322581
5.5,"Cell.12",1.064664,50.3284978,0.774193548387097
5.5,"Cell.13",1.033375,49.6419659,0.548387096774194
5.5,"Cell.14",1.042453,49.4013006,0.483870967741935
5.5,"Cell.15",1.098503,51.9740685,0.903225806451613
5.5,"Cell.16",1.036326,49.7225102,0.580645161290323
5.5,"Cell.17",1.039826,49.5812456,0.516129032258065
5.5,"Cell.18",1.035869,49.9310024,0.709677419354839
5.5,"Cell.19",0.9537665,47.4779692,0.193548387096774
5.5,"Cell.20",0.9540749,47.4997003,0.225806451612903
5.5,"Cell.21",0.982485,47.8125827,0.258064516129032
5.5,"Cell.22",1.002181,49.0180877,0.354838709677419
5.5,"Cell.23",0.9942032,48.0714543,0.290322580645161
5.5,"Cell.24",0.9954182,48.5968825,0.32258064516129
5.5,"Cell.25",0.9679756,46.9078372,0.0967741935483871
5.5,"Cell.26",1.040589,49.7401503,0.612903225806452
5.5,"Cell.27",0.9738362,46.9168102,0.129032258064516
5.5,"Cell.28",1.004299,49.1636775,0.451612903225806
5.5,"Cell.29",0.9356363,44.3182663,0
5.5,"Cell.30",0.9588624,46.8093946,0.0645161290322581
5.5,"Cell.31",0.9402542,45.612368,0.032258064516129
5.5,"Cell.32",0.9677165,47.128056,0.161290322580645
5.666667,"Cell.1",1.011227,50.315458,0.741935483870968
5.666667,"Cell.2",0.9814844,49.0784891,0.387096774193548
5.666667,"Cell.3",0.985516,49.1608432,0.419354838709677
5.666667,"Cell.4",1.227345,54.72428,1
5.666667,"Cell.5",1.215025,53.9923307,0.967741935483871
5.666667,"Cell.6",1.128861,51.4303486,0.870967741935484
5.666667,"Cell.7",1.135268,52.5428662,0.935483870967742
5.666667,"Cell.8",1.076119,51.187307,0.838709677419355
5.666667,"Cell.9",1.02662,49.881537,0.67741935483871
5.666667,"Cell.10",1.060494,50.8529285,0.806451612903226
5.666667,"Cell.11",1.041279,49.7917974,0.645161290322581
5.666667,"Cell.12",1.060294,50.3284978,0.774193548387097
5.666667,"Cell.13",1.069024,49.6419659,0.548387096774194
5.666667,"Cell.14",1.069888,49.4013006,0.483870967741935
5.666667,"Cell.15",1.099608,51.9740685,0.903225806451613
5.666667,"Cell.16",1.037955,49.7225102,0.580645161290323
5.666667,"Cell.17",1.038377,49.5812456,0.516129032258065
5.666667,"Cell.18",1.047712,49.9310024,0.709677419354839
5.666667,"Cell.19",0.9718687,47.4779692,0.193548387096774
5.666667,"Cell.20",0.9748139,47.4997003,0.225806451612903
5.666667,"Cell.21",0.9844626,47.8125827,0.258064516129032
5.666667,"Cell.22",1.001872,49.0180877,0.354838709677419
5.666667,"Cell.23",1.002488,48.0714543,0.290322580645161
5.666667,"Cell.24",1.000392,48.5968825,0.32258064516129
5.666667,"Cell.25",0.9738983,46.9078372,0.0967741935483871
5.666667,"Cell.26",1.042795,49.7401503,0.612903225806452
5.666667,"Cell.27",0.9832931,46.9168102,0.129032258064516
5.666667,"Cell.28",1.008264,49.1636775,0.451612903225806
5.666667,"Cell.29",0.9268897,44.3182663,0
5.666667,"Cell.30",0.9590213,46.8093946,0.0645161290322581
5.666667,"Cell.31",0.9428439,45.612368,0.032258064516129
5.666667,"Cell.32",0.9628889,47.128056,0.161290322580645
5.833334,"Cell.1",1.036438,50.315458,0.741935483870968
5.833334,"Cell.2",1.01073,49.0784891,0.387096774193548
5.833334,"Cell.3",1.019549,49.1608432,0.419354838709677
5.833334,"Cell.4",1.219554,54.72428,1
5.833334,"Cell.5",1.206742,53.9923307,0.967741935483871
5.833334,"Cell.6",1.120926,51.4303486,0.870967741935484
5.833334,"Cell.7",1.128856,52.5428662,0.935483870967742
5.833334,"Cell.8",1.071356,51.187307,0.838709677419355
5.833334,"Cell.9",1.02634,49.881537,0.67741935483871
5.833334,"Cell.10",1.058617,50.8529285,0.806451612903226
5.833334,"Cell.11",1.05306,49.7917974,0.645161290322581
5.833334,"Cell.12",1.059607,50.3284978,0.774193548387097
5.833334,"Cell.13",1.04045,49.6419659,0.548387096774194
5.833334,"Cell.14",1.039712,49.4013006,0.483870967741935
5.833334,"Cell.15",1.099296,51.9740685,0.903225806451613
5.833334,"Cell.16",1.036777,49.7225102,0.580645161290323
5.833334,"Cell.17",1.035581,49.5812456,0.516129032258065
5.833334,"Cell.18",1.039032,49.9310024,0.709677419354839
5.833334,"Cell.19",0.9770113,47.4779692,0.193548387096774
5.833334,"Cell.20",0.9841167,47.4997003,0.225806451612903
5.833334,"Cell.21",0.9880106,47.8125827,0.258064516129032
5.833334,"Cell.22",1.005238,49.0180877,0.354838709677419
5.833334,"Cell.23",0.9970847,48.0714543,0.290322580645161
5.833334,"Cell.24",0.9993029,48.5968825,0.32258064516129
5.833334,"Cell.25",0.9719427,46.9078372,0.0967741935483871
5.833334,"Cell.26",1.039899,49.7401503,0.612903225806452
5.833334,"Cell.27",0.976256,46.9168102,0.129032258064516
5.833334,"Cell.28",1.006053,49.1636775,0.451612903225806
5.833334,"Cell.29",0.9205601,44.3182663,0
5.833334,"Cell.30",0.9626102,46.8093946,0.0645161290322581
5.833334,"Cell.31",0.941999,45.612368,0.032258064516129
5.833334,"Cell.32",0.9683449,47.128056,0.161290322580645
6,"Cell.1",1.026032,50.315458,0.741935483870968
6,"Cell.2",1.004238,49.0784891,0.387096774193548
6,"Cell.3",1.006113,49.1608432,0.419354838709677
6,"Cell.4",1.213495,54.72428,1
6,"Cell.5",1.199815,53.9923307,0.967741935483871
6,"Cell.6",1.124334,51.4303486,0.870967741935484
6,"Cell.7",1.138451,52.5428662,0.935483870967742
6,"Cell.8",1.066999,51.187307,0.838709677419355
6,"Cell.9",1.024471,49.881537,0.67741935483871
6,"Cell.10",1.040156,50.8529285,0.806451612903226
6,"Cell.11",0.9963992,49.7917974,0.645161290322581
6,"Cell.12",1.027061,50.3284978,0.774193548387097
6,"Cell.13",1.052998,49.6419659,0.548387096774194
6,"Cell.14",1.050889,49.4013006,0.483870967741935
6,"Cell.15",1.093944,51.9740685,0.903225806451613
6,"Cell.16",1.034163,49.7225102,0.580645161290323
6,"Cell.17",1.036131,49.5812456,0.516129032258065
6,"Cell.18",1.034084,49.9310024,0.709677419354839
6,"Cell.19",0.9583193,47.4779692,0.193548387096774
6,"Cell.20",0.9576095,47.4997003,0.225806451612903
6,"Cell.21",0.9860261,47.8125827,0.258064516129032
6,"Cell.22",1.002653,49.0180877,0.354838709677419
6,"Cell.23",0.994263,48.0714543,0.290322580645161
6,"Cell.24",0.9916933,48.5968825,0.32258064516129
6,"Cell.25",0.9628313,46.9078372,0.0967741935483871
6,"Cell.26",1.035697,49.7401503,0.612903225806452
6,"Cell.27",0.9665287,46.9168102,0.129032258064516
6,"Cell.28",1.002898,49.1636775,0.451612903225806
6,"Cell.29",0.9189884,44.3182663,0
6,"Cell.30",0.9579453,46.8093946,0.0645161290322581
6,"Cell.31",0.9348922,45.612368,0.032258064516129
6,"Cell.32",0.9591884,47.128056,0.161290322580645
6.166667,"Cell.1",1.024583,50.315458,0.741935483870968
6.166667,"Cell.2",0.9976189,49.0784891,0.387096774193548
6.166667,"Cell.3",1.003805,49.1608432,0.419354838709677
6.166667,"Cell.4",1.196924,54.72428,1
6.166667,"Cell.5",1.181961,53.9923307,0.967741935483871
6.166667,"Cell.6",1.104607,51.4303486,0.870967741935484
6.166667,"Cell.7",1.127164,52.5428662,0.935483870967742
6.166667,"Cell.8",1.05815,51.187307,0.838709677419355
6.166667,"Cell.9",1.024638,49.881537,0.67741935483871
6.166667,"Cell.10",1.052687,50.8529285,0.806451612903226
6.166667,"Cell.11",1.04381,49.7917974,0.645161290322581
6.166667,"Cell.12",1.048446,50.3284978,0.774193548387097
6.166667,"Cell.13",1.047692,49.6419659,0.548387096774194
6.166667,"Cell.14",1.035712,49.4013006,0.483870967741935
6.166667,"Cell.15",1.093944,51.9740685,0.903225806451613
6.166667,"Cell.16",1.034163,49.7225102,0.580645161290323
6.166667,"Cell.17",1.031748,49.5812456,0.516129032258065
6.166667,"Cell.18",1.020184,49.9310024,0.709677419354839
6.166667,"Cell.19",0.9811621,47.4779692,0.193548387096774
6.166667,"Cell.20",0.9866543,47.4997003,0.225806451612903
6.166667,"Cell.21",0.9880361,47.8125827,0.258064516129032
6.166667,"Cell.22",1.003759,49.0180877,0.354838709677419
6.166667,"Cell.23",0.9847035,48.0714543,0.290322580645161
6.166667,"Cell.24",0.9966112,48.5968825,0.32258064516129
6.166667,"Cell.25",0.9684847,46.9078372,0.0967741935483871
6.166667,"Cell.26",1.036376,49.7401503,0.612903225806452
6.166667,"Cell.27",0.9687771,46.9168102,0.129032258064516
6.166667,"Cell.28",1.004687,49.1636775,0.451612903225806
6.166667,"Cell.29",0.9158857,44.3182663,0
6.166667,"Cell.30",0.9596367,46.8093946,0.0645161290322581
6.166667,"Cell.31",0.9392077,45.612368,0.032258064516129
6.166667,"Cell.32",0.9605478,47.128056,0.161290322580645
6.333334,"Cell.1",1.02425,50.315458,0.741935483870968
6.333334,"Cell.2",0.9951381,49.0784891,0.387096774193548
6.333334,"Cell.3",1.002008,49.1608432,0.419354838709677
6.333334,"Cell.4",1.192178,54.72428,1
6.333334,"Cell.5",1.177988,53.9923307,0.967741935483871
6.333334,"Cell.6",1.110011,51.4303486,0.870967741935484
6.333334,"Cell.7",1.136083,52.5428662,0.935483870967742
6.333334,"Cell.8",1.05985,51.187307,0.838709677419355
6.333334,"Cell.9",1.026382,49.881537,0.67741935483871
6.333334,"Cell.10",1.050175,50.8529285,0.806451612903226
6.333334,"Cell.11",1.036088,49.7917974,0.645161290322581
6.333334,"Cell.12",1.047276,50.3284978,0.774193548387097
6.333334,"Cell.13",1.024985,49.6419659,0.548387096774194
6.333334,"Cell.14",1.014457,49.4013006,0.483870967741935
6.333334,"Cell.15",1.077005,51.9740685,0.903225806451613
6.333334,"Cell.16",1.024077,49.7225102,0.580645161290323
6.333334,"Cell.17",1.031483,49.5812456,0.516129032258065
6.333334,"Cell.18",1.034508,49.9310024,0.709677419354839
6.333334,"Cell.19",0.9689426,47.4779692,0.193548387096774
6.333334,"Cell.20",0.9747783,47.4997003,0.225806451612903
6.333334,"Cell.21",0.9890462,47.8125827,0.258064516129032
6.333334,"Cell.22",1.004573,49.0180877,0.354838709677419
6.333334,"Cell.23",0.996711,48.0714543,0.290322580645161
6.333334,"Cell.24",0.9952655,48.5968825,0.32258064516129
6.333334,"Cell.25",0.9701707,46.9078372,0.0967741935483871
6.333334,"Cell.26",1.034806,49.7401503,0.612903225806452
6.333334,"Cell.27",0.9733952,46.9168102,0.129032258064516
6.333334,"Cell.28",1.007092,49.1636775,0.451612903225806
6.333334,"Cell.29",0.9150819,44.3182663,0
6.333334,"Cell.30",0.9608538,46.8093946,0.0645161290322581
6.333334,"Cell.31",0.9332153,45.612368,0.032258064516129
6.333334,"Cell.32",0.9589743,47.128056,0.161290322580645
6.5,"Cell.1",1.038381,50.315458,0.741935483870968
6.5,"Cell.2",1.011987,49.0784891,0.387096774193548
6.5,"Cell.3",1.021643,49.1608432,0.419354838709677
6.5,"Cell.4",1.178431,54.72428,1
6.5,"Cell.5",1.163518,53.9923307,0.967741935483871
6.5,"Cell.6",1.094304,51.4303486,0.870967741935484
6.5,"Cell.7",1.112839,52.5428662,0.935483870967742
6.5,"Cell.8",1.060879,51.187307,0.838709677419355
6.5,"Cell.9",1.016059,49.881537,0.67741935483871
6.5,"Cell.10",1.050544,50.8529285,0.806451612903226
6.5,"Cell.11",1.029117,49.7917974,0.645161290322581
6.5,"Cell.12",1.036758,50.3284978,0.774193548387097
6.5,"Cell.13",1.046802,49.6419659,0.548387096774194
6.5,"Cell.14",1.035128,49.4013006,0.483870967741935
6.5,"Cell.15",1.076146,51.9740685,0.903225806451613
6.5,"Cell.16",1.021442,49.7225102,0.580645161290323
6.5,"Cell.17",1.026393,49.5812456,0.516129032258065
6.5,"Cell.18",1.016537,49.9310024,0.709677419354839
6.5,"Cell.19",0.952063,47.4779692,0.193548387096774
6.5,"Cell.20",0.9568841,47.4997003,0.225806451612903
6.5,"Cell.21",0.9773154,47.8125827,0.258064516129032
6.5,"Cell.22",0.9945824,49.0180877,0.354838709677419
6.5,"Cell.23",0.9895209,48.0714543,0.290322580645161
6.5,"Cell.24",0.994372,48.5968825,0.32258064516129
6.5,"Cell.25",0.9700725,46.9078372,0.0967741935483871
6.5,"Cell.26",1.036604,49.7401503,0.612903225806452
6.5,"Cell.27",0.9682493,46.9168102,0.129032258064516
6.5,"Cell.28",1.006516,49.1636775,0.451612903225806
6.5,"Cell.29",0.9191311,44.3182663,0
6.5,"Cell.30",0.9520309,46.8093946,0.0645161290322581
6.5,"Cell.31",0.9413773,45.612368,0.032258064516129
6.5,"Cell.32",0.9651521,47.128056,0.161290322580645
6.666667,"Cell.1",1.018562,50.315458,0.741935483870968
6.666667,"Cell.2",0.9897022,49.0784891,0.387096774193548
6.666667,"Cell.3",0.9937184,49.1608432,0.419354838709677
6.666667,"Cell.4",1.169892,54.72428,1
6.666667,"Cell.5",1.158047,53.9923307,0.967741935483871
6.666667,"Cell.6",1.088329,51.4303486,0.870967741935484
6.666667,"Cell.7",1.114075,52.5428662,0.935483870967742
6.666667,"Cell.8",1.06467,51.187307,0.838709677419355
6.666667,"Cell.9",1.017763,49.881537,0.67741935483871
6.666667,"Cell.10",1.051134,50.8529285,0.806451612903226
6.666667,"Cell.11",1.036083,49.7917974,0.645161290322581
6.666667,"Cell.12",1.0406,50.3284978,0.774193548387097
6.666667,"Cell.13",1.034099,49.6419659,0.548387096774194
6.666667,"Cell.14",1.030564,49.4013006,0.483870967741935
6.666667,"Cell.15",1.082218,51.9740685,0.903225806451613
6.666667,"Cell.16",1.026126,49.7225102,0.580645161290323
6.666667,"Cell.17",1.031524,49.5812456,0.516129032258065
6.666667,"Cell.18",1.03102,49.9310024,0.709677419354839
6.666667,"Cell.19",0.9913058,47.4779692,0.193548387096774
6.666667,"Cell.20",0.9877863,47.4997003,0.225806451612903
6.666667,"Cell.21",0.9794126,47.8125827,0.258064516129032
6.666667,"Cell.22",0.9962482,49.0180877,0.354838709677419
6.666667,"Cell.23",0.9980196,48.0714543,0.290322580645161
6.666667,"Cell.24",0.9934292,48.5968825,0.32258064516129
6.666667,"Cell.25",0.9776283,46.9078372,0.0967741935483871
6.666667,"Cell.26",1.038387,49.7401503,0.612903225806452
6.666667,"Cell.27",0.9708778,46.9168102,0.129032258064516
6.666667,"Cell.28",1.004505,49.1636775,0.451612903225806
6.666667,"Cell.29",0.9298462,44.3182663,0
6.666667,"Cell.30",0.9520757,46.8093946,0.0645161290322581
6.666667,"Cell.31",0.9413942,45.612368,0.032258064516129
6.666667,"Cell.32",0.9788364,47.128056,0.161290322580645
6.833334,"Cell.1",1.046261,50.315458,0.741935483870968
6.833334,"Cell.2",1.015277,49.0784891,0.387096774193548
6.833334,"Cell.3",1.025011,49.1608432,0.419354838709677
6.833334,"Cell.4",1.150613,54.72428,1
6.833334,"Cell.5",1.142992,53.9923307,0.967741935483871
6.833334,"Cell.6",1.07183,51.4303486,0.870967741935484
6.833334,"Cell.7",1.099415,52.5428662,0.935483870967742
6.833334,"Cell.8",1.058234,51.187307,0.838709677419355
6.833334,"Cell.9",1.013148,49.881537,0.67741935483871
6.833334,"Cell.10",1.046852,50.8529285,0.806451612903226
6.833334,"Cell.11",1.025962,49.7917974,0.645161290322581
6.833334,"Cell.12",1.034497,50.3284978,0.774193548387097
6.833334,"Cell.13",1.023306,49.6419659,0.548387096774194
6.833334,"Cell.14",1.014097,49.4013006,0.483870967741935
6.833334,"Cell.15",1.083123,51.9740685,0.903225806451613
6.833334,"Cell.16",1.025065,49.7225102,0.580645161290323
6.833334,"Cell.17",1.026611,49.5812456,0.516129032258065
6.833334,"Cell.18",1.02155,49.9310024,0.709677419354839
6.833334,"Cell.19",0.9772215,47.4779692,0.193548387096774
6.833334,"Cell.20",0.9861355,47.4997003,0.225806451612903
6.833334,"Cell.21",0.9753447,47.8125827,0.258064516129032
6.833334,"Cell.22",0.9950917,49.0180877,0.354838709677419
6.833334,"Cell.23",0.9981313,48.0714543,0.290322580645161
6.833334,"Cell.24",0.9908452,48.5968825,0.32258064516129
6.833334,"Cell.25",0.9687996,46.9078372,0.0967741935483871
6.833334,"Cell.26",1.030547,49.7401503,0.612903225806452
6.833334,"Cell.27",0.9708237,46.9168102,0.129032258064516
6.833334,"Cell.28",1.003826,49.1636775,0.451612903225806
6.833334,"Cell.29",0.9246224,44.3182663,0
6.833334,"Cell.30",0.9494191,46.8093946,0.0645161290322581
6.833334,"Cell.31",0.9365938,45.612368,0.032258064516129
6.833334,"Cell.32",0.9674341,47.128056,0.161290322580645
7,"Cell.1",1.026933,50.315458,0.741935483870968
7,"Cell.2",1.000907,49.0784891,0.387096774193548
7,"Cell.3",1.002111,49.1608432,0.419354838709677
7,"Cell.4",1.141872,54.72428,1
7,"Cell.5",1.133825,53.9923307,0.967741935483871
7,"Cell.6",1.080611,51.4303486,0.870967741935484
7,"Cell.7",1.09555,52.5428662,0.935483870967742
7,"Cell.8",1.068104,51.187307,0.838709677419355
7,"Cell.9",1.014122,49.881537,0.67741935483871
7,"Cell.10",1.038407,50.8529285,0.806451612903226
7,"Cell.11",1.010842,49.7917974,0.645161290322581
7,"Cell.12",1.027664,50.3284978,0.774193548387097
7,"Cell.13",1.014983,49.6419659,0.548387096774194
7,"Cell.14",1.013315,49.4013006,0.483870967741935
7,"Cell.15",1.078986,51.9740685,0.903225806451613
7,"Cell.16",1.019289,49.7225102,0.580645161290323
7,"Cell.17",1.03201,49.5812456,0.516129032258065
7,"Cell.18",1.015075,49.9310024,0.709677419354839
7,"Cell.19",0.9886681,47.4779692,0.193548387096774
7,"Cell.20",0.9857685,47.4997003,0.225806451612903
7,"Cell.21",0.9786786,47.8125827,0.258064516129032
7,"Cell.22",0.9953151,49.0180877,0.354838709677419
7,"Cell.23",0.9879106,48.0714543,0.290322580645161
7,"Cell.24",0.9952999,48.5968825,0.32258064516129
7,"Cell.25",0.9729274,46.9078372,0.0967741935483871
7,"Cell.26",1.033701,49.7401503,0.612903225806452
7,"Cell.27",0.9822996,46.9168102,0.129032258064516
7,"Cell.28",1.00859,49.1636775,0.451612903225806
7,"Cell.29",0.9271272,44.3182663,0
7,"Cell.30",0.9503708,46.8093946,0.0645161290322581
7,"Cell.31",0.9322884,45.612368,0.032258064516129
7,"Cell.32",0.9590833,47.128056,0.161290322580645
7.166667,"Cell.1",1.026282,50.315458,0.741935483870968
7.166667,"Cell.2",1.00052,49.0784891,0.387096774193548
7.166667,"Cell.3",1.0008,49.1608432,0.419354838709677
7.166667,"Cell.4",1.138994,54.72428,1
7.166667,"Cell.5",1.140611,53.9923307,0.967741935483871
7.166667,"Cell.6",1.085892,51.4303486,0.870967741935484
7.166667,"Cell.7",1.107836,52.5428662,0.935483870967742
7.166667,"Cell.8",1.051219,51.187307,0.838709677419355
7.166667,"Cell.9",1.012411,49.881537,0.67741935483871
7.166667,"Cell.10",1.044126,50.8529285,0.806451612903226
7.166667,"Cell.11",1.027349,49.7917974,0.645161290322581
7.166667,"Cell.12",1.033961,50.3284978,0.774193548387097
7.166667,"Cell.13",1.006771,49.6419659,0.548387096774194
7.166667,"Cell.14",0.99015,49.4013006,0.483870967741935
7.166667,"Cell.15",1.084459,51.9740685,0.903225806451613
7.166667,"Cell.16",1.020032,49.7225102,0.580645161290323
7.166667,"Cell.17",1.017471,49.5812456,0.516129032258065
7.166667,"Cell.18",1.024079,49.9310024,0.709677419354839
7.166667,"Cell.19",0.9886994,47.4779692,0.193548387096774
7.166667,"Cell.20",0.9917971,47.4997003,0.225806451612903
7.166667,"Cell.21",0.9782126,47.8125827,0.258064516129032
7.166667,"Cell.22",0.994961,49.0180877,0.354838709677419
7.166667,"Cell.23",0.9912844,48.0714543,0.290322580645161
7.166667,"Cell.24",0.9967274,48.5968825,0.32258064516129
7.166667,"Cell.25",0.9737563,46.9078372,0.0967741935483871
7.166667,"Cell.26",1.035722,49.7401503,0.612903225806452
7.166667,"Cell.27",0.9747127,46.9168102,0.129032258064516
7.166667,"Cell.28",1.007772,49.1636775,0.451612903225806
7.166667,"Cell.29",0.9036903,44.3182663,0
7.166667,"Cell.30",0.9504811,46.8093946,0.0645161290322581
7.166667,"Cell.31",0.933965,45.612368,0.032258064516129
7.166667,"Cell.32",0.9619842,47.128056,0.161290322580645
7.333334,"Cell.1",1.021314,50.315458,0.741935483870968
7.333334,"Cell.2",0.9970843,49.0784891,0.387096774193548
7.333334,"Cell.3",0.9950631,49.1608432,0.419354838709677
7.333334,"Cell.4",1.129051,54.72428,1
7.333334,"Cell.5",1.126563,53.9923307,0.967741935483871
7.333334,"Cell.6",1.062939,51.4303486,0.870967741935484
7.333334,"Cell.7",1.097275,52.5428662,0.935483870967742
7.333334,"Cell.8",1.058311,51.187307,0.838709677419355
7.333334,"Cell.9",1.015671,49.881537,0.67741935483871
7.333334,"Cell.10",1.046306,50.8529285,0.806451612903226
7.333334,"Cell.11",1.017964,49.7917974,0.645161290322581
7.333334,"Cell.12",1.029851,50.3284978,0.774193548387097
7.333334,"Cell.13",1.018044,49.6419659,0.548387096774194
7.333334,"Cell.14",1.008463,49.4013006,0.483870967741935
7.333334,"Cell.15",1.082508,51.9740685,0.903225806451613
7.333334,"Cell.16",1.009993,49.7225102,0.580645161290323
7.333334,"Cell.17",1.020985,49.5812456,0.516129032258065
7.333334,"Cell.18",1.033765,49.9310024,0.709677419354839
7.333334,"Cell.19",1.003891,47.4779692,0.193548387096774
7.333334,"Cell.20",1.005151,47.4997003,0.225806451612903
7.333334,"Cell.21",0.9802038,47.8125827,0.258064516129032
7.333334,"Cell.22",1.000683,49.0180877,0.354838709677419
7.333334,"Cell.23",0.9919662,48.0714543,0.290322580645161
7.333334,"Cell.24",0.9975981,48.5968825,0.32258064516129
7.333334,"Cell.25",0.9742131,46.9078372,0.0967741935483871
7.333334,"Cell.26",1.035555,49.7401503,0.612903225806452
7.333334,"Cell.27",0.9774474,46.9168102,0.129032258064516
7.333334,"Cell.28",1.009258,49.1636775,0.451612903225806
7.333334,"Cell.29",0.9146875,44.3182663,0
7.333334,"Cell.30",0.9545357,46.8093946,0.0645161290322581
7.333334,"Cell.31",0.9380855,45.612368,0.032258064516129
7.333334,"Cell.32",0.9672446,47.128056,0.161290322580645
7.5,"Cell.1",1.044764,50.315458,0.741935483870968
7.5,"Cell.2",1.019729,49.0784891,0.387096774193548
7.5,"Cell.3",1.031718,49.1608432,0.419354838709677
7.5,"Cell.4",1.11438,54.72428,1
7.5,"Cell.5",1.108017,53.9923307,0.967741935483871
7.5,"Cell.6",1.046497,51.4303486,0.870967741935484
7.5,"Cell.7",1.080948,52.5428662,0.935483870967742
7.5,"Cell.8",1.067193,51.187307,0.838709677419355
7.5,"Cell.9",1.015064,49.881537,0.67741935483871
7.5,"Cell.10",1.036961,50.8529285,0.806451612903226
7.5,"Cell.11",0.9910682,49.7917974,0.645161290322581
7.5,"Cell.12",1.022161,50.3284978,0.774193548387097
7.5,"Cell.13",1.023662,49.6419659,0.548387096774194
7.5,"Cell.14",1.0087,49.4013006,0.483870967741935
7.5,"Cell.15",1.085578,51.9740685,0.903225806451613
7.5,"Cell.16",1.013249,49.7225102,0.580645161290323
7.5,"Cell.17",1.028794,49.5812456,0.516129032258065
7.5,"Cell.18",1.034014,49.9310024,0.709677419354839
7.5,"Cell.19",0.9714967,47.4779692,0.193548387096774
7.5,"Cell.20",0.9806767,47.4997003,0.225806451612903
7.5,"Cell.21",0.9794151,47.8125827,0.258064516129032
