"Time","Cell","Activity","amplitude","rank"
9.833333,"Cell.6",1.04005,51.4303486,0.870967741935484
9.833333,"Cell.7",1.069244,52.5428662,0.935483870967742
9.833333,"Cell.8",1.032008,51.187307,0.838709677419355
9.833333,"Cell.9",1.011944,49.881537,0.67741935483871
9.833333,"Cell.10",1.020208,50.8529285,0.806451612903226
9.833333,"Cell.11",0.999669,49.7917974,0.645161290322581
9.833333,"Cell.12",1.00971,50.3284978,0.774193548387097
9.833333,"Cell.13",0.9935571,49.6419659,0.548387096774194
9.833333,"Cell.14",0.9809083,49.4013006,0.483870967741935
9.833333,"Cell.15",1.034437,51.9740685,0.903225806451613
9.833333,"Cell.16",0.9854955,49.7225102,0.580645161290323
9.833333,"Cell.17",0.9949316,49.5812456,0.516129032258065
9.833333,"Cell.18",1.020607,49.9310024,0.709677419354839
9.833333,"Cell.19",0.9621673,47.4779692,0.193548387096774
9.833333,"Cell.20",0.9647475,47.4997003,0.225806451612903
9.833333,"Cell.21",0.9757196,47.8125827,0.258064516129032
9.833333,"Cell.22",0.9917221,49.0180877,0.354838709677419
9.833333,"Cell.23",0.9780979,48.0714543,0.290322580645161
9.833333,"Cell.24",1.000724,48.5968825,0.32258064516129
9.833333,"Cell.25",0.9723305,46.9078372,0.0967741935483871
9.833333,"Cell.26",1.019264,49.7401503,0.612903225806452
9.833333,"Cell.27",0.9818698,46.9168102,0.129032258064516
9.833333,"Cell.28",0.9968327,49.1636775,0.451612903225806
9.833333,"Cell.29",0.8863643,44.3182663,0
9.833333,"Cell.30",0.943297,46.8093946,0.0645161290322581
9.833333,"Cell.31",0.9277375,45.612368,0.032258064516129
9.833333,"Cell.32",0.9540753,47.128056,0.161290322580645
10,"Cell.1",1.029116,50.315458,0.741935483870968
10,"Cell.2",0.9982101,49.0784891,0.387096774193548
10,"Cell.3",1.008184,49.1608432,0.419354838709677
10,"Cell.4",1.059836,54.72428,1
10,"Cell.5",1.042295,53.9923307,0.967741935483871
10,"Cell.6",1.05006,51.4303486,0.870967741935484
10,"Cell.7",1.08313,52.5428662,0.935483870967742
10,"Cell.8",1.030037,51.187307,0.838709677419355
10,"Cell.9",1.015062,49.881537,0.67741935483871
10,"Cell.10",1.006561,50.8529285,0.806451612903226
10,"Cell.11",0.9736617,49.7917974,0.645161290322581
10,"Cell.12",0.9948329,50.3284978,0.774193548387097
10,"Cell.13",0.988368,49.6419659,0.548387096774194
10,"Cell.14",0.9813039,49.4013006,0.483870967741935
10,"Cell.15",1.025919,51.9740685,0.903225806451613
10,"Cell.16",0.9762689,49.7225102,0.580645161290323
10,"Cell.17",0.9951762,49.5812456,0.516129032258065
10,"Cell.18",1.006839,49.9310024,0.709677419354839
10,"Cell.19",0.9938484,47.4779692,0.193548387096774
10,"Cell.20",0.9948954,47.4997003,0.225806451612903
10,"Cell.21",0.975347,47.8125827,0.258064516129032
10,"Cell.22",0.9920415,49.0180877,0.354838709677419
10,"Cell.23",0.969117,48.0714543,0.290322580645161
10,"Cell.24",0.9886347,48.5968825,0.32258064516129
10,"Cell.25",0.9541778,46.9078372,0.0967741935483871
10,"Cell.26",1.013216,49.7401503,0.612903225806452
10,"Cell.27",0.947426,46.9168102,0.129032258064516
10,"Cell.28",0.9926102,49.1636775,0.451612903225806
10,"Cell.29",0.8822672,44.3182663,0
10,"Cell.30",0.941548,46.8093946,0.0645161290322581
10,"Cell.31",0.9339905,45.612368,0.032258064516129
10,"Cell.32",0.9748992,47.128056,0.161290322580645
10.16667,"Cell.1",1.023855,50.315458,0.741935483870968
10.16667,"Cell.2",0.9948254,49.0784891,0.387096774193548
10.16667,"Cell.3",1.002483,49.1608432,0.419354838709677
10.16667,"Cell.4",1.053035,54.72428,1
10.16667,"Cell.5",1.035455,53.9923307,0.967741935483871
10.16667,"Cell.6",1.029219,51.4303486,0.870967741935484
10.16667,"Cell.7",1.059785,52.5428662,0.935483870967742
10.16667,"Cell.8",1.030535,51.187307,0.838709677419355
10.16667,"Cell.9",1.017412,49.881537,0.67741935483871
10.16667,"Cell.10",1.015334,50.8529285,0.806451612903226
10.16667,"Cell.11",0.9957787,49.7917974,0.645161290322581
10.16667,"Cell.12",1.002133,50.3284978,0.774193548387097
10.16667,"Cell.13",0.9698117,49.6419659,0.548387096774194
10.16667,"Cell.14",0.9583138,49.4013006,0.483870967741935
10.16667,"Cell.15",1.028957,51.9740685,0.903225806451613
10.16667,"Cell.16",0.976081,49.7225102,0.580645161290323
10.16667,"Cell.17",0.9976527,49.5812456,0.516129032258065
10.16667,"Cell.18",1.004204,49.9310024,0.709677419354839
10.16667,"Cell.19",0.9609425,47.4779692,0.193548387096774
10.16667,"Cell.20",0.9648987,47.4997003,0.225806451612903
10.16667,"Cell.21",0.9871911,47.8125827,0.258064516129032
10.16667,"Cell.22",0.9954293,49.0180877,0.354838709677419
10.16667,"Cell.23",0.9635474,48.0714543,0.290322580645161
10.16667,"Cell.24",0.991972,48.5968825,0.32258064516129
10.16667,"Cell.25",0.9586059,46.9078372,0.0967741935483871
10.16667,"Cell.26",1.017801,49.7401503,0.612903225806452
10.16667,"Cell.27",0.9244638,46.9168102,0.129032258064516
10.16667,"Cell.28",1.00487,49.1636775,0.451612903225806
10.16667,"Cell.29",0.8841745,44.3182663,0
10.16667,"Cell.30",0.9499638,46.8093946,0.0645161290322581
10.16667,"Cell.31",0.9293398,45.612368,0.032258064516129
10.16667,"Cell.32",0.9631594,47.128056,0.161290322580645
10.33333,"Cell.1",1.034414,50.315458,0.741935483870968
10.33333,"Cell.2",1.002641,49.0784891,0.387096774193548
10.33333,"Cell.3",1.009241,49.1608432,0.419354838709677
10.33333,"Cell.4",1.054786,54.72428,1
10.33333,"Cell.5",1.041919,53.9923307,0.967741935483871
10.33333,"Cell.6",1.041429,51.4303486,0.870967741935484
10.33333,"Cell.7",1.073754,52.5428662,0.935483870967742
10.33333,"Cell.8",1.026743,51.187307,0.838709677419355
10.33333,"Cell.9",1.014673,49.881537,0.67741935483871
10.33333,"Cell.10",0.9987512,50.8529285,0.806451612903226
10.33333,"Cell.11",0.9356571,49.7917974,0.645161290322581
10.33333,"Cell.12",0.9816147,50.3284978,0.774193548387097
10.33333,"Cell.13",0.9770806,49.6419659,0.548387096774194
10.33333,"Cell.14",0.9724312,49.4013006,0.483870967741935
10.33333,"Cell.15",1.020802,51.9740685,0.903225806451613
10.33333,"Cell.16",0.9734353,49.7225102,0.580645161290323
10.33333,"Cell.17",0.9977972,49.5812456,0.516129032258065
10.33333,"Cell.18",1.003997,49.9310024,0.709677419354839
10.33333,"Cell.19",0.9976932,47.4779692,0.193548387096774
10.33333,"Cell.20",0.9984847,47.4997003,0.225806451612903
10.33333,"Cell.21",0.9748502,47.8125827,0.258064516129032
10.33333,"Cell.22",0.9961168,49.0180877,0.354838709677419
10.33333,"Cell.23",0.9640302,48.0714543,0.290322580645161
10.33333,"Cell.24",0.9993784,48.5968825,0.32258064516129
10.33333,"Cell.25",0.9694095,46.9078372,0.0967741935483871
10.33333,"Cell.26",1.023541,49.7401503,0.612903225806452
10.33333,"Cell.27",0.9447204,46.9168102,0.129032258064516
10.33333,"Cell.28",1.011595,49.1636775,0.451612903225806
10.33333,"Cell.29",0.8738617,44.3182663,0
10.33333,"Cell.30",0.945937,46.8093946,0.0645161290322581
10.33333,"Cell.31",0.9180036,45.612368,0.032258064516129
10.33333,"Cell.32",0.9589226,47.128056,0.161290322580645
10.5,"Cell.1",1.03077,50.315458,0.741935483870968
10.5,"Cell.2",1.000037,49.0784891,0.387096774193548
10.5,"Cell.3",1.00701,49.1608432,0.419354838709677
10.5,"Cell.4",1.060441,54.72428,1
10.5,"Cell.5",1.047917,53.9923307,0.967741935483871
10.5,"Cell.6",1.046113,51.4303486,0.870967741935484
10.5,"Cell.7",1.076735,52.5428662,0.935483870967742
10.5,"Cell.8",1.021127,51.187307,0.838709677419355
10.5,"Cell.9",1.017538,49.881537,0.67741935483871
10.5,"Cell.10",1.014353,50.8529285,0.806451612903226
10.5,"Cell.11",1.002568,49.7917974,0.645161290322581
10.5,"Cell.12",1.000426,50.3284978,0.774193548387097
10.5,"Cell.13",0.9748533,49.6419659,0.548387096774194
10.5,"Cell.14",0.967003,49.4013006,0.483870967741935
10.5,"Cell.15",1.021638,51.9740685,0.903225806451613
10.5,"Cell.16",0.9718975,49.7225102,0.580645161290323
10.5,"Cell.17",0.9921083,49.5812456,0.516129032258065
10.5,"Cell.18",1.014308,49.9310024,0.709677419354839
10.5,"Cell.19",0.9740421,47.4779692,0.193548387096774
10.5,"Cell.20",0.9839127,47.4997003,0.225806451612903
10.5,"Cell.21",0.9776561,47.8125827,0.258064516129032
10.5,"Cell.22",0.9952654,49.0180877,0.354838709677419
10.5,"Cell.23",0.9677391,48.0714543,0.290322580645161
10.5,"Cell.24",0.9902899,48.5968825,0.32258064516129
10.5,"Cell.25",0.9600302,46.9078372,0.0967741935483871
10.5,"Cell.26",1.017364,49.7401503,0.612903225806452
10.5,"Cell.27",0.9471573,46.9168102,0.129032258064516
10.5,"Cell.28",1.003385,49.1636775,0.451612903225806
10.5,"Cell.29",0.8622507,44.3182663,0
10.5,"Cell.30",0.9445235,46.8093946,0.0645161290322581
10.5,"Cell.31",0.9288572,45.612368,0.032258064516129
10.5,"Cell.32",0.9664235,47.128056,0.161290322580645
10.66667,"Cell.1",1.019563,50.315458,0.741935483870968
10.66667,"Cell.2",0.9851773,49.0784891,0.387096774193548
10.66667,"Cell.3",0.9944966,49.1608432,0.419354838709677
10.66667,"Cell.4",1.04623,54.72428,1
10.66667,"Cell.5",1.035939,53.9923307,0.967741935483871
10.66667,"Cell.6",1.024813,51.4303486,0.870967741935484
10.66667,"Cell.7",1.058693,52.5428662,0.935483870967742
10.66667,"Cell.8",1.019598,51.187307,0.838709677419355
10.66667,"Cell.9",1.011766,49.881537,0.67741935483871
10.66667,"Cell.10",1.015571,50.8529285,0.806451612903226
10.66667,"Cell.11",1.022512,49.7917974,0.645161290322581
10.66667,"Cell.12",1.010245,50.3284978,0.774193548387097
10.66667,"Cell.13",0.9902626,49.6419659,0.548387096774194
10.66667,"Cell.14",0.9711571,49.4013006,0.483870967741935
10.66667,"Cell.15",1.019535,51.9740685,0.903225806451613
10.66667,"Cell.16",0.9708452,49.7225102,0.580645161290323
10.66667,"Cell.17",0.9868683,49.5812456,0.516129032258065
10.66667,"Cell.18",1.007932,49.9310024,0.709677419354839
10.66667,"Cell.19",0.9479349,47.4779692,0.193548387096774
10.66667,"Cell.20",0.9593779,47.4997003,0.225806451612903
10.66667,"Cell.21",0.9727684,47.8125827,0.258064516129032
10.66667,"Cell.22",0.9948032,49.0180877,0.354838709677419
10.66667,"Cell.23",0.9658788,48.0714543,0.290322580645161
10.66667,"Cell.24",0.9917632,48.5968825,0.32258064516129
10.66667,"Cell.25",0.9626378,46.9078372,0.0967741935483871
10.66667,"Cell.26",1.018087,49.7401503,0.612903225806452
10.66667,"Cell.27",0.9682456,46.9168102,0.129032258064516
10.66667,"Cell.28",1.011552,49.1636775,0.451612903225806
10.66667,"Cell.29",0.8620219,44.3182663,0
10.66667,"Cell.30",0.9421611,46.8093946,0.0645161290322581
10.66667,"Cell.31",0.9266596,45.612368,0.032258064516129
10.66667,"Cell.32",0.968473,47.128056,0.161290322580645
10.83333,"Cell.1",1.018973,50.315458,0.741935483870968
10.83333,"Cell.2",0.9974023,49.0784891,0.387096774193548
10.83333,"Cell.3",1.003717,49.1608432,0.419354838709677
10.83333,"Cell.4",1.053908,54.72428,1
10.83333,"Cell.5",1.040696,53.9923307,0.967741935483871
10.83333,"Cell.6",1.032678,51.4303486,0.870967741935484
10.83333,"Cell.7",1.068326,52.5428662,0.935483870967742
10.83333,"Cell.8",1.020261,51.187307,0.838709677419355
10.83333,"Cell.9",1.011898,49.881537,0.67741935483871
10.83333,"Cell.10",0.9967015,50.8529285,0.806451612903226
10.83333,"Cell.11",0.9873168,49.7917974,0.645161290322581
10.83333,"Cell.12",0.9949171,50.3284978,0.774193548387097
10.83333,"Cell.13",0.9659225,49.6419659,0.548387096774194
10.83333,"Cell.14",0.9596661,49.4013006,0.483870967741935
10.83333,"Cell.15",1.02293,51.9740685,0.903225806451613
10.83333,"Cell.16",0.9749498,49.7225102,0.580645161290323
10.83333,"Cell.17",0.9896646,49.5812456,0.516129032258065
10.83333,"Cell.18",0.99706,49.9310024,0.709677419354839
10.83333,"Cell.19",0.9806405,47.4779692,0.193548387096774
10.83333,"Cell.20",0.9839485,47.4997003,0.225806451612903
10.83333,"Cell.21",0.9707717,47.8125827,0.258064516129032
10.83333,"Cell.22",0.9902178,49.0180877,0.354838709677419
10.83333,"Cell.23",0.9595662,48.0714543,0.290322580645161
10.83333,"Cell.24",0.9905562,48.5968825,0.32258064516129
10.83333,"Cell.25",0.9574713,46.9078372,0.0967741935483871
10.83333,"Cell.26",1.016231,49.7401503,0.612903225806452
10.83333,"Cell.27",0.9545876,46.9168102,0.129032258064516
10.83333,"Cell.28",1.007531,49.1636775,0.451612903225806
10.83333,"Cell.29",0.8672885,44.3182663,0
10.83333,"Cell.30",0.9365007,46.8093946,0.0645161290322581
10.83333,"Cell.31",0.9258061,45.612368,0.032258064516129
10.83333,"Cell.32",0.9638258,47.128056,0.161290322580645
11,"Cell.1",1.031004,50.315458,0.741935483870968
11,"Cell.2",0.9915326,49.0784891,0.387096774193548
11,"Cell.3",1.010838,49.1608432,0.419354838709677
11,"Cell.4",1.041356,54.72428,1
11,"Cell.5",1.03303,53.9923307,0.967741935483871
11,"Cell.6",1.023325,51.4303486,0.870967741935484
11,"Cell.7",1.058691,52.5428662,0.935483870967742
11,"Cell.8",1.025815,51.187307,0.838709677419355
11,"Cell.9",1.013603,49.881537,0.67741935483871
11,"Cell.10",1.015948,50.8529285,0.806451612903226
11,"Cell.11",0.9990518,49.7917974,0.645161290322581
11,"Cell.12",1.000756,50.3284978,0.774193548387097
11,"Cell.13",0.9660882,49.6419659,0.548387096774194
11,"Cell.14",0.9464961,49.4013006,0.483870967741935
11,"Cell.15",1.015914,51.9740685,0.903225806451613
11,"Cell.16",0.9744265,49.7225102,0.580645161290323
11,"Cell.17",0.9997025,49.5812456,0.516129032258065
11,"Cell.18",1.011978,49.9310024,0.709677419354839
11,"Cell.19",0.9444409,47.4779692,0.193548387096774
11,"Cell.20",0.9491379,47.4997003,0.225806451612903
11,"Cell.21",0.9743779,47.8125827,0.258064516129032
11,"Cell.22",0.9941742,49.0180877,0.354838709677419
11,"Cell.23",0.9660222,48.0714543,0.290322580645161
11,"Cell.24",0.9929537,48.5968825,0.32258064516129
11,"Cell.25",0.9558645,46.9078372,0.0967741935483871
11,"Cell.26",1.016719,49.7401503,0.612903225806452
11,"Cell.27",0.9547579,46.9168102,0.129032258064516
11,"Cell.28",1.008575,49.1636775,0.451612903225806
11,"Cell.29",0.8708913,44.3182663,0
11,"Cell.30",0.9414752,46.8093946,0.0645161290322581
11,"Cell.31",0.932174,45.612368,0.032258064516129
11,"Cell.32",0.9783018,47.128056,0.161290322580645
11.16667,"Cell.1",1.011417,50.315458,0.741935483870968
11.16667,"Cell.2",0.984617,49.0784891,0.387096774193548
11.16667,"Cell.3",0.9914202,49.1608432,0.419354838709677
11.16667,"Cell.4",1.04112,54.72428,1
11.16667,"Cell.5",1.03656,53.9923307,0.967741935483871
11.16667,"Cell.6",1.032725,51.4303486,0.870967741935484
11.16667,"Cell.7",1.065843,52.5428662,0.935483870967742
11.16667,"Cell.8",1.018092,51.187307,0.838709677419355
11.16667,"Cell.9",1.016218,49.881537,0.67741935483871
11.16667,"Cell.10",1.010541,50.8529285,0.806451612903226
11.16667,"Cell.11",0.9798455,49.7917974,0.645161290322581
11.16667,"Cell.12",0.9943171,50.3284978,0.774193548387097
11.16667,"Cell.13",0.977519,49.6419659,0.548387096774194
11.16667,"Cell.14",0.9563679,49.4013006,0.483870967741935
11.16667,"Cell.15",1.018163,51.9740685,0.903225806451613
11.16667,"Cell.16",0.9739916,49.7225102,0.580645161290323
11.16667,"Cell.17",0.9915487,49.5812456,0.516129032258065
11.16667,"Cell.18",0.999294,49.9310024,0.709677419354839
11.16667,"Cell.19",0.9702554,47.4779692,0.193548387096774
11.16667,"Cell.20",0.9750751,47.4997003,0.225806451612903
11.16667,"Cell.21",0.9738436,47.8125827,0.258064516129032
11.16667,"Cell.22",0.9940146,49.0180877,0.354838709677419
11.16667,"Cell.23",0.9607184,48.0714543,0.290322580645161
11.16667,"Cell.24",0.9871978,48.5968825,0.32258064516129
11.16667,"Cell.25",0.9511824,46.9078372,0.0967741935483871
11.16667,"Cell.26",1.006836,49.7401503,0.612903225806452
11.16667,"Cell.27",0.9496696,46.9168102,0.129032258064516
11.16667,"Cell.28",1.005202,49.1636775,0.451612903225806
11.16667,"Cell.29",0.8629915,44.3182663,0
11.16667,"Cell.30",0.9432477,46.8093946,0.0645161290322581
11.16667,"Cell.31",0.9222654,45.612368,0.032258064516129
11.16667,"Cell.32",0.9604164,47.128056,0.161290322580645
11.33333,"Cell.1",1.031216,50.315458,0.741935483870968
11.33333,"Cell.2",1.001358,49.0784891,0.387096774193548
11.33333,"Cell.3",1.009975,49.1608432,0.419354838709677
11.33333,"Cell.4",1.038758,54.72428,1
11.33333,"Cell.5",1.034274,53.9923307,0.967741935483871
11.33333,"Cell.6",1.024425,51.4303486,0.870967741935484
11.33333,"Cell.7",1.062859,52.5428662,0.935483870967742
11.33333,"Cell.8",1.016849,51.187307,0.838709677419355
11.33333,"Cell.9",1.015019,49.881537,0.67741935483871
11.33333,"Cell.10",1.008148,50.8529285,0.806451612903226
11.33333,"Cell.11",0.9723542,49.7917974,0.645161290322581
11.33333,"Cell.12",0.9932156,50.3284978,0.774193548387097
11.33333,"Cell.13",0.9781007,49.6419659,0.548387096774194
11.33333,"Cell.14",0.9609371,49.4013006,0.483870967741935
11.33333,"Cell.15",1.012331,51.9740685,0.903225806451613
11.33333,"Cell.16",0.9700154,49.7225102,0.580645161290323
11.33333,"Cell.17",0.9910853,49.5812456,0.516129032258065
11.33333,"Cell.18",1.016506,49.9310024,0.709677419354839
11.33333,"Cell.19",0.991158,47.4779692,0.193548387096774
11.33333,"Cell.20",0.9979793,47.4997003,0.225806451612903
11.33333,"Cell.21",0.9706207,47.8125827,0.258064516129032
11.33333,"Cell.22",0.9927801,49.0180877,0.354838709677419
11.33333,"Cell.23",0.9723014,48.0714543,0.290322580645161
11.33333,"Cell.24",0.988246,48.5968825,0.32258064516129
11.33333,"Cell.25",0.9553182,46.9078372,0.0967741935483871
11.33333,"Cell.26",1.004976,49.7401503,0.612903225806452
11.33333,"Cell.27",0.9515624,46.9168102,0.129032258064516
11.33333,"Cell.28",1.0068,49.1636775,0.451612903225806
11.33333,"Cell.29",0.8658338,44.3182663,0
11.33333,"Cell.30",0.9408492,46.8093946,0.0645161290322581
11.33333,"Cell.31",0.9212201,45.612368,0.032258064516129
11.33333,"Cell.32",0.9585227,47.128056,0.161290322580645
11.5,"Cell.1",1.014308,50.315458,0.741935483870968
11.5,"Cell.2",0.9803738,49.0784891,0.387096774193548
11.5,"Cell.3",0.9982502,49.1608432,0.419354838709677
11.5,"Cell.4",1.029038,54.72428,1
11.5,"Cell.5",1.024968,53.9923307,0.967741935483871
11.5,"Cell.6",1.010744,51.4303486,0.870967741935484
11.5,"Cell.7",1.046618,52.5428662,0.935483870967742
11.5,"Cell.8",1.017164,51.187307,0.838709677419355
11.5,"Cell.9",1.013746,49.881537,0.67741935483871
11.5,"Cell.10",1.019541,50.8529285,0.806451612903226
11.5,"Cell.11",0.9824939,49.7917974,0.645161290322581
11.5,"Cell.12",0.9992532,50.3284978,0.774193548387097
11.5,"Cell.13",0.9674607,49.6419659,0.548387096774194
11.5,"Cell.14",0.9584544,49.4013006,0.483870967741935
11.5,"Cell.15",1.016397,51.9740685,0.903225806451613
11.5,"Cell.16",0.9724307,49.7225102,0.580645161290323
11.5,"Cell.17",0.9885407,49.5812456,0.516129032258065
11.5,"Cell.18",0.9950678,49.9310024,0.709677419354839
11.5,"Cell.19",0.9795057,47.4779692,0.193548387096774
11.5,"Cell.20",0.9809864,47.4997003,0.225806451612903
11.5,"Cell.21",0.9673526,47.8125827,0.258064516129032
11.5,"Cell.22",0.9905238,49.0180877,0.354838709677419
11.5,"Cell.23",0.9583466,48.0714543,0.290322580645161
11.5,"Cell.24",0.9906473,48.5968825,0.32258064516129
11.5,"Cell.25",0.9578669,46.9078372,0.0967741935483871
11.5,"Cell.26",1.000699,49.7401503,0.612903225806452
11.5,"Cell.27",0.9511311,46.9168102,0.129032258064516
11.5,"Cell.28",1.006978,49.1636775,0.451612903225806
11.5,"Cell.29",0.8525834,44.3182663,0
11.5,"Cell.30",0.9368658,46.8093946,0.0645161290322581
11.5,"Cell.31",0.9328658,45.612368,0.032258064516129
11.5,"Cell.32",0.9730032,47.128056,0.161290322580645
11.66667,"Cell.1",1.017042,50.315458,0.741935483870968
11.66667,"Cell.2",0.9904735,49.0784891,0.387096774193548
11.66667,"Cell.3",1.001248,49.1608432,0.419354838709677
11.66667,"Cell.4",1.02515,54.72428,1
11.66667,"Cell.5",1.012056,53.9923307,0.967741935483871
11.66667,"Cell.6",1.014411,51.4303486,0.870967741935484
11.66667,"Cell.7",1.056926,52.5428662,0.935483870967742
11.66667,"Cell.8",1.016104,51.187307,0.838709677419355
11.66667,"Cell.9",1.007545,49.881537,0.67741935483871
11.66667,"Cell.10",1.026713,50.8529285,0.806451612903226
11.66667,"Cell.11",0.9794712,49.7917974,0.645161290322581
11.66667,"Cell.12",1.007939,50.3284978,0.774193548387097
11.66667,"Cell.13",0.9621329,49.6419659,0.548387096774194
11.66667,"Cell.14",0.9509605,49.4013006,0.483870967741935
11.66667,"Cell.15",1.011979,51.9740685,0.903225806451613
11.66667,"Cell.16",0.9679951,49.7225102,0.580645161290323
11.66667,"Cell.17",0.9905061,49.5812456,0.516129032258065
11.66667,"Cell.18",1.005599,49.9310024,0.709677419354839
11.66667,"Cell.19",0.9680211,47.4779692,0.193548387096774
11.66667,"Cell.20",0.9758919,47.4997003,0.225806451612903
11.66667,"Cell.21",0.9598154,47.8125827,0.258064516129032
11.66667,"Cell.22",0.9866853,49.0180877,0.354838709677419
11.66667,"Cell.23",0.9634652,48.0714543,0.290322580645161
11.66667,"Cell.24",0.9936764,48.5968825,0.32258064516129
11.66667,"Cell.25",0.9594286,46.9078372,0.0967741935483871
11.66667,"Cell.26",0.9997932,49.7401503,0.612903225806452
11.66667,"Cell.27",0.9556943,46.9168102,0.129032258064516
11.66667,"Cell.28",1.007667,49.1636775,0.451612903225806
11.66667,"Cell.29",0.8574917,44.3182663,0
11.66667,"Cell.30",0.9335833,46.8093946,0.0645161290322581
11.66667,"Cell.31",0.9285775,45.612368,0.032258064516129
11.66667,"Cell.32",0.9668692,47.128056,0.161290322580645
11.83333,"Cell.1",1.014869,50.315458,0.741935483870968
11.83333,"Cell.2",0.9818013,49.0784891,0.387096774193548
11.83333,"Cell.3",1.000554,49.1608432,0.419354838709677
11.83333,"Cell.4",1.022857,54.72428,1
11.83333,"Cell.5",1.011887,53.9923307,0.967741935483871
11.83333,"Cell.6",1.008095,51.4303486,0.870967741935484
11.83333,"Cell.7",1.049336,52.5428662,0.935483870967742
11.83333,"Cell.8",1.028533,51.187307,0.838709677419355
11.83333,"Cell.9",1.015749,49.881537,0.67741935483871
11.83333,"Cell.10",1.035798,50.8529285,0.806451612903226
11.83333,"Cell.11",1.001568,49.7917974,0.645161290322581
11.83333,"Cell.12",1.021345,50.3284978,0.774193548387097
11.83333,"Cell.13",0.9432432,49.6419659,0.548387096774194
11.83333,"Cell.14",0.9371218,49.4013006,0.483870967741935
11.83333,"Cell.15",1.013425,51.9740685,0.903225806451613
11.83333,"Cell.16",0.9738808,49.7225102,0.580645161290323
11.83333,"Cell.17",1.005525,49.5812456,0.516129032258065
11.83333,"Cell.18",1.004339,49.9310024,0.709677419354839
11.83333,"Cell.19",0.9440084,47.4779692,0.193548387096774
11.83333,"Cell.20",0.9530181,47.4997003,0.225806451612903
11.83333,"Cell.21",0.9718354,47.8125827,0.258064516129032
11.83333,"Cell.22",0.9958935,49.0180877,0.354838709677419
11.83333,"Cell.23",0.9629849,48.0714543,0.290322580645161
11.83333,"Cell.24",0.9926242,48.5968825,0.32258064516129
11.83333,"Cell.25",0.9586848,46.9078372,0.0967741935483871
11.83333,"Cell.26",1.00173,49.7401503,0.612903225806452
11.83333,"Cell.27",0.9568497,46.9168102,0.129032258064516
11.83333,"Cell.28",1.011284,49.1636775,0.451612903225806
11.83333,"Cell.29",0.8634802,44.3182663,0
11.83333,"Cell.30",0.9448984,46.8093946,0.0645161290322581
11.83333,"Cell.31",0.9205612,45.612368,0.032258064516129
11.83333,"Cell.32",0.950314,47.128056,0.161290322580645
12,"Cell.1",1.022006,50.315458,0.741935483870968
12,"Cell.2",0.9956968,49.0784891,0.387096774193548
12,"Cell.3",1.003828,49.1608432,0.419354838709677
12,"Cell.4",1.015882,54.72428,1
12,"Cell.5",1.003541,53.9923307,0.967741935483871
12,"Cell.6",0.9893099,51.4303486,0.870967741935484
12,"Cell.7",1.027434,52.5428662,0.935483870967742
12,"Cell.8",1.0193,51.187307,0.838709677419355
12,"Cell.9",1.01084,49.881537,0.67741935483871
12,"Cell.10",1.041754,50.8529285,0.806451612903226
12,"Cell.11",0.9960626,49.7917974,0.645161290322581
12,"Cell.12",1.01516,50.3284978,0.774193548387097
12,"Cell.13",0.9546045,49.6419659,0.548387096774194
12,"Cell.14",0.9387944,49.4013006,0.483870967741935
12,"Cell.15",1.00685,51.9740685,0.903225806451613
12,"Cell.16",0.9653828,49.7225102,0.580645161290323
12,"Cell.17",0.9963167,49.5812456,0.516129032258065
12,"Cell.18",0.9929344,49.9310024,0.709677419354839
12,"Cell.19",0.9604237,47.4779692,0.193548387096774
12,"Cell.20",0.9683232,47.4997003,0.225806451612903
12,"Cell.21",0.9692278,47.8125827,0.258064516129032
12,"Cell.22",0.9930563,49.0180877,0.354838709677419
12,"Cell.23",0.9581043,48.0714543,0.290322580645161
12,"Cell.24",0.9891311,48.5968825,0.32258064516129
12,"Cell.25",0.953167,46.9078372,0.0967741935483871
12,"Cell.26",0.9982399,49.7401503,0.612903225806452
12,"Cell.27",0.9426656,46.9168102,0.129032258064516
12,"Cell.28",1.008817,49.1636775,0.451612903225806
12,"Cell.29",0.8594709,44.3182663,0
12,"Cell.30",0.9418874,46.8093946,0.0645161290322581
12,"Cell.31",0.9315397,45.612368,0.032258064516129
12,"Cell.32",0.9647278,47.128056,0.161290322580645
12.16667,"Cell.1",1.021385,50.315458,0.741935483870968
12.16667,"Cell.2",0.9976726,49.0784891,0.387096774193548
12.16667,"Cell.3",1.007832,49.1608432,0.419354838709677
12.16667,"Cell.4",1.030479,54.72428,1
12.16667,"Cell.5",1.04658,53.9923307,0.967741935483871
12.16667,"Cell.6",1.149976,51.4303486,0.870967741935484
12.16667,"Cell.7",1.035062,52.5428662,0.935483870967742
12.16667,"Cell.8",1.010296,51.187307,0.838709677419355
12.16667,"Cell.9",1.013161,49.881537,0.67741935483871
12.16667,"Cell.10",1.0257,50.8529285,0.806451612903226
12.16667,"Cell.11",0.9720415,49.7917974,0.645161290322581
12.16667,"Cell.12",1.001066,50.3284978,0.774193548387097
12.16667,"Cell.13",0.9530528,49.6419659,0.548387096774194
12.16667,"Cell.14",0.9381753,49.4013006,0.483870967741935
12.16667,"Cell.15",1.010567,51.9740685,0.903225806451613
12.16667,"Cell.16",0.9729207,49.7225102,0.580645161290323
12.16667,"Cell.17",0.9935404,49.5812456,0.516129032258065
12.16667,"Cell.18",0.9985399,49.9310024,0.709677419354839
