"Experimental day","Replicate no.","Neutrophil no.","Batch no. neutrophils","Stage","dF/F0","Calcium (uM)","Replicate","n","mean","n_rep","mean_rep","sd_rep","sem","95%CI_lo","95%CI_hi"
2,5,11,3,"post-diapedesis","4.4658886272868001E-2",0.040114757305707,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,5,11,3,"post-diapedesis","2.36217688633556E-2",0.02070684531952,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,5,11,3,"post-diapedesis","2.4787076367697499E-2",0.0236596175202095,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,5,11,3,"post-diapedesis","3.01652362525619E-2",0.04755465716819,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,5,11,3,"post-diapedesis","3.89094499822209E-3",0.0457656655690922,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,5,11,3,"post-diapedesis","4.2150794124422103E-2",0.0350654252159858,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,5,11,3,"post-diapedesis","4.6889699764272902E-2",0.0425575082255206,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,5,11,3,"post-diapedesis","4.9469367208790603E-2",0.0392830671482705,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,5,11,3,"post-diapedesis","6.5743467797432106E-2",0.0460935714205072,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,5,11,3,"post-diapedesis","7.7037850105421204E-2",0.0437028426524974,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,5,11,3,"post-diapedesis","0.113474103281737",0.050245187037887,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,5,11,3,"post-diapedesis","0.112758671035265",0.0334564281768459,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,5,12,3,"before","-2.71274542053795E-2",0.0472683313555896,"3",56,0.035795324227333,4,0.0300924670910581,0.00414437563673567,0.00239275638949227,0.0224776483598745,0.0377072858222418
2,5,12,3,"before","-2.0846532648424201E-2",0.0302846514454763,"3",56,0.035795324227333,4,0.0300924670910581,0.00414437563673567,0.00239275638949227,0.0224776483598745,0.0377072858222418
2,5,12,3,"before","-3.43855434832714E-2",0.0356849300137186,"3",56,0.035795324227333,4,0.0300924670910581,0.00414437563673567,0.00239275638949227,0.0224776483598745,0.0377072858222418
2,5,12,3,"crawling","-1.9284157714741498E-2",0.0528708178490343,"3",42,0.0363622582831287,4,0.0317360323323344,0.00338681257062597,0.00195537714934571,0.0255131495479629,0.0379589151167058
2,5,12,3,"crawling","-1.2858179471769E-2",0.0341848029765568,"3",42,0.0363622582831287,4,0.0317360323323344,0.00338681257062597,0.00195537714934571,0.0255131495479629,0.0379589151167058
2,5,12,3,"crawling","0",0.02070684531952,"3",42,0.0363622582831287,4,0.0317360323323344,0.00338681257062597,0.00195537714934571,0.0255131495479629,0.0379589151167058
2,5,12,3,"crawling","-1.14578122907002E-2",0.0468882046578991,"3",42,0.0363622582831287,4,0.0317360323323344,0.00338681257062597,0.00195537714934571,0.0255131495479629,0.0379589151167058
2,5,12,3,"crawling","-1.5175314627488799E-3",0.0538448312255823,"3",42,0.0363622582831287,4,0.0317360323323344,0.00338681257062597,0.00195537714934571,0.0255131495479629,0.0379589151167058
2,5,12,3,"crawling","-2.2176395087912699E-2",0.043025225891694,"3",42,0.0363622582831287,4,0.0317360323323344,0.00338681257062597,0.00195537714934571,0.0255131495479629,0.0379589151167058
2,5,12,3,"crawling","-4.57543448108455E-4",0.02070684531952,"3",42,0.0363622582831287,4,0.0317360323323344,0.00338681257062597,0.00195537714934571,0.0255131495479629,0.0379589151167058
2,5,12,3,"crawling","4.1208460000681504E-3",0.0371587300265533,"3",42,0.0363622582831287,4,0.0317360323323344,0.00338681257062597,0.00195537714934571,0.0255131495479629,0.0379589151167058
2,5,12,3,"crawling","-7.1499790745271197E-5",0.0518511384214094,"3",42,0.0363622582831287,4,0.0317360323323344,0.00338681257062597,0.00195537714934571,0.0255131495479629,0.0379589151167058
2,5,12,3,"crawling","-6.4546321744665697E-3",0.0297150077469425,"3",42,0.0363622582831287,4,0.0317360323323344,0.00338681257062597,0.00195537714934571,0.0255131495479629,0.0379589151167058
2,5,12,3,"crawling","-1.4721504386415099E-2",0.0449460046094325,"3",42,0.0363622582831287,4,0.0317360323323344,0.00338681257062597,0.00195537714934571,0.0255131495479629,0.0379589151167058
2,5,12,3,"crawling","-3.8725195421254702E-2",0.0319152378843934,"3",42,0.0363622582831287,4,0.0317360323323344,0.00338681257062597,0.00195537714934571,0.0255131495479629,0.0379589151167058
2,5,12,3,"crawling","-2.9352934406314899E-2",0.0350103898752139,"3",42,0.0363622582831287,4,0.0317360323323344,0.00338681257062597,0.00195537714934571,0.0255131495479629,0.0379589151167058
2,5,12,3,"crawling","-4.6734255814713799E-2",0.02070684531952,"3",42,0.0363622582831287,4,0.0317360323323344,0.00338681257062597,0.00195537714934571,0.0255131495479629,0.0379589151167058
2,5,12,3,"crawling","-1.2688572452094499E-2",0.029109775971649,"3",42,0.0363622582831287,4,0.0317360323323344,0.00338681257062597,0.00195537714934571,0.0255131495479629,0.0379589151167058
2,5,12,3,"crawling","3.9579895651077002E-2",0.0381029015617715,"3",42,0.0363622582831287,4,0.0317360323323344,0.00338681257062597,0.00195537714934571,0.0255131495479629,0.0379589151167058
2,5,12,3,"crawling","9.1744589887404592E-3",0.047393505419343,"3",42,0.0363622582831287,4,0.0317360323323344,0.00338681257062597,0.00195537714934571,0.0255131495479629,0.0379589151167058
2,5,12,3,"diapedesis","-2.77849134884052E-2",0.0583644139554763,"3",9,0.0412217877675405,4,0.0309196152531278,0.00861262894522535,0.00497250363995622,0.0150948894161394,0.0467443410901163
2,5,12,3,"diapedesis","-7.0790085536039798E-2",0.0495742136032506,"3",9,0.0412217877675405,4,0.0309196152531278,0.00861262894522535,0.00497250363995622,0.0150948894161394,0.0467443410901163
2,5,12,3,"diapedesis","-3.09644768274304E-2",0.046043247596401,"3",9,0.0412217877675405,4,0.0309196152531278,0.00861262894522535,0.00497250363995622,0.0150948894161394,0.0467443410901163
2,5,12,3,"post-diapedesis","-2.8629660365860499E-2",0.0466533799020071,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,5,12,3,"post-diapedesis","-2.2506731759351799E-2",0.0486777229352939,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,5,12,3,"post-diapedesis","-1.49723168312166E-2",0.0470814596358729,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,5,12,3,"post-diapedesis","2.3174201248681098E-2",0.0413104612876471,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,5,12,3,"post-diapedesis","4.42066029829873E-2",0.0401024400943071,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,5,12,3,"post-diapedesis","5.9990571225690702E-2",0.0445213024230471,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,5,12,3,"post-diapedesis","9.1530831994783193E-2",0.0450211841656266,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,5,12,3,"post-diapedesis","7.7573361482143402E-2",0.0484214885379795,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,5,12,3,"post-diapedesis","3.82965471395647E-2",0.0399728232064589,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,5,12,3,"post-diapedesis","4.2193040997819599E-2",0.0364130430695333,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
2,5,12,3,"post-diapedesis","8.3804624224160698E-2",0.0325656405977968,"3",122,0.0407269586361727,4,0.0345496919402026,0.00550891047066277,0.0031805709431787,0.0244276956933909,0.0446716881870144
