"System","Order","YFP","CFP"
"2A-peptide","CFP first",415.08,434.01
"2A-peptide","CFP first",415.98,486.58
"2A-peptide","CFP first",419.29,485.6
"2A-peptide","CFP first",427.1,578.11
"2A-peptide","CFP first",428.11,514.22
"2A-peptide","CFP first",430.09,447.3
"2A-peptide","CFP first",431.58,661.33
"2A-peptide","CFP first",432.14,609.89
"2A-peptide","CFP first",432.38,431.97
"2A-peptide","CFP first",433.36,614.48
"2A-peptide","CFP first",436.59,575.4
"2A-peptide","CFP first",438.97,536.13
"2A-peptide","CFP first",439.89,559.46
"2A-peptide","CFP first",439.92,577.59
"2A-peptide","CFP first",442.38,574.27
"2A-peptide","CFP first",447.54,529.51
"2A-peptide","CFP first",448.24,565.97
"2A-peptide","CFP first",451.1,570.58
"2A-peptide","CFP first",453.75,454.85
"2A-peptide","CFP first",455.47,552.06
"2A-peptide","CFP first",457.66,622.05
"2A-peptide","CFP first",458.8,417.88
"2A-peptide","CFP first",458.87,610.68
"2A-peptide","CFP first",459.75,591.18
"2A-peptide","CFP first",461.2,510.38
"2A-peptide","CFP first",461.26,532.82
"2A-peptide","CFP first",466.67,559.09
"2A-peptide","CFP first",467.2,705.96
"2A-peptide","CFP first",468.68,519.85
"2A-peptide","CFP first",474.7,485.94
"2A-peptide","CFP first",475.7,559.18
"2A-peptide","CFP first",476.03,623.92
"2A-peptide","CFP first",478.84,466.43
"2A-peptide","CFP first",479.53,626.72
"2A-peptide","CFP first",481.22,510.85
"2A-peptide","CFP first",481.54,649.85
"2A-peptide","CFP first",482.61,531.46
"2A-peptide","CFP first",483.37,559.82
"2A-peptide","CFP first",487.45,506.03
"2A-peptide","CFP first",488.02,658.8
"2A-peptide","CFP first",489.08,552.39
"2A-peptide","CFP first",489.77,517.4
"2A-peptide","CFP first",490.98,599.34
"2A-peptide","CFP first",494.96,545.7
"2A-peptide","CFP first",499.6,578.7
"2A-peptide","CFP first",502.87,665.54
"2A-peptide","CFP first",505.71,638.93
"2A-peptide","CFP first",511.38,784.09
"2A-peptide","CFP first",511.47,545.43
"2A-peptide","CFP first",513.14,624.13
"2A-peptide","CFP first",515.6,754.91
"2A-peptide","CFP first",517.78,656.64
"2A-peptide","CFP first",519.22,622.65
"2A-peptide","CFP first",519.59,594.43
"2A-peptide","CFP first",523.32,620.06
"2A-peptide","CFP first",523.77,563.72
"2A-peptide","CFP first",524.6,716.05
"2A-peptide","CFP first",525.28,688.54
"2A-peptide","CFP first",525.49,708.46
"2A-peptide","CFP first",529.7,675.69
"2A-peptide","CFP first",529.79,613.52
"2A-peptide","CFP first",532.52,521.74
"2A-peptide","CFP first",537.08,531.88
"2A-peptide","CFP first",541.9,715.38
"2A-peptide","CFP first",544.6,563.55
"2A-peptide","CFP first",547.12,587.82
"2A-peptide","CFP first",550.95,747.61
"2A-peptide","CFP first",553.92,731.69
"2A-peptide","CFP first",554.32,882
"2A-peptide","CFP first",555.23,790.49
"2A-peptide","CFP first",557.07,663.93
"2A-peptide","CFP first",558.8,669.18
"2A-peptide","CFP first",560.34,742.32
"2A-peptide","CFP first",561.28,559.99
"2A-peptide","CFP first",563.44,565.3
"2A-peptide","CFP first",564.59,597.76
"2A-peptide","CFP first",571.31,757.08
"2A-peptide","CFP first",571.95,605.35
"2A-peptide","CFP first",572.56,697.11
"2A-peptide","CFP first",572.8,562.05
"2A-peptide","CFP first",573.08,736.15
"2A-peptide","CFP first",574.75,792.19
"2A-peptide","CFP first",580.35,835.1
"2A-peptide","CFP first",582.04,555.2
"2A-peptide","CFP first",590.2,602.85
"2A-peptide","CFP first",594.2,850.16
"2A-peptide","CFP first",595.42,790.27
"2A-peptide","CFP first",595.79,826.02
"2A-peptide","CFP first",596.49,680.12
"2A-peptide","CFP first",598.94,847.17
"2A-peptide","CFP first",603.77,619.8
"2A-peptide","CFP first",603.98,555.94
"2A-peptide","CFP first",608.68,673.27
"2A-peptide","CFP first",609.29,520.21
"2A-peptide","CFP first",611.94,921.84
"2A-peptide","CFP first",613.24,645.89
"2A-peptide","CFP first",614.99,872.08
"2A-peptide","CFP first",617.4,655.36
"2A-peptide","CFP first",617.93,776.36
"2A-peptide","CFP first",618.44,722.44
"2A-peptide","CFP first",619.17,798.58
"2A-peptide","CFP first",619.28,553.7
"2A-peptide","CFP first",619.57,658.57
"2A-peptide","CFP first",619.64,741
"2A-peptide","CFP first",620.45,798.53
"2A-peptide","CFP first",623.54,909.89
"2A-peptide","CFP first",625.04,733.49
"2A-peptide","CFP first",625.19,643.62
"2A-peptide","CFP first",631.13,776.82
"2A-peptide","CFP first",636.5,719.89
"2A-peptide","CFP first",641.14,904.9
"2A-peptide","CFP first",644.44,780.25
"2A-peptide","CFP first",644.47,821
"2A-peptide","CFP first",645.99,778.69
"2A-peptide","CFP first",646.55,904.46
"2A-peptide","CFP first",647.12,821.76
"2A-peptide","CFP first",647.22,664.63
"2A-peptide","CFP first",649.27,786.31
"2A-peptide","CFP first",652.38,607.44
"2A-peptide","CFP first",657.97,678.68
"2A-peptide","CFP first",659.21,986.73
"2A-peptide","CFP first",659.61,818.46
"2A-peptide","CFP first",660.14,830.47
"2A-peptide","CFP first",664.29,816.21
"2A-peptide","CFP first",671.54,856.54
"2A-peptide","CFP first",672.43,900.66
"2A-peptide","CFP first",675.7,840.76
"2A-peptide","CFP first",675.75,930.87
"2A-peptide","CFP first",676.21,819.1
"2A-peptide","CFP first",677.45,774.75
"2A-peptide","CFP first",677.79,924.91
"2A-peptide","CFP first",679.52,623.25
"2A-peptide","CFP first",681,739.13
"2A-peptide","CFP first",682.07,839.02
"2A-peptide","CFP first",682.52,788.3
"2A-peptide","CFP first",682.62,822.21
"2A-peptide","CFP first",685.15,874.13
"2A-peptide","CFP first",686.34,847.53
"2A-peptide","CFP first",687.87,815.92
"2A-peptide","CFP first",690.12,816.87
"2A-peptide","CFP first",691.23,736.51
"2A-peptide","CFP first",691.72,761.73
"2A-peptide","CFP first",692.85,801.4
"2A-peptide","CFP first",694.67,821.64
"2A-peptide","CFP first",694.69,887.34
"2A-peptide","CFP first",697.12,846.13
"2A-peptide","CFP first",697.99,727.36
"2A-peptide","CFP first",700.03,1071.5
"2A-peptide","CFP first",700.61,820.5
"2A-peptide","CFP first",702.63,922.88
"2A-peptide","CFP first",702.7,1024.6
"2A-peptide","CFP first",705.09,768.67
"2A-peptide","CFP first",708.56,668.63
"2A-peptide","CFP first",709.64,935.99
"2A-peptide","CFP first",713.17,902.67
"2A-peptide","CFP first",713.39,781.7
"2A-peptide","CFP first",715.46,874.65
"2A-peptide","CFP first",719.02,1035.8
"2A-peptide","CFP first",721.94,928.33
"2A-peptide","CFP first",724.54,805.8
"2A-peptide","CFP first",726.25,882.15
"2A-peptide","CFP first",727.92,911.94
"2A-peptide","CFP first",728.15,916.54
"2A-peptide","CFP first",736.54,789.19
"2A-peptide","CFP first",741.28,870.57
"2A-peptide","CFP first",741.78,808.69
"2A-peptide","CFP first",745.66,949.75
"2A-peptide","CFP first",749.85,640.03
"2A-peptide","CFP first",751.29,1013.7
"2A-peptide","CFP first",754.45,956.88
"2A-peptide","CFP first",755.33,871.86
"2A-peptide","CFP first",758.35,982.46
"2A-peptide","CFP first",759.52,677.03
"2A-peptide","CFP first",760.66,1088.2
"2A-peptide","CFP first",761.15,883.71
"2A-peptide","CFP first",762.82,933.6
"2A-peptide","CFP first",764.05,635.81
"2A-peptide","CFP first",764.4,1010.8
"2A-peptide","CFP first",765.47,1098.5
"2A-peptide","CFP first",765.74,1041.7
"2A-peptide","CFP first",765.88,985.88
"2A-peptide","CFP first",767.73,614.02
"2A-peptide","CFP first",769.16,886.97
"2A-peptide","CFP first",774,1019.1
"2A-peptide","CFP first",777.91,676.61
"2A-peptide","CFP first",778.8,917.53
"2A-peptide","CFP first",779.72,1092.1
"2A-peptide","CFP first",781.73,1003.9
"2A-peptide","CFP first",781.84,968.07
"2A-peptide","CFP first",781.88,768.62
"2A-peptide","CFP first",783.3,956.03
"2A-peptide","CFP first",789.56,1104
"2A-peptide","CFP first",789.91,962.32
"2A-peptide","CFP first",793.6,923.6
"2A-peptide","CFP first",796.36,832.01
"2A-peptide","CFP first",799.26,908.26
"2A-peptide","CFP first",805.02,1066.2
"2A-peptide","CFP first",809.25,836.19
"2A-peptide","CFP first",810.58,995.09
"2A-peptide","CFP first",810.93,1098.7
"2A-peptide","CFP first",811.88,1059.1
"2A-peptide","CFP first",814.12,1044.6
"2A-peptide","CFP first",819.65,925.93
"2A-peptide","CFP first",821,1059
"2A-peptide","CFP first",822.03,1023.2
"2A-peptide","CFP first",823.6,1066.9
"2A-peptide","CFP first",824.54,1017.5
"2A-peptide","CFP first",825.77,1029.3
"2A-peptide","CFP first",829.8,1098.7
"2A-peptide","CFP first",830.66,1189.3
"2A-peptide","CFP first",833.35,1152.6
"2A-peptide","CFP first",834.1,1219.2
"2A-peptide","CFP first",835.29,1185.7
"2A-peptide","CFP first",837.29,942.26
"2A-peptide","CFP first",837.49,1050.6
"2A-peptide","CFP first",838.87,1077
"2A-peptide","CFP first",841.34,1163.4
"2A-peptide","CFP first",841.48,915.1
"2A-peptide","CFP first",842.84,907.08
"2A-peptide","CFP first",843.93,850.78
"2A-peptide","CFP first",845.38,775.59
"2A-peptide","CFP first",853.1,856.9
"2A-peptide","CFP first",858.45,1064.4
"2A-peptide","CFP first",858.78,1270.6
"2A-peptide","CFP first",859.73,1303.2
"2A-peptide","CFP first",860.79,1081.1
"2A-peptide","CFP first",861.81,1055.2
"2A-peptide","CFP first",866.49,1267.8
"2A-peptide","CFP first",868.75,877.6
"2A-peptide","CFP first",871.25,985.98
"2A-peptide","CFP first",874.02,744.19
"2A-peptide","CFP first",880.07,1077.7
"2A-peptide","CFP first",883.05,1321.9
"2A-peptide","CFP first",883.89,1022.9
"2A-peptide","CFP first",885.57,1091
"2A-peptide","CFP first",887.5,1228.7
"2A-peptide","CFP first",890.56,1139.9
"2A-peptide","CFP first",890.78,929.61
"2A-peptide","CFP first",892.66,886.75
"2A-peptide","CFP first",893.17,910.07
"2A-peptide","CFP first",895.33,1302.5
"2A-peptide","CFP first",896.26,1107.5
"2A-peptide","CFP first",898.11,1235.4
"2A-peptide","CFP first",901.88,1063.3
"2A-peptide","CFP first",902.09,1115.1
"2A-peptide","CFP first",902.38,1358.6
"2A-peptide","CFP first",902.86,1085.6
"2A-peptide","CFP first",907.07,905.74
"2A-peptide","CFP first",908.16,1249.9
"2A-peptide","CFP first",910.17,1267.7
"2A-peptide","CFP first",911.98,1093.8
"2A-peptide","CFP first",915.62,1319
"2A-peptide","CFP first",918.74,1042.9
"2A-peptide","CFP first",927.17,1212.2
"2A-peptide","CFP first",930.93,1132.1
"2A-peptide","CFP first",932.56,1123.4
"2A-peptide","CFP first",932.91,1157
"2A-peptide","CFP first",933.48,1212.4
"2A-peptide","CFP first",938.08,1126
"2A-peptide","CFP first",939.41,1169.1
"2A-peptide","CFP first",940.03,1309.2
"2A-peptide","CFP first",940.07,1299.7
"2A-peptide","CFP first",941.45,1211.3
"2A-peptide","CFP first",946.78,1252.7
"2A-peptide","CFP first",956.8,1330.7
"2A-peptide","CFP first",964.38,1521.6
"2A-peptide","CFP first",968.21,1142
"2A-peptide","CFP first",968.35,1215.8
"2A-peptide","CFP first",969.13,1331.1
"2A-peptide","CFP first",970.08,1268.8
"2A-peptide","CFP first",971.15,1472.2
"2A-peptide","CFP first",973.07,1267.7
"2A-peptide","CFP first",973.82,1179.9
"2A-peptide","CFP first",977.15,1389.6
"2A-peptide","CFP first",979.13,1145.8
"2A-peptide","CFP first",982.63,1094.2
"2A-peptide","CFP first",984.22,1176.7
"2A-peptide","CFP first",985.44,1236.8
"2A-peptide","CFP first",985.57,1307.4
"2A-peptide","CFP first",986.56,1109
"2A-peptide","CFP first",986.8,1388.1
"2A-peptide","CFP first",987.95,1370.8
"2A-peptide","CFP first",988.5,1359.7
"2A-peptide","CFP first",989.34,1300.7
"2A-peptide","CFP first",989.5,1150.8
"2A-peptide","CFP first",992.5,1463.6
"2A-peptide","CFP first",992.5,1371.5
"2A-peptide","CFP first",999.52,1289.8
"2A-peptide","CFP first",1006.6,1461.8
"2A-peptide","CFP first",1007.5,1474.9
"2A-peptide","CFP first",1011.6,1102.7
"2A-peptide","CFP first",1011.6,1338.7
"2A-peptide","CFP first",1011.9,1220.5
"2A-peptide","CFP first",1014.6,1216.3
"2A-peptide","CFP first",1015.1,1157.5
"2A-peptide","CFP first",1015.5,972.72
"2A-peptide","CFP first",1016,1003.1
"2A-peptide","CFP first",1016.6,1230.5
"2A-peptide","CFP first",1019.6,1242.3
"2A-peptide","CFP first",1024.2,1173.4
"2A-peptide","CFP first",1024.4,985.47
"2A-peptide","CFP first",1027.6,1110.3
"2A-peptide","CFP first",1030.6,1338.3
"2A-peptide","CFP first",1031.5,1372.9
"2A-peptide","CFP first",1033.4,1442.4
"2A-peptide","CFP first",1034.8,1460
"2A-peptide","CFP first",1038.7,1138.1
"2A-peptide","CFP first",1040.4,982.19
"2A-peptide","CFP first",1043.6,1303
"2A-peptide","CFP first",1043.6,1349.5
"2A-peptide","CFP first",1043.9,1168.9
"2A-peptide","CFP first",1049.7,1301.7
"2A-peptide","CFP first",1051.3,1319.8
"2A-peptide","CFP first",1051.7,1409.3
"2A-peptide","CFP first",1056.5,1282.9
"2A-peptide","CFP first",1060.1,1501.4
"2A-peptide","CFP first",1060.7,1252.3
"2A-peptide","CFP first",1063,1735.8
"2A-peptide","CFP first",1063.4,1297.2
"2A-peptide","CFP first",1063.4,1552.1
"2A-peptide","CFP first",1073.6,1455.2
"2A-peptide","CFP first",1076.4,1347.7
"2A-peptide","CFP first",1082.1,1157.4
"2A-peptide","CFP first",1085.3,922.74
"2A-peptide","CFP first",1086.1,1496.2
"2A-peptide","CFP first",1092.3,1579.9
"2A-peptide","CFP first",1094.7,1376.2
"2A-peptide","CFP first",1095,1229.5
"2A-peptide","CFP first",1096.5,1574.7
"2A-peptide","CFP first",1097.9,1591
"2A-peptide","CFP first",1098.3,1250.3
"2A-peptide","CFP first",1106.6,1190.3
"2A-peptide","CFP first",1108.1,1505.8
"2A-peptide","CFP first",1109.6,1199.9
"2A-peptide","CFP first",1111.9,1486
"2A-peptide","CFP first",1112.5,1275.6
"2A-peptide","CFP first",1115.2,1170.9
"2A-peptide","CFP first",1120.2,1651.7
"2A-peptide","CFP first",1124.9,1406
"2A-peptide","CFP first",1127,1382
"2A-peptide","CFP first",1130.1,1245.8
"2A-peptide","CFP first",1133.5,1422.4
"2A-peptide","CFP first",1135.8,1397.5
"2A-peptide","CFP first",1141.7,1570.8
"2A-peptide","CFP first",1145.3,1447.2
"2A-peptide","CFP first",1152.1,1435.6
"2A-peptide","CFP first",1157.4,1231.8
"2A-peptide","CFP first",1160.9,1551
"2A-peptide","CFP first",1162.5,1403.3
"2A-peptide","CFP first",1163.9,1408.4
"2A-peptide","CFP first",1168.7,1404.2
"2A-peptide","CFP first",1173.1,1211.1
"2A-peptide","CFP first",1176.6,1393.9
"2A-peptide","CFP first",1182.5,1230.6
"2A-peptide","CFP first",1182.9,1683.9
"2A-peptide","CFP first",1186.4,1655.3
"2A-peptide","CFP first",1190.6,1736.7
"2A-peptide","CFP first",1190.6,1563.1
"2A-peptide","CFP first",1191.3,1698.6
"2A-peptide","CFP first",1195.5,1663
"2A-peptide","CFP first",1195.8,1633.8
"2A-peptide","CFP first",1203.3,1444.7
"2A-peptide","CFP first",1212.8,1294.5
"2A-peptide","CFP first",1219.3,1222.7
"2A-peptide","CFP first",1235.9,1660.8
"2A-peptide","CFP first",1240.1,1675.7
"2A-peptide","CFP first",1240.7,1542.7
"2A-peptide","CFP first",1241.4,1415.4
"2A-peptide","CFP first",1242.9,1379.4
"2A-peptide","CFP first",1244.1,1357.4
"2A-peptide","CFP first",1246,1451.1
"2A-peptide","CFP first",1248.1,1445.1
"2A-peptide","CFP first",1248.3,1348.8
"2A-peptide","CFP first",1249.1,2018.1
"2A-peptide","CFP first",1251.9,1834
"2A-peptide","CFP first",1252.1,1327.3
"2A-peptide","CFP first",1254.8,1809.1
"2A-peptide","CFP first",1255.5,1372.4
"2A-peptide","CFP first",1255.7,1362.6
"2A-peptide","CFP first",1256.5,1414.3
"2A-peptide","CFP first",1257.8,1276.1
"2A-peptide","CFP first",1258.5,1549.7
"2A-peptide","CFP first",1259.8,1609.6
"2A-peptide","CFP first",1262.5,1703.1
"2A-peptide","CFP first",1268.3,1564.1
"2A-peptide","CFP first",1270.1,1306.8
"2A-peptide","CFP first",1287.1,1584.6
"2A-peptide","CFP first",1294.2,1802
"2A-peptide","CFP first",1294.3,1990.2
"2A-peptide","CFP first",1295.8,1377.5
"2A-peptide","CFP first",1303.1,1879.1
"2A-peptide","CFP first",1303.6,1248.9
"2A-peptide","CFP first",1305.1,1447.8
"2A-peptide","CFP first",1310.2,1909.4
"2A-peptide","CFP first",1312.3,1628.4
"2A-peptide","CFP first",1319.2,1394
"2A-peptide","CFP first",1320.3,1582.5
"2A-peptide","CFP first",1322.1,1789.8
"2A-peptide","CFP first",1324.6,1677.4
"2A-peptide","CFP first",1336.9,1676.2
"2A-peptide","CFP first",1337.1,1667.5
"2A-peptide","CFP first",1339.3,1727.1
"2A-peptide","CFP first",1342,1230.6
"2A-peptide","CFP first",1342.9,1717.9
"2A-peptide","CFP first",1343.5,1407
"2A-peptide","CFP first",1343.7,1233.5
"2A-peptide","CFP first",1345.8,1439.6
"2A-peptide","CFP first",1348.3,1477.6
"2A-peptide","CFP first",1359.3,1430.6
"2A-peptide","CFP first",1361.3,1580.2
"2A-peptide","CFP first",1365.2,1844.1
"2A-peptide","CFP first",1376,1864.1
"2A-peptide","CFP first",1379.8,1708.4
"2A-peptide","CFP first",1402.4,2413.2
"2A-peptide","CFP first",1404.1,1451.8
"2A-peptide","CFP first",1412.2,1938.4
"2A-peptide","CFP first",1419.2,1622.7
"2A-peptide","CFP first",1420.6,1601.7
"2A-peptide","CFP first",1422.4,1646.8
"2A-peptide","CFP first",1424.9,1902.8
"2A-peptide","CFP first",1426,1946.2
"2A-peptide","CFP first",1426.5,1664.9
"2A-peptide","CFP first",1433.8,1723.5
"2A-peptide","CFP first",1436,1560.3
"2A-peptide","CFP first",1437.6,1816.9
"2A-peptide","CFP first",1442.6,2098.4
"2A-peptide","CFP first",1451.5,1759.6
"2A-peptide","CFP first",1454.4,1855
"2A-peptide","CFP first",1460.5,1850.3
"2A-peptide","CFP first",1461.1,1925.1
"2A-peptide","CFP first",1474,1779.5
"2A-peptide","CFP first",1477.5,1825.5
"2A-peptide","CFP first",1478.6,1541.2
"2A-peptide","CFP first",1478.8,2025.3
"2A-peptide","CFP first",1482.5,1732
"2A-peptide","CFP first",1503.7,1492.1
"2A-peptide","CFP first",1511.6,1603
"2A-peptide","CFP first",1538.7,1811.3
"2A-peptide","CFP first",1542,2384.8
"2A-peptide","CFP first",1556.4,1666.4
"2A-peptide","CFP first",1561.5,1624.4
"2A-peptide","CFP first",1563.3,1175.3
"2A-peptide","CFP first",1569.3,2403.2
"2A-peptide","CFP first",1570.5,1897.3
"2A-peptide","CFP first",1570.8,1554.6
"2A-peptide","CFP first",1603.7,1989.5
"2A-peptide","CFP first",1613.5,2153.9
"2A-peptide","CFP first",1629.8,2378.7
"2A-peptide","CFP first",1633,2092.1
"2A-peptide","CFP first",1634.9,1928.3
"2A-peptide","CFP first",1635.9,2182.1
"2A-peptide","CFP first",1638.1,1599.9
"2A-peptide","CFP first",1638.7,1980.2
"2A-peptide","CFP first",1643.1,1727.4
"2A-peptide","CFP first",1647.4,2234.7
"2A-peptide","CFP first",1661.9,1708.7
"2A-peptide","CFP first",1675.6,2274.9
"2A-peptide","CFP first",1682.9,2439.9
"2A-peptide","CFP first",1689.1,1468.2
"2A-peptide","CFP first",1696.1,1579.1
"2A-peptide","CFP first",1700.2,1512.2
"2A-peptide","CFP first",1702.5,2102.1
"2A-peptide","CFP first",1702.9,2269.4
"2A-peptide","CFP first",1709.3,2109.4
"2A-peptide","CFP first",1709.9,1863.9
"2A-peptide","CFP first",1721.1,2681.5
"2A-peptide","CFP first",1723.6,2281.7
"2A-peptide","CFP first",1726.7,2248.8
"2A-peptide","CFP first",1728.5,2120.8
"2A-peptide","CFP first",1746.1,2383.1
"2A-peptide","CFP first",1751.8,2280.5
"2A-peptide","CFP first",1761.7,2406
"2A-peptide","CFP first",1763.8,2509.4
"2A-peptide","CFP first",1766.2,2409.5
"2A-peptide","CFP first",1766.9,2077.7
"2A-peptide","CFP first",1767.7,2143
"2A-peptide","CFP first",1785.2,2268
"2A-peptide","CFP first",1791.2,2511.8
"2A-peptide","CFP first",1794,2157.5
"2A-peptide","CFP first",1797.6,1835.1
"2A-peptide","CFP first",1816.8,2431.5
"2A-peptide","CFP first",1818.5,2346.4
"2A-peptide","CFP first",1853.3,2602.3
"2A-peptide","CFP first",1860.2,2426.4
"2A-peptide","CFP first",1902.1,2101
"2A-peptide","CFP first",1912.6,2849
"2A-peptide","CFP first",1918.5,2012.5
"2A-peptide","CFP first",1919.4,2606.5
"2A-peptide","CFP first",1922.6,2889.3
"2A-peptide","CFP first",1925.2,2733.8
"2A-peptide","CFP first",1942.8,2509.8
"2A-peptide","CFP first",1947.7,2849.2
"2A-peptide","CFP first",1947.9,2084.5
"2A-peptide","CFP first",1961.2,2455.7
"2A-peptide","CFP first",1966.1,2501.8
"2A-peptide","CFP first",1970,2674.7
"2A-peptide","CFP first",2001.1,2737.4
"2A-peptide","CFP first",2011.1,2854.3
"2A-peptide","CFP first",2054.2,1960.8
"2A-peptide","CFP first",2083.6,2511
"2A-peptide","CFP first",2085.7,2449.9
"2A-peptide","CFP first",2104.9,2227.3
"2A-peptide","CFP first",2133.7,3031.7
"2A-peptide","CFP first",2161.7,1816.8
"2A-peptide","CFP first",2191.1,3074.2
"2A-peptide","CFP first",2197.1,3121.5
"2A-peptide","CFP first",2199.7,2212.5
"2A-peptide","CFP first",2205.9,2274.3
"2A-peptide","CFP first",2212.7,2814.5
"2A-peptide","CFP first",2215.5,3216.9
"2A-peptide","CFP first",2221.1,1948.1
"2A-peptide","CFP first",2245.9,3358.5
"2A-peptide","CFP first",2252.2,3159.7
"2A-peptide","CFP first",2318.1,1807.4
"2A-peptide","CFP first",2320.9,3181.5
"2A-peptide","CFP first",2326,2948.9
"2A-peptide","CFP first",2344.4,3416.7
"2A-peptide","CFP first",2352.3,3012.9
"2A-peptide","CFP first",2356.5,2426.8
"2A-peptide","CFP first",2359.1,2772.3
"2A-peptide","CFP first",2395.2,3454.6
"2A-peptide","CFP first",2413.1,3325.1
