Replicate,Experiment,Construct,Cell,Time_adjusted,Frame,Membrane,Cytosol,Ratio
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,155.4,71,1555.42,576.37,2.698648438
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,157.99,72,1520.99,574.12,2.649254511
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,160.58,73,1537.23,605.79,2.537562522
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,163.17,74,1532.28,548.37,2.794244762
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,165.76,75,1517.56,546.99,2.774383444
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,168.35,76,1528.41,540.68,2.826829178
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,170.94,77,1553.98,577.29,2.691853315
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,173.53,78,1589.38,564.16,2.817250425
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,176.12,79,1545.6,563.75,2.741640798
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,178.71,80,1522.01,575.94,2.642653749
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,181.3,81,1538.77,546.56,2.815372512
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,183.89,82,1570.17,559.25,2.807635226
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,186.48,83,1542.68,571.42,2.699730496
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,189.07,84,1545.6,532.55,2.902262698
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,191.66,85,1488.06,540.25,2.754391485
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,194.25,86,1559.82,534.78,2.916750813
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,196.84,87,1540.68,557.42,2.76394819
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,199.43,88,1549.99,562.81,2.754020007
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,202.02,89,1523.96,526.69,2.893466745
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,204.61,90,1575.1,554.26,2.841807094
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,207.2,91,1527.92,553.32,2.761367744
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,209.79,92,1512.19,528.49,2.861340801
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,212.38,93,1511.68,554.71,2.725171711
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,214.97,94,1580,544.73,2.900519523
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,217.56,95,1522.97,560.58,2.716775483
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,220.15,96,1530.83,539.77,2.83607833
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,222.74,97,1517.59,543.85,2.790456927
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,225.33,98,1474.81,551.51,2.674131022
1,211215_OptoG003_01_5146_rapamycin_Cell_07,rapamycin,Cell_07,227.92,99,1514.16,537.96,2.814633058
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,-12.95,1,124.91,226.2,0.552210433
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,-10.36,2,138,216.95,0.636091265
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,-7.77,3,142.96,207.78,0.688035422
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,-5.18,4,133.01,229.93,0.578480407
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,-2.59,5,138.47,215.29,0.643178968
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,0,6,143.87,225.36,0.638400781
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,2.59,7,147.46,205.73,0.716764692
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,5.18,8,171,194.9,0.877373012
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,7.77,9,175.92,190,0.925894737
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,10.36,10,160.14,187.84,0.852534072
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,12.95,11,152.45,183.88,0.829073309
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,15.54,12,162.43,179.1,0.906923506
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,18.13,13,147.47,187.41,0.786884371
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,20.72,14,168.24,187.63,0.896658317
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,23.31,15,166.92,176.41,0.946204864
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,25.9,16,186.34,172.56,1.079856282
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,28.49,17,170.53,180.67,0.943875574
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,31.08,18,184.08,176.07,1.04549327
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,33.67,19,172.35,180.57,0.954477488
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,36.26,20,173.67,178.07,0.975290616
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,38.85,21,146.09,183.99,0.794010544
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,41.44,22,165.09,183.56,0.89937895
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,44.03,23,185.45,182.01,1.01890006
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,46.62,24,157.41,185.45,0.848800216
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,49.21,25,165.53,185.44,0.892633736
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,51.8,26,179.1,179.5,0.997771588
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,54.39,27,158.3,183.98,0.860419611
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,56.98,28,168.25,182.11,0.923892153
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,59.57,29,159.18,177.35,0.897547223
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,62.16,30,166.91,180.88,0.922766475
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,64.75,31,164.61,179.82,0.915415415
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,67.34,32,165.53,180.44,0.917368654
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,69.93,33,159.69,175.05,0.912253642
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,72.52,34,152.93,178.49,0.8567987
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,75.11,35,166.01,180.05,0.922021661
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,77.7,36,165.97,195,0.851128205
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,80.29,37,189.04,171.93,1.099517245
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,82.88,38,162.83,171.5,0.949446064
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,85.47,39,175.94,179.72,0.978967282
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,88.06,40,166.46,180.34,0.923034269
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,90.65,41,168.25,176.61,0.952664062
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,93.24,42,184.07,186.48,0.987076362
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,95.83,43,169.59,175.78,0.964785527
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,98.42,44,170.5,182.11,0.936247323
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,101.01,45,158.34,171.1,0.925423729
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,103.6,46,162.43,179.61,0.90434831
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,106.19,47,157.41,172.12,0.91453637
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,108.78,48,182.72,183.88,0.993691538
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,111.37,49,168.7,180.34,0.935455251
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,113.96,50,165.99,175.06,0.948189192
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,116.55,51,157.4,176.6,0.891279728
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,119.14,52,185.89,179,1.03849162
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,121.73,53,180.44,187.62,0.961731159
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,124.32,54,172.76,194.6,0.887769784
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,126.91,55,166.46,190.34,0.874540296
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,129.5,56,161.47,186.07,0.867791691
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,132.09,57,164.64,196.46,0.838033187
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,134.68,58,161.01,202.3,0.795897182
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,137.27,59,156.94,214.44,0.731859728
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,139.86,60,156.52,202.59,0.772594896
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,142.45,61,151.99,213.84,0.710765058
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,145.04,62,146.12,212.46,0.687752989
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,147.63,63,163.76,207.07,0.790843676
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,150.22,64,166.9,213.49,0.781769638
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,152.81,65,150.18,214.67,0.69958541
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,155.4,66,140.27,214.45,0.654091863
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,157.99,67,144.31,206.34,0.699379665
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,160.58,68,164.62,214.35,0.767996268
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,163.17,69,162.87,216.21,0.753295407
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,165.76,70,162.84,217.03,0.750311017
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,168.35,71,156.97,216.21,0.726007123
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,170.94,72,148.83,217.88,0.683082431
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,173.53,73,145.21,220.77,0.657743353
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,176.12,74,142.05,226.92,0.625991539
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,178.71,75,133.5,219.85,0.607232204
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,181.3,76,140.25,219.44,0.639126868
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,183.89,77,138.01,215.7,0.639823829
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,186.48,78,135.27,230.13,0.587798201
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,189.07,79,131.22,222.86,0.588800144
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,191.66,80,154.27,219.84,0.701737627
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,194.25,81,141.63,218.5,0.64819222
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,196.84,82,142.07,219.11,0.648395783
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,199.43,83,131.22,218.18,0.601430012
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,202.02,84,143.86,216.31,0.665064028
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,204.61,85,136.17,217.24,0.626818266
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,207.2,86,138.42,219.65,0.630184384
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,209.79,87,142.97,225.14,0.635027094
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,212.38,88,118.58,226.62,0.523254788
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,214.97,89,134.83,222.97,0.604700184
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,217.56,90,137.97,225.05,0.613063764
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,220.15,91,135.74,231.81,0.585565765
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,222.74,92,150.17,222.66,0.67443636
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,225.33,93,128.06,215.06,0.595461732
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,227.92,94,138.9,228.07,0.609023545
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,230.51,95,134.38,223.59,0.601010779
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,233.1,96,118.1,225.66,0.523353718
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,235.69,97,128.08,232.75,0.550290011
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,238.28,98,140.25,223.17,0.628444683
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_01,iLID,Cell_09,240.87,99,138.4,229.53,0.602971289
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,-12.95,1,278.97,556.8,0.501023707
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,-10.36,2,293.34,533.54,0.549799453
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,-7.77,3,296.84,545.26,0.544400836
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,-5.18,4,288.2,524.23,0.549758694
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,-2.59,5,296.87,540.57,0.54917957
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,0,6,292.78,546.21,0.536020944
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,2.59,7,292.54,507.25,0.576717595
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,5.18,8,308.81,481.6,0.641216777
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,7.77,9,292.25,472.29,0.618793538
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,10.36,10,301.75,469.41,0.642828231
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,12.95,11,281.39,478.27,0.588349677
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,15.54,12,287.91,478.65,0.601504231
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,18.13,13,297.97,462.51,0.64424553
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,20.72,14,296.33,461.95,0.64147635
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,23.31,15,295.77,465.36,0.63557246
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,25.9,16,271.35,450.03,0.602959803
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,28.49,17,300.91,458.62,0.656120536
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,31.08,18,300.92,457.71,0.657446855
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,33.67,19,285.19,450.96,0.632406422
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,36.26,20,292.27,457.62,0.638674009
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,38.85,21,294.97,464.26,0.635355189
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,41.44,22,288.7,447.66,0.644909083
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,44.03,23,285.76,455.4,0.627492314
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,46.62,24,271.63,461.12,0.589065753
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,49.21,25,287.65,453.27,0.634610718
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,51.8,26,288.45,450.42,0.640402291
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,54.39,27,289.27,456.78,0.633280792
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,56.98,28,280.56,452.99,0.619351421
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,59.57,29,298.25,450.87,0.66149888
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,62.16,30,280.57,452.08,0.620620244
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,64.75,31,284.92,438.15,0.650279585
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,67.34,32,283.87,449.22,0.631917546
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,69.93,33,279.48,448.75,0.622796657
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,72.52,34,269.2,445.26,0.604590576
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,75.11,35,290.62,447.28,0.649749598
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,77.7,36,290.35,447.74,0.648479028
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,80.29,37,282.19,450.69,0.626128825
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,82.88,38,281.95,453.65,0.621514383
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,85.47,39,279.21,461.68,0.604769537
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,88.06,40,280.84,444.04,0.632465544
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,90.65,41,277.58,469.34,0.591426258
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,93.24,42,291.44,439.43,0.663222811
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,95.83,43,269.46,452.99,0.594847568
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,98.42,44,262.4,451.05,0.581753686
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,101.01,45,269.46,453.82,0.59375964
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,103.6,46,291.14,444.78,0.654570799
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,106.19,47,269.18,464.72,0.579230504
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,108.78,48,256.96,458.82,0.560045334
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,111.37,49,284.65,435.1,0.654217421
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,113.96,50,293.63,458.52,0.640386461
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,116.55,51,275.44,453.55,0.607297983
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,119.14,52,261.04,450.05,0.580024442
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,121.73,53,249.93,464.99,0.53749543
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,124.32,54,265.63,466.48,0.569434917
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,126.91,55,229.54,482.8,0.475434963
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,129.5,56,253.43,460.48,0.550360493
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,132.09,57,252.34,470.53,0.536288866
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,134.68,58,254.26,467.85,0.543464786
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,137.27,59,256.95,488.8,0.525675123
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,139.86,60,258.07,495.46,0.520869495
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,142.45,61,251.54,475.51,0.528989927
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,145.04,62,230.38,503.56,0.457502582
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,147.63,63,227.62,495.26,0.459596979
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,150.22,64,251.52,511.5,0.491730205
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,152.81,65,220.58,497.37,0.443492772
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,155.4,66,234.94,511.77,0.459073412
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,157.99,67,234.74,504.12,0.465643101
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,160.58,68,224.15,520.17,0.430916816
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,163.17,69,242.32,523.31,0.463052493
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,165.76,70,233.9,509.38,0.459185677
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,168.35,71,214.1,505.15,0.423834505
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,170.94,72,214.91,512.15,0.419623157
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,173.53,73,217.07,514.17,0.422175545
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,176.12,74,204.04,525.35,0.388388693
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,178.71,75,211.66,520.91,0.406327389
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,181.3,76,222.78,512.89,0.434362144
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,183.89,77,192.92,502.46,0.383950961
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,186.48,78,193.49,520.62,0.371653029
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,189.07,79,202.46,520.27,0.389144098
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,191.66,80,211.09,522.67,0.403868598
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,194.25,81,222.76,524.42,0.424774036
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,196.84,82,190.76,523.51,0.364386545
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,199.43,83,195.36,522.94,0.373580143
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,202.02,84,189.68,533,0.35587242
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,204.61,85,199.16,526.18,0.378501653
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,207.2,86,183.69,536.69,0.342264622
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,209.79,87,184.26,526.27,0.350124461
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,212.38,88,173.09,535.75,0.323079795
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,214.97,89,190.23,521.74,0.364606892
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,217.56,90,177.47,506.22,0.3505788
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,220.15,91,175.56,516.38,0.339982184
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,222.74,92,175.82,527.1,0.333560994
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,225.33,93,183.16,525.14,0.348783182
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,227.92,94,173.91,520.46,0.334146716
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,230.51,95,173.93,523.77,0.332073238
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,233.1,96,179.91,520.53,0.345628494
2,211216_OptoG003_03_4500_4516_iLID_P1_Cell_02,iLID,Cell_10,235.69,97,173.63,535.03,0.324523858
