Replicate,Experiment,Construct,Cell,Time_adjusted,Frame,Membrane,Cytosol,Ratio
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,-12.95,1,200.23,356.14,0.562222721
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,-10.36,2,202.58,362.64,0.558625634
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,-7.77,3,212.7,357.81,0.594449568
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,-5.18,4,218.74,353.31,0.619116357
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,-2.59,5,205.28,347.05,0.591499784
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,0,6,215.72,348.98,0.618144306
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,2.59,7,247.99,311.86,0.795196563
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,5.18,8,275.94,284.79,0.968924471
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,7.77,9,260.45,250.11,1.04134181
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,10.36,10,293.09,232.12,1.262665862
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,12.95,11,278.98,226.14,1.233660564
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,15.54,12,277.62,224.88,1.23452508
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,18.13,13,279.96,228.5,1.225207877
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,20.72,14,263.81,219.89,1.199736232
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,23.31,15,268.49,208.81,1.285810067
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,25.9,16,279.3,208.5,1.339568345
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,28.49,17,272.22,217.09,1.253949975
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,31.08,18,278.62,221.44,1.258218931
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,33.67,19,267.18,215.16,1.241773564
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,36.26,20,294.09,218.7,1.344718793
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,38.85,21,262.79,215.47,1.219612939
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,41.44,22,273.55,221.66,1.234097266
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,44.03,23,256.39,224.88,1.140119175
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,46.62,24,269.53,214.69,1.255438074
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,49.21,25,287.37,220.78,1.301612465
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,51.8,26,275.23,217.1,1.267756794
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,54.39,27,253.4,218.94,1.15739472
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,56.98,28,261.78,208.41,1.256081762
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,59.57,29,271.85,215.47,1.261660556
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,62.16,30,269.91,216.36,1.24750416
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,64.75,31,261.11,214.19,1.219057846
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,67.34,32,271.54,219.89,1.234890172
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,69.93,33,260.12,220.29,1.180807118
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,72.52,34,256.08,222.39,1.151490625
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,75.11,35,279.65,219.81,1.272235112
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,77.7,36,252.38,224.09,1.12624392
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,80.29,37,271.58,217.16,1.250598637
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,82.88,38,267.16,219.81,1.215413311
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,85.47,39,269.88,220.95,1.221452817
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,88.06,40,270.22,222.88,1.212401292
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,90.65,41,262.79,227.36,1.15583216
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,93.24,42,270.2,222.39,1.214982688
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,95.83,43,272.91,222.71,1.225405236
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,98.42,44,273.56,225.68,1.212158809
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,101.01,45,271.89,233.63,1.163763215
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,103.6,46,269.54,218.76,1.232126531
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,106.19,47,271.23,227.04,1.194635307
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,108.78,48,252.38,225.27,1.120344476
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,111.37,49,269.86,213.56,1.263626147
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,113.96,50,259.8,221.19,1.174555812
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,116.55,51,268.18,219.34,1.222668004
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,119.14,52,243.6,224.64,1.084401709
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,121.73,53,240.92,235.96,1.021020512
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,124.32,54,233.55,250.57,0.932074869
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,126.91,55,236.21,249.6,0.946354167
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,129.5,56,227.81,261.04,0.872701502
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,132.09,57,240.27,264.65,0.90787833
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,134.68,58,230.53,274.27,0.840522113
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,137.27,59,235.22,275.16,0.854848088
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,139.86,60,230.51,283.2,0.81394774
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,142.45,61,240.25,301.84,0.795951497
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,145.04,62,244.62,310.02,0.789045868
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,147.63,63,224.11,302.47,0.740932985
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,150.22,64,218.03,322.15,0.676796523
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,152.81,65,206.63,324.71,0.636352438
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,155.4,66,209.67,320.54,0.654114931
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,157.99,67,202.59,335.41,0.604007036
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,160.58,68,208.98,327.85,0.637425652
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,163.17,69,209.98,347.69,0.603928787
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,165.76,70,200.21,344.16,0.581735239
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,168.35,71,188.46,342,0.551052632
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,170.94,72,206.96,349.95,0.591398771
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,173.53,73,190.83,348.66,0.547324041
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,176.12,74,187.81,354.59,0.529653967
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,178.71,75,201.91,356.85,0.565811966
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,181.3,76,203.27,339.98,0.597888111
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,183.89,77,189.13,351.46,0.538126672
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,186.48,78,192.17,360.22,0.53347954
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,189.07,79,204.92,358.14,0.572178478
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,191.66,80,192.19,350.99,0.547565458
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,194.25,81,193.5,364.39,0.531024452
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,196.84,82,176.36,365.36,0.482701993
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,199.43,83,182.41,361.04,0.505234877
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,202.02,84,192.14,356.93,0.538312834
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,204.61,85,191.16,358.54,0.533162269
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,207.2,86,191.81,352.67,0.543879547
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,209.79,87,188.13,362.87,0.518450134
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,212.38,88,189.48,363.69,0.520993154
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,214.97,89,174.36,359.82,0.484575621
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,217.56,90,184.1,361.27,0.509591165
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,220.15,91,174.35,360.38,0.483794883
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,222.74,92,163.91,362.38,0.452315249
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,225.33,93,176.68,370.49,0.476881967
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,227.92,94,165.92,368.58,0.450160074
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,230.51,95,163.23,360.23,0.453127169
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,233.1,96,154.84,359.76,0.430398043
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,235.69,97,164.27,366.24,0.448531018
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,238.28,98,150.11,364.89,0.411384253
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_01,iLID,Cell_01,240.87,99,157.52,362.48,0.434561907
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,-12.95,1,368.98,525.66,0.701936613
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,-10.36,2,393.13,539.44,0.728774284
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,-7.77,3,370.29,526.41,0.703425087
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,-5.18,4,334.45,530.32,0.630656962
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,-2.59,5,376.14,534.57,0.703630956
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,0,6,356.84,528.41,0.675308946
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,2.59,7,418.69,475.41,0.880692455
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,5.18,8,450.11,445.98,1.009260505
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,7.77,9,480.1,416.31,1.153227162
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,10.36,10,474.28,403.74,1.174716402
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,12.95,11,473.42,401,1.180598504
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,15.54,12,443.82,382.33,1.16082965
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,18.13,13,449.66,384.87,1.168342557
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,20.72,14,471.15,385.82,1.22116531
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,23.31,15,474.28,369.28,1.284337088
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,25.9,16,454.13,364.63,1.245454296
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,28.49,17,442.92,375.47,1.179641516
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,31.08,18,457.71,370.74,1.234584884
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,33.67,19,466.66,365.66,1.276212875
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,36.26,20,452.76,375.11,1.207005945
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,38.85,21,492.24,383.55,1.28337896
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,41.44,22,476.96,380.41,1.253805105
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,44.03,23,445.61,378.9,1.176062286
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,46.62,24,410.64,386.38,1.062787929
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,49.21,25,468.92,384.6,1.21924077
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,51.8,26,422.3,385.57,1.095261561
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,54.39,27,410.64,382.94,1.072335092
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,56.98,28,447.39,385.21,1.161418447
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,59.57,29,467.56,376.64,1.241397621
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,62.16,30,436.64,385.77,1.131866138
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,64.75,31,417.81,387.01,1.079584507
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,67.34,32,424.98,379.46,1.119959943
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,69.93,33,444.69,392.01,1.134384327
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,72.52,34,428.54,387.43,1.106109491
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,75.11,35,449.65,386.59,1.163118549
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,77.7,36,465.75,378.63,1.230092703
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,80.29,37,434.82,387.33,1.122608628
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,82.88,38,450.05,384.12,1.171639071
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,85.47,39,468.45,385.21,1.216089925
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,88.06,40,445.65,383.36,1.162484349
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,90.65,41,452.34,395.99,1.142301573
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,93.24,42,448.76,387.2,1.158987603
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,95.83,43,467.58,387.14,1.207780131
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,98.42,44,471.14,390.42,1.206751703
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,101.01,45,476.06,399.63,1.191251908
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,103.6,46,465.31,404.51,1.150305308
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,106.19,47,505.2,399.56,1.26439083
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,108.78,48,466.21,386.79,1.205331058
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,111.37,49,456.38,398.27,1.145906044
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,113.96,50,477.84,394.76,1.210456987
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,116.55,51,480.11,399.15,1.202831016
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,119.14,52,478.82,408.15,1.173147127
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,121.73,53,452.31,412.14,1.09746688
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,124.32,54,460.84,417.68,1.103332695
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,126.91,55,456.82,439.71,1.03891201
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,129.5,56,446.03,434.16,1.027340151
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,132.09,57,433.08,466.15,0.92905717
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,134.68,58,422.74,466.55,0.906097953
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,137.27,59,446.51,478.71,0.932735894
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,139.86,60,442.48,475.13,0.931281965
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,142.45,61,415.13,484.26,0.857246107
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,145.04,62,416.9,501.22,0.83177048
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,147.63,63,423.63,498.95,0.84904299
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,150.22,64,442.91,506.08,0.875177837
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,152.81,65,426.33,526.54,0.809682075
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,155.4,66,430.39,526.75,0.81706692
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,157.99,67,422.29,531.36,0.794734267
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,160.58,68,417.79,533.69,0.782832731
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,163.17,69,415.56,543.86,0.764093701
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,165.76,70,422.76,541.29,0.781023111
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,168.35,71,433.5,541.39,0.800716674
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,170.94,72,427.21,547.49,0.78030649
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,173.53,73,422.72,560.93,0.753605619
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,176.12,74,422.32,542.41,0.778599215
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,178.71,75,412.42,560.79,0.735426809
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,181.3,76,421.85,542.27,0.777933502
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,183.89,77,391.84,564.09,0.694640926
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,186.48,78,424.1,550.65,0.770180696
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,189.07,79,424.55,569.24,0.745818987
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,191.66,80,438.87,570.9,0.768733579
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,194.25,81,410.21,561.34,0.730769231
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,196.84,82,417.83,570.48,0.732418314
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,199.43,83,403.02,570.33,0.706643522
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,202.02,84,420.03,556.34,0.754987957
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,204.61,85,416.9,571.03,0.730084234
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,207.2,86,393.2,569.24,0.690745555
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,209.79,87,419.61,561.62,0.747142196
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,212.38,88,382.85,556.41,0.688071746
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,214.97,89,407.98,564.84,0.722293039
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,217.56,90,380.6,559.42,0.680347503
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,220.15,91,377.03,568.35,0.663376441
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,222.74,92,422.75,552.64,0.764964534
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,225.33,93,390.92,578.58,0.675654188
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,227.92,94,406.17,568.69,0.714220401
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,230.51,95,399.43,560.11,0.713127778
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,233.1,96,373.04,558.19,0.668302908
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,235.69,97,403.47,565.82,0.713071295
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,238.28,98,364.46,555.37,0.656247187
1,211215_OptoG003_01_4500_4516_iLID_P2_Cell_02,iLID,Cell_02,240.87,99,390.06,556.26,0.701218854
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,-12.95,1,205.16,486.08,0.422070441
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,-10.36,2,166.99,478.4,0.349059365
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,-7.77,3,202.34,470.7,0.429870406
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,-5.18,4,170.37,460.43,0.370023674
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,-2.59,5,200.67,491.36,0.408397102
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,0,6,206.28,481.7,0.42823334
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,2.59,7,227.03,477.02,0.475933923
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,5.18,8,294.39,481.86,0.610945088
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,7.77,9,291.61,511.28,0.57035284
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,10.36,10,323.02,487.28,0.662904285
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,12.95,11,352.22,468.74,0.751418697
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,15.54,12,343.83,460.89,0.746013148
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,18.13,13,360.11,482.47,0.746388376
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,20.72,14,356.73,469.49,0.75982449
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,23.31,15,378.04,490.63,0.770519536
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,25.9,16,378.06,467.22,0.809169128
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,28.49,17,432.52,468.71,0.922788078
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,31.08,18,434.21,465.26,0.933263122
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,33.67,19,398.28,453.21,0.878797908
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,36.26,20,409.47,467.06,0.876696784
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,38.85,21,408.94,461.63,0.885860971
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,41.44,22,390.39,477.02,0.818393359
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,44.03,23,406.14,473.41,0.857903297
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,46.62,24,429.67,477.91,0.899060493
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,49.21,25,443.14,480.8,0.921672213
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,51.8,26,424.66,470.84,0.901919973
