 ,Label,Mean,Slice
285,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t72,182.13,72
286,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t72,194.54,72
287,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t72,229.99,72
288,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t72,274.05,72
289,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t73,171.33,73
290,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t73,207.90,73
291,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t73,222.14,73
292,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t73,271.14,73
293,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t74,166.44,74
294,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t74,218.13,74
295,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t74,219.11,74
296,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t74,266.80,74
297,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t75,170.09,75
298,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t75,220.63,75
299,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t75,218.85,75
300,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t75,267.80,75
301,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t76,176.75,76
302,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t76,216.61,76
303,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t76,225.24,76
304,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t76,269.79,76
305,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t77,186.34,77
306,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t77,203.22,77
307,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t77,232.18,77
308,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t77,271.61,77
309,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t78,188.60,78
310,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t78,192.52,78
311,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t78,236.30,78
312,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t78,271.84,78
313,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t79,182.75,79
314,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t79,198.66,79
315,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t79,232.98,79
316,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t79,272.62,79
317,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t80,174.03,80
318,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t80,213.94,80
319,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t80,225.48,80
320,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t80,268.00,80
321,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t81,165.24,81
322,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t81,220.02,81
323,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t81,220.02,81
324,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t81,267.44,81
325,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t82,165.21,82
326,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t82,217.55,82
327,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t82,216.15,82
328,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t82,263.57,82
329,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t83,173.11,83
330,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t83,208.89,83
331,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t83,220.89,83
332,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t83,266.52,83
333,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t84,184.76,84
334,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t84,195.55,84
335,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t84,224.14,84
336,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t84,266.67,84
337,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t85,185.34,85
338,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t85,190.46,85
339,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t85,221.60,85
340,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t85,260.53,85
341,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t86,180.53,86
342,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t86,206.19,86
343,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t86,226.11,86
344,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t86,265.64,86
345,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t87,171.60,87
346,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t87,221.83,87
347,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t87,233.89,87
348,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t87,267.54,87
349,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t88,141.85,88
350,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t88,192.36,88
351,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t88,199.74,88
352,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t88,233.82,88
353,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t89,129.35,89
354,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t89,152.85,89
355,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t89,169.68,89
356,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t89,196.87,89
357,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t90,126.58,90
358,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t90,145.57,90
359,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t90,163.54,90
360,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t90,189.43,90
361,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t91,126.92,91
362,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t91,145.35,91
363,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t91,163.62,91
364,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t91,189.25,91
365,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t92,126.64,92
366,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t92,145.95,92
367,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t92,163.30,92
368,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t92,189.75,92
369,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t93,126.43,93
370,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t93,145.64,93
371,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t93,162.47,93
372,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t93,188.73,93
373,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t94,125.90,94
374,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t94,145.64,94
375,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t94,161.97,94
376,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t94,188.84,94
377,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t95,126.28,95
378,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t95,146.09,95
379,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t95,161.87,95
380,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t95,188.72,95
381,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t96,126.85,96
382,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t96,146.56,96
383,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t96,162.30,96
384,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t96,189.60,96
385,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t97,126.19,97
386,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t97,146.61,97
387,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t97,161.62,97
388,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t97,189.26,97
389,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t98,126.50,98
390,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t98,146.84,98
391,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t98,161.35,98
392,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t98,189.77,98
393,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t99,126.89,99
394,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t99,147.46,99
395,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t99,161.80,99
396,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t99,190.12,99
397,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t100,127.23,100
398,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t100,147.79,100
399,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t100,161.37,100
400,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t100,191.25,100
401,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t101,126.55,101
402,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t101,146.90,101
403,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t101,161.06,101
404,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t101,190.38,101
405,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t102,127.01,102
406,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t102,146.42,102
407,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t102,160.61,102
408,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t102,190.09,102
409,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t103,126.88,103
410,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t103,146.02,103
411,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t103,160.46,103
412,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t103,190.49,103
413,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t104,127.58,104
414,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t104,147.28,104
415,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t104,161.55,104
416,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t104,191.71,104
417,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t105,127.27,105
418,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t105,147.30,105
419,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t105,161.48,105
420,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t105,191.48,105
421,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t106,126.94,106
422,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t106,147.26,106
423,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t106,160.98,106
424,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t106,191.04,106
425,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t107,127.26,107
426,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t107,147.23,107
427,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t107,161.21,107
428,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t107,192.06,107
429,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t108,127.64,108
430,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t108,147.89,108
431,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t108,162.03,108
432,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t108,192.20,108
433,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t109,126.71,109
434,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t109,147.76,109
435,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t109,161.19,109
436,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t109,191.68,109
437,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t110,127.00,110
438,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t110,147.32,110
439,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t110,161.36,110
440,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t110,191.42,110
441,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t111,127.14,111
442,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t111,148.34,111
443,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t111,161.97,111
444,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t111,192.18,111
445,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t112,127.15,112
446,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t112,148.32,112
447,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t112,161.59,112
448,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t112,192.34,112
449,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t113,127.47,113
450,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t113,147.86,113
451,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t113,161.77,113
452,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t113,192.20,113
453,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t114,127.23,114
454,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t114,147.91,114
455,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t114,161.47,114
456,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t114,192.23,114
457,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t115,127.36,115
458,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t115,147.87,115
459,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t115,161.71,115
460,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t115,191.92,115
461,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t116,127.30,116
462,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t116,147.88,116
463,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t116,161.83,116
464,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t116,191.79,116
465,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t117,126.58,117
466,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t117,148.37,117
467,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t117,161.50,117
468,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t117,190.62,117
469,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t118,127.36,118
470,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t118,148.38,118
471,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t118,161.88,118
472,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t118,191.48,118
473,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t119,127.56,119
474,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t119,148.08,119
475,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t119,162.25,119
476,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t119,192.21,119
477,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t120,127.39,120
478,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t120,148.05,120
479,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t120,161.79,120
480,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t120,191.84,120
481,YFP:Cell-01:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t121,127.41,121
482,YFP:Cell-02:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t121,148.50,121
483,YFP:Cell-03:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t121,161.95,121
484,YFP:Cell-04:180228_YCaM3.60_His_Py-02_w2YCam-YFP_t121,191.58,121
