ID,Material,Requesting Country,Date Ordered
176129,pLV-SspB-HaloTag-p63DH,CANADA,11/30/2022
84325,pH1R-mCherry-N1,MACAO,11/29/2022
84327,pH3R-mCherry-N1,MACAO,11/29/2022
84329,pP2A-mCherry-N1,UNITED STATES,11/28/2022
36204,pmTurquoise2-ER,SWEDEN,11/28/2022
137802,EMTB-mNeonGreen,CHINA,11/28/2022
137806,mNeonGreen-peroxi,CHINA,11/28/2022
137805,ER-mScarletI,JAPAN,11/28/2022
176105,LifeAct-HaloTag,UNITED KINGDOM,11/25/2022
176105,LifeAct-HaloTag,GERMANY,11/22/2022
176100,mTurquoise2-3xrGBD,UNITED STATES,11/21/2022
176101,3xmNeonGreen-3xrGBD,UNITED STATES,11/21/2022
176136,pEntr1a-wGBD-mTurquoise2-wGBD,UNITED STATES,11/21/2022
191450,CMVdel-dimericTomato-WASp(CRIB),UNITED STATES,11/21/2022
36202,pmTurquoise2-Tubulin,CZECH REPUBLIC,11/21/2022
84329,pP2A-mCherry-N1,UNITED STATES,11/18/2022
84332,pH3R-P2A-mCherry-N1,UNITED STATES,11/18/2022
84333,pH4R-P2A-mCherry-N1,UNITED STATES,11/18/2022
176105,LifeAct-HaloTag,SWITZERLAND,11/18/2022
145030,pPB-3xnls-Tq-Ca-FLITS,GERMANY,11/18/2022
137804,ER-mNeonGreen,UNITED STATES,11/17/2022
60491,pH2B-SCFP1-2A-mTq2-NES,UNITED STATES,11/14/2022
137805,ER-mScarletI,HONG KONG,11/09/2022
137806,mNeonGreen-peroxi,HONG KONG,11/09/2022
137811,ITPKA-mTurquoise2,HONG KONG,11/09/2022
176105,LifeAct-HaloTag,UNITED STATES,11/09/2022
176091,mNeonGreen-3xrGBD,UNITED STATES,11/09/2022
176098,dimericTomato-2xrGBD,UNITED STATES,11/09/2022
36204,pmTurquoise2-ER,SWITZERLAND,11/09/2022
137806,mNeonGreen-peroxi,GERMANY,11/08/2022
84337,pLck-mVenus-C1,UNITED STATES,11/04/2022
176098,dimericTomato-2xrGBD,CHINA,11/04/2022
137804,ER-mNeonGreen,JAPAN,11/02/2022
137804,ER-mNeonGreen,JAPAN,11/01/2022
22881,pSGFP2-C1,AUSTRALIA,11/01/2022
84329,pP2A-mCherry-N1,UNITED STATES,11/01/2022
137804,ER-mNeonGreen,UNITED STATES,11/01/2022
137804,ER-mNeonGreen,UNITED STATES,10/28/2022
137805,ER-mScarletI,UNITED STATES,10/28/2022
176112,SSpB-mCherry-p63DH,UNITED STATES,10/28/2022
137785,HsB2AR-mCherry,UNITED STATES,10/25/2022
145030,pPB-3xnls-Tq-Ca-FLITS,UNITED STATES,10/25/2022
84330,pH1R-P2A-mCherry-N1,ITALY,10/24/2022
137802,EMTB-mNeonGreen,UNITED STATES,10/19/2022
137808,mNeonGreen-MapTau,UNITED STATES,10/19/2022
176105,LifeAct-HaloTag,UNITED STATES,10/19/2022
137805,ER-mScarletI,UNITED STATES,10/16/2022
137805,ER-mScarletI,AUSTRALIA,10/13/2022
176105,LifeAct-HaloTag,UNITED KINGDOM,10/13/2022
145027,pLV-H2B-Maroon-P2A-3xnls-Tq-Ca-FLITS,UNITED STATES,10/13/2022
69626,cpVenus-Gγ2,GERMANY,10/12/2022
22880,pSBFP2-C1,UNITED STATES,10/11/2022
36206,pmTurquoise2-NES,UNITED STATES,10/07/2022
60494,pmTurquoise2-T2A-Venus(L68V),FRANCE,10/07/2022
67900,pmCherry-FKBP12-C1,GERMANY,10/07/2022
176093,miRFP670 - H2A,UNITED STATES,10/05/2022
67899,pYC3.60-C1,UNITED STATES,10/05/2022
36202,pmTurquoise2-Tubulin,NETHERLANDS,10/04/2022
60560,pmTurquoise2-C1,UNITED STATES,09/29/2022
60561,pmTurquoise2-N1,UNITED STATES,09/29/2022
36202,pmTurquoise2-Tubulin,GERMANY,09/29/2022
176105,LifeAct-HaloTag,CANADA,09/27/2022
36205,pmTurquoise2-Golgi,SWITZERLAND,09/26/2022
36206,pmTurquoise2-NES,SWITZERLAND,09/26/2022
137804,ER-mNeonGreen,SWITZERLAND,09/26/2022
137805,ER-mScarletI,SWITZERLAND,09/26/2022
36202,pmTurquoise2-Tubulin,UNITED STATES,09/21/2022
36202,pmTurquoise2-Tubulin,UNITED STATES,09/20/2022
137802,EMTB-mNeonGreen,UNITED STATES,09/16/2022
137805,ER-mScarletI,FRANCE,09/15/2022
84327,pH3R-mCherry-N1,UNITED STATES,09/14/2022
84328,pH4R-mCherry-N1,UNITED STATES,09/14/2022
137801,EMTB-mScarletI,JAPAN,09/13/2022
137808,mNeonGreen-MapTau,SINGAPORE,09/12/2022
176098,dimericTomato-2xrGBD,JAPAN,09/11/2022
176096,H2A-mTurquoise-RHOG-QL-deltaCAAX,UNITED STATES,09/08/2022
84329,pP2A-mCherry-N1,UNITED STATES,09/07/2022
36203,pmTurquoise2-Peroxi,POLAND,09/07/2022
137806,mNeonGreen-peroxi,POLAND,09/07/2022
84329,pP2A-mCherry-N1,UNITED STATES,09/06/2022
36204,pmTurquoise2-ER,FRANCE,09/06/2022
137805,ER-mScarletI,UNITED KINGDOM,09/05/2022
137804,ER-mNeonGreen,JAPAN,09/01/2022
36201,pLifeAct-mTurquoise2,UNITED STATES,08/31/2022
137806,mNeonGreen-peroxi,JAPAN,08/31/2022
137804,ER-mNeonGreen,JAPAN,08/28/2022
137789,RnBarr1-mTurquoise2,BELGIUM,08/25/2022
137792,RnBarr2-mTurquoise2,BELGIUM,08/25/2022
137800,mCherry-RnBarr2,BELGIUM,08/25/2022
176098,dimericTomato-2xrGBD,GERMANY,08/23/2022
137809,PiggyBac-G13-sensor,UNITED STATES,08/22/2022
36201,pLifeAct-mTurquoise2,HONG KONG,08/19/2022
36209,pPalmitoyl-mTurquoise2,HONG KONG,08/19/2022
176101,3xmNeonGreen-3xrGBD,UNITED STATES,08/16/2022
137804,ER-mNeonGreen,UNITED STATES,08/16/2022
176093,miRFP670 - H2A,UNITED STATES,08/16/2022
60559,pmTurquoise-N1,JAPAN,08/16/2022
137805,ER-mScarletI,ISRAEL,08/15/2022
137811,ITPKA-mTurquoise2,UNITED KINGDOM,08/11/2022
137805,ER-mScarletI,UNITED STATES,08/10/2022
84329,pP2A-mCherry-N1,UNITED STATES,08/10/2022
137811,ITPKA-mTurquoise2,TAIWAN,08/10/2022
84326,pH2R-mCherry-N1,GERMANY,08/09/2022
137805,ER-mScarletI,UNITED STATES,08/08/2022
60558,pmTurquoise-C1,GERMANY,08/04/2022
60559,pmTurquoise-N1,GERMANY,08/04/2022
84332,pH3R-P2A-mCherry-N1,NETHERLANDS,08/03/2022
176098,dimericTomato-2xrGBD,UNITED STATES,07/27/2022
36204,pmTurquoise2-ER,UNITED STATES,07/26/2022
137805,ER-mScarletI,TAIWAN,07/19/2022
22880,pSBFP2-C1,UNITED STATES,07/18/2022
176105,LifeAct-HaloTag,UNITED STATES,07/18/2022
176106,mNeonGreen-Paxillin,SWITZERLAND,07/14/2022
145030,pPB-3xnls-Tq-Ca-FLITS,GERMANY,07/14/2022
36203,pmTurquoise2-Peroxi,BRAZIL,07/11/2022
36205,pmTurquoise2-Golgi,BRAZIL,07/11/2022
84325,pH1R-mCherry-N1,GERMANY,07/11/2022
60493,pmVenus(L68V)-mTurquoise2,INDIA,07/11/2022
60494,pmTurquoise2-T2A-Venus(L68V),INDIA,07/11/2022
60561,pmTurquoise2-N1,INDIA,07/11/2022
176105,LifeAct-HaloTag,UNITED STATES,07/08/2022
176098,dimericTomato-2xrGBD,UNITED KINGDOM,07/08/2022
137805,ER-mScarletI,SWEDEN,07/07/2022
36204,pmTurquoise2-ER,UNITED STATES,07/06/2022
60561,pmTurquoise2-N1,UNITED STATES,07/06/2022
137804,ER-mNeonGreen,SINGAPORE,07/06/2022
137805,ER-mScarletI,SINGAPORE,07/06/2022
176105,LifeAct-HaloTag,UNITED STATES,07/05/2022
137790,RnBarr1-mVenus,GERMANY,07/05/2022
137793,RnBarr2-mVenus,GERMANY,07/05/2022
84325,pH1R-mCherry-N1,"KOREA, REPUBLIC OF",07/05/2022
176124,TOMM20-mTurquoise-Rac1-G12V-deltaCaaX,GERMANY,07/04/2022
69623,Gβ-2A-cpV-Gγ2-IRES-Gαi1-mTq2,JAPAN,07/03/2022
22880,pSBFP2-C1,UNITED STATES,07/01/2022
145027,pLV-H2B-Maroon-P2A-3xnls-Tq-Ca-FLITS,UNITED STATES,06/30/2022
137785,HsB2AR-mCherry,"KOREA, REPUBLIC OF",06/28/2022
67895,p63(1-29)-mCherry-N1,UNITED STATES,06/28/2022
137805,ER-mScarletI,UNITED KINGDOM,06/27/2022
36207,pmTurquoise2-H2A,"KOREA, REPUBLIC OF",06/24/2022
36205,pmTurquoise2-Golgi,UNITED STATES,06/23/2022
137805,ER-mScarletI,"KOREA, REPUBLIC OF",06/23/2022
137794,RnBarr2-mCherry,AUSTRALIA,06/20/2022
176116,SSpB-HaloTag-p63DH,UNITED STATES,06/20/2022
84330,pH1R-P2A-mCherry-N1,JAPAN,06/19/2022
84331,pH2R-P2A-mCherry-N1,JAPAN,06/19/2022
36204,pmTurquoise2-ER,UNITED STATES,06/16/2022
69622,Galphai3-mTurquoise2,UNITED STATES,06/16/2022
176105,LifeAct-HaloTag,GERMANY,06/16/2022
36202,pmTurquoise2-Tubulin,UNITED STATES,06/15/2022
176091,mNeonGreen-3xrGBD,UNITED STATES,06/15/2022
22905,pSYFP2-SCFP3A,UNITED KINGDOM,06/13/2022
145027,pLV-H2B-Maroon-P2A-3xnls-Tq-Ca-FLITS,UNITED STATES,06/10/2022
176098,dimericTomato-2xrGBD,UNITED STATES,06/09/2022
176101,3xmNeonGreen-3xrGBD,UNITED STATES,06/09/2022
137804,ER-mNeonGreen,UNITED STATES,06/09/2022
137785,HsB2AR-mCherry,GERMANY,06/09/2022
36201,pLifeAct-mTurquoise2,UNITED STATES,06/08/2022
137805,ER-mScarletI,UNITED STATES,06/07/2022
145030,pPB-3xnls-Tq-Ca-FLITS,CANADA,06/06/2022
176106,mNeonGreen-Paxillin,UNITED STATES,05/31/2022
36204,pmTurquoise2-ER,INDIA,05/30/2022
137804,ER-mNeonGreen,UNITED STATES,05/26/2022
60561,pmTurquoise2-N1,UNITED KINGDOM,05/25/2022
137804,ER-mNeonGreen,IRELAND,05/25/2022
176106,mNeonGreen-Paxillin,GERMANY,05/24/2022
176098,dimericTomato-2xrGBD,AUSTRALIA,05/23/2022
176101,3xmNeonGreen-3xrGBD,AUSTRALIA,05/23/2022
176108,HaloTag-3xrGBD,AUSTRALIA,05/23/2022
176137,pEntra1a-mTurquoise2-3xrGBD,AUSTRALIA,05/23/2022
176091,mNeonGreen-3xrGBD,TAIWAN,05/18/2022
176098,dimericTomato-2xrGBD,TAIWAN,05/18/2022
137804,ER-mNeonGreen,ROMANIA,05/13/2022
137805,ER-mScarletI,ROMANIA,05/13/2022
176113,SspB-HaloTag-DHPH-ITSN1,UNITED STATES,05/02/2022
137793,RnBarr2-mVenus,SWITZERLAND,04/28/2022
60493,pmVenus(L68V)-mTurquoise2,GERMANY,04/27/2022
137804,ER-mNeonGreen,GERMANY,04/27/2022
137811,ITPKA-mTurquoise2,GERMANY,04/27/2022
176105,LifeAct-HaloTag,GERMANY,04/25/2022
36208,pmTurquoise2-Mito,FRANCE,04/22/2022
137801,EMTB-mScarletI,UNITED STATES,04/19/2022
137802,EMTB-mNeonGreen,UNITED STATES,04/19/2022
60561,pmTurquoise2-N1,UNITED STATES,04/19/2022
145030,pPB-3xnls-Tq-Ca-FLITS,UNITED STATES,04/15/2022
67900,pmCherry-FKBP12-C1,UNITED STATES,04/14/2022
67902,Lck-FRB-ECFP(W66A),UNITED STATES,04/14/2022
137804,ER-mNeonGreen,FRANCE,04/14/2022
176105,LifeAct-HaloTag,UNITED STATES,04/11/2022
176098,dimericTomato-2xrGBD,UNITED STATES,04/11/2022
60494,pmTurquoise2-T2A-Venus(L68V),NETHERLANDS,04/11/2022
60494,pmTurquoise2-T2A-Venus(L68V),UNITED STATES,04/04/2022
176093,miRFP670 - H2A,UNITED KINGDOM,04/04/2022
137804,ER-mNeonGreen,UNITED STATES,04/01/2022
137805,ER-mScarletI,JAPAN,04/01/2022
69623,Gβ-2A-cpV-Gγ2-IRES-Gαi1-mTq2,GERMANY,04/01/2022
137804,ER-mNeonGreen,DENMARK,04/01/2022
36201,pLifeAct-mTurquoise2,UNITED STATES,03/31/2022
36205,pmTurquoise2-Golgi,GERMANY,03/31/2022
137804,ER-mNeonGreen,GERMANY,03/30/2022
137805,ER-mScarletI,CANADA,03/28/2022
137803,EMTB-mTurquoise2,CHINA,03/25/2022
176106,mNeonGreen-Paxillin,CYPRUS,03/24/2022
176130,pLV-Lck-FRB-mTurquoise2,UNITED STATES,03/22/2022
176091,mNeonGreen-3xrGBD,UNITED STATES,03/21/2022
176098,dimericTomato-2xrGBD,UNITED STATES,03/21/2022
176101,3xmNeonGreen-3xrGBD,UNITED STATES,03/21/2022
36203,pmTurquoise2-Peroxi,CZECH REPUBLIC,03/20/2022
137805,ER-mScarletI,CZECH REPUBLIC,03/20/2022
22880,pSBFP2-C1,CANADA,03/18/2022
36204,pmTurquoise2-ER,CANADA,03/18/2022
36205,pmTurquoise2-Golgi,CANADA,03/18/2022
137804,ER-mNeonGreen,UNITED STATES,03/18/2022
60494,pmTurquoise2-T2A-Venus(L68V),UNITED STATES,03/17/2022
84330,pH1R-P2A-mCherry-N1,TAIWAN,03/15/2022
176106,mNeonGreen-Paxillin,CANADA,03/10/2022
137807,mTurquoise2-MapTau,GERMANY,03/10/2022
36208,pmTurquoise2-Mito,UNITED STATES,03/09/2022
67903,FRB-ECFP(W66A)-Giantin,UNITED KINGDOM,03/08/2022
84329,pP2A-mCherry-N1,GERMANY,03/08/2022
137804,ER-mNeonGreen,UNITED STATES,03/07/2022
137805,ER-mScarletI,UNITED STATES,03/07/2022
176104,SspB-mCherry-DHPH-TIAM1,CHINA,03/06/2022
176098,dimericTomato-2xrGBD,CANADA,03/03/2022
137803,EMTB-mTurquoise2,UNITED STATES,02/22/2022
22878,pSYFP2-C1,UNITED STATES,02/22/2022
176106,mNeonGreen-Paxillin,FRANCE,02/22/2022
36206,pmTurquoise2-NES,CANADA,02/17/2022
60560,pmTurquoise2-C1,AUSTRALIA,02/16/2022
137801,EMTB-mScarletI,UNITED STATES,02/14/2022
36204,pmTurquoise2-ER,GERMANY,02/12/2022
176100,mTurquoise2-3xrGBD,SWITZERLAND,02/10/2022
145027,pLV-H2B-Maroon-P2A-3xnls-Tq-Ca-FLITS,ISRAEL,02/10/2022
22878,pSYFP2-C1,UNITED STATES,02/07/2022
137804,ER-mNeonGreen,UNITED STATES,02/04/2022
176105,LifeAct-HaloTag,UNITED STATES,02/02/2022
176105,LifeAct-HaloTag,UNITED STATES,02/02/2022
84325,pH1R-mCherry-N1,BELGIUM,01/31/2022
36202,pmTurquoise2-Tubulin,UNITED STATES,01/30/2022
176098,dimericTomato-2xrGBD,CHINA,01/28/2022
137794,RnBarr2-mCherry,UNITED STATES,01/28/2022
137800,mCherry-RnBarr2,UNITED STATES,01/28/2022
176105,LifeAct-HaloTag,JAPAN,01/27/2022
60493,pmVenus(L68V)-mTurquoise2,"KOREA, REPUBLIC OF",01/27/2022
137809,PiggyBac-G13-sensor,UNITED STATES,01/26/2022
22905,pSYFP2-SCFP3A,UNITED STATES,01/25/2022
137804,ER-mNeonGreen,INDIA,01/25/2022
60560,pmTurquoise2-C1,GERMANY,01/24/2022
60561,pmTurquoise2-N1,GERMANY,01/24/2022
36204,pmTurquoise2-ER,FRANCE,01/21/2022
36208,pmTurquoise2-Mito,FRANCE,01/21/2022
36206,pmTurquoise2-NES,SPAIN,01/17/2022
137804,ER-mNeonGreen,"KOREA, REPUBLIC OF",01/17/2022
36201,pLifeAct-mTurquoise2,UNITED STATES,01/14/2022
176105,LifeAct-HaloTag,UNITED STATES,01/14/2022
22880,pSBFP2-C1,UNITED STATES,01/04/2022
137805,ER-mScarletI,UNITED STATES,12/30/2021
176105,LifeAct-HaloTag,UNITED STATES,12/28/2021
84339,p63RhoGEF619-mVenus-N1,"KOREA, REPUBLIC OF",12/28/2021
36205,pmTurquoise2-Golgi,UNITED STATES,12/20/2021
36203,pmTurquoise2-Peroxi,ESTONIA,12/16/2021
67900,pmCherry-FKBP12-C1,UNITED STATES,12/16/2021
84326,pH2R-mCherry-N1,CHILE,12/14/2021
36205,pmTurquoise2-Golgi,CHINA,12/13/2021
36208,pmTurquoise2-Mito,UNITED STATES,12/10/2021
137804,ER-mNeonGreen,CHINA,12/09/2021
137805,ER-mScarletI,CHINA,12/09/2021
60493,pmVenus(L68V)-mTurquoise2,PORTUGAL,12/09/2021
84337,pLck-mVenus-C1,PORTUGAL,12/09/2021
145027,pLV-H2B-Maroon-P2A-3xnls-Tq-Ca-FLITS,CHINA,12/09/2021
176098,dimericTomato-2xrGBD,UNITED STATES,12/08/2021
176101,3xmNeonGreen-3xrGBD,UNITED STATES,12/08/2021
137805,ER-mScarletI,TAIWAN,12/07/2021
176101,3xmNeonGreen-3xrGBD,GERMANY,12/06/2021
60493,pmVenus(L68V)-mTurquoise2,UNITED STATES,12/03/2021
60494,pmTurquoise2-T2A-Venus(L68V),UNITED STATES,12/03/2021
36205,pmTurquoise2-Golgi,CHINA,12/01/2021
137801,EMTB-mScarletI,UNITED KINGDOM,12/01/2021
84326,pH2R-mCherry-N1,UNITED STATES,11/30/2021
84327,pH3R-mCherry-N1,UNITED STATES,11/30/2021
84328,pH4R-mCherry-N1,UNITED STATES,11/30/2021
176112,SSpB-mCherry-p63DH,UNITED STATES,11/29/2021
137805,ER-mScarletI,HUNGARY,11/29/2021
36203,pmTurquoise2-Peroxi,FRANCE,11/26/2021
137805,ER-mScarletI,UNITED STATES,11/23/2021
137804,ER-mNeonGreen,UNITED STATES,11/22/2021
67904,ECFP(W66A)-FRB-MoA,FRANCE,11/22/2021
137804,ER-mNeonGreen,GERMANY,11/18/2021
67903,FRB-ECFP(W66A)-Giantin,FRANCE,11/17/2021
137808,mNeonGreen-MapTau,UNITED STATES,11/17/2021
145027,pLV-H2B-Maroon-P2A-3xnls-Tq-Ca-FLITS,UNITED STATES,11/12/2021
22880,pSBFP2-C1,UNITED KINGDOM,11/12/2021
84334,mCherry-C1-TGAT,UNITED STATES,11/11/2021
36201,pLifeAct-mTurquoise2,MALAYSIA,11/08/2021
176098,dimericTomato-2xrGBD,UNITED STATES,11/08/2021
60560,pmTurquoise2-C1,UNITED STATES,11/05/2021
36201,pLifeAct-mTurquoise2,UNITED STATES,11/04/2021
36203,pmTurquoise2-Peroxi,JAPAN,11/04/2021
36204,pmTurquoise2-ER,JAPAN,11/04/2021
36208,pmTurquoise2-Mito,JAPAN,11/04/2021
176098,dimericTomato-2xrGBD,JAPAN,11/04/2021
145027,pLV-H2B-Maroon-P2A-3xnls-Tq-Ca-FLITS,JAPAN,11/03/2021
36201,pLifeAct-mTurquoise2,UNITED STATES,10/31/2021
137801,EMTB-mScarletI,UNITED STATES,10/31/2021
137803,EMTB-mTurquoise2,UNITED STATES,10/31/2021
137811,ITPKA-mTurquoise2,UNITED STATES,10/31/2021
36208,pmTurquoise2-Mito,UNITED KINGDOM,10/29/2021
137802,EMTB-mNeonGreen,UNITED KINGDOM,10/29/2021
137805,ER-mScarletI,UNITED KINGDOM,10/29/2021
84325,pH1R-mCherry-N1,UNITED STATES,10/21/2021
137806,mNeonGreen-peroxi,SWEDEN,10/19/2021
60494,pmTurquoise2-T2A-Venus(L68V),BRAZIL,10/18/2021
69626,cpVenus-Gγ2,JAPAN,10/14/2021
36202,pmTurquoise2-Tubulin,GERMANY,10/11/2021
36204,pmTurquoise2-ER,HONG KONG,10/11/2021
22878,pSYFP2-C1,UNITED STATES,10/07/2021
36209,pPalmitoyl-mTurquoise2,CHILE,10/05/2021
137805,ER-mScarletI,GERMANY,10/04/2021
137804,ER-mNeonGreen,SWITZERLAND,10/01/2021
22880,pSBFP2-C1,CANADA,09/30/2021
84329,pP2A-mCherry-N1,UNITED STATES,09/27/2021
84325,pH1R-mCherry-N1,UNITED KINGDOM,09/23/2021
36205,pmTurquoise2-Golgi,UNITED STATES,09/23/2021
137804,ER-mNeonGreen,UNITED KINGDOM,09/22/2021
137805,ER-mScarletI,UNITED KINGDOM,09/22/2021
137801,EMTB-mScarletI,UNITED STATES,09/17/2021
145027,pLV-H2B-Maroon-P2A-3xnls-Tq-Ca-FLITS,UNITED STATES,09/11/2021
84330,pH1R-P2A-mCherry-N1,SINGAPORE,09/09/2021
84329,pP2A-mCherry-N1,UNITED STATES,09/09/2021
137804,ER-mNeonGreen,UNITED STATES,09/03/2021
84325,pH1R-mCherry-N1,UNITED STATES,09/03/2021
36204,pmTurquoise2-ER,JAPAN,09/02/2021
145030,pPB-3xnls-Tq-Ca-FLITS,UNITED STATES,08/27/2021
36201,pLifeAct-mTurquoise2,UNITED STATES,08/27/2021
137805,ER-mScarletI,UNITED KINGDOM,08/20/2021
36207,pmTurquoise2-H2A,UNITED STATES,08/19/2021
137804,ER-mNeonGreen,UNITED STATES,08/18/2021
36209,pPalmitoyl-mTurquoise2,BRAZIL,08/12/2021
36201,pLifeAct-mTurquoise2,CHINA,08/10/2021
36208,pmTurquoise2-Mito,CHINA,08/08/2021
36209,pPalmitoyl-mTurquoise2,INDIA,08/03/2021
137801,EMTB-mScarletI,UNITED STATES,08/02/2021
22880,pSBFP2-C1,CANADA,07/30/2021
137807,mTurquoise2-MapTau,AUSTRALIA,07/29/2021
137808,mNeonGreen-MapTau,AUSTRALIA,07/29/2021
137806,mNeonGreen-peroxi,HUNGARY,07/29/2021
36205,pmTurquoise2-Golgi,UNITED STATES,07/28/2021
84329,pP2A-mCherry-N1,UNITED STATES,07/26/2021
22878,pSYFP2-C1,GERMANY,07/26/2021
36208,pmTurquoise2-Mito,UNITED STATES,07/22/2021
84329,pP2A-mCherry-N1,SPAIN,07/19/2021
36203,pmTurquoise2-Peroxi,UNITED STATES,07/19/2021
137804,ER-mNeonGreen,UNITED STATES,07/19/2021
137805,ER-mScarletI,UNITED STATES,07/19/2021
137804,ER-mNeonGreen,PORTUGAL,07/19/2021
137805,ER-mScarletI,PORTUGAL,07/19/2021
137804,ER-mNeonGreen,UNITED STATES,07/15/2021
67900,pmCherry-FKBP12-C1,UNITED STATES,07/14/2021
137802,EMTB-mNeonGreen,GERMANY,07/14/2021
84330,pH1R-P2A-mCherry-N1,CHINA,07/13/2021
137803,EMTB-mTurquoise2,UNITED STATES,07/12/2021
84330,pH1R-P2A-mCherry-N1,SPAIN,07/09/2021
36205,pmTurquoise2-Golgi,UNITED KINGDOM,07/08/2021
145027,pLV-H2B-Maroon-P2A-3xnls-Tq-Ca-FLITS,UNITED STATES,07/07/2021
36207,pmTurquoise2-H2A,UNITED STATES,07/07/2021
84337,pLck-mVenus-C1,UNITED STATES,07/07/2021
36204,pmTurquoise2-ER,CZECH REPUBLIC,07/07/2021
36205,pmTurquoise2-Golgi,AUSTRIA,07/06/2021
84329,pP2A-mCherry-N1,UNITED STATES,07/05/2021
60560,pmTurquoise2-C1,CHINA,07/05/2021
60561,pmTurquoise2-N1,CHINA,07/05/2021
137805,ER-mScarletI,GERMANY,07/01/2021
36201,pLifeAct-mTurquoise2,UNITED STATES,06/30/2021
137780,HsGRK6-mVenus,UNITED STATES,06/29/2021
84331,pH2R-P2A-mCherry-N1,UNITED STATES,06/25/2021
137811,ITPKA-mTurquoise2,POLAND,06/24/2021
67900,pmCherry-FKBP12-C1,JAPAN,06/24/2021
36201,pLifeAct-mTurquoise2,CHINA,06/21/2021
22880,pSBFP2-C1,UNITED STATES,06/21/2021
84329,pP2A-mCherry-N1,UNITED STATES,06/15/2021
60561,pmTurquoise2-N1,GERMANY,06/14/2021
137805,ER-mScarletI,JAPAN,06/14/2021
22881,pSGFP2-C1,UNITED STATES,06/08/2021
60492,3xNLS-SGFP2(T65G)-T2A-SGFP2-3xNES,"KOREA, REPUBLIC OF",06/08/2021
60491,pH2B-SCFP1-2A-mTq2-NES,JAPAN,06/07/2021
60492,3xNLS-SGFP2(T65G)-T2A-SGFP2-3xNES,JAPAN,06/07/2021
137805,ER-mScarletI,"KOREA, REPUBLIC OF",06/01/2021
137804,ER-mNeonGreen,"KOREA, REPUBLIC OF",06/01/2021
84330,pH1R-P2A-mCherry-N1,UNITED STATES,05/27/2021
36203,pmTurquoise2-Peroxi,FRANCE,05/27/2021
60558,pmTurquoise-C1,FRANCE,05/27/2021
137807,mTurquoise2-MapTau,FRANCE,05/27/2021
36201,pLifeAct-mTurquoise2,CANADA,05/26/2021
36202,pmTurquoise2-Tubulin,FRANCE,05/26/2021
22878,pSYFP2-C1,"KOREA, REPUBLIC OF",05/25/2021
137804,ER-mNeonGreen,UNITED STATES,05/20/2021
67898,pmCherry-C1-DH,UNITED STATES,05/19/2021
137805,ER-mScarletI,GERMANY,05/19/2021
137810,Gq sensor,GERMANY,05/19/2021
84329,pP2A-mCherry-N1,UNITED STATES,05/18/2021
137804,ER-mNeonGreen,SWEDEN,05/17/2021
137805,ER-mScarletI,SWEDEN,05/17/2021
60559,pmTurquoise-N1,UNITED STATES,05/17/2021
137804,ER-mNeonGreen,ITALY,05/17/2021
36201,pLifeAct-mTurquoise2,CHINA,05/17/2021
36202,pmTurquoise2-Tubulin,CHINA,05/17/2021
67903,FRB-ECFP(W66A)-Giantin,JAPAN,05/12/2021
137804,ER-mNeonGreen,JAPAN,05/12/2021
69625,Gβ-2A-cpV-Gγ2-IRES-Gαi3-mTq2,UNITED STATES,05/11/2021
69623,Gβ-2A-cpV-Gγ2-IRES-Gαi1-mTq2,JAPAN,05/11/2021
69624,Gβ-2A-cpV-Gγ2-IRES-Gαi2-mTq2,JAPAN,05/11/2021
69625,Gβ-2A-cpV-Gγ2-IRES-Gαi3-mTq2,JAPAN,05/11/2021
137805,ER-mScarletI,JAPAN,05/06/2021
36208,pmTurquoise2-Mito,UNITED STATES,05/05/2021
60561,pmTurquoise2-N1,UNITED STATES,05/05/2021
137805,ER-mScarletI,UNITED KINGDOM,05/05/2021
69623,Gβ-2A-cpV-Gγ2-IRES-Gαi1-mTq2,UNITED STATES,05/03/2021
60561,pmTurquoise2-N1,HONG KONG,05/03/2021
22878,pSYFP2-C1,UNITED STATES,04/29/2021
22879,pSCFP3A-C1,UNITED STATES,04/29/2021
36201,pLifeAct-mTurquoise2,UNITED KINGDOM,04/28/2021
36209,pPalmitoyl-mTurquoise2,UNITED KINGDOM,04/28/2021
67900,pmCherry-FKBP12-C1,UNITED STATES,04/21/2021
137805,ER-mScarletI,UNITED STATES,04/21/2021
84329,pP2A-mCherry-N1,ITALY,04/20/2021
137804,ER-mNeonGreen,GERMANY,04/20/2021
137805,ER-mScarletI,GERMANY,04/20/2021
137804,ER-mNeonGreen,NETHERLANDS,04/15/2021
137806,mNeonGreen-peroxi,NETHERLANDS,04/15/2021
67894,pmVenus-C2-MmMKL2,HONG KONG,04/14/2021
67896,pmCherry-C1-p63RhoGEF,HONG KONG,04/14/2021
36201,pLifeAct-mTurquoise2,GERMANY,04/07/2021
36209,pPalmitoyl-mTurquoise2,ISRAEL,04/06/2021
36209,pPalmitoyl-mTurquoise2,UNITED STATES,04/02/2021
22905,pSYFP2-SCFP3A,ITALY,04/02/2021
137804,ER-mNeonGreen,NETHERLANDS,04/01/2021
36209,pPalmitoyl-mTurquoise2,UNITED STATES,03/31/2021
137804,ER-mNeonGreen,GERMANY,03/30/2021
137805,ER-mScarletI,GERMANY,03/30/2021
137804,ER-mNeonGreen,"KOREA, REPUBLIC OF",03/30/2021
137804,ER-mNeonGreen,CHINA,03/29/2021
