ID,Material,Requesting Country,Date Ordered
189773,pmScarlet3-Giantin_C1,UNITED STATES,03/18/2024
189768,pmScarlet3-alphaTubulin_C1,DENMARK,03/18/2024
189754,pDx_mScarlet3,UNITED STATES,03/15/2024
189767,pLifeAct-mScarlet3_N1,UNITED STATES,03/15/2024
176098,dimericTomato-2xrGBD,FRANCE,03/15/2024
36201,pLifeAct-mTurquoise2,ISRAEL,03/14/2024
36209,pPalmitoyl-mTurquoise2,ISRAEL,03/14/2024
98817,3xnls-mTurquoise2,ISRAEL,03/14/2024
98822,Lck-mTurquoise2,ISRAEL,03/14/2024
112957,mTurquoise2-PXN,ISRAEL,03/14/2024
137803,EMTB-mTurquoise2,ISRAEL,03/14/2024
176100,mTurquoise2-3xrGBD,ISRAEL,03/14/2024
176107,mTurquoise2-Paxillin,ISRAEL,03/14/2024
176093,miRFP670 - H2A,UNITED STATES,03/13/2024
189753,pmScarlet3_C1,FRANCE,03/13/2024
189756,pmScarlet-I3_C1,FRANCE,03/13/2024
189753,pmScarlet3_C1,SPAIN,03/13/2024
189767,pLifeAct-mScarlet3_N1,UNITED STATES,03/12/2024
189753,pmScarlet3_C1,CANADA,03/12/2024
129608,pTfR-mNeonGreen,UNITED STATES,03/12/2024
98882,Lamp1-mNeonGreen,HONG KONG,03/09/2024
85042,pmScarlet_C1,UNITED KINGDOM,03/08/2024
189753,pmScarlet3_C1,GERMANY,03/07/2024
85042,pmScarlet_C1,UNITED STATES,03/06/2024
36202,pmTurquoise2-Tubulin,UNITED KINGDOM,03/06/2024
189754,pDx_mScarlet3,AUSTRALIA,03/05/2024
85047,pmScarlet-i_alphaTubulin_C1,UNITED STATES,03/05/2024
85068,pCytERM_mScarlet-i_N1,UNITED STATES,03/05/2024
98821,Lck-mScarlet-I,NORWAY,03/05/2024
98832,CytERM-mKOkappa,TAIWAN,03/05/2024
98818,4xmts-mScarlet-I,UNITED STATES,03/02/2024
36203,pmTurquoise2-Peroxi,CANADA,03/01/2024
137805,ER-mScarletI,CZECH REPUBLIC,03/01/2024
85056,pLifeAct_mScarlet-i_N1,UNITED STATES,02/29/2024
98877,LifeAct-mNeonGreen,UNITED STATES,02/29/2024
189753,pmScarlet3_C1,UNITED STATES,02/29/2024
98875,3xnls-mNeonGreen,UNITED STATES,02/29/2024
98876,4xmts-mNeonGreen,UNITED STATES,02/29/2024
129606,ITPKA_3xmNeonGreen ,UNITED STATES,02/29/2024
176098,dimericTomato-2xrGBD,UNITED STATES,02/29/2024
176099,dimericTomato-1xwGBD,UNITED STATES,02/29/2024
189771,pLCK-mScarlet3_C1,UNITED STATES,02/28/2024
189754,pDx_mScarlet3,UNITED STATES,02/28/2024
85063,pmScarlet_peroxisome_C1,CHINA,02/28/2024
36203,pmTurquoise2-Peroxi,CHINA,02/27/2024
36204,pmTurquoise2-ER,CHINA,02/27/2024
85065,pmScarlet-I_peroxisome_C1,CHINA,02/27/2024
98827,Lamp1-mScarlet-I,CHINA,02/27/2024
129630,mTurquoise2-Giantin,CHINA,02/27/2024
137805,ER-mScarletI,CHINA,02/27/2024
98882,Lamp1-mNeonGreen,UNITED STATES,02/27/2024
189775,p3xnls-mScarlet3_N1,UNITED STATES,02/26/2024
191454,N1-Tq-Ca-FLITS,UNITED STATES,02/23/2024
84325,pH1R-mCherry-N1,UNITED STATES,02/23/2024
189764,pDx_mScarlet3-SYFP2,UNITED STATES,02/23/2024
54843,mTurquoise2-N1,ITALY,02/23/2024
85050,pmScarlet-i_Giantin_C1,CHINA,02/23/2024
85065,pmScarlet-I_peroxisome_C1,CHINA,02/23/2024
98816,3xnls-mScarlet-I,CHINA,02/23/2024
98818,4xmts-mScarlet-I,CHINA,02/23/2024
98821,Lck-mScarlet-I,CHINA,02/23/2024
98822,Lck-mTurquoise2,CHINA,02/23/2024
98827,Lamp1-mScarlet-I,CHINA,02/23/2024
98829,ITPKA-mScarlet-I,CHINA,02/23/2024
98875,3xnls-mNeonGreen,CHINA,02/23/2024
98876,4xmts-mNeonGreen,CHINA,02/23/2024
98880,mNeonGreen-Giantin,CHINA,02/23/2024
98882,Lamp1-mNeonGreen,CHINA,02/23/2024
98883,ITPKA-mNeonGreen,CHINA,02/23/2024
112955,mScarletI-Rab7,CHINA,02/23/2024
129603,mNeonGreen-Rab7,CHINA,02/23/2024
137801,EMTB-mScarletI,CHINA,02/23/2024
137802,EMTB-mNeonGreen,CHINA,02/23/2024
137804,ER-mNeonGreen,CHINA,02/23/2024
137805,ER-mScarletI,CHINA,02/23/2024
137806,mNeonGreen-peroxi,CHINA,02/23/2024
189754,pDx_mScarlet3,UNITED STATES,02/22/2024
176127,pLV-SspB-HaloTag-TIAM1-DHPH,UNITED STATES,02/22/2024
176130,pLV-Lck-FRB-mTurquoise2,UNITED STATES,02/22/2024
176138,pLV-mCherry-FKBP-TIAM1(DHPH),UNITED STATES,02/22/2024
191454,N1-Tq-Ca-FLITS,UNITED STATES,02/22/2024
98816,3xnls-mScarlet-I,GERMANY,02/22/2024
98818,4xmts-mScarlet-I,GERMANY,02/22/2024
98831,mScarlet-I-LaminB,GERMANY,02/22/2024
98875,3xnls-mNeonGreen,GERMANY,02/22/2024
189753,pmScarlet3_C1,UNITED STATES,02/21/2024
189756,pmScarlet-I3_C1,UNITED STATES,02/21/2024
98818,4xmts-mScarlet-I,UNITED STATES,02/20/2024
189757,pDx_mScarlet-I3,UNITED STATES,02/20/2024
129632,PB-H2A-mScarlet-2A-AKT_KTR-mTq2-2A-ERK_KTR-mNG,INDIA,02/20/2024
36201,pLifeAct-mTurquoise2,BELGIUM,02/20/2024
98875,3xnls-mNeonGreen,UNITED STATES,02/19/2024
189753,pmScarlet3_C1,UNITED STATES,02/19/2024
137804,ER-mNeonGreen,AUSTRALIA,02/18/2024
189776,pmScarlet3-LaminB_C1,AUSTRALIA,02/18/2024
191454,N1-Tq-Ca-FLITS,UNITED STATES,02/16/2024
114421,mSc-sspB,FRANCE,02/16/2024
191453,nanobody(AntiGFP)-HaloTag-iLID,FRANCE,02/16/2024
189756,pmScarlet-I3_C1,AUSTRALIA,02/15/2024
189767,pLifeAct-mScarlet3_N1,UNITED KINGDOM,02/15/2024
176118,SspB-iRFP-DHPH-TIAM1,SWITZERLAND,02/15/2024
176125,Lck-mTurquoise2-iLID,SWITZERLAND,02/15/2024
129608,pTfR-mNeonGreen,INDIA,02/14/2024
54842,mTurquoise2-C1,UNITED STATES,02/14/2024
54843,mTurquoise2-N1,UNITED STATES,02/14/2024
189757,pDx_mScarlet-I3,UNITED STATES,02/13/2024
129611,mCherry-BetaPix,UNITED STATES,02/13/2024
189752,pDRESS_mTurquoise2_spatial-linker-P2A_mScarlet3,UNITED STATES,02/12/2024
189771,pLCK-mScarlet3_C1,UNITED STATES,02/12/2024
85060,pmScarlet_NES_C1,UNITED KINGDOM,02/12/2024
189771,pLCK-mScarlet3_C1,UNITED KINGDOM,02/12/2024
98882,Lamp1-mNeonGreen,NORWAY,02/12/2024
129603,mNeonGreen-Rab7,NORWAY,02/12/2024
189753,pmScarlet3_C1,NORWAY,02/12/2024
189756,pmScarlet-I3_C1,NORWAY,02/12/2024
129625,dTomato-2xrGBD,UNITED STATES,02/09/2024
98875,3xnls-mNeonGreen,BELGIUM,02/09/2024
176111,SspB-mCherry-DHPH1-TRIO,UNITED KINGDOM,02/09/2024
85044,pmScarlet-i_C1,FRANCE,02/09/2024
85042,pmScarlet_C1,UNITED STATES,02/08/2024
129622,mCherry-TUBA,CANADA,02/08/2024
129632,PB-H2A-mScarlet-2A-AKT_KTR-mTq2-2A-ERK_KTR-mNG,SWITZERLAND,02/08/2024
189767,pLifeAct-mScarlet3_N1,JAPAN,02/08/2024
189776,pmScarlet3-LaminB_C1,JAPAN,02/08/2024
137794,RnBarr2-mCherry,UNITED STATES,02/07/2024
85071,pTriEx-RhoA-wt_mScarlet-i_SGFP2,UNITED STATES,02/07/2024
85072,pTriEx-RhoA-Q63L_mScarlet-i_SGFP2,UNITED STATES,02/07/2024
189753,pmScarlet3_C1,UNITED STATES,02/06/2024
189773,pmScarlet3-Giantin_C1,UNITED STATES,02/06/2024
189753,pmScarlet3_C1,UNITED STATES,02/06/2024
85045,pmScarlet_alphaTubulin_C1,UNITED STATES,02/05/2024
85048,pmScarlet_Giantin_C1,INDIA,02/05/2024
98877,LifeAct-mNeonGreen,UNITED KINGDOM,02/02/2024
189753,pmScarlet3_C1,UNITED KINGDOM,02/02/2024
189774,p4xmts-mScarlet3_N1,UNITED KINGDOM,02/02/2024
189775,p3xnls-mScarlet3_N1,UNITED KINGDOM,02/02/2024
189753,pmScarlet3_C1,NORWAY,02/02/2024
189756,pmScarlet-I3_C1,NORWAY,02/02/2024
36205,pmTurquoise2-Golgi,"KOREA, REPUBLIC OF",02/02/2024
189778,pCyterm-mScarlet3_N1,UNITED STATES,02/01/2024
189775,p3xnls-mScarlet3_N1,JAPAN,02/01/2024
98822,Lck-mTurquoise2,FINLAND,01/30/2024
98821,Lck-mScarlet-I,UNITED STATES,01/29/2024
189754,pDx_mScarlet3,CANADA,01/29/2024
98831,mScarlet-I-LaminB,UNITED STATES,01/26/2024
98876,4xmts-mNeonGreen,UNITED STATES,01/26/2024
98880,mNeonGreen-Giantin,UNITED STATES,01/26/2024
98877,LifeAct-mNeonGreen,UNITED STATES,01/26/2024
189754,pDx_mScarlet3,UNITED STATES,01/26/2024
98817,3xnls-mTurquoise2,UNITED STATES,01/25/2024
189775,p3xnls-mScarlet3_N1,UNITED STATES,01/25/2024
189754,pDx_mScarlet3,UNITED STATES,01/25/2024
98876,4xmts-mNeonGreen,UNITED STATES,01/25/2024
98880,mNeonGreen-Giantin,UNITED STATES,01/25/2024
129603,mNeonGreen-Rab7,UNITED STATES,01/25/2024
129608,pTfR-mNeonGreen,UNITED STATES,01/25/2024
137802,EMTB-mNeonGreen,UNITED STATES,01/25/2024
137806,mNeonGreen-peroxi,UNITED STATES,01/25/2024
189755,pDRESS_mTurquoise2_spatial-linker-P2A_mScarlet-I3,UNITED STATES,01/25/2024
137804,ER-mNeonGreen,SAUDI ARABIA,01/25/2024
137805,ER-mScarletI,SAUDI ARABIA,01/25/2024
98822,Lck-mTurquoise2,UNITED STATES,01/24/2024
98818,4xmts-mScarlet-I,SWITZERLAND,01/24/2024
189753,pmScarlet3_C1,UNITED STATES,01/24/2024
85042,pmScarlet_C1,GERMANY,01/24/2024
189767,pLifeAct-mScarlet3_N1,FRANCE,01/24/2024
189757,pDx_mScarlet-I3,GERMANY,01/24/2024
98882,Lamp1-mNeonGreen,GERMANY,01/24/2024
189771,pLCK-mScarlet3_C1,BELGIUM,01/23/2024
98875,3xnls-mNeonGreen,JAPAN,01/22/2024
67902,Lck-FRB-ECFP(W66A),UNITED STATES,01/22/2024
67903,FRB-ECFP(W66A)-Giantin,UNITED STATES,01/22/2024
67904,ECFP(W66A)-FRB-MoA,UNITED STATES,01/22/2024
189772,pER-mScarlet3_N1,UNITED STATES,01/22/2024
189757,pDx_mScarlet-I3,UNITED STATES,01/22/2024
189776,pmScarlet3-LaminB_C1,UNITED STATES,01/22/2024
145027,pLV-H2B-Maroon-P2A-3xnls-Tq-Ca-FLITS,GERMANY,01/22/2024
85053,pmScarlet-i_H2A_C1,UNITED STATES,01/19/2024
189776,pmScarlet3-LaminB_C1,CZECH REPUBLIC,01/19/2024
98877,LifeAct-mNeonGreen,GERMANY,01/18/2024
85057,pMTS_mScarlet_N1,UNITED STATES,01/18/2024
189753,pmScarlet3_C1,GERMANY,01/18/2024
67899,pYC3.60-C1,SWITZERLAND,01/18/2024
189772,pER-mScarlet3_N1,BELGIUM,01/18/2024
189774,p4xmts-mScarlet3_N1,BELGIUM,01/18/2024
60560,pmTurquoise2-C1,UNITED STATES,01/17/2024
189757,pDx_mScarlet-I3,GERMANY,01/17/2024
98818,4xmts-mScarlet-I,UNITED STATES,01/17/2024
98875,3xnls-mNeonGreen,UNITED STATES,01/16/2024
98821,Lck-mScarlet-I,UNITED STATES,01/16/2024
85048,pmScarlet_Giantin_C1,UNITED STATES,01/16/2024
85068,pCytERM_mScarlet-i_N1,UNITED STATES,01/16/2024
98821,Lck-mScarlet-I,UNITED STATES,01/16/2024
98830,mTurquoise2-LaminB,UNITED STATES,01/16/2024
176100,mTurquoise2-3xrGBD,UNITED STATES,01/16/2024
191450,CMVdel-dimericTomato-WASp(CRIB),UNITED STATES,01/16/2024
191451,N-WASP(CRIB)-mScarlet-I-N-WASP(CRIB),UNITED STATES,01/16/2024
22880,pSBFP2-C1,UNITED STATES,01/16/2024
191450,CMVdel-dimericTomato-WASp(CRIB),SWITZERLAND,01/16/2024
60493,pmVenus(L68V)-mTurquoise2,GERMANY,01/16/2024
189754,pDx_mScarlet3,JAPAN,01/16/2024
112962,3xmScarletI_UtrCH ,TAIWAN,01/16/2024
129624,mNeongreen-2xrGBD,"KOREA, REPUBLIC OF",01/16/2024
129625,dTomato-2xrGBD,"KOREA, REPUBLIC OF",01/16/2024
176098,dimericTomato-2xrGBD,"KOREA, REPUBLIC OF",01/16/2024
176101,3xmNeonGreen-3xrGBD,"KOREA, REPUBLIC OF",01/16/2024
189756,pmScarlet-I3_C1,"KOREA, REPUBLIC OF",01/15/2024
137804,ER-mNeonGreen,"KOREA, REPUBLIC OF",01/15/2024
98821,Lck-mScarlet-I,JAPAN,01/14/2024
98822,Lck-mTurquoise2,JAPAN,01/14/2024
98827,Lamp1-mScarlet-I,JAPAN,01/14/2024
98882,Lamp1-mNeonGreen,JAPAN,01/14/2024
189753,pmScarlet3_C1,UNITED STATES,01/12/2024
85063,pmScarlet_peroxisome_C1,UNITED STATES,01/12/2024
137806,mNeonGreen-peroxi,UNITED STATES,01/12/2024
189753,pmScarlet3_C1,"KOREA, REPUBLIC OF",01/12/2024
189756,pmScarlet-I3_C1,JAPAN,01/11/2024
176093,miRFP670 - H2A,UNITED STATES,01/11/2024
176098,dimericTomato-2xrGBD,UNITED STATES,01/11/2024
189753,pmScarlet3_C1,UNITED STATES,01/10/2024
189771,pLCK-mScarlet3_C1,UNITED STATES,01/10/2024
189776,pmScarlet3-LaminB_C1,UNITED STATES,01/10/2024
98818,4xmts-mScarlet-I,UNITED KINGDOM,01/10/2024
129620,mCherry-SGEF,UNITED STATES,01/09/2024
189753,pmScarlet3_C1,UNITED STATES,01/09/2024
69626,cpVenus-Gγ2,SWITZERLAND,01/09/2024
85042,pmScarlet_C1,POLAND,01/09/2024
129617,mCherry-PLEKHG2,JAPAN,01/08/2024
189764,pDx_mScarlet3-SYFP2,UNITED STATES,01/08/2024
189774,p4xmts-mScarlet3_N1,UNITED STATES,01/08/2024
176130,pLV-Lck-FRB-mTurquoise2,GERMANY,01/08/2024
85050,pmScarlet-i_Giantin_C1,ITALY,01/08/2024
98880,mNeonGreen-Giantin,ITALY,01/08/2024
137804,ER-mNeonGreen,ITALY,01/08/2024
137805,ER-mScarletI,ITALY,01/08/2024
98828,Lamp1-mTurquoise2,UNITED STATES,01/07/2024
85044,pmScarlet-i_C1,UNITED STATES,01/05/2024
85042,pmScarlet_C1,UNITED STATES,01/04/2024
189753,pmScarlet3_C1,UNITED STATES,01/04/2024
189753,pmScarlet3_C1,"KOREA, REPUBLIC OF",01/03/2024
189754,pDx_mScarlet3,"KOREA, REPUBLIC OF",01/03/2024
189757,pDx_mScarlet-I3,"KOREA, REPUBLIC OF",01/03/2024
176105,LifeAct-HaloTag,UNITED STATES,01/02/2024
137794,RnBarr2-mCherry,INDIA,01/02/2024
189754,pDx_mScarlet3,AUSTRALIA,01/01/2024
189757,pDx_mScarlet-I3,AUSTRALIA,01/01/2024
189753,pmScarlet3_C1,GERMANY,12/29/2023
60494,pmTurquoise2-T2A-Venus(L68V),CHINA,12/29/2023
112955,mScarletI-Rab7,UNITED STATES,12/28/2023
98882,Lamp1-mNeonGreen,UNITED STATES,12/27/2023
112935,Lck-mCherry-RGS,JAPAN,12/21/2023
98828,Lamp1-mTurquoise2,UNITED STATES,12/20/2023
189753,pmScarlet3_C1,UNITED STATES,12/20/2023
137808,mNeonGreen-MapTau,TAIWAN,12/20/2023
189763,pDx_mScarlet-I3-SYFP2,GERMANY,12/19/2023
60493,pmVenus(L68V)-mTurquoise2,NETHERLANDS,12/18/2023
98875,3xnls-mNeonGreen,UNITED STATES,12/15/2023
189775,p3xnls-mScarlet3_N1,UNITED STATES,12/15/2023
176098,dimericTomato-2xrGBD,UNITED STATES,12/15/2023
36205,pmTurquoise2-Golgi,CHINA,12/15/2023
85050,pmScarlet-i_Giantin_C1,CHINA,12/15/2023
36203,pmTurquoise2-Peroxi,HONG KONG,12/14/2023
85047,pmScarlet-i_alphaTubulin_C1,UNITED STATES,12/14/2023
189772,pER-mScarlet3_N1,TAIWAN,12/13/2023
191453,nanobody(AntiGFP)-HaloTag-iLID,JAPAN,12/13/2023
98875,3xnls-mNeonGreen,UNITED STATES,12/13/2023
176105,LifeAct-HaloTag,UNITED STATES,12/12/2023
98882,Lamp1-mNeonGreen,UNITED STATES,12/12/2023
36201,pLifeAct-mTurquoise2,GERMANY,12/12/2023
176099,dimericTomato-1xwGBD,UNITED STATES,12/11/2023
176100,mTurquoise2-3xrGBD,UNITED STATES,12/11/2023
189764,pDx_mScarlet3-SYFP2,CANADA,12/11/2023
189767,pLifeAct-mScarlet3_N1,UNITED STATES,12/08/2023
189768,pmScarlet3-alphaTubulin_C1,UNITED STATES,12/08/2023
189769,pmScarlet3-Peroxi_C1,UNITED STATES,12/08/2023
189770,pEB3-mScarlet3_N1,UNITED STATES,12/08/2023
189771,pLCK-mScarlet3_C1,UNITED STATES,12/08/2023
189772,pER-mScarlet3_N1,UNITED STATES,12/08/2023
189773,pmScarlet3-Giantin_C1,UNITED STATES,12/08/2023
189774,p4xmts-mScarlet3_N1,UNITED STATES,12/08/2023
189775,p3xnls-mScarlet3_N1,UNITED STATES,12/08/2023
189776,pmScarlet3-LaminB_C1,UNITED STATES,12/08/2023
189774,p4xmts-mScarlet3_N1,CANADA,12/08/2023
176105,LifeAct-HaloTag,UNITED STATES,12/08/2023
189754,pDx_mScarlet3,BELGIUM,12/08/2023
85063,pmScarlet_peroxisome_C1,UNITED STATES,12/07/2023
36201,pLifeAct-mTurquoise2,UNITED STATES,12/07/2023
54842,mTurquoise2-C1,UNITED STATES,12/06/2023
98822,Lck-mTurquoise2,UNITED KINGDOM,12/06/2023
36207,pmTurquoise2-H2A,FRANCE,12/06/2023
98827,Lamp1-mScarlet-I,UNITED STATES,12/05/2023
189753,pmScarlet3_C1,UNITED STATES,12/05/2023
189753,pmScarlet3_C1,SWITZERLAND,12/05/2023
189763,pDx_mScarlet-I3-SYFP2,FRANCE,12/05/2023
176099,dimericTomato-1xwGBD,SWITZERLAND,12/04/2023
98817,3xnls-mTurquoise2,ITALY,12/04/2023
98818,4xmts-mScarlet-I,ITALY,12/04/2023
98821,Lck-mScarlet-I,ITALY,12/04/2023
98831,mScarlet-I-LaminB,ITALY,12/04/2023
98875,3xnls-mNeonGreen,ITALY,12/04/2023
98876,4xmts-mNeonGreen,ITALY,12/04/2023
112956,mScarlet-I-PXN,ITALY,12/04/2023
129604,mNeongreen-PXN,ITALY,12/04/2023
137804,ER-mNeonGreen,ITALY,12/04/2023
137805,ER-mScarletI,ITALY,12/04/2023
130509,pDRESS_mTurquoise2_spatial-linker-P2A_mScarlet,UNITED STATES,12/01/2023
129622,mCherry-TUBA,UNITED STATES,12/01/2023
60491,pH2B-SCFP1-2A-mTq2-NES,UNITED KINGDOM,12/01/2023
191454,N1-Tq-Ca-FLITS,UNITED KINGDOM,12/01/2023
189772,pER-mScarlet3_N1,SINGAPORE,12/01/2023
137804,ER-mNeonGreen,UNITED STATES,11/30/2023
114421,mSc-sspB,UNITED STATES,11/30/2023
189754,pDx_mScarlet3,PORTUGAL,11/30/2023
129614,mCherry-ITSN1,CHINA,11/30/2023
189767,pLifeAct-mScarlet3_N1,UNITED STATES,11/28/2023
189771,pLCK-mScarlet3_C1,UNITED STATES,11/28/2023
98875,3xnls-mNeonGreen,UNITED STATES,11/28/2023
189753,pmScarlet3_C1,UNITED STATES,11/28/2023
189768,pmScarlet3-alphaTubulin_C1,UNITED STATES,11/28/2023
98822,Lck-mTurquoise2,ESTONIA,11/28/2023
98827,Lamp1-mScarlet-I,ESTONIA,11/28/2023
137806,mNeonGreen-peroxi,ESTONIA,11/28/2023
189753,pmScarlet3_C1,UNITED KINGDOM,11/28/2023
54843,mTurquoise2-N1,UNITED STATES,11/27/2023
189753,pmScarlet3_C1,UNITED STATES,11/27/2023
112928,EB3-3xmScarletI-N1,UNITED STATES,11/27/2023
129628,FHL-cpmTq2-Calcium-lifetime-sensor,FRANCE,11/27/2023
189767,pLifeAct-mScarlet3_N1,SINGAPORE,11/27/2023
189772,pER-mScarlet3_N1,SINGAPORE,11/27/2023
189774,p4xmts-mScarlet3_N1,SINGAPORE,11/27/2023
189776,pmScarlet3-LaminB_C1,SINGAPORE,11/27/2023
189757,pDx_mScarlet-I3,JAPAN,11/26/2023
67900,pmCherry-FKBP12-C1,SINGAPORE,11/26/2023
189754,pDx_mScarlet3,FRANCE,11/23/2023
189757,pDx_mScarlet-I3,FRANCE,11/23/2023
189753,pmScarlet3_C1,SWEDEN,11/22/2023
189764,pDx_mScarlet3-SYFP2,UNITED STATES,11/21/2023
129605,EB3-3xmNeonGreen-N1,UNITED STATES,11/21/2023
189772,pER-mScarlet3_N1,FINLAND,11/21/2023
189753,pmScarlet3_C1,FRANCE,11/21/2023
189768,pmScarlet3-alphaTubulin_C1,FRANCE,11/21/2023
189754,pDx_mScarlet3,GERMANY,11/21/2023
137804,ER-mNeonGreen,FRANCE,11/20/2023
189753,pmScarlet3_C1,JAPAN,11/17/2023
98877,LifeAct-mNeonGreen,JAPAN,11/17/2023
176098,dimericTomato-2xrGBD,UNITED STATES,11/16/2023
54843,mTurquoise2-N1,UNITED STATES,11/16/2023
137804,ER-mNeonGreen,UNITED STATES,11/16/2023
189767,pLifeAct-mScarlet3_N1,UNITED STATES,11/16/2023
36209,pPalmitoyl-mTurquoise2,UNITED STATES,11/16/2023
85048,pmScarlet_Giantin_C1,UNITED STATES,11/15/2023
84329,pP2A-mCherry-N1,UNITED KINGDOM,11/15/2023
189754,pDx_mScarlet3,GERMANY,11/15/2023
189767,pLifeAct-mScarlet3_N1,JAPAN,11/15/2023
189757,pDx_mScarlet-I3,UNITED STATES,11/14/2023
189753,pmScarlet3_C1,SPAIN,11/14/2023
189756,pmScarlet-I3_C1,UNITED STATES,11/13/2023
98818,4xmts-mScarlet-I,FRANCE,11/13/2023
98877,LifeAct-mNeonGreen,FRANCE,11/13/2023
98882,Lamp1-mNeonGreen,FRANCE,11/13/2023
98822,Lck-mTurquoise2,GERMANY,11/13/2023
85046,pmScarlet-H_alphaTubulin_C1,SINGAPORE,11/13/2023
85051,pmScarlet_H2A_C1,UNITED STATES,11/10/2023
189772,pER-mScarlet3_N1,UNITED STATES,11/10/2023
176093,miRFP670 - H2A,SWITZERLAND,11/10/2023
191454,N1-Tq-Ca-FLITS,JAPAN,11/09/2023
189765,pDx_mScarlet-I3-NCwt-SYFP2,UNITED STATES,11/09/2023
137804,ER-mNeonGreen,UNITED KINGDOM,11/09/2023
189753,pmScarlet3_C1,ITALY,11/09/2023
189756,pmScarlet-I3_C1,UNITED STATES,11/08/2023
129631,H2A-mScarletI-P2A-Akt-KTR-mTurquoise2-P2A-ERK-KTR-mNeonGreen,SPAIN,11/08/2023
189754,pDx_mScarlet3,SPAIN,11/08/2023
189753,pmScarlet3_C1,JAPAN,11/07/2023
191454,N1-Tq-Ca-FLITS,UNITED STATES,11/07/2023
189758,pDx_mRuby3-SYFP2,UNITED STATES,11/07/2023
98877,LifeAct-mNeonGreen,SWITZERLAND,11/07/2023
98827,Lamp1-mScarlet-I,CANADA,11/06/2023
98882,Lamp1-mNeonGreen,CANADA,11/06/2023
112959,mTurquoise2-Rab7(WT),CANADA,11/06/2023
129603,mNeonGreen-Rab7,CANADA,11/06/2023
189754,pDx_mScarlet3,UNITED STATES,11/06/2023
85066,pCytERM_mScarlet_N1,FRANCE,11/06/2023
85042,pmScarlet_C1 (Cloning Grade DNA),UNITED STATES,11/06/2023
85054,pLifeAct_mScarlet_N1,UNITED STATES,11/06/2023
189753,pmScarlet3_C1,UNITED STATES,11/06/2023
189771,pLCK-mScarlet3_C1,UNITED STATES,11/06/2023
189772,pER-mScarlet3_N1,UNITED STATES,11/06/2023
189776,pmScarlet3-LaminB_C1,UNITED STATES,11/06/2023
189753,pmScarlet3_C1,UNITED STATES,11/03/2023
85042,pmScarlet_C1,HONG KONG,11/02/2023
130510,pDRESS_mTurquoise2_spatial-linker-P2A_mScarletI,GERMANY,11/02/2023
69626,cpVenus-Gγ2,UNITED STATES,11/02/2023
85060,pmScarlet_NES_C1,UNITED STATES,11/01/2023
189764,pDx_mScarlet3-SYFP2,UNITED STATES,11/01/2023
98826,EB3-mScarlet-I,UNITED STATES,11/01/2023
85042,pmScarlet_C1,JAPAN,11/01/2023
85045,pmScarlet_alphaTubulin_C1,JAPAN,11/01/2023
189754,pDx_mScarlet3,SINGAPORE,11/01/2023
36204,pmTurquoise2-ER,CHINA,10/31/2023
85050,pmScarlet-i_Giantin_C1,CHINA,10/31/2023
98818,4xmts-mScarlet-I,CHINA,10/31/2023
98821,Lck-mScarlet-I,CHINA,10/31/2023
98827,Lamp1-mScarlet-I,CHINA,10/31/2023
112959,mTurquoise2-Rab7(WT),CHINA,10/31/2023
189753,pmScarlet3_C1,UNITED STATES,10/31/2023
85043,pmScarlet-H_C1,UNITED STATES,10/31/2023
98827,Lamp1-mScarlet-I,NETHERLANDS,10/31/2023
98882,Lamp1-mNeonGreen,NETHERLANDS,10/31/2023
189757,pDx_mScarlet-I3,GERMANY,10/30/2023
137808,mNeonGreen-MapTau,INDIA,10/30/2023
189753,pmScarlet3_C1,FRANCE,10/30/2023
189772,pER-mScarlet3_N1,FRANCE,10/30/2023
189752,pDRESS_mTurquoise2_spatial-linker-P2A_mScarlet3,UNITED KINGDOM,10/30/2023
98877,LifeAct-mNeonGreen,FRANCE,10/27/2023
189767,pLifeAct-mScarlet3_N1,UNITED KINGDOM,10/27/2023
189771,pLCK-mScarlet3_C1,NETHERLANDS,10/27/2023
189767,pLifeAct-mScarlet3_N1,SWITZERLAND,10/27/2023
189771,pLCK-mScarlet3_C1,SWITZERLAND,10/27/2023
189774,p4xmts-mScarlet3_N1,SWITZERLAND,10/27/2023
98880,mNeonGreen-Giantin,UNITED KINGDOM,10/25/2023
85042,pmScarlet_C1,JAPAN,10/25/2023
85045,pmScarlet_alphaTubulin_C1,JAPAN,10/25/2023
85054,pLifeAct_mScarlet_N1,JAPAN,10/25/2023
189771,pLCK-mScarlet3_C1,UNITED STATES,10/24/2023
191450,CMVdel-dimericTomato-WASp(CRIB),UNITED KINGDOM,10/24/2023
191451,N-WASP(CRIB)-mScarlet-I-N-WASP(CRIB),UNITED KINGDOM,10/24/2023
189754,pDx_mScarlet3,UNITED STATES,10/24/2023
176105,LifeAct-HaloTag,UNITED STATES,10/24/2023
189753,pmScarlet3_C1,GERMANY,10/24/2023
189753,pmScarlet3_C1,TURKEY,10/24/2023
98875,3xnls-mNeonGreen,UNITED STATES,10/23/2023
98831,mScarlet-I-LaminB,UNITED STATES,10/23/2023
137804,ER-mNeonGreen,UNITED STATES,10/23/2023
189753,pmScarlet3_C1,UNITED STATES,10/22/2023
69624,Gβ-2A-cpV-Gγ2-IRES-Gαi2-mTq2,UNITED STATES,10/20/2023
69625,Gβ-2A-cpV-Gγ2-IRES-Gαi3-mTq2,UNITED STATES,10/20/2023
