BCY_YFP,BCY_CFP,BYC_YFP,BYC_CFP,TCY_YFP,TCY_CFP,TYC_YFP,TYC_CFP,IYC_YFP,IYC_CFP,ICY_YFP,ICY_CFP
988.12,872.76,988.12,872.76,796.36,832.01,664.37,803.91,1830.6,680.41,967.06,4673.2
993.94,1398.2,993.94,1398.2,799.26,908.26,665.52,772.31,1835,796.01,1196.1,4709.3
996.71,941.75,996.71,941.75,805.02,1066.2,666.3,778.5,1842.5,383.36,1020.6,4712.4
1012.9,1848.9,1012.9,1848.9,809.25,836.19,667.2,734.39,1853.2,840.05,1237.5,4715.6
1016.1,1212,1016.1,1212,810.58,995.09,670.17,784.5,1853.7,727.67,1132.9,4751.3
1034.8,1222.6,1034.8,1222.6,810.93,1098.7,670.97,762.37,1855.6,696.9,1136.3,4774.7
1050.5,2035.1,1050.5,2035.1,811.88,1059.1,672.44,768.19,1862,945.03,1135.2,4794.4
1055.3,1191.7,1055.3,1191.7,814.12,1044.6,673.23,880.04,1867.6,932.94,1241,4801.2
1063.2,1899.3,1063.2,1899.3,819.65,925.93,675.08,823.22,1867.8,726.07,1111.2,4808.6
1065.7,1403.5,1065.7,1403.5,821,1059,676.57,842.91,1881.1,497.04,944.06,4902.8
1082.9,1153.2,1082.9,1153.2,822.03,1023.2,677.79,828.84,1883.4,814.51,1231.2,4913.1
1094.1,1291.5,1094.1,1291.5,823.6,1066.9,678.22,806.17,1893,549.14,1153.9,4918.9
1100.8,1803.7,1100.8,1803.7,824.54,1017.5,679.07,909.73,1893.7,873.16,1035.9,4941.4
1106.3,1545.4,1106.3,1545.4,825.77,1029.3,679.63,617.58,1895.3,746.8,1269.8,4941.9
1107.1,1367,1107.1,1367,829.8,1098.7,680.27,695.61,1896.6,814.98,719.37,4990.3
1125.2,399.32,1125.2,399.32,830.66,1189.3,681,728.7,1897.2,898.07,1121.2,5034.2
1128.2,2118.3,1128.2,2118.3,833.35,1152.6,683.12,774.19,1909.2,911.39,1267.3,5090.4
1134.2,1002.4,1134.2,1002.4,834.1,1219.2,683.23,947.15,1909.9,725.2,1200.2,5138.4
1135.6,1231.3,1135.6,1231.3,835.29,1185.7,683.9,863.6,1913.1,867.01,1240.8,5151.3
1136.5,955.63,1136.5,955.63,837.29,942.26,684.63,791.27,1913.9,584.48,1325.2,5171.8
1149.3,1530.8,1149.3,1530.8,837.49,1050.6,685.27,843.68,1915.4,922.88,1042.6,5180.1
1162.4,1566.2,1162.4,1566.2,838.87,1077,688.68,858.2,1922.1,912.35,1148.4,5221.4
1168,1470,1168,1470,841.34,1163.4,692.68,773.19,1932.1,762.14,1254.9,5259.5
1175.4,1225.5,1175.4,1225.5,841.48,915.1,693.18,770.32,1933.7,542.95,814.54,5325.8
1188.6,857.41,1188.6,857.41,842.84,907.08,694.27,913.07,1934.9,890.03,1116.9,5345.2
1202.2,1323.2,1202.2,1323.2,843.93,850.78,695.8,713.94,1935.2,731.75,1003.9,5397.5
1209.7,537.04,1209.7,537.04,845.38,775.59,696.31,917.61,1937,371.14,1374.5,5496.4
1227.9,925.16,1227.9,925.16,853.1,856.9,697.99,831.5,1948.2,490.29,,
1239.9,1371.5,1239.9,1371.5,858.45,1064.4,698.69,901.41,1962.8,925.3,,
1286.5,1087.3,1286.5,1087.3,858.78,1270.6,701.99,861.66,1964.1,733.25,,
1293.4,1429.4,1293.4,1429.4,859.73,1303.2,702.19,899.8,1970.2,863.15,,
1297.7,1558.1,1297.7,1558.1,860.79,1081.1,702.69,898.99,1971.8,707.64,,
1305.2,1336.3,1305.2,1336.3,861.81,1055.2,705.63,825.17,1989.1,703.7,,
1310.9,423.65,1310.9,423.65,866.49,1267.8,706.76,940.03,1993.4,451.8,,
1317.8,1396.9,1317.8,1396.9,868.75,877.6,707.26,845.94,1997.6,516.41,,
1324.4,1600.8,1324.4,1600.8,871.25,985.98,712.21,941.2,2001.6,898.2,,
1337.1,592.1,1337.1,592.1,874.02,744.19,712.39,763.87,2009.8,960.45,,
1338.9,1375.9,1338.9,1375.9,880.07,1077.7,712.58,963.04,2019.5,630.01,,
1344.3,1715.4,1344.3,1715.4,883.05,1321.9,715.56,880.16,2021.8,729.47,,
1346.5,1403.4,1346.5,1403.4,883.89,1022.9,716.81,922.82,2040.4,984.01,,
1360.8,1300.9,1360.8,1300.9,885.57,1091,717.73,833.44,2050.6,750.98,,
1365.8,1680.3,1365.8,1680.3,887.5,1228.7,717.92,783.11,2050.8,844.7,,
1367.5,1921.6,1367.5,1921.6,890.56,1139.9,717.96,845.04,2051.2,765.12,,
1403.8,1688.6,1403.8,1688.6,890.78,929.61,719.26,325.89,2060.9,828.84,,
1411.7,974.78,1411.7,974.78,892.66,886.75,720.88,791.28,2067.1,848.16,,
1428.2,1848.5,1428.2,1848.5,893.17,910.07,723.95,540.14,2077.6,743.06,,
1443.2,1934.8,1443.2,1934.8,895.33,1302.5,724.75,859.48,2085.4,715.84,,
1464.4,2718.6,1464.4,2718.6,896.26,1107.5,724.78,838.87,2087.2,533.16,,
1467.1,1895.3,1467.1,1895.3,898.11,1235.4,726.44,894.29,2099.6,855.05,,
1510.8,1483.1,1510.8,1483.1,901.88,1063.3,727.36,904.75,2103.8,849.7,,
1523.7,2290.1,1523.7,2290.1,902.09,1115.1,729.43,804.07,2105.5,790.26,,
1525.6,2043.3,1525.6,2043.3,902.38,1358.6,730.13,844.45,2112,854.85,,
1540.2,1938.9,1540.2,1938.9,902.86,1085.6,731.35,945.57,2116.4,807,,
1542.9,1609.1,1542.9,1609.1,907.07,905.74,731.82,863.7,2117.4,742.68,,
1559.1,1728.3,1559.1,1728.3,908.16,1249.9,733.61,913.9,2119.8,1207.7,,
1571.8,2556.4,1571.8,2556.4,910.17,1267.7,735.18,922.42,2127.7,922.62,,
1585.7,1235.6,1585.7,1235.6,911.98,1093.8,735.2,825.74,2139.2,766.86,,
1645.5,2326.3,1645.5,2326.3,915.62,1319,738.5,849.05,2144.5,579.9,,
1669,1596.8,1669,1596.8,918.74,1042.9,739.29,779.2,2145.2,1058.4,,
1682.9,1441.3,1682.9,1441.3,927.17,1212.2,739.4,791.19,2156,667.57,,
1704.9,1737.7,1704.9,1737.7,930.93,1132.1,740.23,766.97,2164,828.46,,
1749.5,1244.2,1749.5,1244.2,932.56,1123.4,741.71,821.33,2165.1,912.37,,
1788.2,2044,1788.2,2044,932.91,1157,741.87,909.38,2167.3,1089.1,,
1847.3,1422.9,1847.3,1422.9,933.48,1212.4,744.28,951.46,2180.5,769.5,,
1863.7,3020.1,1863.7,3020.1,938.08,1126,745.12,817.89,2181.3,1553.5,,
1908,3145.9,1908,3145.9,939.41,1169.1,749.44,854.29,2184.4,898.12,,
1934.2,1530.9,1934.2,1530.9,940.03,1309.2,753.33,886.96,2186.7,1573.7,,
1999.3,1763.4,1999.3,1763.4,940.07,1299.7,754.15,914.83,2193.3,844.89,,
2117.2,2007.1,2117.2,2007.1,941.45,1211.3,755.43,972.19,2194.4,1026.8,,
2130,2280.7,2130,2280.7,946.78,1252.7,757.66,897.58,2197.6,930.64,,
2594.7,3667.1,2594.7,3667.1,956.8,1330.7,758.94,957.31,2200.5,1214.9,,
61.635,28.863,,,964.38,1521.6,760.28,979.21,2201,850.43,,
98.332,103.39,,,968.21,1142,760.35,726.91,2208,958.39,,
98.736,124.97,,,968.35,1215.8,764.13,927.63,2210,885.19,,
108.18,116.33,,,969.13,1331.1,765.5,930.66,2210.7,975.69,,
112.36,50.057,,,970.08,1268.8,768.44,940.5,2210.9,778.57,,
115.84,106.8,,,971.15,1472.2,770.01,970.67,2215.9,892.01,,
118.76,125.67,,,973.07,1267.7,772.65,867.17,2236.9,878.14,,
120.68,83.794,,,973.82,1179.9,776.22,891.08,2239,779.51,,
120.75,66.338,,,977.15,1389.6,776.37,946.32,2247.4,958.43,,
121.31,151.02,,,979.13,1145.8,776.91,1007.9,2248.5,935.63,,
126.19,91.679,,,982.63,1094.2,778.81,941.48,2251.8,1049.8,,
136.62,73.271,,,984.22,1176.7,781.32,932.39,2254.7,760.01,,
137.19,216.29,,,985.44,1236.8,781.65,960.17,2258.4,1265.7,,
137.29,137.6,,,985.57,1307.4,783.64,1094.7,2262.1,1102.8,,
138.13,230.55,,,986.56,1109,784.83,913.83,2263.1,876.71,,
139.96,86.166,,,986.8,1388.1,790.09,913.26,2263.7,1185.8,,
142.04,188.29,,,987.95,1370.8,790.48,899.56,2265.4,843.26,,
145.13,131.05,,,988.5,1359.7,792.42,857.34,2269.5,939.98,,
156.11,233.42,,,989.34,1300.7,792.69,946.74,2278.6,590.15,,
158.3,90.68,,,989.5,1150.8,792.74,904.07,2281.2,844.87,,
159.69,189.5,,,992.5,1463.6,793.83,918.19,2281.8,1297.6,,
164.46,494.93,,,992.5,1371.5,799,1169.1,2298.3,710.38,,
168.14,214.36,,,999.52,1289.8,799.51,848.61,2307.7,810.7,,
169.93,160.91,,,1006.6,1461.8,804.95,953.27,2309.3,936.48,,
179.02,792.34,,,1007.5,1474.9,811.96,975.34,2309.6,754.89,,
179.25,125.96,,,1011.6,1102.7,813.18,949.9,2312.5,844.99,,
179.38,123.8,,,1011.6,1338.7,814.37,1124.1,2317.5,843.04,,
181.38,101.73,,,1011.9,1220.5,815.09,1107.5,2323.1,1124.1,,
181.91,73.095,,,1014.6,1216.3,816.68,987.77,2330,529.25,,
183.74,83.957,,,1015.1,1157.5,817.52,983.43,2337,483.06,,
192.21,264.88,,,1015.5,972.72,819.09,1002.7,2337.6,887.6,,
192.24,259.87,,,1016,1003.1,823.3,908.87,2343.2,1159,,
194.71,393.15,,,1016.6,1230.5,824.37,949.22,2347.8,720.23,,
198.6,153.05,,,1019.6,1242.3,824.48,1060.9,2348.2,834.8,,
214.3,1400.7,,,1024.2,1173.4,828.38,968.68,2355.9,1670,,
214.79,360.61,,,1024.4,985.47,828.74,963.48,2361.1,908.59,,
216.36,857.36,,,1027.6,1110.3,829.23,1008.3,2368.9,839.01,,
222.55,240.28,,,1030.6,1338.3,830.09,1006.2,2377.4,1097.8,,
225.23,273.98,,,1031.5,1372.9,831.69,1008.9,2380.4,996.7,,
226.02,123.55,,,1033.4,1442.4,836.39,942.17,2386.4,1242.1,,
226.07,324.67,,,1034.8,1460,838.69,1006.1,2399.3,644.96,,
226.86,493.73,,,1038.7,1138.1,839.33,1090.2,2399.9,843.04,,
228.25,119.09,,,1040.4,982.19,841.5,990.44,2403.7,1141.9,,
229.76,321.11,,,1043.6,1303,842,971.19,2408.3,845.91,,
232.65,427.56,,,1043.6,1349.5,842.5,1122,2408.5,626.23,,
232.75,433.13,,,1043.9,1168.9,848.94,995.01,2436.1,891.66,,
235,127.5,,,1049.7,1301.7,849.89,1013.5,2437.6,1013.9,,
237.48,261.41,,,1051.3,1319.8,850.45,956.63,2456.2,893.5,,
242.87,407.03,,,1051.7,1409.3,850.91,1124.6,2465.9,786.56,,
244.15,397.48,,,1056.5,1282.9,855.26,1223.8,2467.8,1188,,
245.31,923.3,,,1060.1,1501.4,855.96,844.25,2501.2,1310.9,,
247.23,1756.5,,,1060.7,1252.3,857.12,1150.9,2505.5,904.03,,
248.9,347.21,,,1063,1735.8,857.27,1038.7,2507.8,1908.8,,
249.5,229.33,,,1063.4,1297.2,857.94,1026.9,2508.6,1030.5,,
249.5,153.81,,,1063.4,1552.1,862.3,960.49,2512.9,630.39,,
250.51,137.96,,,1073.6,1455.2,864.25,1004.5,2530.1,1039.7,,
250.96,310.97,,,1076.4,1347.7,867.93,1055.7,2531.7,1347.9,,
253.85,500.64,,,1082.1,1157.4,870.23,959.97,2551.8,1051.7,,
254.59,543.56,,,1085.3,922.74,870.69,1110.4,2568.7,901.62,,
255.31,110.16,,,1086.1,1496.2,871.11,1131,2574.7,680.09,,
257.85,672.51,,,1092.3,1579.9,871.32,1035,2583.6,1189.5,,
258.65,281.6,,,1094.7,1376.2,877.62,1003.6,2588.8,928.84,,
258.89,300.21,,,1095,1229.5,878.43,927.54,2590.7,1281.7,,
259.52,348.77,,,1096.5,1574.7,882.43,1033.8,2591.6,939.6,,
259.73,626.53,,,1097.9,1591,883.78,1006,2595.4,1357.1,,
261.62,1478.4,,,1098.3,1250.3,884.32,979.27,2598.4,1255.8,,
263.59,115.76,,,1106.6,1190.3,884.71,1023.6,2600.3,1336.7,,
266.15,410.17,,,1108.1,1505.8,886.56,1019.7,2601.5,789.22,,
266.94,103.89,,,1109.6,1199.9,889.38,1076,2624.1,1900.2,,
268.55,363.85,,,1111.9,1486,890.27,1082.3,2629.7,1021.5,,
269.3,324.76,,,1112.5,1275.6,890.62,1044.6,2638.1,928.15,,
270.34,440.9,,,1115.2,1170.9,890.99,1097.6,2641.6,951.83,,
275.32,485.7,,,1120.2,1651.7,893.48,1101.5,2654.7,964.12,,
281.64,184.72,,,1124.9,1406,893.54,1187.1,2657,1362.4,,
282.75,641.19,,,1127,1382,897.08,1096.6,2659.7,1225.9,,
287.5,293.7,,,1130.1,1245.8,900.91,1135.7,2660.9,974.33,,
288.41,159.83,,,1133.5,1422.4,902.69,906.07,2663.7,1054.3,,
289.06,270.9,,,1135.8,1397.5,909.38,1061.7,2663.8,1151.2,,
289.62,168.45,,,1141.7,1570.8,910.47,1165.8,2664.8,1425.9,,
301.83,364.3,,,1145.3,1447.2,910.48,1012.1,2684.9,923.6,,
305.62,269.13,,,1152.1,1435.6,912.92,1038.9,2686.8,944.03,,
305.71,167.79,,,1157.4,1231.8,914.77,1021.7,2692.8,1155.8,,
310.12,364.13,,,1160.9,1551,916.21,1289.4,2695.9,724.85,,
311.62,380.13,,,1162.5,1403.3,918.86,1109.3,2704.3,998.5,,
317.04,405.18,,,1163.9,1408.4,920.68,1075.8,2716.9,1048.5,,
317.25,1242,,,1168.7,1404.2,921.07,1071.1,2730.6,1134.6,,
333.62,339.19,,,1173.1,1211.1,923.15,1151.2,2746.1,1124.7,,
339.06,306.41,,,1176.6,1393.9,925.57,1112,2763.8,1147.3,,
341.41,303.29,,,1182.5,1230.6,928.68,382.81,2782.8,996.83,,
341.88,349.4,,,1182.9,1683.9,933.58,1193.7,2799.3,1141,,
342.12,254.4,,,1186.4,1655.3,937.5,1073.9,2806.6,1044.8,,
347.23,386.74,,,1190.6,1736.7,937.93,1260.5,2816.1,990.5,,
355.02,818.92,,,1190.6,1563.1,941.16,1062.4,2817.6,750.84,,
355.59,351.05,,,1191.3,1698.6,945.06,1121.7,2835.5,1294.6,,
355.96,330.87,,,1195.5,1663,945.06,1150,2863.9,1032.9,,
356.36,843.51,,,1195.8,1633.8,948.51,1161.9,2866.9,1353.6,,
357.85,325.97,,,1203.3,1444.7,950.99,1072.4,2896.2,1606,,
360.59,351.05,,,1212.8,1294.5,951.13,1152.3,2904.5,1033.5,,
362.51,310.76,,,1219.3,1222.7,952.97,1020.8,2910.3,1035.7,,
363.07,440.38,,,1235.9,1660.8,953.06,1252.2,2912.7,869.63,,
363.46,527.84,,,1240.1,1675.7,955.78,1152.5,2964.9,1205.4,,
367.15,202.13,,,1240.7,1542.7,958.29,1111.4,2965.4,1634.5,,
375.31,289.89,,,1241.4,1415.4,959.44,1212.8,2986.7,899.77,,
375.92,230.09,,,1242.9,1379.4,960.33,1219.6,2986.7,1078.8,,
379,360.23,,,1244.1,1357.4,962.79,1144.6,3000.6,623.37,,
379.7,932.01,,,1246,1451.1,966.9,1041.2,3019,1077.8,,
384.76,864.35,,,1248.1,1445.1,967.31,1095.7,3027.5,1391.3,,
385.31,215.79,,,1248.3,1348.8,969.92,1110.4,3035.9,1122,,
385.91,336.97,,,1249.1,2018.1,974.85,1171,3038.5,1060.9,,
387.04,228.87,,,1251.9,1834,976.13,964.87,3050.2,1208.6,,
389.16,377.75,,,1252.1,1327.3,978.05,1184.3,3051.9,983.97,,
389.95,657.29,,,1254.8,1809.1,980.77,1260.7,3075.9,1435.4,,
395.75,333.37,,,1255.5,1372.4,981,1212.6,3082.2,939.54,,
397.15,393.96,,,1255.7,1362.6,981.13,1201.1,3088.9,1244.5,,
397.17,491.88,,,1256.5,1414.3,981.72,1210.3,3117.7,1083.5,,
398.13,214.38,,,1257.8,1276.1,983.5,1307.3,3123.7,1167.4,,
402.08,432.11,,,1258.5,1549.7,984.67,1013.9,3145,971.45,,
402.37,941.35,,,1259.8,1609.6,984.97,1197.9,3147.5,1280.3,,
407.39,593.13,,,1262.5,1703.1,986.53,948.6,3153,1330.8,,
408.42,334.94,,,1268.3,1564.1,989.45,1237.8,3165.7,1102.9,,
409.54,331.85,,,1270.1,1306.8,989.96,1302.7,3174.6,1244,,
411.15,395.17,,,1287.1,1584.6,992.18,1232.3,3186.9,1328.8,,
412.33,722.64,,,1294.2,1802,995.88,1123,3187,1279.9,,
412.36,440.93,,,1294.3,1990.2,996.3,1166.7,3205.4,949.85,,
414.36,844.75,,,1295.8,1377.5,997.04,1193.5,3265.9,976.57,,
415.51,800.89,,,1303.1,1879.1,997.06,1143.3,3289.4,1430.4,,
415.73,261.55,,,1303.6,1248.9,997.85,1181.3,3289.6,1009.4,,
416.9,221.77,,,1305.1,1447.8,997.98,1142,3290.8,1840.6,,
417.32,267.78,,,1310.2,1909.4,998.03,1223.9,3307.2,1067.7,,
417.9,669.22,,,1312.3,1628.4,1002.4,1162,3319,1005.7,,
422.01,447.07,,,1319.2,1394,1004.3,1267.2,3354.1,857.07,,
423.51,358.71,,,1320.3,1582.5,1005.1,1251.3,3356.4,1003,,
425.98,343.81,,,1322.1,1789.8,1005.5,1387.2,3382,1391.4,,
428.47,284.12,,,1324.6,1677.4,1005.8,1167.1,3383.3,1296.9,,
436.19,352.81,,,1336.9,1676.2,1009.9,1112.7,3392.2,1110.3,,
442.6,590.37,,,1337.1,1667.5,1017.4,1098.1,3400.4,1075.1,,
442.96,1017.5,,,1339.3,1727.1,1017.5,1173.8,3403,1557.6,,
446.61,1559.5,,,1342,1230.6,1019.1,1232.5,3410.7,1564.8,,
447.5,743.36,,,1342.9,1717.9,1021.2,1219.4,3416.8,1430.5,,
451.57,473.87,,,1343.5,1407,1022.3,1276.3,3416.8,1289.5,,
452.27,289.86,,,1343.7,1233.5,1022.7,1190.4,3417.9,1121.4,,
455.94,1932.4,,,1345.8,1439.6,1025.9,1096.9,3439.2,1239.9,,
456.72,346.73,,,1348.3,1477.6,1026.7,1198.5,3445.6,1418.9,,
458.11,518.2,,,1359.3,1430.6,1033.6,1323.3,3462.3,1546.2,,
458.41,245.09,,,1361.3,1580.2,1034,1030.2,3479,1415.2,,
458.63,638.1,,,1365.2,1844.1,1041.1,1445.1,3486.9,1804.9,,
468.03,1031.5,,,1376,1864.1,1042.9,1320.8,3490.1,1509.2,,
469.29,485.57,,,1379.8,1708.4,1043.1,1138.5,3495,1483.2,,
472.66,584.89,,,1402.4,2413.2,1043.3,1273.9,3503.4,1540.9,,
475.04,585.35,,,1404.1,1451.8,1044.9,1357.6,3511.2,1405.7,,
477.53,403.65,,,1412.2,1938.4,1046.6,1072.9,3594.8,1035.8,,
480.12,676.65,,,1419.2,1622.7,1048.3,1169.1,3596.9,1473.2,,
481.68,432.46,,,1420.6,1601.7,1052,1114.2,3598.6,938.09,,
483.97,727.95,,,1422.4,1646.8,1055.1,1254,3620.3,1792.5,,
485.52,530.11,,,1424.9,1902.8,1055.2,1263.4,3668.1,1101.6,,
488.33,1314.2,,,1426,1946.2,1056.5,1413.7,3682.2,1603.9,,
489.68,778.1,,,1426.5,1664.9,1058,1264.9,3699.3,1348.2,,
491.39,306.77,,,1433.8,1723.5,1063.5,1224.9,3787.2,1463.6,,
494.31,397.91,,,1436,1560.3,1064.4,1259.8,3822.5,1724.4,,
497.88,732.73,,,1437.6,1816.9,1066.7,988.1,,,,
498.02,749.76,,,1442.6,2098.4,1078.3,1270.9,,,,
498.21,1363.6,,,1451.5,1759.6,1079.7,1312.3,,,,
498.34,866.86,,,1454.4,1855,1086.6,1206.5,,,,
501.51,894.43,,,1460.5,1850.3,1087,1350.8,,,,
501.56,335.6,,,1461.1,1925.1,1087.7,1261.1,,,,
512.76,500.72,,,1474,1779.5,1088.2,1307.3,,,,
515.53,283.4,,,1477.5,1825.5,1094.4,1326.2,,,,
521.14,736.53,,,1478.6,1541.2,1094.7,1359.4,,,,
523.26,418.98,,,1478.8,2025.3,1097,1342.5,,,,
523.91,528.49,,,1482.5,1732,1099,1273.8,,,,
524.69,456.01,,,1503.7,1492.1,1099.8,1257.4,,,,
531.8,527.65,,,1511.6,1603,1101.3,1353.9,,,,
532.48,783.29,,,1538.7,1811.3,1103.6,1167.8,,,,
533.34,589.01,,,1542,2384.8,1103.7,1401.9,,,,
533.83,729.37,,,1556.4,1666.4,1104.9,1367.1,,,,
534.5,849.9,,,1561.5,1624.4,1107.1,1449.3,,,,
535.43,525.88,,,1563.3,1175.3,1112.2,1380.2,,,,
538.95,168.14,,,1569.3,2403.2,1121.9,1475.3,,,,
542.24,464.17,,,1570.5,1897.3,1123.3,1487.6,,,,
550.86,653.26,,,1570.8,1554.6,1125.1,1324.2,,,,
554.25,311.37,,,1603.7,1989.5,1126.7,1001.6,,,,
555.64,408.9,,,1613.5,2153.9,1127.4,1595.8,,,,
556.58,498.01,,,1629.8,2378.7,1128.7,1412.7,,,,
563.65,1057.2,,,1633,2092.1,1129.2,1333.2,,,,
570.77,454.16,,,1634.9,1928.3,1130,1372.1,,,,
571.19,495.38,,,1635.9,2182.1,1130.2,1313.2,,,,
571.28,433.48,,,1638.1,1599.9,1134.1,1687.8,,,,
572.33,639.11,,,1638.7,1980.2,1141.5,1473.8,,,,
573,357.87,,,1643.1,1727.4,1144.5,1224.3,,,,
579.01,632.24,,,1647.4,2234.7,1146.3,1350.6,,,,
582.14,691.05,,,1661.9,1708.7,1149.4,1480.2,,,,
582.43,1152.7,,,1675.6,2274.9,1151,1458.2,,,,
583.59,823.9,,,1682.9,2439.9,1153.8,1331.5,,,,
588.16,1042.1,,,1689.1,1468.2,1156.9,1235.8,,,,
588.43,925.39,,,1696.1,1579.1,1162.5,1297.1,,,,
588.6,590.65,,,1700.2,1512.2,1163.5,1376.4,,,,
594.03,1780.9,,,1702.5,2102.1,1167.2,1508.7,,,,
598.97,690.32,,,1702.9,2269.4,1167.2,1299.8,,,,
600.72,1629.9,,,1709.3,2109.4,1167.2,1240.2,,,,
605.47,503.19,,,1709.9,1863.9,1167.5,1377.9,,,,
606.08,486.53,,,1721.1,2681.5,1169.2,1335.6,,,,
606.44,411.44,,,1723.6,2281.7,1170.1,1172.7,,,,
609.75,490.39,,,1726.7,2248.8,1170.8,1343.2,,,,
613.81,965.82,,,1728.5,2120.8,1173.5,1384.7,,,,
617.59,987.31,,,1746.1,2383.1,1174.9,1519,,,,
617.8,1013.6,,,1751.8,2280.5,1179.1,1505.6,,,,
620.38,1141.1,,,1761.7,2406,1181.2,1410.2,,,,
622.61,917.84,,,1763.8,2509.4,1181.6,1355.8,,,,
623,478.06,,,1766.2,2409.5,1182.7,1492.1,,,,
629.93,969.52,,,1766.9,2077.7,1183.5,1437.3,,,,
630.01,1031.3,,,1767.7,2143,1185.1,1451.5,,,,
630.28,774.75,,,1785.2,2268,1187.7,1319.7,,,,
630.43,998.97,,,1791.2,2511.8,1192.1,1416.7,,,,
636.42,832.34,,,1794,2157.5,1198.8,1272.9,,,,
637.03,840.74,,,1797.6,1835.1,1199.6,1113.8,,,,
637.78,497.75,,,1816.8,2431.5,1206.3,1457.2,,,,
649.3,787.83,,,1818.5,2346.4,1208.8,1364.9,,,,
651.91,195.76,,,1853.3,2602.3,1212.8,1424.7,,,,
654.49,697.64,,,1860.2,2426.4,1214.5,1371.2,,,,
664.36,840.45,,,1902.1,2101,1216.6,1394,,,,
667.18,433.7,,,1912.6,2849,1220.3,1411.6,,,,
677.16,716.51,,,1918.5,2012.5,1220.6,1645.7,,,,
678.47,633.14,,,1919.4,2606.5,1224.1,1419.7,,,,
681.67,937.8,,,1922.6,2889.3,1228.5,1678,,,,
687.71,401.23,,,1925.2,2733.8,1231.1,1441.1,,,,
688.31,761.77,,,1942.8,2509.8,1233.7,1586.3,,,,
690.51,1001.1,,,1947.7,2849.2,1236.9,1394,,,,
691,949.81,,,1947.9,2084.5,1240.3,1580,,,,
716.85,510.54,,,1961.2,2455.7,1248.1,1309.6,,,,
718.93,361.9,,,1966.1,2501.8,1250.6,1440.3,,,,
719.36,728.35,,,1970,2674.7,1250.9,1427.2,,,,
719.97,326.01,,,2001.1,2737.4,1251.1,1435.8,,,,
730.23,449.8,,,2011.1,2854.3,1257.4,1454.7,,,,
736.23,1279,,,2054.2,1960.8,1258.2,1461.5,,,,
742.68,723.25,,,2083.6,2511,1259.2,1496.5,,,,
743.96,566.44,,,2085.7,2449.9,1263.3,1295.7,,,,
743.99,2523.8,,,2104.9,2227.3,1265,1489,,,,
746.83,461.41,,,2133.7,3031.7,1268.6,1408.1,,,,
758.55,189.47,,,2161.7,1816.8,1269.1,1527.2,,,,
760.96,821.22,,,2191.1,3074.2,1274.7,1788.8,,,,
765,904.6,,,2197.1,3121.5,1277.4,1541.4,,,,
766.81,198.4,,,2199.7,2212.5,1278,1490.8,,,,
774.37,845.74,,,2205.9,2274.3,1280.7,1554.7,,,,
777.41,789.76,,,2212.7,2814.5,1282.9,1416.5,,,,
786.17,1317.9,,,2215.5,3216.9,1284.4,1563.5,,,,
787.13,1454.5,,,2221.1,1948.1,1285.8,1540.2,,,,
794.32,1038.6,,,2245.9,3358.5,1287.7,1475.1,,,,
795.25,285.76,,,2252.2,3159.7,1289.5,1151.8,,,,
799.4,663.19,,,2318.1,1807.4,1290.9,1426.8,,,,
804.15,368.76,,,2320.9,3181.5,1291.7,1543.3,,,,
806.16,952.37,,,2326,2948.9,1295.5,1446.6,,,,
808.93,882.49,,,2344.4,3416.7,1297.1,1517.7,,,,
817.34,961.99,,,2352.3,3012.9,1300.8,1614.5,,,,
820.88,927.07,,,2356.5,2426.8,1301.7,1473.4,,,,
821.68,1145,,,2359.1,2772.3,1303.4,1567.1,,,,
826.7,1050.3,,,2395.2,3454.6,1303.9,1416.8,,,,
831.4,1010.2,,,2413.1,3325.1,1309.9,1676.4,,,,
833.04,1188.7,,,2413.9,2866.2,1311.8,1505.2,,,,
836.24,1002.8,,,2417.9,2964.2,1318.8,1284.4,,,,
838.47,720.18,,,2425.8,2917.1,1325,1518.6,,,,
839.07,1798.2,,,2436.3,2240,1326.6,1557,,,,
842.26,721.5,,,2449.2,3206.3,1332.8,1715.1,,,,
844.3,408.99,,,2456.8,3380.9,1337.4,1513,,,,
845.29,988.43,,,2465.9,2913.1,1341.6,1712.7,,,,
846.35,550.09,,,2471.6,3237.6,1345.1,1432.9,,,,
849.72,1181.1,,,2530.5,2919.8,1345.5,1610.3,,,,
849.94,1059.6,,,2581.8,3169,1349.4,1528.3,,,,
853.91,377.64,,,2593.6,3344.8,1352.8,1632.8,,,,
865.07,636.5,,,2608.4,3794.7,1354.1,1621.7,,,,
865.98,1184.2,,,2637.3,3223.8,1355.4,1852.6,,,,
876.07,1434.3,,,2645.2,3573.2,1357.7,1376.5,,,,
880.21,750.2,,,2715.3,3228.3,1366.4,1461.8,,,,
880.37,748.71,,,2741.1,2459.7,1366.6,1591.5,,,,
882.44,2320,,,2744.3,3678.3,1366.7,1600.9,,,,
899.29,803.83,,,2768.9,3557.5,1367.8,1396.8,,,,
901.3,1658.7,,,2814.2,4201.4,1375.1,1704.1,,,,
902.76,2454.8,,,2839.7,3797.7,1375.6,1627,,,,
908.19,1439.1,,,2839.8,3562.6,1376.1,1566.6,,,,
916,1047,,,2880.3,3857.9,1383.2,1422.3,,,,
920.11,1120.1,,,2950.4,3334.9,1383.4,1626.2,,,,
925.09,1315.6,,,2950.6,3227.2,1388.8,1649.7,,,,
