"LMC","construct","glass","state","cell","GFP","RFP","norm_ratio","day"
4462,"EGFP","g1","post",24,9814.617719,4458.686288,0.97754129,1
4462,"EGFP","g1","post",25,14789.74847,6128.473898,1.072302302,1
4462,"EGFP","g1","post",27,6512.891486,2863.239246,1.010352871,1
4462,"EGFP","g1","post",28,8163.376891,3438.768809,1.054713089,1
4462,"EGFP","g1","post",29,5501.731172,2855.173702,0.854960643,1
4462,"EGFP","g1","post",30,5841.293326,2475.249999,1.048436987,1
4462,"EGFP","g1","post",31,12977.1341,5938.298373,0.970432909,1
4462,"EGFP","g1","post",32,9131.53922,3086.241268,1.31607961,1
4462,"EGFP","g1","post",33,7262.738867,3055.485389,1.056065637,1
4462,"EGFP","g1","post",34,15512.11709,6724.197667,1.024765406,1
4462,"EGFP","g1","post",35,3415.165584,1443.924802,1.050812682,1
4462,"EGFP","g1","post",36,13945.84825,5746.947449,1.078276725,1
4462,"EGFP","g1","post",37,11612.41899,5381.933792,0.958071183,1
4462,"EGFP","g1","post",38,2615.061482,1339.479247,0.866295013,1
4462,"EGFP","g1","post",39,5106.813518,2367.620828,0.957745979,1
4462,"EGFP","g1","post",40,5837.108512,2632.364994,0.984782394,1
4462,"EGFP","g1","post",41,2679.374781,1330.835992,0.893557068,1
4462,"EGFP","g1","post",42,3220.516112,1385.337923,1.032722361,1
4462,"EGFP","g1","post",43,7840.117078,3435.654706,1.013627556,1
4462,"EGFP","g1","post",44,11483.46858,5059.863396,1.008057217,1
4462,"EGFP","g1","post",45,3886.6121,1800.802974,0.958339094,1
4462,"EGFP","g1","post",46,3241.710094,1457.222186,0.987974483,1
4462,"EGFP","g1","post",47,4325.796689,1938.564544,0.991040688,1
4462,"EGFP","g1","post",48,11960.65176,5747.445114,0.923827144,1
4462,"EGFP","g1","post",49,3954.318317,1422.406649,1.236190204,1
4462,"EGFP","g1","post",50,6341.08315,2445.722804,1.152490782,1
4462,"EGFP","g1","post",51,12325.32454,5976.255354,0.915490316,1
4462,"EGFP","g1","post",52,6557.187698,2938.46602,0.991066184,1
4462,"EGFP","g1","post",53,4564.981142,1985.42251,1.021342046,1
4462,"EGFP","g1","post",54,6674.514652,2710.876332,1.094128201,1
4462,"EGFP","g1","post",55,11314.85551,5238.713743,0.959048565,1
4462,"EGFP","g1","post",56,3873.524997,1653.685486,1.04060706,1
4462,"EGFP","g1","post",57,4851.148489,2049.911648,1.051402389,1
4462,"EGFP","g1","post",58,10691.37799,5665.8858,0.837103116,1
4462,"EGFP","g1","post",59,19291.85414,8988.061065,0.95303034,1
4462,"EGFP","g1","post",60,15702.11496,7404.08073,0.941568374,1
4462,"EGFP","g1","post",61,6854.591668,2912.185117,1.045703045,1
4462,"EGFP","g1","post",62,5748.95089,2468.084521,1.034778771,1
4462,"EGFP","g1","post",63,4386.93361,1627.568011,1.198371521,1
4462,"EGFP","g1","post",64,3900.757109,1935.049817,0.894692703,1
4462,"EGFP","g1","post",65,12484.51582,4227.017355,1.313717803,1
4462,"EGFP","g1","post",66,10964.13736,5250.114828,0.927099859,1
4462,"EGFP","g1","post",67,6551.25722,2816.452559,1.033326441,1
4462,"EGFP","g1","post",68,5064.786865,2154.033695,1.044604208,1
4462,"EGFP","g1","post",69,6916.955374,2863.240281,1.073417184,1
4462,"EGFP","g1","post",70,8793.767808,3932.471568,0.993163563,1
4462,"EGFP","g1","post",71,6620.245098,2842.310517,1.034716397,1
4462,"EGFP","g1","post",72,4795.091851,2022.659552,1.053266199,1
4462,"EGFP","g1","post",73,11290.75214,4666.97011,1.074986059,1
4462,"EGFP","g1","post",74,3511.089421,1676.735885,0.92962083,1
4462,"EGFP","g1","post",75,5917.86975,2520.428287,1.043110953,1
4462,"EGFP","g1","post",76,6449.244785,2807.27055,1.020487237,1
4462,"EGFP","g1","post",77,4870.93864,1609.672653,1.346133918,1
4462,"EGFP","g1","post",78,7082.593769,3196.874435,0.983904538,1
4462,"EGFP","g1","post",79,3655.290037,1559.023426,1.041609612,1
4462,"EGFP","g1","post",80,9804.7332,3781.880928,1.152415322,1
4462,"EGFP","g1","post",81,4706.10434,2379.755377,0.877583683,1
4462,"EGFP","g1","post",82,9078.401288,4816.195957,0.836209179,1
4462,"EGFP","g1","post",83,10002.06746,4339.661465,1.023824218,1
4462,"EGFP","g1","post",84,4227.535741,2256.037408,0.831250211,1
4462,"EGFP","g1","post",85,9152.888638,4017.206943,1.012034267,1
4462,"EGFP","g1","post",86,6561.838087,2831.127225,1.029608625,1
4462,"EGFP","g1","post",87,4996.521848,2290.336771,0.968751603,1
4462,"EGFP","g1","post",88,13522.26269,5946.091268,1.010122568,1
4462,"EGFP","g1","post",89,5165.693931,2413.286292,0.950409817,1
4462,"EGFP","g1","post",90,5055.674625,2164.857035,1.037469873,1
4462,"EGFP","g1","post",91,10652.73566,5015.477161,0.94301385,1
4462,"EGFP","g1","post",92,7780.890459,3898.720761,0.88571549,1
4462,"EGFP","g1","post",93,3469.827337,1808.471915,0.851259347,1
4462,"EGFP","g1","post",94,5821.638558,2693.445252,0.959743872,1
4462,"EGFP","g1","post",95,7601.025898,3345.160081,1.009274671,1
4462,"EGFP","g1","post",96,13072.27297,5383.676789,1.078937181,1
4462,"EGFP","g1","post",97,4677.286208,2006.476184,1.035573304,1
4462,"EGFP","g1","post",98,4904.017978,1780.662942,1.224580627,1
4462,"EGFP","g1","post",99,20842.28795,8685.025182,1.06627467,1
4462,"EGFP","g1","post",100,4293.683145,1915.823472,0.995386739,1
4462,"EGFP","g1","post",101,3563.540564,1460.268811,1.084389519,1
4462,"EGFP","g1","post",102,19221.75384,10146.31945,0.840446706,1
4462,"EGFP","g1","post",103,12364.2725,5941.375124,0.92383053,1
4462,"EGFP","g1","post",104,2915.880458,1306.337702,0.99133559,1
4462,"EGFP","g1","post",105,8670.743687,3912.239837,0.984278759,1
4462,"EGFP","g1","post",106,10358.96276,4072.090331,1.1306693,1
4462,"EGFP","g1","post",107,9496.835014,4568.836738,0.922742622,1
4462,"EGFP","g1","post",108,9170.610144,4497.117827,0.905139134,1
4462,"EGFP","g1","post",109,9547.16098,3825.073179,1.109240754,1
4462,"EGFP","g1","post",110,13805.97209,6526.497291,0.939170591,1
4462,"EGFP","g1","post",111,13477.7266,6288.274067,0.951655864,1
4462,"EGFP","g1","post",112,7276.811241,2907.532245,1.112280795,1
4462,"EGFP","g1","post",113,30153.55811,16155.76486,0.827921169,1
4462,"EGFP","g1","post",114,7045.713097,3369.025183,0.928422435,1
4462,"EGFP","g1","post",115,5939.101118,2683.996869,0.982701501,1
4462,"EGFP","g1","post",116,8840.148365,4011.18737,0.978720118,1
4462,"EGFP","g1","post",117,5057.521327,2402.919083,0.934419425,1
4462,"EGFP","g1","post",118,8733.009487,4057.747323,0.955620052,1
4462,"EGFP","g1","post",119,5454.602681,2349.85589,1.031173769,1
4462,"EGFP","g1","post",120,6821.96556,3863.625657,0.782903481,1
4462,"EGFP","g1","post",121,8446.227953,3664.994147,1.023718889,1
4462,"EGFP","g1","post",122,20549.61561,10858.52586,0.839566737,1
4462,"EGFP","g1","post",123,8475.387957,3938.408124,0.955531332,1
4462,"EGFP","g1","post",124,23180.01628,11471.75102,0.896826057,1
4462,"EGFP","g1","post",125,12387.24035,5621.046646,0.978653834,1
4462,"EGFP","g1","post",126,5134.883571,2010.159641,1.135393924,1
4462,"EGFP","g1","post",127,17387.9057,7357.28536,1.049991575,1
4462,"EGFP","g1","post",128,5652.678142,2333.983512,1.076153278,1
4462,"EGFP","g1","post",129,6273.248644,2049.228718,1.361877639,1
4462,"EGFP","g1","post",130,3753.338153,1787.211553,0.932349417,1
4462,"EGFP","g1","post",131,5897.351363,3051.182735,0.857585793,1
4462,"EGFP","g1","post",132,4591.80418,1876.337926,1.087465903,1
4462,"EGFP","g1","post",134,6314.408457,2570.998459,1.091397627,1
4462,"EGFP","g1","post",135,4855.804852,2108.845497,1.022834627,1
4462,"EGFP","g1","post",137,3622.55507,1644.284534,0.978383232,1
4462,"EGFP","g1","post",138,3181.51497,1516.365295,0.931460388,1
4462,"EGFP","g1","post",139,8790.937861,3958.555083,0.986259438,1
4462,"EGFP","g1","post",141,3893.320956,1569.271324,1.102551674,1
4462,"EGFP","g1","post",142,4471.535937,1871.250072,1.061717516,1
4462,"EGFP","g1","post",143,11957.54311,5023.484618,1.057574967,1
4462,"EGFP","g1","post",144,6525.239827,2832.444995,1.023352531,1
4462,"EGFP","g1","post",145,8437.342655,3849.596043,0.973301363,1
4462,"EGFP","g1","pre",1,7625.197177,3562.904368,0.960389824,1
4462,"EGFP","g1","pre",2,4172.074615,1957.166409,0.956567002,1
4462,"EGFP","g1","pre",3,5100.449586,2813.682843,0.812642366,1
4462,"EGFP","g1","pre",4,3973.35453,1906.616252,0.935039256,1
4462,"EGFP","g1","pre",5,3600.525796,1492.117609,1.083515919,1
4462,"EGFP","g1","pre",6,3512.710648,1469.91633,1.073004179,1
