"LMC","construct","glass","state","cell","GFP","RFP","norm_ratio","day"
4462,"EGFP","g2","pre",60,6428.769763,3199.830412,0.957958779,1
4462,"EGFP","g2","pre",62,13494.69544,6590.775008,0.976471835,1
4462,"EGFP","g2","pre",63,3900.665449,1711.004326,1.088391256,1
4462,"EGFP","g2","pre",64,5634.934327,3116.770453,0.861018388,1
4462,"EGFP","g2","pre",65,17703.89991,8453.410098,0.999014929,1
4462,"EGFP","g2","pre",66,6666.665113,3482.619972,0.912258921,1
4462,"EGFP","g2","pre",67,6780.079583,2783.31682,1.16367554,1
4462,"EGFP","g2","pre",68,6641.953702,2691.620726,1.178937683,1
4462,"EGFP","g2","pre",69,9091.282574,4576.746378,0.947024293,1
4462,"EGFP","g2","pre",70,5344.742221,2666.480832,0.955703898,1
4462,"EGFP","g2","pre",71,5885.730946,2958.59868,0.948449354,1
4462,"EGFP","g2","pre",73,12524.8091,6474.902326,0.921943206,1
4462,"EGFP","g2","pre",74,3274.015864,1509.809514,1.034775415,1
4462,"EGFP","g2","pre",75,11561.34496,5710.196683,0.965470458,1
4462,"EGFP","g2","pre",76,3774.247723,1495.607285,1.205883586,1
4462,"EGFP","g2","pre",77,17278.93986,8724.264121,0.944207004,1
4462,"EGFP","g2","pre",78,8096.677102,3388.146878,1.141379995,1
4462,"EGFP","g2","pre",79,13839.36898,6604.904321,0.999509467,1
4462,"EGFP","g2","pre",80,2925.255844,1591.38907,0.875590296,1
4462,"EGFP","g2","pre",81,9354.775343,4805.51195,0.927877251,1
4462,"EGFP","g2","pre",82,12055.8079,6265.934725,0.916960804,1
4462,"EGFP","g2","pre",83,3343.541558,1757.066368,0.906786391,1
4462,"EGFP","g2","pre",84,5172.946819,2606.292988,0.946245349,1
4462,"EGFP","g2","pre",85,9484.283938,4278.496157,1.058021559,1
4462,"EGFP","g2","pre",86,4633.662146,1888.688959,1.172062653,1
4462,"EGFP","g2","pre",87,8113.605517,4086.935672,0.946468499,1
4462,"EGFP","g2","pre",88,17235.03696,6757.87592,1.218802608,1
4462,"EGFP","g2","pre",89,4189.641746,1799.245934,1.111909777,1
4462,"EGFP","g2","pre",90,16860.18451,7377.969935,1.091019859,1
4462,"EGFP","g2","pre",91,4321.49163,1960.797356,1.05185932,1
4462,"EGFP","g2","pre",92,7783.562695,2642.737814,1.409111418,1
4462,"EGFP","g2","pre",93,10066.47002,5431.86278,0.882842365,1
4462,"EGFP","g2","pre",94,5974.16144,2604.291226,1.095242304,1
4462,"EGFP","g2","pre",95,7640.90636,3619.415788,1.007109837,1
4462,"EGFP","g2","pre",96,4282.600504,2313.309933,0.881907851,1
4462,"EGFP","g2","pre",97,5114.733676,2165.163893,1.128164999,1
4462,"EGFP","g2","pre",98,2583.770352,1514.502034,0.811901499,1
4462,"EGFP","g2","pre",99,3599.974356,1579.641426,1.0880202,1
4462,"EGFP","g2","pre",100,9013.364704,3519.552684,1.223899996,1
4462,"EGFP","g2","pre",106,22019.6667,11340.98057,0.925431798,1
4462,"EGFP","g2","pre",118,5964.698708,2757.723536,1.032081859,1
4462,"EGFP","g2","pre",121,3765.641975,1896.173186,0.946787844,1
4462,"EGFP","g2","pre",123,22283.65921,10910.24186,0.974033632,1
4462,"EGFP","g2","pre",124,3870.182879,1668.305848,1.107704553,1
4462,"EGFP","g2","pre",125,10942.76206,5911.456149,0.881823101,1
4462,"EGFP","g2","pre",127,3365.339951,1876.756742,0.853899449,1
4462,"EGFP","g2","pre",128,4325.229976,1984.988907,1.039822678,1
4462,"EGFP","g2","pre",129,12635.93592,5815.230383,1.036899582,1
4462,"EGFP","g2","pre",130,3877.384913,1774.002861,1.043051841,1
4462,"EGFP","g2","pre",131,10179.44591,5795.17572,0.836246937,1
4462,"EGFP","g2","pre",132,5399.711618,2179.895359,1.183472409,1
4462,"EGFP","g2","pre",135,9352.542127,4514.701932,0.988067645,1
4462,"EGFP","g2","pre",136,6206.169483,3005.352757,0.984917829,1
4462,"EGFP","g2","pre",137,14191.88034,7483.175303,0.903699135,1
4462,"EGFP","g2","pre",138,10124.9392,5036.551912,0.958534576,1
4462,"EGFP","g2","pre",140,3551.299791,1388.790959,1.222057029,1
4462,"EGFP","g2","pre",141,5825.147484,2817.367131,0.986145221,1
4462,"EGFP","g2","pre",143,3936.548952,1545.958734,1.21686771,1
4462,"EGFP","g2","pre",144,3475.337768,1606.633647,1.032183571,1
4462,"EGFP","g2","pre",145,5018.33262,2449.80387,0.976929812,1
4462,"EGFP","g2","pre",146,15614.52966,8231.910817,0.903855359,1
4462,"EGFP","g2","pre",147,5461.381689,2230.825951,1.169541473,1
4462,"EGFP","g2","pre",148,3511.492125,1728.49719,0.968769056,1
4462,"EGFP","g2","pre",149,18692.0513,9883.90033,0.901123941,1
4462,"EGFP","g2","pre",150,3948.580302,1755.80335,1.073510676,1
4462,"EGFP","g2","pre",151,4899.67513,2284.114305,1.0235051,1
4462,"EGFP","g2","pre",152,4508.136148,2283.267135,0.941249082,1
4462,"EGFP","g2","pre",153,8087.005855,3479.805234,1.109706506,1
4462,"EGFP","g2","pre",154,7216.951421,2644.688499,1.304816789,1
4462,"EGFP","g2","pre",155,3760.848547,1888.173151,0.949619335,1
4462,"EGFP","g2","pre",156,2725.155308,1424.302326,0.911805568,1
4462,"EGFP","g2","pre",157,4021.997921,1881.85993,1.019715682,1
4462,"EGFP","g2","pre",158,7187.296949,3685.584423,0.929532338,1
4462,"EGFP","g2","pre",159,16806.21303,8860.324628,0.903838479,1
4462,"EGFP","g2","pre",160,4447.045923,2047.492305,1.036438781,1
4462,"EGFP","g2","pre",161,9469.73898,4767.014337,0.947075521,1
4462,"EGFP","g2","pre",162,9727.952119,4920.576145,0.942488127,1
4462,"EGFP","g2","pre",163,18832.39887,9305.195843,0.965072502,1
4462,"EGFP","g2","pre",164,12611.89825,6835.631697,0.8788892,1
4462,"EGFP","g2","pre",165,8132.853632,3361.459163,1.155709623,1
4462,"EGFP","g2","pre",166,6422.38734,2909.92909,1.053359841,1
4462,"EGFP","g2","pre",168,4124.905768,2518.615913,0.779009482,1
4462,"EGFP","g2","pre",169,7335.687305,3844.366187,0.909318482,1
4462,"EGFP","g2","pre",170,18675.62406,7956.267674,1.120936174,1
4462,"EGFP","g2","pre",171,4978.421643,2774.252416,0.854545867,1
4462,"EGFP","g2","pre",172,7310.232277,3566.706915,0.977465552,1
4462,"EGFP","g2","pre",173,6336.363612,3279.318952,0.92091034,1
4462,"EGFP","g2","pre",174,4006.814376,1910.762881,1.00030651,1
4462,"EGFP","g2","pre",175,8891.521094,3891.411126,1.09087661,1
4462,"EGFP","g2","pre",176,19362.4625,10062.52713,0.917052767,1
4462,"EGFP","g2","pre",177,26261.59983,13407.89079,0.933656066,1
4462,"EGFP","g2","pre",178,12092.63998,5214.532261,1.10731836,1
4462,"EGFP","g2","pre",179,5011.851452,2207.206503,1.084017561,1
4462,"EGFP","g2","pre",180,5152.717378,2200.762406,1.118067986,1
4462,"EGFP","g2","pre",182,16324.88388,8788.112197,0.88495495,1
4462,"EGFP","g2","pre",183,4625.617422,2078.318336,1.062320659,1
4462,"EGFP","g2","pre",184,8435.18893,3455.216988,1.166239065,1
4462,"EGFP","g2","pre",185,7038.079549,3112.720497,1.079388253,1
4462,"EGFP","g2","pre",186,8706.57364,4315.331105,0.962052196,1
4462,"EGFP","g3","post",1,6799.479269,3190.860508,0.993662218,1
4462,"EGFP","g3","post",2,17847.15924,7561.225482,1.101451876,1
4462,"EGFP","g3","post",3,32055.86932,13922.50261,1.074248333,1
4462,"EGFP","g3","post",4,7388.745712,2993.407653,1.152185723,1
4462,"EGFP","g3","post",5,2950.973556,1457.295301,0.943881746,1
4462,"EGFP","g3","post",6,4736.279113,2227.006509,0.991700022,1
4462,"EGFP","g3","post",7,14165.46749,6750.116307,0.978453433,1
4462,"EGFP","g3","post",8,10268.56314,4405.722026,1.087536193,1
4462,"EGFP","g3","post",9,4435.445849,2159.482826,0.957493665,1
4462,"EGFP","g3","post",10,6334.179206,2450.148199,1.207099549,1
4462,"EGFP","g3","post",11,11605.54842,5186.522632,1.043797428,1
4462,"EGFP","g3","post",12,5415.559025,2563.635538,0.984984428,1
4462,"EGFP","g3","post",13,5546.009915,2824.630832,0.914978574,1
4462,"EGFP","g3","post",14,7166.810263,3406.48158,0.980954284,1
4462,"EGFP","g3","post",15,5699.972339,2423.446438,1.097532727,1
4462,"EGFP","g3","post",16,18054.3574,8955.561616,0.939666459,1
4462,"EGFP","g3","post",18,5348.503432,2002.662762,1.247256215,1
4462,"EGFP","g3","post",19,10733.67335,5553.336509,0.900596228,1
4462,"EGFP","g3","post",20,6183.84476,2877.332414,1.002229593,1
4462,"EGFP","g3","post",21,4347.778938,1897.915003,1.068783591,1
4462,"EGFP","g3","post",22,9095.961239,4205.341222,1.008710906,1
4462,"EGFP","g3","post",23,15818.80015,8071.312164,0.913303059,1
4462,"EGFP","g3","post",25,15680.97751,7776.698417,0.939859848,1
4462,"EGFP","g3","post",26,15258.56153,7341.677028,0.968961556,1
4462,"EGFP","g3","post",27,9664.647802,4404.423475,1.023439868,1
4462,"EGFP","g3","post",28,3743.757415,2136.126905,0.81591562,1
4462,"EGFP","g3","post",29,7273.621088,3489.85769,0.971718845,1
4462,"EGFP","g3","post",30,18172.97788,8191.121347,1.034863076,1
4462,"EGFP","g3","post",31,6307.448584,3110.953061,0.945070901,1
4462,"EGFP","g3","post",32,17667.16504,9061.351162,0.908533405,1
4462,"EGFP","g3","post",33,7627.314985,4555.784922,0.779088158,1
4462,"EGFP","g3","post",34,5000.589717,2316.558644,1.006678576,1
4462,"EGFP","g3","post",35,5487.461323,2905.187747,0.879931774,1
4462,"EGFP","g3","post",36,15143.83575,6495.092407,1.087934568,1
4462,"EGFP","g3","post",37,6955.508103,3312.148739,0.979133304,1
4462,"EGFP","g3","post",38,4323.506687,1767.752784,1.141579635,1
4462,"EGFP","g3","post",39,10362.6692,4578.784708,1.055804204,1
4462,"EGFP","g3","post",40,5360.37011,2586.751304,0.966091912,1
4462,"EGFP","g3","post",41,3851.939536,1838.679616,0.97676074,1
4462,"EGFP","g3","post",42,8976.933196,4052.755007,1.03317216,1
4462,"EGFP","g3","post",43,16607.39907,7661.042323,1.01097467,1
4462,"EGFP","g3","post",45,4271.689335,1919.398473,1.038112511,1
4462,"EGFP","g3","post",46,21081.42031,10873.04155,0.90343267,1
4462,"EGFP","g3","post",47,4756.734776,2467.988152,0.898031121,1
4462,"EGFP","g3","post",48,20807.05119,11037.08777,0.878214519,1
4462,"EGFP","g3","post",49,6816.871049,3008.047206,1.057222767,1
4462,"EGFP","g3","post",50,4578.4676,2255.89364,0.946039233,1
4462,"EGFP","g3","post",51,16198.00089,7889.565742,0.957095559,1
4462,"EGFP","g3","post",52,4385.264812,1862.82431,1.098511743,1
4462,"EGFP","g3","post",53,8776.507515,3992.310881,1.025341626,1
4462,"EGFP","g3","post",54,8386.533198,3959.336682,0.987668692,1
4462,"EGFP","g3","post",55,3289.593342,1411.160808,1.087720576,1
4462,"EGFP","g3","post",56,3648.557877,1846.909234,0.920638894,1
4462,"EGFP","g3","post",57,5922.56296,2696.351418,1.024475901,1
4462,"EGFP","g3","post",58,4613.76841,1893.025587,1.137577433,1
4462,"EGFP","g3","post",59,4793.576704,2107.750737,1.061004886,1
4462,"EGFP","g3","post",60,3581.712856,1738.080852,0.960683544,1
4462,"EGFP","g3","post",61,9378.577565,4783.522865,0.913641768,1
4462,"EGFP","g3","post",62,4612.557479,2066.908959,1.040971613,1
4462,"EGFP","g3","post",63,5163.009106,2243.074632,1.073921882,1
4462,"EGFP","g3","post",64,6701.395207,3039.652282,1.028304175,1
4462,"EGFP","g3","post",65,5636.410671,2974.190509,0.882872052,1
4462,"EGFP","g3","post",66,17841.87363,9358.735516,0.888196552,1
4462,"EGFP","g3","post",67,8762.611241,3812.822278,1.072249421,1
4462,"EGFP","g3","post",68,3642.214246,1733.770357,0.979485231,1
4462,"EGFP","g3","post",69,3982.196837,1794.371237,1.035169578,1
4462,"EGFP","g3","post",70,6356.118927,2673.938098,1.109302563,1
4462,"EGFP","g3","post",71,4207.08597,2076.279606,0.944490477,1
4462,"EGFP","g3","post",72,5544.567572,2361.647763,1.095532703,1
4462,"EGFP","g3","post",73,3961.872965,1448.098399,1.277896787,1
4462,"EGFP","g3","post",74,8317.540372,3662.645046,1.059430617,1
4462,"EGFP","g3","post",75,3554.866715,1583.665841,1.047119892,1
4462,"EGFP","g3","post",77,5937.973794,2356.953994,1.176147752,1
4462,"EGFP","g3","post",78,6775.207137,3211.642513,0.983633332,1
4462,"EGFP","g3","post",79,19436.35098,9301.018367,0.97429545,1
4462,"EGFP","g3","post",81,3538.323848,1524.453117,1.082984326,1
4462,"EGFP","g3","post",82,14800.15899,7406.97071,0.931278068,1
4462,"EGFP","g3","post",84,5118.327369,3140.018163,0.758334854,1
4462,"EGFP","g3","post",86,13936.69876,7060.753986,0.919855231,1
4462,"EGFP","g3","post",88,10480.12844,5088.818584,0.960079255,1
4462,"EGFP","g3","post",89,4649.278083,2130.166562,1.017935564,1
4462,"EGFP","g3","post",90,7610.904888,3040.513023,1.168547274,1
4462,"EGFP","g3","post",91,2969.709444,1582.261848,0.874306652,1
4462,"EGFP","g3","post",92,5987.168929,2540.860052,1.099573794,1
4462,"EGFP","g3","post",94,4810.654936,1913.781643,1.173492513,1
4462,"EGFP","g3","post",97,5551.95967,2847.339462,0.908603329,1
4462,"EGFP","g3","post",98,10619.65848,6507.149208,0.759259208,1
4462,"EGFP","g3","post",99,8217.612283,3544.984513,1.081598689,1
4462,"EGFP","g3","post",100,11421.45576,6987.360605,0.760475742,1
4462,"EGFP","g3","post",101,7982.296519,3602.626715,1.033485986,1
4462,"EGFP","g3","post",102,3738.545468,2119.974212,0.821034269,1
4462,"EGFP","g3","post",103,4819.121298,2765.991038,0.811069581,1
4462,"EGFP","g3","post",104,12763.27025,6645.353461,0.894863306,1
4462,"EGFP","g3","post",105,17693.47022,9228.306531,0.893300402,1
4462,"EGFP","g3","post",106,4415.622663,1703.04836,1.210648055,1
4462,"EGFP","g3","post",107,4328.324492,2053.542759,0.982768061,1
4462,"EGFP","g3","post",108,5267.656654,2209.827844,1.112439942,1
4462,"EGFP","g3","post",109,21063.06118,11724.04147,0.836577535,1
4462,"EGFP","g3","post",110,19528.91926,11660.30108,0.779377952,1
4462,"EGFP","g3","post",111,3517.74538,2126.632438,0.769661063,1
4462,"EGFP","g3","post",112,10375.06468,4802.667012,1.007450444,1
4462,"EGFP","g3","post",114,3551.979673,1992.928586,0.829869261,1
4462,"EGFP","g3","post",115,3609.375215,1616.625826,1.041459568,1
4462,"EGFP","g3","post",116,4565.213165,1704.263431,1.251017371,1
4462,"EGFP","g3","post",117,3704.64455,1835.510727,0.940758423,1
4462,"EGFP","g3","post",118,7789.771213,3497.743653,1.038840354,1
4462,"EGFP","g3","post",120,6078.134362,1971.232097,1.44116019,1
4462,"EGFP","g3","post",121,3872.266002,1531.400141,1.180487253,1
4462,"EGFP","g3","post",122,23434.00113,12010.87054,0.90916228,1
4462,"EGFP","g3","post",123,7134.381789,3108.84276,1.070685779,1
4462,"EGFP","g3","post",125,8083.167202,3805.362933,0.990480654,1
4462,"EGFP","g3","post",127,4651.847387,2237.138442,0.969443449,1
4462,"EGFP","g3","post",128,3692.371652,1418.962228,1.215058504,1
4462,"EGFP","g3","post",129,4339.92908,2047.758804,0.988227482,1
4462,"EGFP","g3","post",131,4123.868688,2463.46558,0.778997354,1
4462,"EGFP","g3","post",138,4370.414319,1877.055715,1.086409371,1
4462,"EGFP","g3","post",141,13537.11097,6241.762823,1.011455447,1
4462,"EGFP","g3","post",143,3166.750603,1592.048065,0.927033576,1
4462,"EGFP","g3","pre",1,3909.100378,2405.740847,0.799038852,1
4462,"EGFP","g3","pre",2,13386.9556,6198.310248,1.06501065,1
4462,"EGFP","g3","pre",3,7061.912417,3393.848025,1.025738229,1
4462,"EGFP","g3","pre",4,7908.975297,3533.108744,1.104173457,1
4462,"EGFP","g3","pre",5,6928.039718,2926.324902,1.168299027,1
4462,"EGFP","g3","pre",6,4178.049768,1967.310998,1.047089879,1
4462,"EGFP","g3","pre",7,6271.46627,3200.010605,0.965583483,1
4462,"EGFP","g3","pre",8,10770.24397,4453.129248,1.193704553,1
4462,"EGFP","g3","pre",9,16915.92105,7569.649992,1.102269768,1
4462,"EGFP","g3","pre",10,7054.999971,2918.029718,1.193281111,1
4462,"EGFP","g3","pre",11,2790.582929,1428.874933,0.962185385,1
4462,"EGFP","g3","pre",12,4349.215909,2266.250941,0.945343327,1
4462,"EGFP","g3","pre",13,13822.23642,6838.311375,0.996148878,1
4462,"EGFP","g3","pre",14,9831.745442,4458.466466,1.08759165,1
4462,"EGFP","g3","pre",15,4087.071018,2093.68833,0.961736994,1
4462,"EGFP","g3","pre",16,4846.030564,2444.553867,0.976797588,1
4462,"EGFP","g3","pre",17,5938.705614,2392.617353,1.225289325,1
4462,"EGFP","g3","pre",18,11046.9838,5239.661652,1.039433428,1
4462,"EGFP","g3","pre",19,5223.566664,2877.906321,0.893595118,1
4462,"EGFP","g3","pre",20,6848.355009,3471.789639,0.971921256,1
4462,"EGFP","g3","pre",21,5279.673756,2396.796367,1.086407668,1
4462,"EGFP","g3","pre",22,17447.90677,9055.214118,0.949178058,1
4462,"EGFP","g3","pre",23,4918.082772,1937.182729,1.253476846,1
4462,"EGFP","g3","pre",24,10300.03286,5517.794984,0.919271727,1
4462,"EGFP","g3","pre",25,5921.08454,2978.386794,0.979601668,1
4462,"EGFP","g3","pre",26,4022.359737,1862.28697,1.065074433,1
4462,"EGFP","g3","pre",27,7933.563406,4111.361783,0.950586645,1
4462,"EGFP","g3","pre",28,17664.04916,9408.358519,0.924637731,1
4462,"EGFP","g3","pre",29,13581.96117,7200.119576,0.929047207,1
4462,"EGFP","g3","pre",30,9819.181204,4623.680365,1.04705798,1
4462,"EGFP","g3","pre",31,14367.02966,7706.11386,0.918115107,1
4462,"EGFP","g3","pre",32,15225.26577,7984.329562,0.939261657,1
4462,"EGFP","g3","pre",33,14119.74475,7192.293192,0.967249473,1
4462,"EGFP","g3","pre",34,3911.139919,2428.718929,0.791811886,1
4462,"EGFP","g3","pre",35,10854.54674,4768.585182,1.122935219,1
4462,"EGFP","g3","pre",36,7081.638774,3552.39287,0.982320112,1
4462,"EGFP","g3","pre",37,18045.70771,8464.85854,1.051118604,1
4462,"EGFP","g3","pre",38,6474.170525,3295.986953,0.967787272,1
4462,"EGFP","g3","pre",39,16349.82785,9162.124688,0.878400639,1
4462,"EGFP","g3","pre",40,17408.02453,9246.568441,0.92720477,1
4462,"EGFP","g3","pre",41,6240.131691,3687.565743,0.832506691,1
4462,"EGFP","g3","pre",42,4864.933861,2266.920055,1.0581879,1
4462,"EGFP","g3","pre",43,5265.548158,2840.39022,0.91286591,1
4462,"EGFP","g3","pre",44,13408.11678,6083.705171,1.086971966,1
4462,"EGFP","g3","pre",45,6661.074208,3284.283616,0.999566454,1
4462,"EGFP","g3","pre",46,12037.35349,5643.193868,1.051733485,1
4462,"EGFP","g3","pre",47,4139.456882,1744.483977,1.170981807,1
4462,"EGFP","g3","pre",48,5150.313527,2626.645485,0.966065013,1
4462,"EGFP","g3","pre",49,3601.594385,1820.847984,0.974608687,1
4462,"EGFP","g3","pre",50,8504.571714,4166.184495,1.006113873,1
4462,"EGFP","g3","pre",51,15158.76894,7238.59563,1.032382058,1
4462,"EGFP","g3","pre",53,21374.42022,11410.07198,0.922553882,1
4462,"EGFP","g3","pre",54,4034.366864,1922.170951,1.034719562,1
4462,"EGFP","g3","pre",55,4030.716307,2171.89813,0.913879374,1
4462,"EGFP","g3","pre",56,19074.39831,10323.35844,0.909823437,1
4462,"EGFP","g3","pre",57,6091.63411,2892.911831,1.038126172,1
4462,"EGFP","g3","pre",58,4356.556029,2244.417191,0.956253147,1
4462,"EGFP","g3","pre",59,14554.7312,7651.336912,0.936951045,1
4462,"EGFP","g3","pre",60,4149.93121,1829.559974,1.11896004,1
4462,"EGFP","g3","pre",61,8044.392488,3887.70361,1.019965317,1
4462,"EGFP","g3","pre",62,3072.670378,1377.084756,1.100570676,1
4462,"EGFP","g3","pre",63,7649.822394,3894.511628,0.967786591,1
4462,"EGFP","g3","pre",64,3384.105247,1776.431008,0.938321279,1
4462,"EGFP","g3","pre",65,5720.567593,2720.790591,1.036549085,1
4462,"EGFP","g3","pre",66,4106.708846,1758.255236,1.152478331,1
4462,"EGFP","g3","pre",67,10801.44109,5484.426558,0.97038124,1
4462,"EGFP","g3","pre",68,3243.488038,1699.114178,0.940273777,1
4462,"EGFP","g3","pre",69,8580.878659,4714.61945,0.896081248,1
4462,"EGFP","g3","pre",70,4356.062931,2043.285888,1.051144957,1
4462,"EGFP","g3","pre",71,4802.626557,2206.593139,1.073322115,1
4462,"EGFP","g3","pre",72,6612.293513,3156.122773,1.032834423,1
4462,"EGFP","g3","pre",73,5012.414674,2922.535212,0.84388527,1
4462,"EGFP","g3","pre",74,16521.90243,8990.689669,0.90483829,1
4462,"EGFP","g3","pre",75,17434.87955,8784.251267,0.977996013,1
4462,"EGFP","g3","pre",76,8287.969416,3842.870935,1.063487983,1
4462,"EGFP","g3","pre",77,16970.66289,9231.608747,0.905163162,1
4462,"EGFP","g3","pre",78,3283.885519,1650.052866,0.980672059,1
4462,"EGFP","g3","pre",79,3690.278734,1743.973865,1.043251459,1
4462,"EGFP","g3","pre",80,6117.395327,2635.428782,1.145288724,1
4462,"EGFP","g3","pre",81,9911.71312,5461.303793,0.89351594,1
4462,"EGFP","g3","pre",82,5115.801308,2220.431118,1.136712478,1
4462,"EGFP","g3","pre",83,5646.651516,3007.947474,0.924518068,1
4462,"EGFP","g3","pre",84,3616.416903,1401.656483,1.274024364,1
4462,"EGFP","g3","pre",85,8472.023346,3892.898775,1.073216153,1
4462,"EGFP","g3","pre",86,7878.579858,3780.004656,1.027468584,1
4462,"EGFP","g3","pre",87,3339.7622,1575.553903,1.045101897,1
4462,"EGFP","g3","pre",88,4700.484714,2122.611693,1.092214329,1
4462,"EGFP","g3","pre",89,6354.235997,3174.848799,0.986271059,1
4462,"EGFP","g3","pre",90,18758.03023,9277.218379,0.996472957,1
4462,"EGFP","g3","pre",91,3657.291483,1650.627736,1.092818831,1
4462,"EGFP","g3","pre",92,3316.471705,1516.728131,1.078347785,1
4462,"EGFP","g3","pre",93,14126.26934,7403.994842,0.939774775,1
4462,"EGFP","g3","pre",95,4561.019306,2908.35296,0.770865436,1
4462,"EGFP","g3","pre",96,14782.17207,8234.315787,0.883716155,1
4462,"EGFP","g3","pre",98,7557.243463,3191.314404,1.16858639,1
4462,"EGFP","g3","pre",99,9960.417257,5078.897932,0.966235296,1
4462,"EGFP","g3","pre",100,3804.4944,1837.045645,1.020858654,1
4462,"EGFP","g3","pre",101,7365.794526,3069.771714,1.184197472,1
4462,"EGFP","g3","pre",102,2759.481043,1523.533858,0.891695158,1
4462,"EGFP","g3","pre",103,5539.65893,2487.013455,1.098655175,1
4462,"EGFP","g3","pre",104,16794.06361,8965.791699,0.922470642,1
4462,"EGFP","g3","pre",105,17605.54845,9253.391206,0.937129166,1
4462,"EGFP","g3","pre",106,4242.315561,1830.005361,1.143788975,1
4462,"EGFP","g3","pre",107,16818.85242,8778.764095,0.94371867,1
4462,"EGFP","g3","pre",108,13237.06558,7808.959903,0.833950534,1
4462,"EGFP","g3","pre",109,10128.14677,6506.420196,0.765092542,1
4462,"EGFP","g3","pre",110,5477.291295,2903.916986,0.928958367,1
4462,"EGFP","g3","pre",111,7468.627021,3465.342366,1.062753044,1
4462,"EGFP","g3","pre",112,9718.383662,6142.654674,0.777760702,1
4462,"EGFP","g3","pre",113,7487.295101,3521.247527,1.048374107,1
4462,"EGFP","g3","pre",114,3547.538727,2099.256135,0.831359911,1
4462,"EGFP","g3","pre",115,3615.099532,2009.194697,0.885748255,1
4462,"EGFP","g3","pre",116,10397.9247,5219.653888,0.981617756,1
4462,"EGFP","g3","pre",117,15719.74688,8093.152602,0.956893668,1
4462,"EGFP","g3","pre",118,17103.56428,9128.0758,0.92277146,1
4462,"EGFP","g3","pre",119,4373.84911,1699.030812,1.27114914,1
4462,"EGFP","g3","pre",120,4089.790437,2033.41302,0.991176093,1
4462,"EGFP","g3","pre",121,4627.47427,2059.248906,1.10846711,1
4462,"EGFP","g3","pre",122,19304.12454,11259.46,0.843581545,1
4462,"EGFP","g3","pre",123,16974.19895,10292.10463,0.811142105,1
4462,"EGFP","g3","pre",124,3491.293674,2118.25966,0.810617476,1
4462,"EGFP","g3","pre",125,10025.06832,4930.025607,1.002204588,1
4462,"EGFP","g3","pre",127,4295.899938,1678.414996,1.263778688,1
4462,"EGFP","g3","pre",128,3478.541764,1781.141022,0.96218136,1
4462,"EGFP","g3","pre",129,7290.63291,3454.571447,1.040473376,1
4462,"EGFP","g3","pre",130,8255.497446,3528.609557,1.15442593,1
4462,"EGFP","g3","pre",131,9297.238898,5450.32718,0.839271504,1
4462,"EGFP","g3","pre",132,3165.860021,1409.408502,1.108003175,1
4462,"EGFP","g3","pre",133,5606.932524,2004.734531,1.381803057,1
4462,"EGFP","g3","pre",134,3454.157554,1453.912139,1.172416139,1
4462,"EGFP","g3","pre",135,29177.04402,14681.3828,0.979269761,1
4462,"EGFP","g3","pre",136,24413.28678,12738.63633,0.944026559,1
4462,"EGFP","g3","pre",137,6743.824745,3050.308083,1.090416756,1
4462,"EGFP","g3","pre",138,2998.614177,1620.157578,0.911376524,1
4462,"EGFP","g3","pre",139,4335.17758,1960.121799,1.090825058,1
4462,"EGFP","g3","pre",140,20503.20315,11860.34648,0.850661715,1
4462,"EGFP","g3","pre",141,7912.341389,3873.688321,1.006736709,1
4462,"EGFP","g3","pre",143,3834.625884,1761.540109,1.073506316,1
4462,"EGFP","g3","pre",145,4491.181415,2256.199997,0.980883672,1
4462,"EGFP","g3","pre",146,3292.930951,1317.558053,1.233828523,1
4462,"EGFP","g3","pre",147,15468.84151,8615.805324,0.883821355,1
4462,"EGFP","g3","pre",148,3875.760038,1953.61857,0.977548201,1
4462,"EGFP","g3","pre",149,3686.889037,2314.892787,0.783015699,1
4462,"EGFP","g3","pre",154,7029.322179,4657.926393,0.741457994,1
4462,"EGFP","g3","pre",155,5059.579529,2264.134406,1.10225025,1
4462,"EGFP","g3","pre",157,3496.273657,1880.351992,0.915630881,1
4462,"EGFP","g3","pre",158,10145.23176,5913.930031,0.844078822,1
4463,"mTq2_T203Y","g1","post",1,1627.598369,2695.217866,0.263711848,1
4463,"mTq2_T203Y","g1","post",2,1147.066837,2006.860686,0.249272581,1
4463,"mTq2_T203Y","g1","post",3,891.8781621,1562.291724,0.248962172,1
4463,"mTq2_T203Y","g1","post",5,3747.501688,6845.057726,0.238503955,1
4463,"mTq2_T203Y","g1","post",6,2306.488657,4809.568264,0.20815477,1
4463,"mTq2_T203Y","g1","post",7,3730.508623,7787.917233,0.207908915,1
4463,"mTq2_T203Y","g1","post",8,980.0272818,1581.428249,0.270784423,1
4463,"mTq2_T203Y","g1","post",9,699.8817702,1346.005254,0.226212,1
4463,"mTq2_T203Y","g1","post",10,1010.407351,2000.779198,0.219525447,1
4463,"mTq2_T203Y","g1","post",11,2937.766241,5869.013314,0.217536131,1
4463,"mTq2_T203Y","g1","post",12,1518.078273,2599.345644,0.254836506,1
4463,"mTq2_T203Y","g1","post",13,3060.067218,5847.117025,0.227721016,1
4463,"mTq2_T203Y","g1","post",14,2456.198958,4678.664275,0.228450484,1
4463,"mTq2_T203Y","g1","post",15,1822.987739,4140.716224,0.190590709,1
4463,"mTq2_T203Y","g1","post",16,3374.046304,7057.232232,0.207500156,1
