 ,Label,Mean,Slice
285,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t72,6.59,72
286,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t72,9.51,72
287,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t72,9.01,72
288,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t72,10.66,72
289,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t73,7.59,73
290,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t73,9.08,73
291,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t73,9.95,73
292,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t73,10.83,73
293,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t74,8.37,74
294,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t74,7.54,74
295,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t74,10.36,74
296,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t74,11.04,74
297,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t75,8.48,75
298,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t75,6.93,75
299,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t75,10.56,75
300,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t75,11.40,75
301,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t76,7.87,76
302,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t76,7.01,76
303,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t76,10.22,76
304,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t76,11.19,76
305,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t77,7.20,77
306,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t77,7.92,77
307,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t77,9.64,77
308,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t77,11.00,77
309,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t78,6.50,78
310,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t78,9.20,78
311,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t78,8.93,78
312,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t78,10.95,78
313,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t79,6.61,79
314,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t79,9.60,79
315,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t79,8.85,79
316,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t79,10.72,79
317,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t80,7.27,80
318,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t80,8.24,80
319,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t80,9.19,80
320,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t80,10.80,80
321,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t81,8.18,81
322,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t81,7.16,81
323,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t81,10.00,81
324,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t81,11.07,81
325,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t82,8.64,82
326,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t82,6.81,82
327,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t82,10.33,82
328,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t82,11.29,82
329,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t83,8.44,83
330,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t83,7.44,83
331,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t83,10.38,83
332,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t83,11.53,83
333,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t84,7.15,84
334,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t84,8.65,84
335,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t84,9.92,84
336,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t84,11.08,84
337,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t85,6.48,85
338,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t85,9.52,85
339,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t85,9.84,85
340,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t85,11.25,85
341,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t86,6.60,86
342,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t86,8.86,86
343,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t86,9.68,86
344,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t86,11.26,86
345,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t87,7.69,87
346,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t87,7.52,87
347,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t87,9.45,87
348,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t87,11.10,87
349,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t88,9.40,88
350,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t88,7.50,88
351,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t88,10.26,88
352,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t88,11.95,88
353,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t89,11.04,89
354,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t89,11.08,89
355,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t89,13.52,89
356,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t89,15.71,89
357,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t90,11.93,90
358,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t90,13.32,90
359,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t90,15.22,90
360,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t90,17.67,90
361,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t91,11.93,91
362,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t91,13.47,91
363,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t91,15.22,91
364,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t91,17.78,91
365,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t92,11.81,92
366,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t92,13.26,92
367,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t92,15.22,92
368,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t92,17.79,92
369,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t93,11.75,93
370,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t93,13.30,93
371,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t93,15.13,93
372,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t93,17.66,93
373,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t94,11.79,94
374,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t94,13.23,94
375,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t94,15.17,94
376,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t94,17.72,94
377,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t95,11.78,95
378,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t95,13.23,95
379,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t95,15.15,95
380,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t95,17.62,95
381,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t96,11.75,96
382,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t96,13.27,96
383,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t96,15.08,96
384,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t96,17.68,96
385,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t97,11.61,97
386,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t97,13.17,97
387,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t97,14.92,97
388,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t97,17.54,97
389,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t98,11.64,98
390,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t98,13.11,98
391,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t98,14.92,98
392,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t98,17.52,98
393,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t99,11.73,99
394,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t99,13.30,99
395,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t99,15.01,99
396,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t99,17.66,99
397,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t100,11.72,100
398,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t100,13.24,100
399,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t100,14.95,100
400,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t100,17.48,100
401,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t101,11.72,101
402,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t101,13.23,101
403,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t101,14.86,101
404,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t101,17.45,101
405,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t102,11.62,102
406,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t102,13.30,102
407,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t102,14.83,102
408,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t102,17.49,102
409,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t103,11.73,103
410,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t103,13.38,103
411,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t103,14.91,103
412,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t103,17.57,103
413,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t104,11.70,104
414,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t104,13.48,104
415,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t104,14.83,104
416,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t104,17.51,104
417,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t105,11.74,105
418,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t105,13.46,105
419,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t105,14.92,105
420,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t105,17.57,105
421,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t106,11.73,106
422,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t106,13.46,106
423,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t106,14.91,106
424,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t106,17.52,106
425,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t107,11.77,107
426,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t107,13.48,107
427,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t107,14.83,107
428,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t107,17.48,107
429,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t108,11.88,108
430,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t108,13.61,108
431,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t108,14.98,108
432,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t108,17.63,108
433,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t109,11.90,109
434,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t109,13.59,109
435,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t109,15.03,109
436,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t109,17.63,109
437,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t110,11.74,110
438,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t110,13.55,110
439,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t110,14.98,110
440,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t110,17.56,110
441,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t111,11.80,111
442,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t111,13.50,111
443,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t111,14.99,111
444,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t111,17.49,111
445,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t112,11.71,112
446,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t112,13.50,112
447,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t112,14.92,112
448,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t112,17.48,112
449,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t113,11.71,113
450,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t113,13.50,113
451,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t113,14.94,113
452,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t113,17.50,113
453,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t114,11.68,114
454,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t114,13.51,114
455,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t114,14.81,114
456,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t114,17.43,114
457,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t115,11.71,115
458,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t115,13.54,115
459,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t115,14.83,115
460,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t115,17.44,115
461,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t116,11.69,116
462,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t116,13.47,116
463,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t116,14.83,116
464,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t116,17.50,116
465,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t117,11.68,117
466,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t117,13.39,117
467,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t117,14.81,117
468,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t117,17.39,117
469,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t118,11.65,118
470,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t118,13.59,118
471,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t118,14.88,118
472,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t118,17.49,118
473,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t119,11.71,119
474,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t119,13.68,119
475,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t119,14.90,119
476,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t119,17.53,119
477,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t120,11.71,120
478,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t120,13.69,120
479,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t120,14.99,120
480,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t120,17.61,120
481,CFP:Cell-01:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t121,11.77,121
482,CFP:Cell-02:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t121,13.61,121
483,CFP:Cell-03:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t121,14.93,121
484,CFP:Cell-04:180228_YCaM3.60_His_Py-02_w1YCam-CFP_t121,17.58,121
